AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
70-74,Wiktor Kowalski,M,SBD,Raw,70.5,70-999,Weterani +70 lat,102.21,105,295,1,179.89,178.02,169.98,36.88,Yes,NA,NA,PZKFiTS,Best3BenchKg,65
70-74,Wiktor Kowalski,M,SBD,Raw,70.5,70-999,Weterani +70 lat,102.21,105,295,1,179.89,178.02,169.98,36.88,Yes,NA,NA,PZKFiTS,Best3DeadliftKg,140
70-74,Curt Carlsson,M,SBD,Single-ply,72.5,70-999,Masters 4,88.35,93,355,1,231.72,228.81,219.47,39.57,Yes,Sweden,NA,SSF,Best3SquatKg,125
70-74,Curt Carlsson,M,SBD,Single-ply,72.5,70-999,Masters 4,88.35,93,355,1,231.72,228.81,219.47,39.57,Yes,Sweden,NA,SSF,Best3BenchKg,70
70-74,Curt Carlsson,M,SBD,Single-ply,72.5,70-999,Masters 4,88.35,93,355,1,231.72,228.81,219.47,39.57,Yes,Sweden,NA,SSF,Best3DeadliftKg,160
70-74,Th Yaiskul Singh,M,SBD,Single-ply,73,70-999,Masters 4,75,83,282.5,1,202.67,201.3,194.5,34.71,Yes,NA,NA,PI,Best3SquatKg,90
70-74,Th Yaiskul Singh,M,SBD,Single-ply,73,70-999,Masters 4,75,83,282.5,1,202.67,201.3,194.5,34.71,Yes,NA,NA,PI,Best3BenchKg,70
70-74,Th Yaiskul Singh,M,SBD,Single-ply,73,70-999,Masters 4,75,83,282.5,1,202.67,201.3,194.5,34.71,Yes,NA,NA,PI,Best3DeadliftKg,122.5
70-74,Anatoliy Lozhkin,M,SBD,Single-ply,71.5,70-999,Masters 4,85.7,90,335,2,222.21,219.53,210.86,37.98,Yes,NA,NA,FPR,Best3SquatKg,115
70-74,Anatoliy Lozhkin,M,SBD,Single-ply,71.5,70-999,Masters 4,85.7,90,335,2,222.21,219.53,210.86,37.98,Yes,NA,NA,FPR,Best3BenchKg,75
70-74,Anatoliy Lozhkin,M,SBD,Single-ply,71.5,70-999,Masters 4,85.7,90,335,2,222.21,219.53,210.86,37.98,Yes,NA,NA,FPR,Best3DeadliftKg,145
70-74,Bill Richardson,M,SBD,Raw,73,70-999,retrom4,95.98,100,340,1,213.14,210.52,201.27,43.8,Yes,USA,NM,NASA,Best3SquatKg,110
70-74,Bill Richardson,M,SBD,Raw,73,70-999,retrom4,95.98,100,340,1,213.14,210.52,201.27,43.8,Yes,USA,NM,NASA,Best3BenchKg,62.5
70-74,Bill Richardson,M,SBD,Raw,73,70-999,retrom4,95.98,100,340,1,213.14,210.52,201.27,43.8,Yes,USA,NM,NASA,Best3DeadliftKg,167.5
70-74,Tony Wightman,M,SBD,Raw,71,70-999,MR-M4,82.3,83,352.5,1,239.11,236.49,227.57,49,Yes,England,NA,EPA,Best3SquatKg,117.5
70-74,Tony Wightman,M,SBD,Raw,71,70-999,MR-M4,82.3,83,352.5,1,239.11,236.49,227.57,49,Yes,England,NA,EPA,Best3BenchKg,80
70-74,Tony Wightman,M,SBD,Raw,71,70-999,MR-M4,82.3,83,352.5,1,239.11,236.49,227.57,49,Yes,England,NA,EPA,Best3DeadliftKg,155
70-74,Helmut Baumhackl,M,SBD,Raw,70,70-999,Masters 4,93.92,105,247.5,3,156.73,154.76,148.07,32.22,Yes,Austria,NA,EPF,Best3SquatKg,80
70-74,Helmut Baumhackl,M,SBD,Raw,70,70-999,Masters 4,93.92,105,247.5,3,156.73,154.76,148.07,32.22,Yes,Austria,NA,EPF,Best3BenchKg,60
70-74,Helmut Baumhackl,M,SBD,Raw,70,70-999,Masters 4,93.92,105,247.5,3,156.73,154.76,148.07,32.22,Yes,Austria,NA,EPF,Best3DeadliftKg,107.5
70-74,Tommy Rasmussen,M,SBD,Raw,74.5,70-999,Masters 4,80.6,83,300,1,205.96,203.85,196.35,42.15,Yes,Denmark,NA,DSF,Best3SquatKg,95
70-74,Tommy Rasmussen,M,SBD,Raw,74.5,70-999,Masters 4,80.6,83,300,1,205.96,203.85,196.35,42.15,Yes,Denmark,NA,DSF,Best3BenchKg,62.5
70-74,Tommy Rasmussen,M,SBD,Raw,74.5,70-999,Masters 4,80.6,83,300,1,205.96,203.85,196.35,42.15,Yes,Denmark,NA,DSF,Best3DeadliftKg,142.5
70-74,Ted Byrne,M,SBD,Raw,72.5,70-999,MR-M4,59.3,60,360,1,306.81,310.36,303.27,59.41,Yes,England,NA,USAPL,Best3SquatKg,105
70-74,Ted Byrne,M,SBD,Raw,72.5,70-999,MR-M4,59.3,60,360,1,306.81,310.36,303.27,59.41,Yes,England,NA,USAPL,Best3BenchKg,70
70-74,Ted Byrne,M,SBD,Raw,72.5,70-999,MR-M4,59.3,60,360,1,306.81,310.36,303.27,59.41,Yes,England,NA,USAPL,Best3DeadliftKg,185
70-74,David Leard,M,SBD,Raw,70,70-999,Masters 70-74,82.2,82.5,340,1,230.79,228.27,219.67,47.3,Yes,USA,GA,USPA,Best3SquatKg,107.5
70-74,David Leard,M,SBD,Raw,70,70-999,Masters 70-74,82.2,82.5,340,1,230.79,228.27,219.67,47.3,Yes,USA,GA,USPA,Best3BenchKg,82.5
70-74,David Leard,M,SBD,Raw,70,70-999,Masters 70-74,82.2,82.5,340,1,230.79,228.27,219.67,47.3,Yes,USA,GA,USPA,Best3DeadliftKg,150
70-74,Eriks Dumarovs,M,SBD,Raw,73.5,70-999,Masters 4,61.9,66,257.5,1,211.94,213.55,208.18,41.53,Yes,Latvia,NA,EPF,Best3SquatKg,70
70-74,Eriks Dumarovs,M,SBD,Raw,73.5,70-999,Masters 4,61.9,66,257.5,1,211.94,213.55,208.18,41.53,Yes,Latvia,NA,EPF,Best3BenchKg,65
70-74,Eriks Dumarovs,M,SBD,Raw,73.5,70-999,Masters 4,61.9,66,257.5,1,211.94,213.55,208.18,41.53,Yes,Latvia,NA,EPF,Best3DeadliftKg,122.5
70-74,Michel Beaudoin,M,SBD,Raw,71,70-999,Masters 4,78.95,83,287.5,1,199.81,197.94,190.83,40.82,Yes,NA,NA,FFForce,Best3SquatKg,120
70-74,Michel Beaudoin,M,SBD,Raw,71,70-999,Masters 4,78.95,83,287.5,1,199.81,197.94,190.83,40.82,Yes,NA,NA,FFForce,Best3BenchKg,50
70-74,Michel Beaudoin,M,SBD,Raw,71,70-999,Masters 4,78.95,83,287.5,1,199.81,197.94,190.83,40.82,Yes,NA,NA,FFForce,Best3DeadliftKg,117.5
70-74,Claudio Lora,M,SBD,Raw,70,70-999,Masters 4,87.4,93,555.5,1,364.64,360.11,345.59,74.93,Yes,Dominican Republic,NA,NAPF,Best3SquatKg,208
70-74,Claudio Lora,M,SBD,Raw,70,70-999,Masters 4,87.4,93,555.5,1,364.64,360.11,345.59,74.93,Yes,Dominican Republic,NA,NAPF,Best3BenchKg,135
70-74,Claudio Lora,M,SBD,Raw,70,70-999,Masters 4,87.4,93,555.5,1,364.64,360.11,345.59,74.93,Yes,Dominican Republic,NA,NAPF,Best3DeadliftKg,212.5
70-74,James West #2,M,SBD,Raw,70.5,70-999,MR-M4a,99.1,105,262.5,1,162.21,160.34,153.17,33.3,Yes,USA,KS,USAPL,Best3SquatKg,85
70-74,James West #2,M,SBD,Raw,70.5,70-999,MR-M4a,99.1,105,262.5,1,162.21,160.34,153.17,33.3,Yes,USA,KS,USAPL,Best3BenchKg,62.5
70-74,James West #2,M,SBD,Raw,70.5,70-999,MR-M4a,99.1,105,262.5,1,162.21,160.34,153.17,33.3,Yes,USA,KS,USAPL,Best3DeadliftKg,115
70-74,Magomed Sautiev,M,SBD,Raw,72.5,70-999,Open,70.55,74,357.5,1,267.09,266.32,258,53.81,Yes,Russia,NA,FPR,Best3SquatKg,120
70-74,Magomed Sautiev,M,SBD,Raw,72.5,70-999,Open,70.55,74,357.5,1,267.09,266.32,258,53.81,Yes,Russia,NA,FPR,Best3BenchKg,65
70-74,Magomed Sautiev,M,SBD,Raw,72.5,70-999,Open,70.55,74,357.5,1,267.09,266.32,258,53.81,Yes,Russia,NA,FPR,Best3DeadliftKg,172.5
70-74,Harri Tirronen,M,SBD,Single-ply,70.5,70-999,Over 70,102.45,105,315,1,191.9,189.92,181.35,32.56,Yes,Finland,NA,SVNL,Best3SquatKg,25
70-74,Harri Tirronen,M,SBD,Single-ply,70.5,70-999,Over 70,102.45,105,315,1,191.9,189.92,181.35,32.56,Yes,Finland,NA,SVNL,Best3BenchKg,165
70-74,Harri Tirronen,M,SBD,Single-ply,70.5,70-999,Over 70,102.45,105,315,1,191.9,189.92,181.35,32.56,Yes,Finland,NA,SVNL,Best3DeadliftKg,125
70-74,Steen Wissing,M,SBD,Single-ply,74.5,70-999,Masters 4,90.65,93,425,1,273.82,270.33,259.01,46.72,Yes,Denmark,NA,DSF,Best3SquatKg,160
70-74,Steen Wissing,M,SBD,Single-ply,74.5,70-999,Masters 4,90.65,93,425,1,273.82,270.33,259.01,46.72,Yes,Denmark,NA,DSF,Best3BenchKg,90
70-74,Steen Wissing,M,SBD,Single-ply,74.5,70-999,Masters 4,90.65,93,425,1,273.82,270.33,259.01,46.72,Yes,Denmark,NA,DSF,Best3DeadliftKg,175
70-74,齋藤 光一,M,SBD,Raw,71.5,70-999,Masters 4,69.05,74,295,5,223.72,223.41,216.64,44.9,Yes,NA,NA,JPA,Best3SquatKg,100
70-74,齋藤 光一,M,SBD,Raw,71.5,70-999,Masters 4,69.05,74,295,5,223.72,223.41,216.64,44.9,Yes,NA,NA,JPA,Best3BenchKg,87.5
70-74,齋藤 光一,M,SBD,Raw,71.5,70-999,Masters 4,69.05,74,295,5,223.72,223.41,216.64,44.9,Yes,NA,NA,JPA,Best3DeadliftKg,107.5
70-74,Rich Hutchison,M,SBD,Raw,70,70-999,RLM 70-74,73.03,75,440,1,321.17,319.5,309.07,65.04,Yes,USA,MD,AAU,Best3SquatKg,157.5
70-74,Rich Hutchison,M,SBD,Raw,70,70-999,RLM 70-74,73.03,75,440,1,321.17,319.5,309.07,65.04,Yes,USA,MD,AAU,Best3BenchKg,90
70-74,Rich Hutchison,M,SBD,Raw,70,70-999,RLM 70-74,73.03,75,440,1,321.17,319.5,309.07,65.04,Yes,USA,MD,AAU,Best3DeadliftKg,192.5
70-74,Robert Moore #13,M,SBD,Raw,71,70-999,MR-M4,90.26,93,505,1,326.06,321.92,308.49,67.04,Yes,USA,MD,AMP,Best3SquatKg,182.5
70-74,Robert Moore #13,M,SBD,Raw,71,70-999,MR-M4,90.26,93,505,1,326.06,321.92,308.49,67.04,Yes,USA,MD,AMP,Best3BenchKg,137.5
70-74,Robert Moore #13,M,SBD,Raw,71,70-999,MR-M4,90.26,93,505,1,326.06,321.92,308.49,67.04,Yes,USA,MD,AMP,Best3DeadliftKg,185
70-74,John Hagen,M,SBD,Raw,72,70-999,MR-M4,80.2,83,462.5,1,318.45,315.25,303.72,65.15,Yes,USA,FL,AMP,Best3SquatKg,152.5
70-74,John Hagen,M,SBD,Raw,72,70-999,MR-M4,80.2,83,462.5,1,318.45,315.25,303.72,65.15,Yes,USA,FL,AMP,Best3BenchKg,105
70-74,John Hagen,M,SBD,Raw,72,70-999,MR-M4,80.2,83,462.5,1,318.45,315.25,303.72,65.15,Yes,USA,FL,AMP,Best3DeadliftKg,205
70-74,Dick Schuller,M,SBD,Single-ply,70,70-999,M-M4a,86,90,450,1,297.93,294.31,282.65,50.92,Yes,NA,NA,USAPL,Best3SquatKg,165
70-74,Dick Schuller,M,SBD,Single-ply,70,70-999,M-M4a,86,90,450,1,297.93,294.31,282.65,50.92,Yes,NA,NA,USAPL,Best3BenchKg,102.5
70-74,Dick Schuller,M,SBD,Single-ply,70,70-999,M-M4a,86,90,450,1,297.93,294.31,282.65,50.92,Yes,NA,NA,USAPL,Best3DeadliftKg,182.5
70-74,Miguel López #1,M,SBD,Raw,71,70-999,Masters 4,64.8,66,417.5,1,331.65,332.85,323.72,65.72,Yes,Puerto Rico,NA,NAPF,Best3SquatKg,167.5
70-74,Miguel López #1,M,SBD,Raw,71,70-999,Masters 4,64.8,66,417.5,1,331.65,332.85,323.72,65.72,Yes,Puerto Rico,NA,NAPF,Best3BenchKg,85
70-74,Miguel López #1,M,SBD,Raw,71,70-999,Masters 4,64.8,66,417.5,1,331.65,332.85,323.72,65.72,Yes,Puerto Rico,NA,NAPF,Best3DeadliftKg,165
70-74,名村 忠,M,SBD,Raw,70.5,70-999,Open,58.6,59,215,1,185.06,187.41,183.26,35.71,Yes,NA,NA,JPA,Best3SquatKg,70
70-74,名村 忠,M,SBD,Raw,70.5,70-999,Open,58.6,59,215,1,185.06,187.41,183.26,35.71,Yes,NA,NA,JPA,Best3BenchKg,55
70-74,名村 忠,M,SBD,Raw,70.5,70-999,Open,58.6,59,215,1,185.06,187.41,183.26,35.71,Yes,NA,NA,JPA,Best3DeadliftKg,90
70-74,Sam Alduenda,M,SBD,Raw,71.5,70-999,MR-M4a,73.3,74,452.5,1,329.49,327.71,316.95,66.76,Yes,USA,NA,USAPL,Best3SquatKg,140
70-74,Sam Alduenda,M,SBD,Raw,71.5,70-999,MR-M4a,73.3,74,452.5,1,329.49,327.71,316.95,66.76,Yes,USA,NA,USAPL,Best3BenchKg,117.5
70-74,Sam Alduenda,M,SBD,Raw,71.5,70-999,MR-M4a,73.3,74,452.5,1,329.49,327.71,316.95,66.76,Yes,USA,NA,USAPL,Best3DeadliftKg,195
70-74,John Gustafson,M,SBD,Raw,72,70-999,Masters 70-74,58.6,60,360,1,309.87,313.81,306.85,59.79,Yes,USA,MN,USPA,Best3SquatKg,112.5
70-74,John Gustafson,M,SBD,Raw,72,70-999,Masters 70-74,58.6,60,360,1,309.87,313.81,306.85,59.79,Yes,USA,MN,USPA,Best3BenchKg,97.5
70-74,John Gustafson,M,SBD,Raw,72,70-999,Masters 70-74,58.6,60,360,1,309.87,313.81,306.85,59.79,Yes,USA,MN,USPA,Best3DeadliftKg,150
70-74,Madhukar Patkar,M,SBD,Single-ply,74,70-999,Masters 4,71.3,74,375,1,278.15,277.14,268.37,47.62,Yes,NA,NA,PI,Best3SquatKg,152.5
70-74,Madhukar Patkar,M,SBD,Single-ply,74,70-999,Masters 4,71.3,74,375,1,278.15,277.14,268.37,47.62,Yes,NA,NA,PI,Best3BenchKg,70
70-74,Madhukar Patkar,M,SBD,Single-ply,74,70-999,Masters 4,71.3,74,375,1,278.15,277.14,268.37,47.62,Yes,NA,NA,PI,Best3DeadliftKg,152.5
70-74,Edward Tarran,M,SBD,Raw,73.5,70-999,M-M7,68.2,75,335,1,256.29,256.18,248.55,51.33,Yes,England,NA,WDFPF,Best3SquatKg,100
70-74,Edward Tarran,M,SBD,Raw,73.5,70-999,M-M7,68.2,75,335,1,256.29,256.18,248.55,51.33,Yes,England,NA,WDFPF,Best3BenchKg,65
70-74,Edward Tarran,M,SBD,Raw,73.5,70-999,M-M7,68.2,75,335,1,256.29,256.18,248.55,51.33,Yes,England,NA,WDFPF,Best3DeadliftKg,170
70-74,Jean Bonnefoy,M,SBD,Raw,71,70-999,Masters 4,57.5,59,370.5,1,324.09,328.79,321.85,62.16,Yes,France,NA,FFForce,Best3SquatKg,120
70-74,Jean Bonnefoy,M,SBD,Raw,71,70-999,Masters 4,57.5,59,370.5,1,324.09,328.79,321.85,62.16,Yes,France,NA,FFForce,Best3BenchKg,100.5
70-74,Jean Bonnefoy,M,SBD,Raw,71,70-999,Masters 4,57.5,59,370.5,1,324.09,328.79,321.85,62.16,Yes,France,NA,FFForce,Best3DeadliftKg,150
70-74,Raine Juselius,M,SBD,Raw,73.5,70-999,Over 70,80.71,83,280,4,192.08,190.1,183.1,39.31,Yes,NA,NA,SVNL,Best3SquatKg,80
70-74,Raine Juselius,M,SBD,Raw,73.5,70-999,Over 70,80.71,83,280,4,192.08,190.1,183.1,39.31,Yes,NA,NA,SVNL,Best3BenchKg,80
70-74,Raine Juselius,M,SBD,Raw,73.5,70-999,Over 70,80.71,83,280,4,192.08,190.1,183.1,39.31,Yes,NA,NA,SVNL,Best3DeadliftKg,120
70-74,Jayachandran.G,M,SBD,Single-ply,72,70-999,Masters 4,69.75,74,200,1,150.61,150.29,145.67,25.78,Yes,India,NA,AsianPF,Best3SquatKg,62.5
70-74,Jayachandran.G,M,SBD,Single-ply,72,70-999,Masters 4,69.75,74,200,1,150.61,150.29,145.67,25.78,Yes,India,NA,AsianPF,Best3BenchKg,55
70-74,Jayachandran.G,M,SBD,Single-ply,72,70-999,Masters 4,69.75,74,200,1,150.61,150.29,145.67,25.78,Yes,India,NA,AsianPF,Best3DeadliftKg,82.5
70-74,Jack Wolff #1,M,SBD,Raw,73,70-999,MR-M4a,65.2,67.5,267.5,1,211.51,212.17,206.29,41.97,Yes,USA,NA,USAPL,Best3SquatKg,87.5
70-74,Jack Wolff #1,M,SBD,Raw,73,70-999,MR-M4a,65.2,67.5,267.5,1,211.51,212.17,206.29,41.97,Yes,USA,NA,USAPL,Best3BenchKg,30
70-74,Jack Wolff #1,M,SBD,Raw,73,70-999,MR-M4a,65.2,67.5,267.5,1,211.51,212.17,206.29,41.97,Yes,USA,NA,USAPL,Best3DeadliftKg,150
70-74,Marc Henry,M,SBD,Raw,73,70-999,Masters 4,65.59,66,345,1,271.57,272.29,264.66,53.96,Yes,France,NA,FFForce,Best3SquatKg,115
70-74,Marc Henry,M,SBD,Raw,73,70-999,Masters 4,65.59,66,345,1,271.57,272.29,264.66,53.96,Yes,France,NA,FFForce,Best3BenchKg,80
70-74,Marc Henry,M,SBD,Raw,73,70-999,Masters 4,65.59,66,345,1,271.57,272.29,264.66,53.96,Yes,France,NA,FFForce,Best3DeadliftKg,150
70-74,Suresh Y Bansode,M,SBD,Raw,70.5,70-999,Masters 4,82.46,83,277.5,1,188.03,185.95,178.93,38.54,Yes,NA,NA,PI,Best3SquatKg,100
70-74,Suresh Y Bansode,M,SBD,Raw,70.5,70-999,Masters 4,82.46,83,277.5,1,188.03,185.95,178.93,38.54,Yes,NA,NA,PI,Best3BenchKg,62.5
70-74,Suresh Y Bansode,M,SBD,Raw,70.5,70-999,Masters 4,82.46,83,277.5,1,188.03,185.95,178.93,38.54,Yes,NA,NA,PI,Best3DeadliftKg,115
70-74,Baljinnyam Banchin,M,SBD,Raw,74.5,70-999,Masters 4,81.5,83,332.5,1,226.81,224.39,216.03,46.45,Yes,Mongolia,NA,AsianPF,Best3SquatKg,120
70-74,Baljinnyam Banchin,M,SBD,Raw,74.5,70-999,Masters 4,81.5,83,332.5,1,226.81,224.39,216.03,46.45,Yes,Mongolia,NA,AsianPF,Best3BenchKg,82.5
70-74,Baljinnyam Banchin,M,SBD,Raw,74.5,70-999,Masters 4,81.5,83,332.5,1,226.81,224.39,216.03,46.45,Yes,Mongolia,NA,AsianPF,Best3DeadliftKg,130
70-74,Roland Mårtensson,M,SBD,Raw,72.5,70-999,Open,95.65,105,360,11,226.04,223.25,213.46,46.46,Yes,Sweden,NA,SSF,Best3SquatKg,100
70-74,Roland Mårtensson,M,SBD,Raw,72.5,70-999,Open,95.65,105,360,11,226.04,223.25,213.46,46.46,Yes,Sweden,NA,SSF,Best3BenchKg,90
70-74,Roland Mårtensson,M,SBD,Raw,72.5,70-999,Open,95.65,105,360,11,226.04,223.25,213.46,46.46,Yes,Sweden,NA,SSF,Best3DeadliftKg,170
70-74,Keith Richardson,M,SBD,Raw,74.5,70-999,MR-M4,72.66,74,327.5,1,239.86,238.69,230.94,48.54,Yes,USA,FL,USAPL,Best3SquatKg,115
70-74,Keith Richardson,M,SBD,Raw,74.5,70-999,MR-M4,72.66,74,327.5,1,239.86,238.69,230.94,48.54,Yes,USA,FL,USAPL,Best3BenchKg,85
70-74,Keith Richardson,M,SBD,Raw,74.5,70-999,MR-M4,72.66,74,327.5,1,239.86,238.69,230.94,48.54,Yes,USA,FL,USAPL,Best3DeadliftKg,127.5
70-74,N Subramanian,M,SBD,Single-ply,74,70-999,Masters 4,53.8,59,165,2,153.1,156.33,153.64,25.87,Yes,NA,NA,PI,Best3SquatKg,50
70-74,N Subramanian,M,SBD,Single-ply,74,70-999,Masters 4,53.8,59,165,2,153.1,156.33,153.64,25.87,Yes,NA,NA,PI,Best3BenchKg,45
70-74,N Subramanian,M,SBD,Single-ply,74,70-999,Masters 4,53.8,59,165,2,153.1,156.33,153.64,25.87,Yes,NA,NA,PI,Best3DeadliftKg,70
70-74,Hans Dichtel,M,SBD,Single-ply,72.5,70-999,Altersklasse II,76.5,82.5,352.5,2,249.75,247.79,239.22,42.77,Yes,NA,NA,BVDG,Best3SquatKg,115
70-74,Hans Dichtel,M,SBD,Single-ply,72.5,70-999,Altersklasse II,76.5,82.5,352.5,2,249.75,247.79,239.22,42.77,Yes,NA,NA,BVDG,Best3BenchKg,82.5
70-74,Hans Dichtel,M,SBD,Single-ply,72.5,70-999,Altersklasse II,76.5,82.5,352.5,2,249.75,247.79,239.22,42.77,Yes,NA,NA,BVDG,Best3DeadliftKg,155
70-74,Heino Maiste,M,SBD,Raw,72,70-999,Open,75,83,360,14,258.27,256.52,247.86,52.49,Yes,Estonia,NA,EJTL,Best3SquatKg,115
70-74,Heino Maiste,M,SBD,Raw,72,70-999,Open,75,83,360,14,258.27,256.52,247.86,52.49,Yes,Estonia,NA,EJTL,Best3BenchKg,70
70-74,Heino Maiste,M,SBD,Raw,72,70-999,Open,75,83,360,14,258.27,256.52,247.86,52.49,Yes,Estonia,NA,EJTL,Best3DeadliftKg,175
70-74,Juhani Niemi,M,SBD,Raw,73.5,70-999,Over 70,58.54,59,322.5,1,277.84,281.39,275.16,53.59,Yes,Finland,NA,SVNL,Best3SquatKg,122.5
70-74,Juhani Niemi,M,SBD,Raw,73.5,70-999,Over 70,58.54,59,322.5,1,277.84,281.39,275.16,53.59,Yes,Finland,NA,SVNL,Best3BenchKg,62.5
70-74,Juhani Niemi,M,SBD,Raw,73.5,70-999,Over 70,58.54,59,322.5,1,277.84,281.39,275.16,53.59,Yes,Finland,NA,SVNL,Best3DeadliftKg,137.5
70-74,John Ozurovich,M,SBD,Raw,71,70-999,M70-74,108.7,110,392.5,1,233.52,231.84,221.51,47.69,Yes,USA,CA,WRPF,Best3SquatKg,145
70-74,John Ozurovich,M,SBD,Raw,71,70-999,M70-74,108.7,110,392.5,1,233.52,231.84,221.51,47.69,Yes,USA,CA,WRPF,Best3BenchKg,102.5
70-74,John Ozurovich,M,SBD,Raw,71,70-999,M70-74,108.7,110,392.5,1,233.52,231.84,221.51,47.69,Yes,USA,CA,WRPF,Best3DeadliftKg,145
70-74,David Lhota,M,SBD,Raw,70,70-999,70-74,100,100,510.29,1,314.09,310.56,296.62,64.46,Yes,USA,PA,WNPF,Best3SquatKg,188.24
70-74,David Lhota,M,SBD,Raw,70,70-999,70-74,100,100,510.29,1,314.09,310.56,296.62,64.46,Yes,USA,PA,WNPF,Best3BenchKg,111.13
70-74,David Lhota,M,SBD,Raw,70,70-999,70-74,100,100,510.29,1,314.09,310.56,296.62,64.46,Yes,USA,PA,WNPF,Best3DeadliftKg,210.92
70-74,Douglas H Williams,M,SBD,Single-ply,71,70-999,M-M7,85.9,90,425,1,281.55,278.14,267.13,48.12,Yes,Wales,NA,BDFPA,Best3SquatKg,165
70-74,Douglas H Williams,M,SBD,Single-ply,71,70-999,M-M7,85.9,90,425,1,281.55,278.14,267.13,48.12,Yes,Wales,NA,BDFPA,Best3BenchKg,80
70-74,Douglas H Williams,M,SBD,Single-ply,71,70-999,M-M7,85.9,90,425,1,281.55,278.14,267.13,48.12,Yes,Wales,NA,BDFPA,Best3DeadliftKg,180
70-74,平松 久直,M,SBD,Raw,73,70-999,Masters 4,57.3,59,315,1,276.37,280.47,274.61,52.95,Yes,NA,NA,JPA,Best3SquatKg,95
70-74,平松 久直,M,SBD,Raw,73,70-999,Masters 4,57.3,59,315,1,276.37,280.47,274.61,52.95,Yes,NA,NA,JPA,Best3BenchKg,85
70-74,平松 久直,M,SBD,Raw,73,70-999,Masters 4,57.3,59,315,1,276.37,280.47,274.61,52.95,Yes,NA,NA,JPA,Best3DeadliftKg,135
70-74,Rodney Herbison,M,SBD,Raw,70,70-999,MR-M4,113.7,120,355,1,207.71,206.91,197.98,42.26,Yes,USA,AZ,AMP,Best3SquatKg,115
70-74,Rodney Herbison,M,SBD,Raw,70,70-999,MR-M4,113.7,120,355,1,207.71,206.91,197.98,42.26,Yes,USA,AZ,AMP,Best3BenchKg,80
70-74,Rodney Herbison,M,SBD,Raw,70,70-999,MR-M4,113.7,120,355,1,207.71,206.91,197.98,42.26,Yes,USA,AZ,AMP,Best3DeadliftKg,160
70-74,Akiyoshi Kawanaka,M,SBD,Raw,74.5,70-999,Masters 4,58.65,59,287.5,5,247.29,250.41,244.84,47.73,Yes,Japan,NA,JPA,Best3SquatKg,95
70-74,Akiyoshi Kawanaka,M,SBD,Raw,74.5,70-999,Masters 4,58.65,59,287.5,5,247.29,250.41,244.84,47.73,Yes,Japan,NA,JPA,Best3BenchKg,82.5
70-74,Akiyoshi Kawanaka,M,SBD,Raw,74.5,70-999,Masters 4,58.65,59,287.5,5,247.29,250.41,244.84,47.73,Yes,Japan,NA,JPA,Best3DeadliftKg,110
70-74,Arthur Fu,M,SBD,Raw,71,70-999,Masters 70-74,78.1,82.5,390,1,272.82,270.4,260.81,55.68,Yes,USA,CA,USPA,Best3SquatKg,130
70-74,Arthur Fu,M,SBD,Raw,71,70-999,Masters 70-74,78.1,82.5,390,1,272.82,270.4,260.81,55.68,Yes,USA,CA,USPA,Best3BenchKg,105
70-74,Arthur Fu,M,SBD,Raw,71,70-999,Masters 70-74,78.1,82.5,390,1,272.82,270.4,260.81,55.68,Yes,USA,CA,USPA,Best3DeadliftKg,155
70-74,Jan Smits,M,SBD,Raw,71.5,70-999,Masters 4,87.76,93,355,8,232.53,229.63,220.32,47.79,Yes,Netherlands,NA,KNKF-SP,Best3SquatKg,130
70-74,Jan Smits,M,SBD,Raw,71.5,70-999,Masters 4,87.76,93,355,8,232.53,229.63,220.32,47.79,Yes,Netherlands,NA,KNKF-SP,Best3BenchKg,70
70-74,Jan Smits,M,SBD,Raw,71.5,70-999,Masters 4,87.76,93,355,8,232.53,229.63,220.32,47.79,Yes,Netherlands,NA,KNKF-SP,Best3DeadliftKg,155
70-74,Evgeniy Zinkov #1,M,SBD,Raw,70.5,70-999,Masters 4,64.2,66,290,2,232,233.03,226.74,45.87,Yes,Russia,NA,FPR,Best3SquatKg,92.5
70-74,Evgeniy Zinkov #1,M,SBD,Raw,70.5,70-999,Masters 4,64.2,66,290,2,232,233.03,226.74,45.87,Yes,Russia,NA,FPR,Best3BenchKg,92.5
70-74,Evgeniy Zinkov #1,M,SBD,Raw,70.5,70-999,Masters 4,64.2,66,290,2,232,233.03,226.74,45.87,Yes,Russia,NA,FPR,Best3DeadliftKg,105
70-74,Ralf Bog,M,SBD,Raw,72,70-999,Masters 4,130.41,120+,468,1,261.8,264.55,252.67,52.51,Yes,Germany,NA,EPF,Best3SquatKg,185.5
70-74,Ralf Bog,M,SBD,Raw,72,70-999,Masters 4,130.41,120+,468,1,261.8,264.55,252.67,52.51,Yes,Germany,NA,EPF,Best3BenchKg,80
70-74,Ralf Bog,M,SBD,Raw,72,70-999,Masters 4,130.41,120+,468,1,261.8,264.55,252.67,52.51,Yes,Germany,NA,EPF,Best3DeadliftKg,202.5
70-74,Hugues Reveiller,M,SBD,Raw,70,70-999,M-M7,88.5,90,465.5,1,303.58,299.77,287.51,62.4,Yes,France,NA,FSFA,Best3SquatKg,160
