AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
35-39,Andrey Makarenkov,M,SBD,Raw,37,24-39,Open,88.1,93,675,8,441.24,435.72,417.99,90.69,Yes,NA,NA,FPR,Best3SquatKg,235
35-39,Andrey Makarenkov,M,SBD,Raw,37,24-39,Open,88.1,93,675,8,441.24,435.72,417.99,90.69,Yes,NA,NA,FPR,Best3BenchKg,165
35-39,Andrey Makarenkov,M,SBD,Raw,37,24-39,Open,88.1,93,675,8,441.24,435.72,417.99,90.69,Yes,NA,NA,FPR,Best3DeadliftKg,275
35-39,George Paul Cabalit,M,SBD,Raw,39.5,40-49,Master 1,72.64,74,405,1,296.67,295.23,285.65,60.03,Yes,NA,NA,PAP,Best3SquatKg,150
35-39,George Paul Cabalit,M,SBD,Raw,39.5,40-49,Master 1,72.64,74,405,1,296.67,295.23,285.65,60.03,Yes,NA,NA,PAP,Best3BenchKg,65
35-39,George Paul Cabalit,M,SBD,Raw,39.5,40-49,Master 1,72.64,74,405,1,296.67,295.23,285.65,60.03,Yes,NA,NA,PAP,Best3DeadliftKg,190
35-39,Elliott Minshew,M,SBD,Raw,38,24-39,Amateur Open,109.2,110,727.5,1,432.07,429.1,410.03,88.21,Yes,USA,TX,RPS,Best3SquatKg,290
35-39,Elliott Minshew,M,SBD,Raw,38,24-39,Amateur Open,109.2,110,727.5,1,432.07,429.1,410.03,88.21,Yes,USA,TX,RPS,Best3BenchKg,160
35-39,Elliott Minshew,M,SBD,Raw,38,24-39,Amateur Open,109.2,110,727.5,1,432.07,429.1,410.03,88.21,Yes,USA,TX,RPS,Best3DeadliftKg,277.5
35-39,Mark Hassell,M,SBD,Raw,38.5,24-39,MR-O,77.2,83,445,8,313.51,310.9,300.03,63.92,Yes,England,NA,EPA,Best3SquatKg,160
35-39,Mark Hassell,M,SBD,Raw,38.5,24-39,MR-O,77.2,83,445,8,313.51,310.9,300.03,63.92,Yes,England,NA,EPA,Best3BenchKg,95
35-39,Mark Hassell,M,SBD,Raw,38.5,24-39,MR-O,77.2,83,445,8,313.51,310.9,300.03,63.92,Yes,England,NA,EPA,Best3DeadliftKg,190
35-39,Yuki Hirai,M,SBD,Raw,39.5,40-49,Masters 1,103.8,105,705,3,427.17,423.01,403.91,87.51,Yes,Japan,NA,AsianPF,Best3SquatKg,270
35-39,Yuki Hirai,M,SBD,Raw,39.5,40-49,Masters 1,103.8,105,705,3,427.17,423.01,403.91,87.51,Yes,Japan,NA,AsianPF,Best3BenchKg,175
35-39,Yuki Hirai,M,SBD,Raw,39.5,40-49,Masters 1,103.8,105,705,3,427.17,423.01,403.91,87.51,Yes,Japan,NA,AsianPF,Best3DeadliftKg,260
35-39,Tuomas Kuronen,M,SBD,Raw,37.5,24-39,Open,109.25,120,605,1,359.25,356.79,340.94,73.34,Yes,NA,NA,SVNL,Best3SquatKg,200
35-39,Tuomas Kuronen,M,SBD,Raw,37.5,24-39,Open,109.25,120,605,1,359.25,356.79,340.94,73.34,Yes,NA,NA,SVNL,Best3BenchKg,175
35-39,Tuomas Kuronen,M,SBD,Raw,37.5,24-39,Open,109.25,120,605,1,359.25,356.79,340.94,73.34,Yes,NA,NA,SVNL,Best3DeadliftKg,230
35-39,Michael Mitchell,M,SBD,Raw,35.5,24-39,MR-O,93.3,100,572.5,2,363.69,359.09,343.65,74.78,Yes,USA,SC,USAPL,Best3SquatKg,192.5
35-39,Michael Mitchell,M,SBD,Raw,35.5,24-39,MR-O,93.3,100,572.5,2,363.69,359.09,343.65,74.78,Yes,USA,SC,USAPL,Best3BenchKg,145
35-39,Michael Mitchell,M,SBD,Raw,35.5,24-39,MR-O,93.3,100,572.5,2,363.69,359.09,343.65,74.78,Yes,USA,SC,USAPL,Best3DeadliftKg,235
35-39,Elar Kraav,M,SBD,Raw,35,24-39,Open,119.2,120,740,1,425.94,426.11,408.29,86.27,Yes,Australia,SA,APU,Best3SquatKg,270
35-39,Elar Kraav,M,SBD,Raw,35,24-39,Open,119.2,120,740,1,425.94,426.11,408.29,86.27,Yes,Australia,SA,APU,Best3BenchKg,180
35-39,Elar Kraav,M,SBD,Raw,35,24-39,Open,119.2,120,740,1,425.94,426.11,408.29,86.27,Yes,Australia,SA,APU,Best3DeadliftKg,290
35-39,David Pignaloso,M,SBD,Raw,38,24-39,Open,97.6,100,680,6,423.06,418,399.44,86.91,Yes,USA,OH,RAW,Best3SquatKg,245
35-39,David Pignaloso,M,SBD,Raw,38,24-39,Open,97.6,100,680,6,423.06,418,399.44,86.91,Yes,USA,OH,RAW,Best3BenchKg,170
35-39,David Pignaloso,M,SBD,Raw,38,24-39,Open,97.6,100,680,6,423.06,418,399.44,86.91,Yes,USA,OH,RAW,Best3DeadliftKg,265
35-39,Aniruddha Sankpal,M,SBD,Raw,35.5,24-39,Open,107.8,120,617.5,8,368.56,365.72,349.36,75.32,Yes,NA,NA,PI,Best3SquatKg,235
35-39,Aniruddha Sankpal,M,SBD,Raw,35.5,24-39,Open,107.8,120,617.5,8,368.56,365.72,349.36,75.32,Yes,NA,NA,PI,Best3BenchKg,147.5
35-39,Aniruddha Sankpal,M,SBD,Raw,35.5,24-39,Open,107.8,120,617.5,8,368.56,365.72,349.36,75.32,Yes,NA,NA,PI,Best3DeadliftKg,235
35-39,Sam Ayres,M,SBD,Raw,36.5,24-39,Open,91.3,93,470,3,301.74,297.9,285.33,62.04,Yes,NA,NA,PA,Best3SquatKg,150
35-39,Sam Ayres,M,SBD,Raw,36.5,24-39,Open,91.3,93,470,3,301.74,297.9,285.33,62.04,Yes,NA,NA,PA,Best3BenchKg,120
35-39,Sam Ayres,M,SBD,Raw,36.5,24-39,Open,91.3,93,470,3,301.74,297.9,285.33,62.04,Yes,NA,NA,PA,Best3DeadliftKg,200
35-39,Jonathan Sexton,M,SBD,Raw,39,NA,Submasters 35-39,75.5,82.5,352.5,1,251.82,250.02,241.51,51.22,Yes,USA,MI,USPA,Best3SquatKg,105
35-39,Jonathan Sexton,M,SBD,Raw,39,NA,Submasters 35-39,75.5,82.5,352.5,1,251.82,250.02,241.51,51.22,Yes,USA,MI,USPA,Best3BenchKg,87.5
35-39,Jonathan Sexton,M,SBD,Raw,39,NA,Submasters 35-39,75.5,82.5,352.5,1,251.82,250.02,241.51,51.22,Yes,USA,MI,USPA,Best3DeadliftKg,160
35-39,Doug Bergener,M,SBD,Single-ply,35.5,24-39,Open,90,90,612,4,395.72,390.7,374.44,67.53,Yes,USA,NA,FPR,Best3SquatKg,230
35-39,Doug Bergener,M,SBD,Single-ply,35.5,24-39,Open,90,90,612,4,395.72,390.7,374.44,67.53,Yes,USA,NA,FPR,Best3BenchKg,147
35-39,Doug Bergener,M,SBD,Single-ply,35.5,24-39,Open,90,90,612,4,395.72,390.7,374.44,67.53,Yes,USA,NA,FPR,Best3DeadliftKg,235
35-39,Rawndel Clementson,M,SBD,Raw,38,24-39,M-O-U,147.4,120+,692.5,1,374.16,384.1,363.65,73.99,Yes,NA,NA,GAPLF,Best3SquatKg,260
35-39,Rawndel Clementson,M,SBD,Raw,38,24-39,M-O-U,147.4,120+,692.5,1,374.16,384.1,363.65,73.99,Yes,NA,NA,GAPLF,Best3BenchKg,152.5
35-39,Rawndel Clementson,M,SBD,Raw,38,24-39,M-O-U,147.4,120+,692.5,1,374.16,384.1,363.65,73.99,Yes,NA,NA,GAPLF,Best3DeadliftKg,280
35-39,Phil Burman,M,SBD,Raw,39.5,40-49,M-C-M1,88.3,93,505,2,329.73,325.59,312.31,67.77,Yes,England,NA,EPA,Best3SquatKg,185
35-39,Phil Burman,M,SBD,Raw,39.5,40-49,M-C-M1,88.3,93,505,2,329.73,325.59,312.31,67.77,Yes,England,NA,EPA,Best3BenchKg,115
35-39,Phil Burman,M,SBD,Raw,39.5,40-49,M-C-M1,88.3,93,505,2,329.73,325.59,312.31,67.77,Yes,England,NA,EPA,Best3DeadliftKg,205
35-39,Larry Harris,M,SBD,Raw,35.5,24-39,MR-O,79.11,83,567.5,4,393.93,390.2,376.16,80.5,Yes,USA,FL,USAPL,Best3SquatKg,182.5
35-39,Larry Harris,M,SBD,Raw,35.5,24-39,MR-O,79.11,83,567.5,4,393.93,390.2,376.16,80.5,Yes,USA,FL,USAPL,Best3BenchKg,137.5
35-39,Larry Harris,M,SBD,Raw,35.5,24-39,MR-O,79.11,83,567.5,4,393.93,390.2,376.16,80.5,Yes,USA,FL,USAPL,Best3DeadliftKg,247.5
35-39,Nicolas Delsol,M,SBD,Raw,39.5,40-49,Masters 1,104.46,105,575,5,347.5,344.22,328.69,71.16,Yes,NA,NA,FFForce,Best3SquatKg,210
35-39,Nicolas Delsol,M,SBD,Raw,39.5,40-49,Masters 1,104.46,105,575,5,347.5,344.22,328.69,71.16,Yes,NA,NA,FFForce,Best3BenchKg,130
35-39,Nicolas Delsol,M,SBD,Raw,39.5,40-49,Masters 1,104.46,105,575,5,347.5,344.22,328.69,71.16,Yes,NA,NA,FFForce,Best3DeadliftKg,235
35-39,Eerikki Ala-Häivälä,M,SBD,Raw,35.5,24-39,Open,92.05,93,560,2,358.08,353.52,338.5,73.63,Yes,NA,NA,SVNL,Best3SquatKg,200
35-39,Eerikki Ala-Häivälä,M,SBD,Raw,35.5,24-39,Open,92.05,93,560,2,358.08,353.52,338.5,73.63,Yes,NA,NA,SVNL,Best3BenchKg,130
35-39,Eerikki Ala-Häivälä,M,SBD,Raw,35.5,24-39,Open,92.05,93,560,2,358.08,353.52,338.5,73.63,Yes,NA,NA,SVNL,Best3DeadliftKg,230
35-39,Dale Wood,M,SBD,Raw,35,24-39,Open,101.55,105,625,2,382.17,378.08,361.04,78.38,Yes,NA,NA,NZPF,Best3SquatKg,215
35-39,Dale Wood,M,SBD,Raw,35,24-39,Open,101.55,105,625,2,382.17,378.08,361.04,78.38,Yes,NA,NA,NZPF,Best3BenchKg,160
35-39,Dale Wood,M,SBD,Raw,35,24-39,Open,101.55,105,625,2,382.17,378.08,361.04,78.38,Yes,NA,NA,NZPF,Best3DeadliftKg,250
35-39,Ryan Valentine,M,SBD,Raw,35.5,24-39,MR-O,101.3,105,687.5,1,420.83,416.29,397.53,86.32,Yes,USA,MA,USAPL,Best3SquatKg,250
35-39,Ryan Valentine,M,SBD,Raw,35.5,24-39,MR-O,101.3,105,687.5,1,420.83,416.29,397.53,86.32,Yes,USA,MA,USAPL,Best3BenchKg,160
35-39,Ryan Valentine,M,SBD,Raw,35.5,24-39,MR-O,101.3,105,687.5,1,420.83,416.29,397.53,86.32,Yes,USA,MA,USAPL,Best3DeadliftKg,277.5
35-39,Alfredo Pelaez,M,SBD,Raw,37.5,24-39,MR-O,116,125,525,2,305.01,304.36,291.43,61.95,Yes,USA,MD,USAPL,Best3SquatKg,210
35-39,Alfredo Pelaez,M,SBD,Raw,37.5,24-39,MR-O,116,125,525,2,305.01,304.36,291.43,61.95,Yes,USA,MD,USAPL,Best3BenchKg,105
35-39,Alfredo Pelaez,M,SBD,Raw,37.5,24-39,MR-O,116,125,525,2,305.01,304.36,291.43,61.95,Yes,USA,MD,USAPL,Best3DeadliftKg,210
35-39,Valeriy Karlov,M,SBD,Single-ply,37.5,24-39,Open,103.9,105,830,9,502.72,497.83,475.36,85.25,Yes,NA,NA,FPR,Best3SquatKg,315
35-39,Valeriy Karlov,M,SBD,Single-ply,37.5,24-39,Open,103.9,105,830,9,502.72,497.83,475.36,85.25,Yes,NA,NA,FPR,Best3BenchKg,245
35-39,Valeriy Karlov,M,SBD,Single-ply,37.5,24-39,Open,103.9,105,830,9,502.72,497.83,475.36,85.25,Yes,NA,NA,FPR,Best3DeadliftKg,270
35-39,Emanuel Breton,M,SBD,Raw,38.5,24-39,Seniors,81.8,83,570,2,387.99,383.81,369.45,79.49,Yes,NA,NA,FFForce,Best3SquatKg,207.5
35-39,Emanuel Breton,M,SBD,Raw,38.5,24-39,Seniors,81.8,83,570,2,387.99,383.81,369.45,79.49,Yes,NA,NA,FFForce,Best3BenchKg,120
35-39,Emanuel Breton,M,SBD,Raw,38.5,24-39,Seniors,81.8,83,570,2,387.99,383.81,369.45,79.49,Yes,NA,NA,FFForce,Best3DeadliftKg,242.5
35-39,滝澤 正史,M,SBD,Raw,37.5,24-39,Open,81.95,83,450,3,305.99,302.67,291.32,62.69,Yes,NA,NA,JPA,Best3SquatKg,170
35-39,滝澤 正史,M,SBD,Raw,37.5,24-39,Open,81.95,83,450,3,305.99,302.67,291.32,62.69,Yes,NA,NA,JPA,Best3BenchKg,90
35-39,滝澤 正史,M,SBD,Raw,37.5,24-39,Open,81.95,83,450,3,305.99,302.67,291.32,62.69,Yes,NA,NA,JPA,Best3DeadliftKg,190
35-39,Joseph Holmes,M,SBD,Raw,39,40-49,Open,115.2,125,705,1,410.58,409.45,391.96,83.44,Yes,USA,SC,USPA,Best3SquatKg,222.5
35-39,Joseph Holmes,M,SBD,Raw,39,40-49,Open,115.2,125,705,1,410.58,409.45,391.96,83.44,Yes,USA,SC,USPA,Best3BenchKg,187.5
35-39,Joseph Holmes,M,SBD,Raw,39,40-49,Open,115.2,125,705,1,410.58,409.45,391.96,83.44,Yes,USA,SC,USPA,Best3DeadliftKg,295
35-39,Sergey Khramenkov,M,SBD,Single-ply,38.5,24-39,Open,90,90,745,10,481.72,475.6,455.82,82.21,Yes,NA,NA,FPR,Best3SquatKg,275
35-39,Sergey Khramenkov,M,SBD,Single-ply,38.5,24-39,Open,90,90,745,10,481.72,475.6,455.82,82.21,Yes,NA,NA,FPR,Best3BenchKg,180
35-39,Sergey Khramenkov,M,SBD,Single-ply,38.5,24-39,Open,90,90,745,10,481.72,475.6,455.82,82.21,Yes,NA,NA,FPR,Best3DeadliftKg,290
35-39,Benjamin Justus,M,SBD,Raw,36.5,24-39,MR-O,103.7,110,482.5,3,292.47,289.6,276.53,59.92,Yes,USA,AZ,USAPL,Best3SquatKg,152.5
35-39,Benjamin Justus,M,SBD,Raw,36.5,24-39,MR-O,103.7,110,482.5,3,292.47,289.6,276.53,59.92,Yes,USA,AZ,USAPL,Best3BenchKg,130
35-39,Benjamin Justus,M,SBD,Raw,36.5,24-39,MR-O,103.7,110,482.5,3,292.47,289.6,276.53,59.92,Yes,USA,AZ,USAPL,Best3DeadliftKg,200
35-39,Joe Betts,M,SBD,Raw,38,24-39,M-O,128.65,120+,572.5,3,321.58,324.42,310.09,64.6,Yes,NA,NA,IrishPF,Best3SquatKg,192.5
35-39,Joe Betts,M,SBD,Raw,38,24-39,M-O,128.65,120+,572.5,3,321.58,324.42,310.09,64.6,Yes,NA,NA,IrishPF,Best3BenchKg,110
35-39,Joe Betts,M,SBD,Raw,38,24-39,M-O,128.65,120+,572.5,3,321.58,324.42,310.09,64.6,Yes,NA,NA,IrishPF,Best3DeadliftKg,270
35-39,Shane Cartledge,M,SBD,Raw,38,24-39,Open,100,100,525,8,323.15,319.51,305.17,66.32,Yes,USA,OH,USPA,Best3SquatKg,177.5
35-39,Shane Cartledge,M,SBD,Raw,38,24-39,Open,100,100,525,8,323.15,319.51,305.17,66.32,Yes,USA,OH,USPA,Best3BenchKg,122.5
35-39,Shane Cartledge,M,SBD,Raw,38,24-39,Open,100,100,525,8,323.15,319.51,305.17,66.32,Yes,USA,OH,USPA,Best3DeadliftKg,225
35-39,James Buckley,M,SBD,Raw,36.5,24-39,M-O,80.2,83,490,5,337.38,334,321.78,69.02,Yes,NA,NA,IrishPF,Best3SquatKg,167.5
35-39,James Buckley,M,SBD,Raw,36.5,24-39,M-O,80.2,83,490,5,337.38,334,321.78,69.02,Yes,NA,NA,IrishPF,Best3BenchKg,122.5
35-39,James Buckley,M,SBD,Raw,36.5,24-39,M-O,80.2,83,490,5,337.38,334,321.78,69.02,Yes,NA,NA,IrishPF,Best3DeadliftKg,200
35-39,Todd Chapman,M,SBD,Raw,35,24-39,Open,65,66,355,1,281.34,282.3,274.51,55.79,Yes,USA,NA,NZPF,Best3SquatKg,120
35-39,Todd Chapman,M,SBD,Raw,35,24-39,Open,65,66,355,1,281.34,282.3,274.51,55.79,Yes,USA,NA,NZPF,Best3BenchKg,85
35-39,Todd Chapman,M,SBD,Raw,35,24-39,Open,65,66,355,1,281.34,282.3,274.51,55.79,Yes,USA,NA,NZPF,Best3DeadliftKg,150
35-39,Brandon Williams #16,M,SBD,Raw,36,24-39,MR-O,158.45,120+,635,1,336.55,348.61,327.53,66.04,Yes,USA,PA,AMP,Best3SquatKg,205
35-39,Brandon Williams #16,M,SBD,Raw,36,24-39,MR-O,158.45,120+,635,1,336.55,348.61,327.53,66.04,Yes,USA,PA,AMP,Best3BenchKg,175
35-39,Brandon Williams #16,M,SBD,Raw,36,24-39,MR-O,158.45,120+,635,1,336.55,348.61,327.53,66.04,Yes,USA,PA,AMP,Best3DeadliftKg,255
35-39,Lionel Lim Kok Yew,M,SBD,Raw,38,24-39,MR-O,133,120+,557.5,2,310.05,314.07,299.59,62.04,Yes,NA,NA,MAP,Best3SquatKg,217.5
35-39,Lionel Lim Kok Yew,M,SBD,Raw,38,24-39,MR-O,133,120+,557.5,2,310.05,314.07,299.59,62.04,Yes,NA,NA,MAP,Best3BenchKg,142.5
35-39,Lionel Lim Kok Yew,M,SBD,Raw,38,24-39,MR-O,133,120+,557.5,2,310.05,314.07,299.59,62.04,Yes,NA,NA,MAP,Best3DeadliftKg,197.5
35-39,Dickynson Lolowang,M,SBD,Raw,38.5,24-39,MR-O,79.8,82.5,525,4,362.55,358.98,345.93,74.14,Yes,USA,CO,USAPL,Best3SquatKg,177.5
35-39,Dickynson Lolowang,M,SBD,Raw,38.5,24-39,MR-O,79.8,82.5,525,4,362.55,358.98,345.93,74.14,Yes,USA,CO,USAPL,Best3BenchKg,135
35-39,Dickynson Lolowang,M,SBD,Raw,38.5,24-39,MR-O,79.8,82.5,525,4,362.55,358.98,345.93,74.14,Yes,USA,CO,USAPL,Best3DeadliftKg,212.5
35-39,Jan Wojtkowski,M,SBD,Raw,35.5,24-39,Seniorzy,92.1,93,530,9,338.8,334.5,320.27,69.67,Yes,NA,NA,PZKFiTS,Best3SquatKg,200
35-39,Jan Wojtkowski,M,SBD,Raw,35.5,24-39,Seniorzy,92.1,93,530,9,338.8,334.5,320.27,69.67,Yes,NA,NA,PZKFiTS,Best3BenchKg,120
35-39,Jan Wojtkowski,M,SBD,Raw,35.5,24-39,Seniorzy,92.1,93,530,9,338.8,334.5,320.27,69.67,Yes,NA,NA,PZKFiTS,Best3DeadliftKg,210
35-39,Roman Basuev,M,SBD,Single-ply,36.5,24-39,Open,107.65,120,862.5,1,515.07,511.06,488.18,87.18,Yes,NA,NA,FPR,Best3SquatKg,330
35-39,Roman Basuev,M,SBD,Single-ply,36.5,24-39,Open,107.65,120,862.5,1,515.07,511.06,488.18,87.18,Yes,NA,NA,FPR,Best3BenchKg,212.5
35-39,Roman Basuev,M,SBD,Single-ply,36.5,24-39,Open,107.65,120,862.5,1,515.07,511.06,488.18,87.18,Yes,NA,NA,FPR,Best3DeadliftKg,320
35-39,Darius Miškelis,M,SBD,Single-ply,37.5,24-39,Open,133.5,125+,790,1,438.87,444.77,424.15,73.5,Yes,NA,NA,LJTF,Best3SquatKg,310
35-39,Darius Miškelis,M,SBD,Single-ply,37.5,24-39,Open,133.5,125+,790,1,438.87,444.77,424.15,73.5,Yes,NA,NA,LJTF,Best3BenchKg,200
35-39,Darius Miškelis,M,SBD,Single-ply,37.5,24-39,Open,133.5,125+,790,1,438.87,444.77,424.15,73.5,Yes,NA,NA,LJTF,Best3DeadliftKg,280
35-39,William Hungerford,M,SBD,Raw,37,24-39,MR-O,103.8,105,577.5,4,349.92,346.5,330.86,71.68,Yes,USA,CT,AMP,Best3SquatKg,207.5
35-39,William Hungerford,M,SBD,Raw,37,24-39,MR-O,103.8,105,577.5,4,349.92,346.5,330.86,71.68,Yes,USA,CT,AMP,Best3BenchKg,140
35-39,William Hungerford,M,SBD,Raw,37,24-39,MR-O,103.8,105,577.5,4,349.92,346.5,330.86,71.68,Yes,USA,CT,AMP,Best3DeadliftKg,230
35-39,Ivan Demidenko,M,SBD,Single-ply,36,24-39,Amateur Open,90,90,610,1,394.43,389.42,373.22,67.31,Yes,Russia,NA,WPC,Best3SquatKg,210
35-39,Ivan Demidenko,M,SBD,Single-ply,36,24-39,Amateur Open,90,90,610,1,394.43,389.42,373.22,67.31,Yes,Russia,NA,WPC,Best3BenchKg,185
35-39,Ivan Demidenko,M,SBD,Single-ply,36,24-39,Amateur Open,90,90,610,1,394.43,389.42,373.22,67.31,Yes,Russia,NA,WPC,Best3DeadliftKg,215
35-39,Darrel Dansby,M,SBD,Raw,36,24-39,MR-O,66.6,67.5,330,1,256.84,257.2,249.82,51.2,Yes,NA,NA,USAPL,Best3SquatKg,102.5
35-39,Darrel Dansby,M,SBD,Raw,36,24-39,MR-O,66.6,67.5,330,1,256.84,257.2,249.82,51.2,Yes,NA,NA,USAPL,Best3BenchKg,90
35-39,Darrel Dansby,M,SBD,Raw,36,24-39,MR-O,66.6,67.5,330,1,256.84,257.2,249.82,51.2,Yes,NA,NA,USAPL,Best3DeadliftKg,137.5
35-39,Leo Meli,M,SBD,Raw,35.5,24-39,MR-O,81.2,83,505,3,345.21,341.58,328.9,70.69,Yes,USA,CO,USAPL,Best3SquatKg,177.5
35-39,Leo Meli,M,SBD,Raw,35.5,24-39,MR-O,81.2,83,505,3,345.21,341.58,328.9,70.69,Yes,USA,CO,USAPL,Best3BenchKg,127.5
35-39,Leo Meli,M,SBD,Raw,35.5,24-39,MR-O,81.2,83,505,3,345.21,341.58,328.9,70.69,Yes,USA,CO,USAPL,Best3DeadliftKg,200
35-39,Parnell Springmeyer,M,SBD,Raw,37.5,24-39,MR-O,108,110,557.5,3,332.51,329.99,315.24,67.94,Yes,USA,TX,USAPL,Best3SquatKg,210
35-39,Parnell Springmeyer,M,SBD,Raw,37.5,24-39,MR-O,108,110,557.5,3,332.51,329.99,315.24,67.94,Yes,USA,TX,USAPL,Best3BenchKg,145
35-39,Parnell Springmeyer,M,SBD,Raw,37.5,24-39,MR-O,108,110,557.5,3,332.51,329.99,315.24,67.94,Yes,USA,TX,USAPL,Best3DeadliftKg,202.5
35-39,Alan Taualii,M,SBD,Raw,36,24-39,Open,130.8,140,615,1,343.73,347.46,331.8,68.92,Yes,Australia,NA,AusPL,Best3SquatKg,242.5
35-39,Alan Taualii,M,SBD,Raw,36,24-39,Open,130.8,140,615,1,343.73,347.46,331.8,68.92,Yes,Australia,NA,AusPL,Best3BenchKg,152.5
35-39,Alan Taualii,M,SBD,Raw,36,24-39,Open,130.8,140,615,1,343.73,347.46,331.8,68.92,Yes,Australia,NA,AusPL,Best3DeadliftKg,220
35-39,Nicholas Tomkavage,M,SBD,Raw,35.5,24-39,MR-O,97.65,100,552.5,3,343.65,339.55,324.47,70.59,Yes,USA,MA,USAPL,Best3SquatKg,202.5
35-39,Nicholas Tomkavage,M,SBD,Raw,35.5,24-39,MR-O,97.65,100,552.5,3,343.65,339.55,324.47,70.59,Yes,USA,MA,USAPL,Best3BenchKg,125
35-39,Nicholas Tomkavage,M,SBD,Raw,35.5,24-39,MR-O,97.65,100,552.5,3,343.65,339.55,324.47,70.59,Yes,USA,MA,USAPL,Best3DeadliftKg,225
35-39,Forrest Gavins,M,SBD,Raw,38,24-39,Submasters 35-39,89.3,90,602.5,1,391.12,386.17,370.24,80.41,Yes,Canada,NA,RAW-CAN,Best3SquatKg,205
35-39,Forrest Gavins,M,SBD,Raw,38,24-39,Submasters 35-39,89.3,90,602.5,1,391.12,386.17,370.24,80.41,Yes,Canada,NA,RAW-CAN,Best3BenchKg,145
35-39,Forrest Gavins,M,SBD,Raw,38,24-39,Submasters 35-39,89.3,90,602.5,1,391.12,386.17,370.24,80.41,Yes,Canada,NA,RAW-CAN,Best3DeadliftKg,252.5
35-39,木次 貞喜,M,SBD,Single-ply,38,24-39,Open,65.95,66,567.5,9,444.9,445.88,433.28,76.05,Yes,NA,NA,JPA,Best3SquatKg,220
35-39,木次 貞喜,M,SBD,Single-ply,38,24-39,Open,65.95,66,567.5,9,444.9,445.88,433.28,76.05,Yes,NA,NA,JPA,Best3BenchKg,142.5
35-39,木次 貞喜,M,SBD,Single-ply,38,24-39,Open,65.95,66,567.5,9,444.9,445.88,433.28,76.05,Yes,NA,NA,JPA,Best3DeadliftKg,205
35-39,Josh Trogdlon,M,SBD,Raw,35,24-39,Open,73.6,75,637.5,1,462.96,460.34,445.15,93.86,Yes,USA,KY,USPA,Best3SquatKg,220
35-39,Josh Trogdlon,M,SBD,Raw,35,24-39,Open,73.6,75,637.5,1,462.96,460.34,445.15,93.86,Yes,USA,KY,USPA,Best3BenchKg,167.5
35-39,Josh Trogdlon,M,SBD,Raw,35,24-39,Open,73.6,75,637.5,1,462.96,460.34,445.15,93.86,Yes,USA,KY,USPA,Best3DeadliftKg,250
35-39,Raimundo Baeza,M,SBD,Raw,36.5,24-39,Seniors,73.1,74,385,1,280.85,279.37,270.24,56.88,Yes,NA,NA,FFForce,Best3SquatKg,130
35-39,Raimundo Baeza,M,SBD,Raw,36.5,24-39,Seniors,73.1,74,385,1,280.85,279.37,270.24,56.88,Yes,NA,NA,FFForce,Best3BenchKg,90
35-39,Raimundo Baeza,M,SBD,Raw,36.5,24-39,Seniors,73.1,74,385,1,280.85,279.37,270.24,56.88,Yes,NA,NA,FFForce,Best3DeadliftKg,165
35-39,Ben Liniger,M,SBD,Raw,37.5,24-39,MR-O,96.5,105,542.5,4,339.25,335.11,320.33,69.71,Yes,USA,TX,USAPL,Best3SquatKg,185
35-39,Ben Liniger,M,SBD,Raw,37.5,24-39,MR-O,96.5,105,542.5,4,339.25,335.11,320.33,69.71,Yes,USA,TX,USAPL,Best3BenchKg,130
35-39,Ben Liniger,M,SBD,Raw,37.5,24-39,MR-O,96.5,105,542.5,4,339.25,335.11,320.33,69.71,Yes,USA,TX,USAPL,Best3DeadliftKg,227.5
35-39,Jorge Unigarro,M,SBD,Raw,36.5,24-39,MR-O,82.5,83,607.5,2,411.52,406.97,391.58,84.35,Yes,USA,NY,USAPL,Best3SquatKg,207.5
35-39,Jorge Unigarro,M,SBD,Raw,36.5,24-39,MR-O,82.5,83,607.5,2,411.52,406.97,391.58,84.35,Yes,USA,NY,USAPL,Best3BenchKg,145
35-39,Jorge Unigarro,M,SBD,Raw,36.5,24-39,MR-O,82.5,83,607.5,2,411.52,406.97,391.58,84.35,Yes,USA,NY,USAPL,Best3DeadliftKg,255
35-39,Denis Shcherbakov,M,SBD,Raw,35,24-39,Amateur Open,109.5,110,577.5,2,342.62,340.33,325.23,69.93,Yes,NA,NA,WRPF,Best3SquatKg,212.5
35-39,Denis Shcherbakov,M,SBD,Raw,35,24-39,Amateur Open,109.5,110,577.5,2,342.62,340.33,325.23,69.93,Yes,NA,NA,WRPF,Best3BenchKg,145
35-39,Denis Shcherbakov,M,SBD,Raw,35,24-39,Amateur Open,109.5,110,577.5,2,342.62,340.33,325.23,69.93,Yes,NA,NA,WRPF,Best3DeadliftKg,220
35-39,Matthew Creacy,M,SBD,Raw,38,24-39,Submasters 35-39,65.2,67.5,455,2,359.76,360.89,350.88,71.39,Yes,USA,MO,USPA,Best3SquatKg,185
35-39,Matthew Creacy,M,SBD,Raw,38,24-39,Submasters 35-39,65.2,67.5,455,2,359.76,360.89,350.88,71.39,Yes,USA,MO,USPA,Best3BenchKg,100
35-39,Matthew Creacy,M,SBD,Raw,38,24-39,Submasters 35-39,65.2,67.5,455,2,359.76,360.89,350.88,71.39,Yes,USA,MO,USPA,Best3DeadliftKg,170
