tourney_date,match_year,surface,winner_name,loser_name,winner_rank,loser_rank,lower_rank_player,lower_rank_won,lower_rank,higher_rank,lower_rank_wins,rank_diff
2022-06-06,2022,Grass,Nick Kyrgios,Nikoloz Basilashvili,78,26,Nick Kyrgios,1,26,78,0,52
2022-06-06,2022,Grass,Benjamin Bonzi,Arthur Rinderknech,58,60,Arthur Rinderknech,0,58,60,1,2
2022-06-06,2022,Grass,Oscar Otte,Denis Shapovalov,61,16,Oscar Otte,1,16,61,0,45
2022-06-06,2022,Grass,Lorenzo Sonego,Jan Lennard Struff,32,103,Jan Lennard Struff,0,32,103,1,71
2022-06-06,2022,Grass,Matteo Berrettini,Radu Albot,10,121,Radu Albot,0,10,121,1,111
2022-06-06,2022,Grass,Dominic Stricker,Maxime Cressy,200,67,Dominic Stricker,1,67,200,0,133
2022-06-06,2022,Grass,Andy Murray,Christopher Oconnell,68,116,Christopher Oconnell,0,68,116,1,48
2022-06-06,2022,Grass,Alexander Bublik,Denis Kudla,42,77,Denis Kudla,0,42,77,1,35
2022-06-06,2022,Grass,Marton Fucsovics,Jurij Rodionov,55,129,Jurij Rodionov,0,55,129,1,74
2022-06-06,2022,Grass,Nick Kyrgios,Jiri Lehecka,78,79,Jiri Lehecka,0,78,79,1,1
2022-06-06,2022,Grass,Nikoloz Basilashvili,Lorenzo Musetti,26,57,Lorenzo Musetti,0,26,57,1,31
2022-06-06,2022,Grass,Arthur Rinderknech,Ugo Humbert,60,48,Arthur Rinderknech,1,48,60,0,12
2022-06-06,2022,Grass,Benjamin Bonzi,Feliciano Lopez,58,113,Feliciano Lopez,0,58,113,1,55
2022-06-06,2022,Grass,Oscar Otte,Daniel Altmaier,61,59,Oscar Otte,1,59,61,0,2
2022-06-06,2022,Grass,Lorenzo Sonego,Benoit Paire,32,80,Benoit Paire,0,32,80,1,48
2022-06-06,2022,Grass,Jan Lennard Struff,Marcos Giron,103,53,Jan Lennard Struff,1,53,103,0,50
2022-06-06,2022,Grass,Radu Albot,Joao Sousa,121,63,Radu Albot,1,63,121,0,58
2022-06-13,2022,Grass,Hubert Hurkacz,Daniil Medvedev,12,1,Hubert Hurkacz,1,1,12,0,11
2022-06-13,2022,Grass,Daniil Medvedev,Oscar Otte,1,51,Oscar Otte,0,1,51,1,50
2022-06-13,2022,Grass,Hubert Hurkacz,Nick Kyrgios,12,65,Nick Kyrgios,0,12,65,1,53
2022-06-13,2022,Grass,Daniil Medvedev,Roberto Bautista Agut,1,20,Roberto Bautista Agut,0,1,20,1,19
2022-06-13,2022,Grass,Oscar Otte,Karen Khachanov,51,23,Oscar Otte,1,23,51,0,28
2022-06-13,2022,Grass,Hubert Hurkacz,Felix Auger Aliassime,12,9,Hubert Hurkacz,1,9,12,0,3
2022-06-13,2022,Grass,Nick Kyrgios,Pablo Carreno Busta,65,19,Nick Kyrgios,1,19,65,0,46
2022-06-13,2022,Grass,Daniil Medvedev,Ilya Ivashka,1,42,Ilya Ivashka,0,1,42,1,41
2022-06-13,2022,Grass,Roberto Bautista Agut,Tallon Griekspoor,20,61,Tallon Griekspoor,0,20,61,1,41
2022-06-13,2022,Grass,Oscar Otte,Nikoloz Basilashvili,51,25,Oscar Otte,1,25,51,0,26
2022-06-13,2022,Grass,Karen Khachanov,Laslo Djere,23,62,Laslo Djere,0,23,62,1,39
2022-06-13,2022,Grass,Hubert Hurkacz,Ugo Humbert,12,50,Ugo Humbert,0,12,50,1,38
2022-06-13,2022,Grass,Felix Auger Aliassime,Mackenzie Mcdonald,9,53,Mackenzie Mcdonald,0,9,53,1,44
2022-06-13,2022,Grass,Pablo Carreno Busta,Sebastian Korda,19,41,Sebastian Korda,0,19,41,1,22
2022-06-13,2022,Grass,Nick Kyrgios,Stefanos Tsitsipas,65,6,Nick Kyrgios,1,6,65,0,59
2022-06-13,2022,Grass,Daniil Medvedev,David Goffin,1,39,David Goffin,0,1,39,1,38
2022-06-13,2022,Grass,Ilya Ivashka,Jan Lennard Struff,42,149,Jan Lennard Struff,0,42,149,1,107
2022-06-13,2022,Grass,Tallon Griekspoor,Alex Molcan,61,45,Tallon Griekspoor,1,45,61,0,16
2022-06-13,2022,Grass,Roberto Bautista Agut,Marton Fucsovics,20,58,Marton Fucsovics,0,20,58,1,38
2022-06-13,2022,Grass,Nikoloz Basilashvili,Andrey Rublev,25,8,Nikoloz Basilashvili,1,8,25,0,17
2022-06-13,2022,Grass,Oscar Otte,Miomir Kecmanovic,51,30,Oscar Otte,1,30,51,0,21
2022-06-13,2022,Grass,Laslo Djere,Henri Squire,62,291,Henri Squire,0,62,291,1,229
2022-06-13,2022,Grass,Karen Khachanov,Aslan Karatsev,23,38,Aslan Karatsev,0,23,38,1,15
2022-06-13,2022,Grass,Hubert Hurkacz,Maxime Cressy,12,63,Maxime Cressy,0,12,63,1,51
2022-06-13,2022,Grass,Ugo Humbert,Radu Albot,50,116,Radu Albot,0,50,116,1,66
2022-06-13,2022,Grass,Mackenzie Mcdonald,Marc Andrea Huesler,53,114,Marc Andrea Huesler,0,53,114,1,61
2022-06-13,2022,Grass,Felix Auger Aliassime,Marcos Giron,9,60,Marcos Giron,0,9,60,1,51
2022-06-13,2022,Grass,Pablo Carreno Busta,Holger Rune,19,28,Holger Rune,0,19,28,1,9
2022-06-13,2022,Grass,Sebastian Korda,Cristian Garin,41,43,Cristian Garin,0,41,43,1,2
2022-06-13,2022,Grass,Nick Kyrgios,Daniel Altmaier,65,66,Daniel Altmaier,0,65,66,1,1
2022-06-13,2022,Grass,Stefanos Tsitsipas,Benjamin Bonzi,6,52,Benjamin Bonzi,0,6,52,1,46
2022-06-13,2022,Grass,Matteo Berrettini,Filip Krajinovic,10,48,Filip Krajinovic,0,10,48,1,38
2022-06-13,2022,Grass,Filip Krajinovic,Marin Cilic,48,17,Filip Krajinovic,1,17,48,0,31
2022-06-13,2022,Grass,Matteo Berrettini,Botic Van De Zandschulp,10,29,Botic Van De Zandschulp,0,10,29,1,19
2022-06-13,2022,Grass,Filip Krajinovic,Ryan Peniston,48,180,Ryan Peniston,0,48,180,1,132
2022-06-13,2022,Grass,Marin Cilic,Emil Ruusuvuori,17,56,Emil Ruusuvuori,0,17,56,1,39
2022-06-13,2022,Grass,Botic Van De Zandschulp,Alejandro Davidovich Fokina,29,44,Alejandro Davidovich Fokina,0,29,44,1,15
2022-06-13,2022,Grass,Matteo Berrettini,Tommy Paul,10,35,Tommy Paul,0,10,35,1,25
2022-06-13,2022,Grass,Ryan Peniston,Francisco Cerundolo,180,46,Ryan Peniston,1,46,180,0,134
2022-06-13,2022,Grass,Filip Krajinovic,Sam Querrey,48,121,Sam Querrey,0,48,121,1,73
2022-06-13,2022,Grass,Emil Ruusuvuori,Jack Draper,56,99,Jack Draper,0,56,99,1,43
2022-06-13,2022,Grass,Marin Cilic,Alexander Bublik,17,37,Alexander Bublik,0,17,37,1,20
2022-06-13,2022,Grass,Alejandro Davidovich Fokina,Alex De Minaur,44,21,Alejandro Davidovich Fokina,1,21,44,0,23
2022-06-13,2022,Grass,Botic Van De Zandschulp,Grigor Dimitrov,29,22,Botic Van De Zandschulp,1,22,29,0,7
2022-06-13,2022,Grass,Tommy Paul,Stan Wawrinka,35,290,Stan Wawrinka,0,35,290,1,255
2022-06-13,2022,Grass,Matteo Berrettini,Denis Kudla,10,82,Denis Kudla,0,10,82,1,72
2022-06-13,2022,Grass,Ryan Peniston,Casper Ruud,180,5,Ryan Peniston,1,5,180,0,175
2022-06-13,2022,Grass,Francisco Cerundolo,Pedro Martinez,46,49,Pedro Martinez,0,46,49,1,3
2022-06-13,2022,Grass,Filip Krajinovic,Jenson Brooksby,48,33,Filip Krajinovic,1,33,48,0,15
2022-06-13,2022,Grass,Sam Querrey,Diego Schwartzman,121,16,Sam Querrey,1,16,121,0,105
2022-06-13,2022,Grass,Jack Draper,Taylor Fritz,99,14,Jack Draper,1,14,99,0,85
2022-06-13,2022,Grass,Emil Ruusuvuori,Quentin Halys,56,86,Quentin Halys,0,56,86,1,30
2022-06-13,2022,Grass,Alexander Bublik,Lorenzo Musetti,37,74,Lorenzo Musetti,0,37,74,1,37
2022-06-13,2022,Grass,Marin Cilic,Liam Broady,17,137,Liam Broady,0,17,137,1,120
2022-06-13,2022,Grass,Alex De Minaur,Reilly Opelka,21,18,Alex De Minaur,1,18,21,0,3
2022-06-13,2022,Grass,Alejandro Davidovich Fokina,Albert Ramos,44,40,Alejandro Davidovich Fokina,1,40,44,0,4
2022-06-13,2022,Grass,Botic Van De Zandschulp,Paul Jubb,29,227,Paul Jubb,0,29,227,1,198
2022-06-13,2022,Grass,Grigor Dimitrov,Cameron Norrie,22,11,Grigor Dimitrov,1,11,22,0,11
2022-06-13,2022,Grass,Tommy Paul,Denis Shapovalov,35,15,Tommy Paul,1,15,35,0,20
2022-06-13,2022,Grass,Stan Wawrinka,Frances Tiafoe,290,27,Stan Wawrinka,1,27,290,0,263
2022-06-13,2022,Grass,Denis Kudla,Lorenzo Sonego,82,32,Denis Kudla,1,32,82,0,50
2022-06-13,2022,Grass,Matteo Berrettini,Daniel Evans,10,31,Daniel Evans,0,10,31,1,21
2022-06-20,2022,Grass,Roberto Bautista Agut,Antoine Bellier,20,303,Antoine Bellier,0,20,303,1,283
2022-06-20,2022,Grass,Stefanos Tsitsipas,Benjamin Bonzi,6,56,Benjamin Bonzi,0,6,56,1,50
2022-06-20,2022,Grass,Roberto Bautista Agut,Daniil Medvedev,20,1,Roberto Bautista Agut,1,1,20,0,19
2022-06-20,2022,Grass,Antoine Bellier,Tallon Griekspoor,303,53,Antoine Bellier,1,53,303,0,250
2022-06-20,2022,Grass,Benjamin Bonzi,Daniel Altmaier,56,64,Daniel Altmaier,0,56,64,1,8
2022-06-20,2022,Grass,Stefanos Tsitsipas,Marcos Giron,6,67,Marcos Giron,0,6,67,1,61
2022-06-20,2022,Grass,Daniil Medvedev,Aslan Karatsev,1,43,Aslan Karatsev,0,1,43,1,42
2022-06-20,2022,Grass,Roberto Bautista Agut,Nick Kyrgios,20,45,Nick Kyrgios,0,20,45,1,25
2022-06-20,2022,Grass,Antoine Bellier,Pablo Carreno Busta,303,19,Antoine Bellier,1,19,303,0,284
2022-06-20,2022,Grass,Tallon Griekspoor,Alex Molcan,53,50,Tallon Griekspoor,1,50,53,0,3
2022-06-20,2022,Grass,Daniel Altmaier,Sebastian Baez,64,36,Daniel Altmaier,1,36,64,0,28
2022-06-20,2022,Grass,Benjamin Bonzi,Denis Shapovalov,56,16,Benjamin Bonzi,1,16,56,0,40
2022-06-20,2022,Grass,Marcos Giron,Mackenzie Mcdonald,67,52,Marcos Giron,1,52,67,0,15
2022-06-20,2022,Grass,Stefanos Tsitsipas,Ilya Ivashka,6,40,Ilya Ivashka,0,6,40,1,34
2022-06-20,2022,Grass,Aslan Karatsev,Jaume Munar,43,72,Jaume Munar,0,43,72,1,29
2022-06-20,2022,Grass,Nick Kyrgios,Laslo Djere,45,55,Laslo Djere,0,45,55,1,10
2022-06-20,2022,Grass,Roberto Bautista Agut,Taro Daniel,20,123,Taro Daniel,0,20,123,1,103
2022-06-20,2022,Grass,Antoine Bellier,Federico Delbonis,303,85,Antoine Bellier,1,85,303,0,218
2022-06-20,2022,Grass,Tallon Griekspoor,Feliciano Lopez,53,214,Feliciano Lopez,0,53,214,1,161
2022-06-20,2022,Grass,Alex Molcan,Miomir Kecmanovic,50,30,Alex Molcan,1,30,50,0,20
2022-06-20,2022,Grass,Sebastian Baez,Jordan Thompson,36,68,Jordan Thompson,0,36,68,1,32
2022-06-20,2022,Grass,Daniel Altmaier,Dusan Lajovic,64,63,Daniel Altmaier,1,63,64,0,1
2022-06-20,2022,Grass,Benjamin Bonzi,Alejandro Tabilo,56,80,Alejandro Tabilo,0,56,80,1,24
2022-06-20,2022,Grass,Marcos Giron,Botic Van De Zandschulp,67,26,Marcos Giron,1,26,67,0,41
2022-06-20,2022,Grass,Mackenzie Mcdonald,Joao Sousa,52,59,Joao Sousa,0,52,59,1,7
2022-06-20,2022,Grass,Ilya Ivashka,Emil Ruusuvuori,40,48,Emil Ruusuvuori,0,40,48,1,8
2022-06-20,2022,Grass,Stefanos Tsitsipas,Roberto Bautista Agut,6,20,Roberto Bautista Agut,0,6,20,1,14
2022-06-20,2022,Grass,Maxime Cressy,Jack Draper,60,108,Jack Draper,0,60,108,1,48
2022-06-20,2022,Grass,Taylor Fritz,Alex De Minaur,14,24,Alex De Minaur,0,14,24,1,10
2022-06-20,2022,Grass,Maxime Cressy,Cameron Norrie,60,12,Maxime Cressy,1,12,60,0,48
2022-06-20,2022,Grass,Jack Draper,Ryan Peniston,108,147,Ryan Peniston,0,108,147,1,39
2022-06-20,2022,Grass,Taylor Fritz,Alexander Bublik,14,39,Alexander Bublik,0,14,39,1,25
2022-06-20,2022,Grass,Alex De Minaur,Tommy Paul,24,35,Tommy Paul,0,24,35,1,11
2022-06-20,2022,Grass,Cameron Norrie,Brandon Nakashima,12,54,Brandon Nakashima,0,12,54,1,42
2022-06-20,2022,Grass,Maxime Cressy,Daniel Evans,60,33,Maxime Cressy,1,33,60,0,27
2022-06-20,2022,Grass,Jack Draper,Diego Schwartzman,108,15,Jack Draper,1,15,108,0,93
2022-06-20,2022,Grass,Ryan Peniston,Pedro Martinez,147,49,Ryan Peniston,1,49,147,0,98
2022-06-20,2022,Grass,Alexander Bublik,John Millman,39,86,John Millman,0,39,86,1,47
2022-06-20,2022,Grass,Taylor Fritz,Thiago Monteiro,14,94,Thiago Monteiro,0,14,94,1,80
2022-06-20,2022,Grass,Alex De Minaur,Lorenzo Sonego,24,32,Lorenzo Sonego,0,24,32,1,8
2022-06-20,2022,Grass,Tommy Paul,Jannik Sinner,35,13,Tommy Paul,1,13,35,0,22
2022-06-20,2022,Grass,Brandon Nakashima,Jay Clarke,54,159,Jay Clarke,0,54,159,1,105
2022-06-20,2022,Grass,Daniel Evans,Adrian Mannarino,33,73,Adrian Mannarino,0,33,73,1,40
2022-06-20,2022,Grass,Maxime Cressy,Reilly Opelka,60,18,Maxime Cressy,1,18,60,0,42
2022-06-20,2022,Grass,Jack Draper,Jenson Brooksby,108,34,Jack Draper,1,34,108,0,74
2022-06-20,2022,Grass,Pedro Martinez,Alejandro Davidovich Fokina,49,38,Pedro Martinez,1,38,49,0,11
2022-06-20,2022,Grass,Ryan Peniston,Holger Rune,147,29,Ryan Peniston,1,29,147,0,118
2022-06-20,2022,Grass,Alexander Bublik,Frances Tiafoe,39,28,Alexander Bublik,1,28,39,0,11
2022-06-20,2022,Grass,John Millman,Sebastian Korda,86,46,John Millman,1,46,86,0,40
2022-06-20,2022,Grass,Thiago Monteiro,Ugo Humbert,94,103,Ugo Humbert,0,94,103,1,9
2022-06-20,2022,Grass,Alex De Minaur,Cristian Garin,24,44,Cristian Garin,0,24,44,1,20
2022-06-20,2022,Grass,Lorenzo Sonego,James Duckworth,32,77,James Duckworth,0,32,77,1,45
2022-06-20,2022,Grass,Tommy Paul,Francisco Cerundolo,35,42,Francisco Cerundolo,0,35,42,1,7
2022-06-20,2022,Grass,Taylor Fritz,Maxime Cressy,14,60,Maxime Cressy,0,14,60,1,46
2022-06-27,2022,Grass,Novak Djokovic,Soon Woo Kwon,3,81,Soon Woo Kwon,0,3,81,1,78
2022-06-27,2022,Grass,Thanasi Kokkinakis,Kamil Majchrzak,79,91,Kamil Majchrzak,0,79,91,1,12
2022-06-27,2022,Grass,Alejandro Tabilo,Laslo Djere,78,57,Alejandro Tabilo,1,57,78,0,21
2022-06-27,2022,Grass,Miomir Kecmanovic,John Millman,30,85,John Millman,0,30,85,1,55
2022-06-27,2022,Grass,Nikoloz Basilashvili,Lukas Rosol,26,280,Lukas Rosol,0,26,280,1,254
2022-06-27,2022,Grass,Quentin Halys,Benoit Paire,82,73,Quentin Halys,1,73,82,0,9
2022-06-27,2022,Grass,Tim Van Rijthoven,Federico Delbonis,104,84,Tim Van Rijthoven,1,84,104,0,20
2022-06-27,2022,Grass,Reilly Opelka,Carlos Taberner,18,98,Carlos Taberner,0,18,98,1,80
2022-06-27,2022,Grass,Jannik Sinner,Stan Wawrinka,13,267,Stan Wawrinka,0,13,267,1,254
2022-06-27,2022,Grass,Mikael Ymer,Daniel Altmaier,88,61,Mikael Ymer,1,61,88,0,27
2022-06-27,2022,Grass,Andy Murray,James Duckworth,52,74,James Duckworth,0,52,74,1,22
2022-06-27,2022,Grass,John Isner,Enzo Couacaud,24,206,Enzo Couacaud,0,24,206,1,182
2022-06-27,2022,Grass,Oscar Otte,Peter Gojowczyk,36,92,Peter Gojowczyk,0,36,92,1,56
2022-06-27,2022,Grass,Christian Harrison,Jay Clarke,251,156,Christian Harrison,1,156,251,0,95
2022-06-27,2022,Grass,Tallon Griekspoor,Fabio Fognini,53,63,Fabio Fognini,0,53,63,1,10
2022-06-27,2022,Grass,Carlos Alcaraz,Jan Lennard Struff,7,155,Jan Lennard Struff,0,7,155,1,148
2022-06-27,2022,Grass,Casper Ruud,Albert Ramos,6,39,Albert Ramos,0,6,39,1,33
2022-06-27,2022,Grass,Ugo Humbert,Tomas Martin Etcheverry,112,77,Ugo Humbert,1,77,112,0,35
2022-06-27,2022,Grass,David Goffin,Radu Albot,58,113,Radu Albot,0,58,113,1,55
2022-06-27,2022,Grass,Sebastian Baez,Taro Daniel,35,118,Taro Daniel,0,35,118,1,83
2022-06-27,2022,Grass,Frances Tiafoe,Andrea Vavassori,28,256,Andrea Vavassori,0,28,256,1,228
2022-06-27,2022,Grass,Maximilian Marterer,Aljaz Bedene,172,200,Aljaz Bedene,0,172,200,1,28
2022-06-27,2022,Grass,Alexander Bublik,Marton Fucsovics,38,59,Marton Fucsovics,0,38,59,1,21
2022-06-27,2022,Grass,Dusan Lajovic,Pablo Carreno Busta,64,20,Dusan Lajovic,1,20,64,0,44
2022-06-27,2022,Grass,Cameron Norrie,Pablo Andujar,12,100,Pablo Andujar,0,12,100,1,88
2022-06-27,2022,Grass,Jaume Munar,Thiago Monteiro,71,89,Thiago Monteiro,0,71,89,1,18
2022-06-27,2022,Grass,Ryan Peniston,Henri Laaksonen,135,96,Ryan Peniston,1,96,135,0,39
2022-06-27,2022,Grass,Steve Johnson,Grigor Dimitrov,93,21,Steve Johnson,1,21,93,0,72
2022-06-27,2022,Grass,Tommy Paul,Fernando Verdasco,32,115,Fernando Verdasco,0,32,115,1,83
2022-06-27,2022,Grass,Adrian Mannarino,Max Purcell,86,209,Max Purcell,0,86,209,1,123
2022-06-27,2022,Grass,Jiri Vesely,Federico Coria,68,67,Jiri Vesely,1,67,68,0,1
2022-06-27,2022,Grass,Alejandro Davidovich Fokina,Hubert Hurkacz,37,10,Alejandro Davidovich Fokina,1,10,37,0,27
2022-06-27,2022,Grass,Cristian Garin,Elias Ymer,43,137,Elias Ymer,0,43,137,1,94
2022-06-27,2022,Grass,Hugo Grenier,Marc Andrea Huesler,141,105,Hugo Grenier,1,105,141,0,36
2022-06-27,2022,Grass,Benjamin Bonzi,Zdenek Kolar,47,119,Zdenek Kolar,0,47,119,1,72
2022-06-27,2022,Grass,Jenson Brooksby,Mikhail Kukushkin,34,164,Mikhail Kukushkin,0,34,164,1,130
2022-06-27,2022,Grass,Alex De Minaur,Hugo Dellien,27,80,Hugo Dellien,0,27,80,1,53
2022-06-27,2022,Grass,Jack Draper,Zizou Bergs,94,146,Zizou Bergs,0,94,146,1,52
2022-06-27,2022,Grass,Liam Broady,Lukas Klein,132,243,Lukas Klein,0,132,243,1,111
2022-06-27,2022,Grass,Diego Schwartzman,Stefan Kozlov,15,107,Stefan Kozlov,0,15,107,1,92
2022-06-27,2022,Grass,Denis Shapovalov,Arthur Rinderknech,16,62,Arthur Rinderknech,0,16,62,1,46
2022-06-27,2022,Grass,Brandon Nakashima,Nicola Kuhn,56,261,Nicola Kuhn,0,56,261,1,205
2022-06-27,2022,Grass,Daniel Elahi Galan,Dominik Koepfer,109,117,Dominik Koepfer,0,109,117,1,8
2022-06-27,2022,Grass,Roberto Bautista Agut,Attila Balazs,19,331,Attila Balazs,0,19,331,1,312
2022-06-27,2022,Grass,Filip Krajinovic,Jiri Lehecka,31,72,Jiri Lehecka,0,31,72,1,41
2022-06-27,2022,Grass,Nick Kyrgios,Paul Jubb,40,219,Paul Jubb,0,40,219,1,179
2022-06-27,2022,Grass,Jordan Thompson,Roberto Carballes Baena,76,87,Roberto Carballes Baena,0,76,87,1,11
2022-06-27,2022,Grass,Stefanos Tsitsipas,Alexander Ritschard,5,188,Alexander Ritschard,0,5,188,1,183
2022-06-27,2022,Grass,Maxime Cressy,Felix Auger Aliassime,45,9,Maxime Cressy,1,9,45,0,36
2022-06-27,2022,Grass,Jack Sock,Bernabe Zapata Miralles,103,90,Jack Sock,1,90,103,0,13
2022-06-27,2022,Grass,Dennis Novak,Facundo Bagnis,153,102,Dennis Novak,1,102,153,0,51
2022-06-27,2022,Grass,Jason Kubler,Daniel Evans,99,33,Jason Kubler,1,33,99,0,66
2022-06-27,2022,Grass,Marcos Giron,Holger Rune,65,29,Marcos Giron,1,29,65,0,36
2022-06-27,2022,Grass,Alex Molcan,Pedro Martinez,51,50,Alex Molcan,1,50,51,0,1
2022-06-27,2022,Grass,Alastair Gray,Chun Hsin Tseng,288,95,Alastair Gray,1,95,288,0,193
2022-06-27,2022,Grass,Taylor Fritz,Lorenzo Musetti,14,70,Lorenzo Musetti,0,14,70,1,56
2022-06-27,2022,Grass,Mackenzie Mcdonald,Nuno Borges,55,123,Nuno Borges,0,55,123,1,68
2022-06-27,2022,Grass,Richard Gasquet,Joao Sousa,69,60,Richard Gasquet,1,60,69,0,9
2022-06-27,2022,Grass,Emil Ruusuvuori,Yoshihito Nishioka,49,101,Yoshihito Nishioka,0,49,101,1,52
2022-06-27,2022,Grass,Botic Van De Zandschulp,Feliciano Lopez,25,240,Feliciano Lopez,0,25,240,1,215
2022-06-27,2022,Grass,Lorenzo Sonego,Denis Kudla,54,75,Denis Kudla,0,54,75,1,21
2022-06-27,2022,Grass,Hugo Gaston,Alexei Popyrin,66,83,Alexei Popyrin,0,66,83,1,17
2022-06-27,2022,Grass,Ricardas Berankis,Sam Querrey,106,157,Sam Querrey,0,106,157,1,51
2022-06-27,2022,Grass,Rafael Nadal,Francisco Cerundolo,4,41,Francisco Cerundolo,0,4,41,1,37
2022-06-27,2022,Grass,Novak Djokovic,Thanasi Kokkinakis,3,79,Thanasi Kokkinakis,0,3,79,1,76
2022-06-27,2022,Grass,Miomir Kecmanovic,Alejandro Tabilo,30,78,Alejandro Tabilo,0,30,78,1,48
2022-06-27,2022,Grass,Nikoloz Basilashvili,Quentin Halys,26,82,Quentin Halys,0,26,82,1,56
2022-06-27,2022,Grass,Tim Van Rijthoven,Reilly Opelka,104,18,Tim Van Rijthoven,1,18,104,0,86
2022-06-27,2022,Grass,Jannik Sinner,Mikael Ymer,13,88,Mikael Ymer,0,13,88,1,75
2022-06-27,2022,Grass,John Isner,Andy Murray,24,52,Andy Murray,0,24,52,1,28
2022-06-27,2022,Grass,Oscar Otte,Christian Harrison,36,251,Christian Harrison,0,36,251,1,215
2022-06-27,2022,Grass,Carlos Alcaraz,Tallon Griekspoor,7,53,Tallon Griekspoor,0,7,53,1,46
2022-06-27,2022,Grass,Ugo Humbert,Casper Ruud,112,6,Ugo Humbert,1,6,112,0,106
2022-06-27,2022,Grass,David Goffin,Sebastian Baez,58,35,David Goffin,1,35,58,0,23
2022-06-27,2022,Grass,Frances Tiafoe,Maximilian Marterer,28,172,Maximilian Marterer,0,28,172,1,144
2022-06-27,2022,Grass,Alexander Bublik,Dusan Lajovic,38,64,Dusan Lajovic,0,38,64,1,26
2022-06-27,2022,Grass,Cameron Norrie,Jaume Munar,12,71,Jaume Munar,0,12,71,1,59
2022-06-27,2022,Grass,Steve Johnson,Ryan Peniston,93,135,Ryan Peniston,0,93,135,1,42
2022-06-27,2022,Grass,Tommy Paul,Adrian Mannarino,32,86,Adrian Mannarino,0,32,86,1,54
2022-06-27,2022,Grass,Jiri Vesely,Alejandro Davidovich Fokina,68,37,Jiri Vesely,1,37,68,0,31
2022-06-27,2022,Grass,Cristian Garin,Hugo Grenier,43,141,Hugo Grenier,0,43,141,1,98
2022-06-27,2022,Grass,Jenson Brooksby,Benjamin Bonzi,34,47,Benjamin Bonzi,0,34,47,1,13
2022-06-27,2022,Grass,Alex De Minaur,Jack Draper,27,94,Jack Draper,0,27,94,1,67
2022-06-27,2022,Grass,Liam Broady,Diego Schwartzman,132,15,Liam Broady,1,15,132,0,117
2022-06-27,2022,Grass,Brandon Nakashima,Denis Shapovalov,56,16,Brandon Nakashima,1,16,56,0,40
2022-06-27,2022,Grass,Daniel Elahi Galan,Roberto Bautista Agut,109,19,Daniel Elahi Galan,1,19,109,0,90
2022-06-27,2022,Grass,Nick Kyrgios,Filip Krajinovic,40,31,Nick Kyrgios,1,31,40,0,9
2022-06-27,2022,Grass,Stefanos Tsitsipas,Jordan Thompson,5,76,Jordan Thompson,0,5,76,1,71
2022-06-27,2022,Grass,Jack Sock,Maxime Cressy,103,45,Jack Sock,1,45,103,0,58
2022-06-27,2022,Grass,Jason Kubler,Dennis Novak,99,153,Dennis Novak,0,99,153,1,54
2022-06-27,2022,Grass,Alex Molcan,Marcos Giron,51,65,Marcos Giron,0,51,65,1,14
2022-06-27,2022,Grass,Taylor Fritz,Alastair Gray,14,288,Alastair Gray,0,14,288,1,274
2022-06-27,2022,Grass,Richard Gasquet,Mackenzie Mcdonald,69,55,Richard Gasquet,1,55,69,0,14
2022-06-27,2022,Grass,Botic Van De Zandschulp,Emil Ruusuvuori,25,49,Emil Ruusuvuori,0,25,49,1,24
2022-06-27,2022,Grass,Lorenzo Sonego,Hugo Gaston,54,66,Hugo Gaston,0,54,66,1,12
2022-06-27,2022,Grass,Rafael Nadal,Ricardas Berankis,4,106,Ricardas Berankis,0,4,106,1,102
2022-06-27,2022,Grass,Novak Djokovic,Miomir Kecmanovic,3,30,Miomir Kecmanovic,0,3,30,1,27
2022-06-27,2022,Grass,Tim Van Rijthoven,Nikoloz Basilashvili,104,26,Tim Van Rijthoven,1,26,104,0,78
2022-06-27,2022,Grass,Jannik Sinner,John Isner,13,24,John Isner,0,13,24,1,11
2022-06-27,2022,Grass,Carlos Alcaraz,Oscar Otte,7,36,Oscar Otte,0,7,36,1,29
2022-06-27,2022,Grass,David Goffin,Ugo Humbert,58,112,Ugo Humbert,0,58,112,1,54
2022-06-27,2022,Grass,Frances Tiafoe,Alexander Bublik,28,38,Alexander Bublik,0,28,38,1,10
2022-06-27,2022,Grass,Cameron Norrie,Steve Johnson,12,93,Steve Johnson,0,12,93,1,81
2022-06-27,2022,Grass,Tommy Paul,Jiri Vesely,32,68,Jiri Vesely,0,32,68,1,36
2022-06-27,2022,Grass,Cristian Garin,Jenson Brooksby,43,34,Cristian Garin,1,34,43,0,9
2022-06-27,2022,Grass,Alex De Minaur,Liam Broady,27,132,Liam Broady,0,27,132,1,105
2022-06-27,2022,Grass,Brandon Nakashima,Daniel Elahi Galan,56,109,Daniel Elahi Galan,0,56,109,1,53
2022-06-27,2022,Grass,Nick Kyrgios,Stefanos Tsitsipas,40,5,Nick Kyrgios,1,5,40,0,35
2022-06-27,2022,Grass,Jason Kubler,Jack Sock,99,103,Jack Sock,0,99,103,1,4
2022-06-27,2022,Grass,Taylor Fritz,Alex Molcan,14,51,Alex Molcan,0,14,51,1,37
2022-06-27,2022,Grass,Botic Van De Zandschulp,Richard Gasquet,25,69,Richard Gasquet,0,25,69,1,44
2022-06-27,2022,Grass,Rafael Nadal,Lorenzo Sonego,4,54,Lorenzo Sonego,0,4,54,1,50
