Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
30,Clyde Drexler,33,HOU,SG,52,51,38.4,6.4,14.7,.433,1.5,4.5,.332,4.9,10.2,.478,.484,5.1,6.5,.784,1.9,5.3,7.2,5.8,2.0,0.5,2.6,2.9,19.3,AS,drexlcl01
31,Gary Payton,27,SEA,PG,81,81,39.0,7.6,15.8,.484,1.2,3.7,.328,6.4,12.1,.532,.523,2.8,3.8,.748,1.3,2.9,4.2,7.5,2.9,0.2,3.2,2.7,19.3,MVP-6DPOY-1ASNBA2DEF1,paytoga01
32,Mahmoud Abdul-Rauf,26,DEN,PG,57,53,35.6,7.3,16.8,.434,2.1,5.4,.392,5.1,11.3,.454,.497,2.6,2.8,.930,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2,,abdulma02
33,Jerry Stackhouse,21,PHI,SG,72,71,37.5,6.3,15.2,.414,1.3,4.1,.318,5.0,11.1,.449,.457,5.4,7.2,.747,1.3,2.4,3.7,3.9,1.1,1.1,3.5,2.5,19.2,ROY-4,stackje01
34,Damon Stoudamire,22,TOR,PG,70,70,40.9,6.9,16.1,.426,1.9,4.8,.395,5.0,11.3,.439,.485,3.4,4.2,.797,0.8,3.2,4.0,9.3,1.4,0.3,3.8,2.4,19.0,ROY-1,stoudda01
35,George McCloud,28,DAL,SF,79,63,36.0,6.7,16.2,.414,3.3,8.6,.379,3.5,7.6,.453,.514,2.3,2.8,.804,1.5,3.3,4.8,2.7,1.4,0.5,2.1,2.7,18.9,,mccloge01
36,Latrell Sprewell,25,GSW,SG,78,78,39.3,6.6,15.4,.428,1.2,3.6,.323,5.4,11.8,.461,.466,4.5,5.7,.789,1.6,3.3,4.9,4.2,1.6,0.6,2.8,1.9,18.9,DPOY-8,sprewla01
37,Kevin Johnson,29,PHO,PG,56,55,35.8,6.1,12.0,.507,0.4,1.0,.368,5.7,11.0,.520,.523,6.1,7.1,.859,0.8,3.2,3.9,9.2,1.5,0.2,3.0,2.6,18.7,,johnske02
38,Rod Strickland,29,POR,PG,67,63,37.7,7.0,15.3,.460,0.6,1.7,.342,6.5,13.6,.475,.479,4.1,6.3,.652,1.3,3.1,4.4,9.6,1.4,0.2,3.8,2.0,18.7,,stricro02
39,Rik Smits,29,IND,C,63,63,30.2,7.4,14.2,.521,0.0,0.1,.200,7.4,14.1,.523,.522,3.7,4.7,.788,1.9,5.0,6.9,1.7,0.3,0.7,2.5,3.6,18.5,,smitsri01
40,Armen Gilliam,31,NJN,SF,78,76,36.6,7.4,15.6,.474,0.0,0.0,.000,7.4,15.6,.474,.474,3.6,4.5,.791,3.1,6.1,9.1,1.8,0.9,0.7,2.3,2.3,18.3,,gilliar01
41,Robert Pack,26,WSB,PG,31,31,35.0,6.1,14.3,.428,0.8,3.2,.265,5.3,11.2,.474,.457,5.0,5.9,.846,0.9,3.3,4.3,7.8,2.0,0.0,3.7,2.2,18.1,,packro01
42,Steve Smith,26,ATL,SG,80,80,35.7,6.2,14.3,.432,1.8,5.3,.331,4.4,9.0,.492,.493,4.0,4.8,.826,1.6,2.5,4.1,2.8,0.9,0.2,1.9,2.6,18.1,,smithst01
43,Dennis Scott,27,ORL,SF,82,82,37.1,6.0,13.6,.440,3.3,7.7,.425,2.7,6.0,.458,.559,2.2,2.7,.820,0.8,3.0,3.8,3.0,1.1,0.4,1.5,2.1,17.5,,scottde01
44,Detlef Schrempf,33,SEA,SF,63,60,34.9,5.7,11.7,.486,1.2,2.8,.408,4.6,8.9,.512,.536,4.6,5.9,.776,1.2,4.0,5.2,4.4,0.9,0.1,2.3,2.8,17.1,,schrede01
45,Clarence Weatherspoon,25,PHI,SF,78,75,39.7,6.3,13.0,.484,0.0,0.0,.000,6.3,13.0,.485,.484,4.1,5.5,.746,3.0,6.6,9.7,2.0,1.4,1.4,2.3,2.7,16.7,,weathcl01
46,Jason Kidd,22,DAL,PG,81,81,37.5,6.1,16.0,.381,1.6,4.9,.336,4.4,11.1,.401,.433,2.8,4.1,.692,2.5,4.3,6.8,9.7,2.2,0.3,4.0,1.9,16.6,AS,kiddja01
47,Christian Laettner,26,2TM,C,74,71,33.7,6.0,12.3,.487,0.1,0.5,.231,5.9,11.7,.499,.492,4.4,5.4,.818,2.5,4.8,7.3,2.7,1.0,1.0,2.5,3.7,16.4,,laettch01
47,Christian Laettner,26,MIN,C,44,44,34.5,6.4,13.2,.486,0.2,0.7,.290,6.2,12.5,.497,.494,4.9,6.0,.816,2.2,4.6,6.9,2.9,0.9,1.0,2.5,3.6,18.0,,laettch01
47,Christian Laettner,26,ATL,C,30,27,32.6,5.3,10.8,.489,0.0,0.3,.000,5.3,10.6,.502,.489,3.6,4.3,.823,2.9,5.0,7.9,2.3,1.0,0.9,2.5,4.0,14.2,,laettch01
48,Tom Gugliotta,26,MIN,PF,78,78,36.3,6.1,12.9,.471,0.3,1.1,.302,5.7,11.8,.487,.484,3.7,4.8,.773,2.3,6.6,8.8,3.1,1.8,1.2,3.0,3.4,16.2,,guglito01
49,Vernon Maxwell,30,PHI,PG,75,57,32.9,5.5,14.0,.390,1.9,6.1,.317,3.5,7.9,.446,.459,3.3,4.4,.756,0.5,2.5,3.1,4.4,1.3,0.2,2.9,2.4,16.2,,maxweve01
50,Tracy Murray,24,TOR,SF,82,37,30.0,6.0,13.3,.454,1.8,4.4,.422,4.2,9.0,.470,.523,2.2,2.7,.831,1.4,2.9,4.3,1.6,1.1,0.5,1.6,2.5,16.2,,murratr01
51,Loy Vaught,27,LAC,PF,80,78,37.1,7.1,13.6,.525,0.1,0.2,.368,7.1,13.4,.528,.529,1.9,2.6,.727,2.6,7.6,10.1,1.4,1.1,0.5,2.0,3.0,16.2,,vaughlo01
52,Bison Dele,26,LAC,C,65,65,33.2,6.4,11.8,.543,0.0,0.1,.167,6.4,11.7,.546,.544,3.0,4.1,.734,2.3,5.3,7.6,1.9,1.1,0.8,2.9,3.5,15.8,,delebi01
53,Mookie Blaylock,28,ATL,PG,81,81,35.7,5.6,13.9,.405,2.9,7.7,.371,2.8,6.2,.448,.508,1.6,2.1,.747,1.4,2.7,4.1,5.9,2.6,0.2,2.3,1.9,15.7,DEF2,blaylmo01
54,Hersey Hawkins,29,SEA,SG,82,82,34.4,5.4,11.4,.473,1.8,4.6,.384,3.6,6.8,.534,.551,3.0,3.5,.874,1.0,2.6,3.6,2.7,1.8,0.2,2.0,2.1,15.6,,hawkihe01
55,Joe Smith,20,GSW,PF,82,82,34.4,5.7,12.5,.458,0.1,0.3,.357,5.6,12.1,.461,.463,3.7,4.8,.773,3.7,5.1,8.7,1.0,1.0,1.6,1.7,2.7,15.3,ROY-3,smithjo02
56,Tim Hardaway,29,2TM,PG,80,46,31.7,5.2,12.4,.422,1.7,4.7,.364,3.5,7.7,.458,.492,3.0,3.8,.790,0.4,2.4,2.9,8.0,1.7,0.2,2.9,2.5,15.2,,hardati01
56,Tim Hardaway,29,GSW,PG,52,18,28.6,4.9,11.7,.421,1.6,4.5,.366,3.3,7.2,.455,.491,2.7,3.5,.769,0.4,2.1,2.5,6.9,1.4,0.2,2.4,2.5,14.1,,hardati01
56,Tim Hardaway,29,MIA,PG,28,28,37.4,5.9,13.8,.425,1.9,5.3,.361,4.0,8.5,.464,.494,3.6,4.4,.821,0.5,3.0,3.5,10.0,2.1,0.2,3.9,2.5,17.2,,hardati01
57,Kenny Anderson,25,2TM,PG,69,64,34.0,5.1,12.1,.418,1.3,3.7,.359,3.7,8.4,.445,.474,3.8,4.9,.769,0.9,2.0,2.9,8.3,1.6,0.2,2.1,2.6,15.2,,anderke01
57,Kenny Anderson,25,NJN,PG,31,28,33.6,4.6,12.3,.376,1.2,3.2,.364,3.5,9.1,.381,.424,4.9,6.1,.803,1.2,2.1,3.3,8.0,1.7,0.3,1.9,2.4,15.3,,anderke01
57,Kenny Anderson,25,CHH,PG,38,36,34.3,5.4,11.9,.454,1.5,4.1,.357,3.9,7.8,.505,.515,2.9,3.9,.727,0.7,2.0,2.7,8.6,1.6,0.2,2.3,2.8,15.2,,anderke01
58,Jeff Hornacek,32,UTA,SG,82,59,31.6,5.4,10.7,.502,1.3,2.7,.466,4.1,8.0,.514,.561,3.2,3.5,.893,0.8,1.8,2.5,4.1,1.3,0.2,1.5,2.1,15.2,,hornaje01
59,Calbert Cheaney,24,WSB,SF,70,70,33.2,6.1,12.9,.471,0.7,2.2,.338,5.3,10.7,.498,.499,2.2,3.1,.706,1.0,2.5,3.4,2.2,1.0,0.3,1.8,2.9,15.1,,cheanca01
60,Chris Mills,26,CLE,SF,80,80,38.3,5.7,12.1,.468,1.0,2.6,.376,4.7,9.5,.493,.508,2.7,3.3,.829,1.4,4.1,5.5,2.4,0.9,0.7,1.5,3.0,15.1,,millsch01
61,Michael Finley,22,PHO,SF,82,72,39.2,5.7,11.9,.476,0.7,2.3,.328,4.9,9.6,.511,.508,3.0,3.9,.749,1.7,2.9,4.6,3.5,1.0,0.4,1.6,2.4,15.0,ROY-4,finlemi01
62,Dale Ellis,35,DEN,SF,81,52,32.4,5.7,11.8,.479,1.9,4.5,.412,3.8,7.3,.519,.557,1.7,2.2,.760,1.1,2.8,3.9,1.7,0.7,0.1,1.2,2.4,14.9,,ellisda01
63,Nick Van Exel,24,LAL,PG,74,74,34.0,5.4,12.8,.417,1.9,5.4,.357,3.4,7.4,.461,.493,2.2,2.8,.799,0.4,2.1,2.4,6.9,0.9,0.1,2.1,1.6,14.9,,vanexni01
64,Nick Anderson,28,ORL,SG,77,77,35.3,5.2,11.7,.442,2.2,5.6,.391,3.0,6.2,.489,.535,2.2,3.1,.692,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,,anderni01
65,John Stockton,33,UTA,PG,82,82,35.5,5.4,10.0,.538,1.2,2.7,.422,4.2,7.2,.582,.596,2.9,3.4,.830,0.7,2.1,2.8,11.2,1.7,0.2,3.0,2.5,14.7,MVP-11ASNBA2,stockjo01
66,Magic Johnson,36,LAL,PF,32,9,29.9,4.3,9.2,.466,0.7,1.8,.379,3.6,7.4,.487,.503,5.4,6.3,.856,1.3,4.5,5.7,6.9,0.8,0.4,3.2,1.5,14.6,MVP-126MOY-5,johnsma02
67,Anthony Mason,29,NYK,SF,82,82,42.2,5.5,9.7,.563,0.0,0.0,,5.5,9.7,.563,.563,3.6,5.0,.720,2.7,6.6,9.3,4.4,0.8,0.4,2.6,3.0,14.6,,masonan01
68,Bobby Phills,26,CLE,SG,72,69,35.1,5.4,11.5,.467,1.3,2.9,.441,4.1,8.5,.476,.524,2.6,3.3,.775,0.9,2.8,3.6,3.8,1.4,0.4,1.8,2.7,14.6,DEF2,phillbo01
69,Sam Cassell,26,HOU,PG,61,0,27.6,4.7,10.8,.439,1.2,3.4,.348,3.5,7.3,.482,.495,3.9,4.7,.825,0.8,2.2,3.1,4.6,0.9,0.1,2.6,2.7,14.5,6MOY-4,cassesa01
70,Dell Curry,31,CHH,SG,82,29,28.9,5.4,11.9,.453,2.0,5.0,.404,3.4,6.9,.488,.537,1.8,2.1,.854,0.8,2.4,3.2,2.1,1.3,0.3,1.6,2.1,14.5,6MOY-7,curryde01
71,Vinny Del Negro,29,SAS,SG,82,82,33.7,5.8,11.7,.497,0.7,1.8,.380,5.1,9.9,.518,.527,2.2,2.6,.832,0.4,2.9,3.3,3.8,1.0,0.1,1.2,2.0,14.5,,delnevi01
72,Gheorghe Mureșan,24,WSB,C,76,76,29.5,6.1,10.5,.584,0.0,0.0,.000,6.1,10.5,.585,.584,2.3,3.7,.619,3.3,6.3,9.6,0.7,0.7,2.3,1.9,3.9,14.5,MIP-1,muresgh01
73,Arvydas Sabonis,31,POR,C,73,21,23.8,5.4,9.9,.545,0.5,1.4,.375,4.9,8.5,.574,.572,3.2,4.2,.757,2.0,6.0,8.1,1.8,0.9,1.1,2.1,2.9,14.5,ROY-26MOY-2,sabonar01
74,Brian Grant,23,SAC,PF,78,75,30.7,5.5,10.8,.507,0.1,0.2,.235,5.4,10.6,.513,.510,3.4,4.6,.732,2.2,4.7,7.0,1.6,0.5,1.3,2.4,3.4,14.4,,grantbr01
75,Otis Thorpe,33,DET,PF,82,82,34.6,5.5,10.4,.530,0.0,0.0,.000,5.5,10.4,.532,.530,3.1,4.4,.710,2.6,5.8,8.4,1.9,0.6,0.5,2.4,3.7,14.2,,thorpot01
76,Kendall Gill,27,2TM,SG,47,46,35.8,5.2,11.1,.469,0.6,1.7,.329,4.7,9.5,.494,.494,2.9,3.7,.784,1.5,3.4,4.9,5.5,1.4,0.5,2.8,2.8,14.0,,gillke01
76,Kendall Gill,27,CHH,SG,36,36,35.1,5.0,10.3,.481,0.5,1.5,.315,4.5,8.8,.509,.504,2.5,3.3,.761,1.6,3.7,5.3,6.3,1.2,0.6,3.1,2.8,12.9,,gillke01
76,Kendall Gill,27,NJN,SG,11,10,38.0,6.1,13.8,.441,0.8,2.3,.360,5.3,11.5,.457,.470,4.5,5.4,.831,1.5,2.5,3.9,3.2,2.0,0.2,1.9,2.7,17.5,,gillke01
77,Greg Anthony,28,VAN,PG,69,68,30.4,4.7,11.3,.415,1.3,3.9,.332,3.4,7.4,.459,.472,3.3,4.3,.771,0.4,2.1,2.5,6.9,1.7,0.2,2.3,2.0,14.0,,anthogr01
78,Rex Chapman,28,MIA,SG,56,50,33.3,5.2,12.1,.426,2.2,6.0,.371,2.9,6.1,.480,.518,1.5,2.0,.735,0.4,2.2,2.6,3.0,0.8,0.2,1.4,2.1,14.0,,chapmre01
79,Rick Fox,26,BOS,SF,81,81,32.0,5.2,11.5,.454,1.2,3.4,.364,4.0,8.1,.491,.507,2.4,3.1,.772,2.0,3.6,5.6,4.6,1.4,0.5,2.7,3.6,14.0,,foxri01
80,Derek Harper,34,NYK,PG,82,82,35.3,5.3,11.5,.464,1.5,4.0,.372,3.8,7.5,.513,.529,1.9,2.5,.757,0.4,2.1,2.5,4.3,1.6,0.1,2.2,2.5,14.0,,harpede01
81,Elden Campbell,27,LAL,PF,82,82,32.9,5.5,10.8,.503,0.0,0.1,.000,5.5,10.8,.506,.503,3.0,4.3,.713,2.0,5.6,7.6,2.2,1.1,2.6,1.7,3.7,13.9,,campbel01
82,Walt Williams,25,2TM,SF,73,73,29.7,4.9,11.1,.444,1.6,4.0,.389,3.4,7.1,.476,.515,2.2,3.2,.703,1.4,3.0,4.4,3.2,1.2,0.8,2.1,3.3,13.6,,williwa02
82,Walt Williams,25,SAC,SF,45,45,30.7,5.2,12.0,.435,1.3,3.8,.341,3.9,8.2,.478,.489,2.9,3.8,.756,1.4,3.2,4.6,3.7,1.2,0.9,2.3,3.4,14.6,,williwa02
82,Walt Williams,25,MIA,SF,28,28,28.1,4.4,9.6,.463,2.0,4.4,.455,2.4,5.2,.469,.567,1.2,2.1,.550,1.3,2.7,4.0,2.3,1.1,0.6,1.7,3.1,12.0,,williwa02
83,Bryant Stith,25,DEN,SG,82,77,34.3,4.6,11.1,.416,0.5,1.8,.277,4.1,9.3,.443,.439,3.9,4.6,.844,1.5,3.4,4.9,2.9,1.4,0.2,1.9,2.3,13.6,,stithbr01
84,Sasha Danilović,25,MIA,SG,19,18,28.5,4.4,9.7,.451,1.8,4.1,.436,2.6,5.6,.462,.543,2.9,3.8,.764,0.6,1.8,2.4,2.5,0.8,0.2,1.9,2.6,13.4,,danilsa01
85,Horace Grant,30,ORL,PF,63,62,36.3,5.5,10.7,.513,0.0,0.1,.167,5.5,10.7,.516,.513,2.4,3.3,.734,2.8,6.4,9.2,2.7,1.0,1.2,1.0,2.3,13.4,DPOY-8DEF2,grantho01
86,Danny Manning,29,PHO,PF,33,4,24.7,5.4,11.8,.459,0.1,0.4,.214,5.3,11.3,.468,.463,2.5,3.3,.752,0.9,3.4,4.3,2.0,1.2,0.7,2.3,3.7,13.4,,mannida01
87,Antonio McDyess,21,DEN,PF,76,75,30.0,5.6,11.6,.485,0.0,0.1,.000,5.6,11.5,.487,.485,2.2,3.2,.683,3.0,4.5,7.5,1.0,0.7,1.5,2.0,3.3,13.4,,mcdyean01
88,Danny Ferry,29,CLE,PF,82,79,32.7,5.1,11.2,.459,1.7,4.4,.394,3.4,6.8,.502,.537,1.3,1.6,.769,0.9,2.9,3.8,2.3,0.7,0.5,1.5,2.8,13.3,,ferryda01
89,Chris Mullin,32,GSW,SF,55,19,29.4,4.9,9.8,.499,1.1,2.7,.393,3.8,7.1,.540,.554,2.5,2.9,.856,0.8,2.1,2.9,3.5,1.4,0.6,2.2,2.3,13.3,,mullich01
90,Bryant Reeves,22,VAN,C,77,63,31.9,5.2,11.4,.457,0.0,0.0,.000,5.2,11.4,.459,.457,2.8,3.9,.732,2.3,5.1,7.4,1.4,0.6,0.7,2.0,2.9,13.3,,reevebr01
91,Scott Burrell,25,CHH,SF,20,20,34.7,4.6,10.3,.447,1.9,4.9,.378,2.8,5.4,.509,.536,2.1,2.8,.750,1.3,3.6,4.9,2.4,1.4,0.7,2.2,3.8,13.2,,burresc01
92,Avery Johnson,30,SAS,PG,82,82,37.6,5.3,10.8,.494,0.1,0.4,.194,5.3,10.4,.505,.497,2.3,3.2,.721,0.5,2.1,2.5,9.6,1.5,0.3,2.4,2.2,13.1,,johnsav01
93,Toni Kukoč,27,CHI,SF,81,20,26.0,4.8,9.7,.490,1.1,2.7,.403,3.7,7.0,.524,.546,2.5,3.3,.772,1.4,2.6,4.0,3.5,0.8,0.3,1.4,1.9,13.1,6MOY-1,kukocto01
94,Grant Long,29,ATL,PF,82,82,36.7,4.8,10.2,.471,0.4,1.0,.360,4.4,9.2,.484,.490,3.1,4.1,.763,3.0,6.6,9.6,2.2,1.3,0.4,1.9,2.8,13.1,,longgr01
95,Billy Owens,26,2TM,SF,62,51,32.0,5.2,10.9,.480,0.1,0.3,.278,5.1,10.6,.485,.484,2.5,4.0,.636,2.3,4.3,6.6,3.3,0.8,0.6,2.6,3.1,13.0,,owensbi01
95,Billy Owens,26,MIA,SF,40,40,34.7,6.0,11.8,.505,0.0,0.2,.000,6.0,11.7,.512,.505,2.8,4.4,.633,2.4,4.8,7.2,3.4,0.8,0.6,2.8,3.3,14.8,,owensbi01
95,Billy Owens,26,SAC,SF,22,11,27.0,3.8,9.1,.420,0.2,0.5,.417,3.6,8.5,.420,.433,2.0,3.2,.643,2.2,3.5,5.7,3.2,0.9,0.7,2.3,2.7,9.9,,owensbi01
96,Dana Barros,28,BOS,PG,80,25,29.1,4.7,10.1,.470,1.9,4.6,.408,2.9,5.5,.523,.563,1.6,1.8,.884,0.3,2.1,2.4,3.8,0.7,0.0,1.5,1.5,13.0,,barroda01
97,Vlade Divac,27,LAL,C,79,79,31.3,5.2,10.2,.513,0.0,0.2,.167,5.2,10.0,.521,.515,2.4,3.7,.641,2.5,6.1,8.6,3.3,1.0,1.7,2.5,3.5,12.9,,divacvl01
98,Oliver Miller,25,TOR,PF,76,72,33.1,5.5,10.5,.526,0.0,0.1,.000,5.5,10.3,.533,.526,1.9,2.9,.661,2.3,5.1,7.4,2.9,1.4,1.9,2.7,3.6,12.9,,milleol01
99,Chris Childs,28,NJN,PG,78,54,30.9,4.2,10.0,.416,1.2,3.3,.367,2.9,6.7,.441,.478,3.3,3.9,.852,0.7,2.5,3.1,7.0,1.4,0.1,2.9,3.2,12.8,,childch01
100,Eddie Jones,24,LAL,SG,70,66,31.2,4.8,9.8,.492,1.2,3.2,.366,3.6,6.5,.555,.553,1.9,2.6,.739,0.6,2.7,3.3,3.5,1.8,0.6,1.4,2.3,12.8,,jonesed02
101,Trevor Ruffin,25,PHI,PG,61,23,25.4,4.3,10.6,.406,1.7,4.7,.366,2.6,6.0,.437,.486,2.4,3.0,.813,0.3,1.8,2.2,4.4,0.7,0.0,2.4,2.2,12.8,,ruffitr01
102,Stacey Augmon,27,ATL,SF,77,49,29.8,4.7,9.6,.491,0.0,0.1,.250,4.7,9.5,.492,.491,3.3,4.1,.792,1.8,2.2,3.9,1.8,1.4,0.4,1.8,2.4,12.7,,augmost01
103,Blue Edwards,30,VAN,SF,82,82,33.8,4.9,11.7,.419,1.0,3.0,.343,3.9,8.7,.446,.463,1.9,2.5,.755,1.2,3.0,4.2,2.6,1.4,0.6,2.1,3.0,12.7,,edwarbl01
