Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
97,Rodney Stuckey,28,IND,PG,71,36,26.4,4.7,10.6,.440,0.8,2.0,.390,3.9,8.6,.452,.477,2.5,3.0,.819,0.5,3.0,3.5,3.1,0.8,0.1,1.7,1.8,12.6,,stuckro01
98,Nikola Peković,29,MIN,C,31,29,26.3,4.5,10.6,.424,0.0,0.0,,4.5,10.6,.424,.424,3.5,4.2,.837,2.9,4.7,7.5,0.9,0.6,0.4,1.4,1.9,12.5,,pekovni01
99,Josh Smith,29,2TM,PF,83,35,27.7,5.0,11.9,.419,0.9,2.7,.316,4.1,9.1,.451,.456,1.5,3.1,.498,1.8,4.6,6.4,3.3,1.0,1.4,2.5,2.7,12.4,,smithjo03
99,Josh Smith,29,DET,PF,28,28,32.0,5.5,14.0,.391,0.3,1.3,.243,5.1,12.6,.407,.403,1.9,4.0,.468,1.9,5.4,7.2,4.7,1.3,1.7,2.6,2.9,13.1,,smithjo03
99,Josh Smith,29,HOU,PF,55,7,25.5,4.7,10.8,.438,1.1,3.5,.330,3.6,7.4,.489,.491,1.4,2.6,.521,1.8,4.1,6.0,2.6,0.9,1.2,2.4,2.7,12.0,,smithjo03
100,Danilo Gallinari,26,DEN,SF,59,27,24.2,3.9,9.6,.401,1.8,5.1,.355,2.1,4.5,.453,.496,2.9,3.2,.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,,gallida01
101,Jabari Parker,19,MIL,PF,25,25,29.5,5.2,10.5,.490,0.2,0.6,.250,5.0,9.9,.506,.498,1.8,2.6,.697,2.0,3.5,5.5,1.7,1.2,0.2,1.9,1.7,12.3,,parkeja01
102,Marcin Gortat,30,WAS,C,82,82,29.9,5.4,9.5,.566,0.0,0.0,.000,5.4,9.4,.569,.566,1.5,2.1,.703,2.2,6.5,8.7,1.2,0.6,1.3,1.2,2.3,12.2,,gortama01
103,J.R. Smith,29,2TM,SG,70,51,29.7,4.5,10.8,.417,2.3,6.1,.383,2.2,4.7,.462,.525,0.8,1.0,.750,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.3,12.1,,smithjr01
103,J.R. Smith,29,NYK,SG,24,6,25.8,4.2,10.5,.402,1.3,3.8,.356,2.9,6.7,.429,.466,1.1,1.6,.692,0.2,2.3,2.4,3.4,0.8,0.2,1.9,1.8,10.9,,smithjr01
103,J.R. Smith,29,CLE,SG,46,45,31.8,4.7,11.0,.425,2.8,7.3,.390,1.8,3.7,.494,.555,0.6,0.7,.818,0.6,2.9,3.5,2.5,1.4,0.4,1.1,2.6,12.7,,smithjr01
104,Gerald Henderson,27,CHO,SG,80,72,28.9,4.6,10.6,.437,0.6,1.7,.331,4.1,8.9,.457,.463,2.3,2.7,.848,0.5,3.0,3.4,2.6,0.6,0.3,1.4,1.7,12.1,,hendege02
105,Kyle Korver,33,ATL,SG,75,75,32.2,3.9,8.0,.487,2.9,6.0,.492,0.9,2.0,.470,.671,1.4,1.6,.898,0.2,3.9,4.1,2.6,0.7,0.6,1.4,1.9,12.1,AS,korveky01
106,Ben McLemore,21,SAC,SG,82,82,32.6,4.4,10.1,.437,1.7,4.8,.358,2.7,5.4,.507,.521,1.6,2.0,.813,0.4,2.6,2.9,1.7,0.9,0.2,1.7,2.7,12.1,,mclembe01
107,Evan Fournier,22,ORL,SG,58,32,28.6,4.4,9.9,.440,1.5,3.9,.378,2.9,6.0,.480,.514,1.8,2.5,.728,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0,12.0,,fournev01
108,Jordan Hill,27,LAL,C,70,57,26.8,5.1,11.1,.459,0.0,0.2,.273,5.1,10.9,.462,.461,1.8,2.4,.738,2.5,5.5,7.9,1.5,0.5,0.7,1.5,2.3,12.0,,hilljo01
109,Jarrett Jack,31,BRK,PG,80,27,28.0,4.5,10.2,.439,0.5,1.8,.267,4.0,8.4,.477,.463,2.5,2.8,.881,0.2,2.8,3.1,4.7,0.9,0.2,2.4,1.8,12.0,,jackja01
110,Donatas Motiejūnas,24,HOU,PF,71,62,28.7,5.0,9.9,.504,0.7,1.9,.368,4.3,8.0,.536,.539,1.4,2.3,.602,1.9,4.0,5.9,1.8,0.8,0.5,1.7,2.9,12.0,,motiedo01
111,Jonas Valančiūnas,22,TOR,C,80,80,26.2,4.7,8.2,.572,0.0,0.0,.000,4.7,8.1,.573,.572,2.7,3.5,.786,2.7,6.0,8.7,0.5,0.4,1.2,1.4,2.8,12.0,,valanjo01
112,Jabari Brown,22,LAL,SG,19,5,29.9,3.7,8.9,.412,1.2,3.3,.371,2.5,5.7,.435,.479,3.4,4.5,.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7,11.9,,brownja01
113,Jordan Clarkson,22,LAL,PG,59,38,25.0,4.5,10.1,.448,0.6,2.1,.314,3.9,8.1,.482,.480,2.2,2.7,.829,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,ROY-7,clarkjo01
114,Gerald Green,29,PHO,SG,74,4,19.5,4.4,10.5,.416,1.9,5.2,.354,2.5,5.3,.478,.504,1.3,1.6,.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2.0,11.9,,greenge01
115,Paul Pierce,37,WAS,SF,73,73,26.2,4.0,9.0,.447,1.6,4.2,.389,2.4,4.8,.496,.537,2.2,2.9,.781,0.6,3.4,4.0,2.0,0.6,0.3,1.3,2.2,11.9,,piercpa01
116,Dion Waiters,23,2TM,SG,80,23,27.6,4.7,11.8,.396,0.9,3.1,.297,3.8,8.8,.431,.435,1.5,2.2,.680,0.5,1.9,2.4,2.0,1.1,0.3,1.4,1.9,11.8,,waitedi01
116,Dion Waiters,23,CLE,SG,33,3,23.8,4.2,10.4,.404,0.7,2.6,.256,3.5,7.8,.453,.436,1.4,1.8,.783,0.4,1.4,1.7,2.2,1.3,0.3,1.5,1.8,10.5,,waitedi01
116,Dion Waiters,23,OKC,SG,47,20,30.3,5.0,12.9,.392,1.1,3.4,.319,4.0,9.4,.419,.435,1.5,2.4,.625,0.6,2.3,2.9,1.9,1.0,0.2,1.3,2.0,12.7,,waitedi01
117,Carlos Boozer,33,LAL,PF,71,26,23.8,5.2,10.5,.499,0.0,0.0,,5.2,10.5,.499,.499,1.3,2.1,.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,11.8,,boozeca01
118,Langston Galloway,23,NYK,PG,45,41,32.4,4.5,11.4,.399,1.4,3.9,.352,3.2,7.4,.424,.460,1.4,1.7,.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,,gallola01
119,Hassan Whiteside,25,MIA,C,48,32,23.8,5.1,8.1,.628,0.0,0.0,,5.1,8.1,.628,.628,1.6,3.3,.500,3.0,7.0,10.0,0.1,0.6,2.6,1.2,2.7,11.8,DPOY-15,whiteha01
120,Danny Green,27,SAS,SG,81,80,28.5,4.0,9.1,.436,2.4,5.6,.418,1.6,3.5,.466,.566,1.4,1.6,.874,0.7,3.6,4.2,2.0,1.2,1.1,1.1,2.0,11.7,,greenda02
121,Draymond Green,24,GSW,PF,79,79,31.5,4.3,9.7,.443,1.4,4.2,.337,2.9,5.5,.523,.516,1.7,2.5,.660,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,11.7,DPOY-2DEF1,greendr01
122,Terrence Jones,23,HOU,PF,33,24,26.9,4.8,9.1,.528,0.4,1.1,.351,4.4,7.9,.553,.550,1.7,2.8,.606,2.4,4.3,6.7,1.1,0.5,1.8,1.1,2.4,11.7,,joneste01
123,David West,34,IND,PF,66,66,28.7,4.9,10.4,.471,0.1,0.3,.200,4.8,10.1,.479,.474,1.8,2.4,.739,1.6,5.2,6.8,3.4,0.7,0.7,1.8,2.4,11.7,,westda01
124,Aaron Brooks,30,CHI,PG,82,21,23.0,4.2,10.0,.421,1.5,3.8,.387,2.7,6.1,.442,.495,1.8,2.1,.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,6MOY-11,brookaa01
125,Amar'e Stoudemire,32,2TM,PF,59,15,21.1,4.6,8.3,.557,0.0,0.1,.000,4.6,8.2,.562,.557,2.3,3.2,.720,1.9,3.7,5.6,0.8,0.5,0.6,1.3,2.7,11.5,,stoudam01
125,Amar'e Stoudemire,32,NYK,PF,36,14,24.0,4.7,8.6,.543,0.0,0.1,.000,4.7,8.6,.549,.543,2.6,3.5,.740,2.3,4.5,6.8,1.0,0.6,0.9,1.8,3.1,12.0,,stoudam01
125,Amar'e Stoudemire,32,DAL,PF,23,1,16.5,4.5,7.8,.581,0.0,0.0,.000,4.5,7.7,.584,.581,1.7,2.6,.678,1.2,2.5,3.7,0.3,0.4,0.2,0.7,2.2,10.8,,stoudam01
126,Corey Brewer,28,2TM,SF,80,17,26.1,4.3,10.1,.426,0.8,2.9,.268,3.5,7.1,.491,.465,2.1,2.8,.743,1.0,2.7,3.7,2.2,1.4,0.2,1.6,2.2,11.5,6MOY-8,breweco01
126,Corey Brewer,28,MIN,SF,24,16,28.3,3.9,9.4,.418,0.3,1.7,.195,3.6,7.7,.467,.436,2.3,3.3,.705,1.3,2.6,3.9,3.3,2.3,0.2,2.1,2.6,10.5,,breweco01
126,Corey Brewer,28,HOU,SF,56,1,25.1,4.4,10.4,.429,1.0,3.5,.284,3.5,6.9,.503,.477,2.0,2.6,.764,0.9,2.8,3.6,1.7,1.1,0.3,1.4,2.0,11.9,,breweco01
127,Tim Hardaway Jr.,22,NYK,SG,70,30,24.0,4.0,10.2,.389,1.7,5.1,.342,2.3,5.2,.435,.474,1.8,2.2,.801,0.2,2.1,2.2,1.8,0.3,0.2,1.2,1.7,11.5,,hardati02
128,Ersan İlyasova,27,MIL,PF,58,36,22.7,4.5,9.6,.472,1.3,3.3,.389,3.3,6.3,.515,.539,1.2,1.8,.645,1.4,3.4,4.8,1.0,0.6,0.3,0.8,2.6,11.5,,ilyaser01
129,DeAndre Jordan,26,LAC,C,82,82,34.4,4.6,6.5,.710,0.0,0.0,.250,4.6,6.5,.713,.711,2.3,5.7,.397,4.8,10.1,15.0,0.7,1.0,2.2,1.3,3.0,11.5,DPOY-3NBA3DEF1,jordade01
130,O.J. Mayo,27,MIL,SG,71,15,23.9,4.2,9.9,.422,1.4,3.9,.357,2.8,6.0,.465,.493,1.6,2.0,.827,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3,11.4,,mayooj01
131,Jeremy Lin,26,LAL,PG,74,30,25.8,3.7,8.8,.424,0.9,2.4,.369,2.9,6.5,.444,.473,2.9,3.6,.795,0.4,2.3,2.6,4.6,1.1,0.4,2.2,2.6,11.2,,linje01
132,Jodie Meeks,27,DET,SG,60,0,24.4,3.7,8.9,.416,1.2,3.5,.349,2.5,5.4,.460,.485,2.4,2.7,.906,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,11.1,,meeksjo01
133,Vander Blue,22,LAL,SG,2,1,37.0,4.5,15.0,.300,1.0,5.0,.200,3.5,10.0,.350,.333,1.0,2.5,.400,1.0,3.5,4.5,4.0,1.5,0.0,3.0,2.0,11.0,,blueva01
134,Nenê,32,WAS,PF,67,58,25.3,4.6,9.0,.511,0.0,0.1,.200,4.6,8.9,.513,.512,1.8,3.0,.604,1.3,3.9,5.1,1.8,1.0,0.3,1.9,2.7,11.0,,hilarne01
135,Michael Kidd-Gilchrist,21,CHO,SF,55,52,28.9,4.1,8.8,.465,0.0,0.0,,4.1,8.8,.465,.465,2.7,3.9,.701,2.0,5.6,7.6,1.4,0.5,0.7,1.1,2.1,10.9,DPOY-9,kiddgmi01
136,Anthony Morrow,29,OKC,SG,74,0,24.4,3.9,8.3,.463,1.9,4.4,.434,1.9,3.9,.497,.578,1.1,1.2,.888,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8,10.7,6MOY-11,morroan01
137,Brandon Bass,29,BOS,PF,82,43,23.5,4.2,8.3,.504,0.1,0.4,.281,4.1,7.9,.515,.510,2.1,2.6,.790,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,,bassbr01
138,Roy Hibbert,28,IND,C,76,76,25.3,4.2,9.3,.446,0.0,0.0,.000,4.2,9.3,.448,.446,2.2,2.7,.824,2.1,5.1,7.1,1.1,0.2,1.6,1.4,2.8,10.6,,hibbero01
139,Manu Ginóbili,37,SAS,SG,70,0,22.7,3.6,8.4,.426,1.3,3.7,.345,2.3,4.7,.489,.502,2.1,2.9,.721,0.4,2.6,3.0,4.2,1.0,0.3,2.2,2.0,10.5,6MOY-8,ginobma01
140,Marcus Morris,25,PHO,PF,81,35,25.2,4.1,9.4,.434,1.4,3.9,.358,2.7,5.6,.487,.507,0.9,1.4,.628,0.9,3.9,4.8,1.6,0.8,0.2,0.9,2.3,10.4,,morrima03
141,Marreese Speights,27,GSW,C,76,9,15.9,4.2,8.5,.492,0.1,0.2,.278,4.1,8.3,.498,.496,2.0,2.3,.843,1.4,2.8,4.3,0.9,0.3,0.4,1.1,2.5,10.4,6MOY-7,speigma01
142,Alexey Shved,26,3TM,SG,42,9,18.3,3.2,8.0,.397,1.1,3.3,.338,2.0,4.7,.439,.467,2.9,3.6,.807,0.5,1.8,2.4,2.5,0.7,0.1,1.1,1.1,10.3,,shvedal01
142,Alexey Shved,26,PHI,SG,17,0,16.8,3.1,7.6,.400,1.0,3.4,.298,2.1,4.3,.479,.465,2.8,3.4,.842,0.5,0.8,1.3,2.7,0.8,0.1,1.1,1.2,9.9,,shvedal01
142,Alexey Shved,26,HOU,SG,9,0,6.6,0.9,2.7,.333,0.4,1.3,.333,0.4,1.3,.333,.417,1.0,1.2,.818,0.1,0.3,0.4,0.3,0.1,0.0,0.6,0.2,3.2,,shvedal01
142,Alexey Shved,26,NYK,SG,16,9,26.4,4.6,11.3,.403,1.6,4.4,.371,2.9,6.9,.423,.475,4.0,5.1,.780,0.9,3.7,4.6,3.6,0.9,0.3,1.6,1.6,14.8,,shvedal01
143,Tyson Chandler,32,DAL,C,75,75,30.5,3.9,5.9,.666,0.0,0.0,,3.9,5.9,.666,.666,2.5,3.4,.720,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3,,chandty01
144,Taj Gibson,29,CHI,PF,62,17,27.3,4.1,8.2,.502,0.0,0.0,,4.1,8.2,.502,.502,2.1,3.0,.717,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,6MOY-10,gibsota01
145,Kelly Olynyk,23,BOS,C,64,13,22.2,3.9,8.3,.475,1.0,2.7,.349,3.0,5.5,.538,.533,1.5,2.1,.684,1.4,3.3,4.7,1.7,1.0,0.6,1.5,3.3,10.3,,olynyke01
146,Ricky Rubio,24,MIN,PG,22,22,31.5,3.5,10.0,.356,0.6,2.3,.255,3.0,7.6,.387,.386,2.6,3.2,.803,0.9,4.8,5.7,8.8,1.7,0.0,2.9,2.7,10.3,,rubiori01
147,Mario Chalmers,28,MIA,PG,80,37,29.6,3.3,8.3,.403,0.9,3.1,.294,2.4,5.2,.467,.458,2.6,3.3,.774,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2,,chalmma01
148,Nikola Mirotić,23,CHI,PF,82,3,20.2,3.1,7.6,.405,1.2,3.8,.316,1.9,3.8,.495,.485,2.8,3.5,.803,0.8,4.2,4.9,1.2,0.7,0.7,1.1,2.1,10.2,ROY-26MOY-6,mirotni01
149,Tyler Zeller,25,BOS,C,82,59,21.1,4.1,7.5,.549,0.0,0.0,,4.1,7.5,.549,.549,1.9,2.3,.823,1.8,3.9,5.7,1.4,0.2,0.6,0.9,2.5,10.2,,zellety01
150,Gary Neal,30,2TM,SG,54,1,22.1,3.5,9.3,.374,0.9,3.0,.305,2.6,6.3,.407,.423,2.2,2.5,.867,0.3,2.1,2.4,1.9,0.4,0.0,1.2,1.6,10.1,,nealga01
150,Gary Neal,30,CHO,SG,43,0,21.7,3.3,9.3,.359,0.9,3.1,.293,2.4,6.2,.392,.408,2.0,2.4,.863,0.3,1.9,2.2,1.9,0.4,0.0,1.3,1.6,9.6,,nealga01
150,Gary Neal,30,MIN,SG,11,1,23.8,4.1,9.5,.429,1.0,2.8,.355,3.1,6.7,.459,.481,2.6,3.0,.879,0.0,3.2,3.2,1.8,0.6,0.0,0.9,1.6,11.8,,nealga01
151,Harrison Barnes,22,GSW,SF,82,82,28.3,3.9,8.0,.482,1.1,2.6,.405,2.8,5.4,.519,.548,1.3,1.8,.720,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,,barneha02
152,Matt Barnes,34,LAC,SF,76,74,29.9,3.6,8.2,.444,1.8,4.9,.362,1.9,3.3,.569,.553,1.0,1.3,.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1,,barnema02
153,Patrick Beverley,26,HOU,PG,56,55,30.8,3.6,9.5,.383,2.1,5.8,.356,1.6,3.7,.426,.492,0.8,1.1,.750,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,10.1,DPOY-15,beverpa01
154,Zach LaVine,19,MIN,PG,77,40,24.7,3.7,8.8,.422,0.7,2.2,.341,3.0,6.6,.449,.465,1.9,2.3,.842,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1,,lavinza01
155,Courtney Lee,29,MEM,SG,77,74,30.6,3.7,8.4,.448,1.2,2.9,.402,2.6,5.4,.473,.518,1.4,1.7,.860,0.3,2.0,2.3,2.0,1.0,0.2,1.0,1.7,10.1,,leeco01
156,Wayne Ellington,27,LAL,SG,65,36,25.8,3.9,9.5,.412,1.4,3.7,.370,2.5,5.8,.439,.485,0.8,1.0,.813,0.5,2.8,3.2,1.6,0.5,0.0,0.8,1.2,10.0,,ellinwa01
157,Dennis Schröder,21,ATL,PG,77,10,19.7,3.7,8.6,.427,0.7,1.9,.351,3.0,6.7,.449,.466,1.9,2.3,.827,0.4,1.8,2.1,4.1,0.6,0.1,1.9,1.6,10.0,6MOY-11,schrode01
158,C.J. Watson,30,IND,PG,57,21,24.9,3.2,7.3,.434,1.2,3.1,.400,1.9,4.2,.459,.518,2.4,2.9,.826,0.3,2.5,2.9,3.6,1.0,0.2,1.8,1.9,10.0,,watsocj01
159,Wesley Johnson,27,LAL,SF,76,59,29.5,3.8,9.1,.414,1.2,3.4,.351,2.6,5.7,.451,.480,1.2,1.5,.804,0.9,3.3,4.2,1.6,0.8,0.6,1.1,2.1,9.9,,johnswe01
160,Luc Mbah a Moute,28,PHI,PF,67,61,28.6,3.7,9.5,.395,0.9,3.0,.307,2.8,6.5,.435,.443,1.4,2.4,.589,1.2,3.7,4.9,1.6,1.2,0.3,1.5,1.6,9.9,,mbahalu01
161,Nerlens Noel,20,PHI,C,75,71,30.8,4.0,8.7,.462,0.0,0.0,,4.0,8.7,.462,.462,1.9,3.1,.609,2.5,5.7,8.1,1.7,1.8,1.9,1.9,2.8,9.9,ROY-3DPOY-15,noelne01
162,Terrence Ross,23,TOR,SF,82,61,25.5,3.8,9.2,.410,1.8,4.8,.372,2.0,4.4,.452,.507,0.5,0.7,.786,0.4,2.4,2.8,1.0,0.6,0.3,0.8,1.7,9.8,,rosste01
163,Anderson Varejão,32,CLE,C,26,26,24.5,4.3,7.7,.555,0.0,0.1,.000,4.3,7.6,.561,.555,1.3,1.7,.733,2.2,4.3,6.5,1.3,0.7,0.6,1.3,2.2,9.8,,varejan01
164,Timofey Mozgov,28,2TM,C,81,80,25.2,3.9,7.0,.555,0.0,0.1,.333,3.9,6.9,.557,.557,1.9,2.7,.718,2.5,4.8,7.3,0.7,0.4,1.2,1.4,2.8,9.7,,mozgoti01
164,Timofey Mozgov,28,DEN,C,35,35,25.6,3.3,6.6,.504,0.1,0.2,.333,3.3,6.5,.509,.509,1.8,2.5,.733,2.6,5.2,7.8,0.5,0.4,1.2,1.3,3.3,8.5,,mozgoti01
164,Timofey Mozgov,28,CLE,C,46,45,25.0,4.3,7.3,.590,0.0,0.0,,4.3,7.3,.590,.590,2.0,2.8,.708,2.4,4.5,6.9,0.8,0.4,1.2,1.5,2.5,10.6,,mozgoti01
165,Gorgui Dieng,25,MIN,C,73,49,30.0,3.5,7.0,.506,0.0,0.1,.167,3.5,6.9,.510,.507,2.6,3.3,.783,3.1,5.3,8.3,2.0,1.0,1.7,1.7,2.6,9.7,,dienggo01
166,Robin Lopez,26,POR,C,59,59,27.8,4.0,7.4,.535,0.0,0.0,.000,4.0,7.4,.537,.535,1.7,2.2,.772,3.2,3.5,6.7,0.9,0.3,1.4,1.2,2.1,9.6,,lopezro01
167,D.J. Augustin,27,2TM,PG,82,14,24.0,3.1,7.9,.399,1.0,3.0,.337,2.1,4.9,.436,.463,2.2,2.5,.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5,,augusdj01
167,D.J. Augustin,27,DET,PG,54,13,23.8,3.5,8.5,.410,0.9,2.8,.327,2.6,5.8,.450,.463,2.7,3.1,.870,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6,,augusdj01
167,D.J. Augustin,27,OKC,PG,28,1,24.2,2.5,6.6,.371,1.2,3.4,.354,1.3,3.2,.389,.462,1.1,1.3,.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3,,augusdj01
168,Evan Turner,26,BOS,SG,82,57,27.6,3.9,9.1,.429,0.4,1.5,.277,3.5,7.6,.458,.451,1.3,1.7,.752,0.5,4.6,5.1,5.5,1.0,0.2,2.4,2.2,9.5,,turneev01
169,Greivis Vásquez,28,TOR,PG,82,29,24.3,3.6,8.8,.408,1.6,4.3,.379,2.0,4.6,.436,.500,0.6,0.8,.758,0.3,2.4,2.6,3.7,0.6,0.1,1.5,2.2,9.5,,vasqugr01
170,Nicolas Batum,26,POR,SF,71,71,33.5,3.4,8.5,.400,1.4,4.4,.324,2.0,4.1,.481,.483,1.2,1.4,.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,,batumni01
171,Mike Dunleavy,34,CHI,SF,63,63,29.2,3.3,7.6,.435,1.7,4.2,.407,1.6,3.5,.468,.546,1.1,1.4,.805,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,,dunlemi02
172,Luis Scola,34,IND,PF,81,16,20.5,3.7,7.9,.467,0.1,0.2,.250,3.6,7.7,.474,.471,2.0,2.8,.699,1.7,4.8,6.5,1.3,0.6,0.2,1.2,2.4,9.4,,scolalu01
173,Amir Johnson,27,TOR,PF,75,72,26.4,4.0,6.9,.574,0.3,0.6,.413,3.7,6.3,.590,.592,1.1,1.7,.612,2.1,4.0,6.1,1.6,0.6,0.8,1.5,3.0,9.3,,johnsam01
174,Isaiah Canaan,23,2TM,PG,47,21,20.0,3.1,8.0,.386,1.9,5.2,.370,1.2,2.8,.417,.507,1.0,1.3,.817,0.4,1.5,1.9,2.1,0.6,0.1,1.3,1.8,9.2,,canaais01
174,Isaiah Canaan,23,HOU,PG,25,9,14.8,2.1,5.2,.405,1.3,3.4,.381,0.8,1.9,.447,.527,0.6,0.8,.762,0.4,0.9,1.3,1.2,0.6,0.0,0.9,1.1,6.2,,canaais01
174,Isaiah Canaan,23,PHI,PG,22,12,25.9,4.2,11.2,.377,2.7,7.4,.364,1.5,3.9,.400,.496,1.5,1.8,.846,0.3,2.1,2.5,3.1,0.7,0.1,1.8,2.5,12.6,,canaais01
175,Marco Belinelli,28,SAS,SG,62,9,22.4,3.2,7.6,.423,1.4,3.7,.374,1.8,3.9,.471,.515,1.4,1.6,.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,,belinma01
176,José Calderón,33,NYK,PG,42,42,30.2,3.5,8.4,.415,1.4,3.4,.415,2.1,5.0,.415,.499,0.7,0.8,.906,0.5,2.5,3.0,4.7,0.7,0.0,1.8,1.8,9.1,,caldejo01
177,Jason Richardson,34,PHI,SG,19,15,21.9,3.3,9.4,.348,1.6,5.1,.323,1.6,4.3,.378,.435,0.9,1.2,.773,0.7,2.8,3.5,2.0,0.7,0.2,0.8,1.5,9.1,,richaja01
178,P.J. Tucker,29,PHO,SF,78,63,30.6,3.3,7.6,.438,1.1,3.2,.345,2.2,4.4,.506,.511,1.3,1.8,.727,1.5,5.0,6.4,1.6,1.4,0.3,1.2,2.3,9.1,,tuckepj01
179,Bojan Bogdanović,25,BRK,SF,78,28,23.8,3.3,7.4,.453,1.2,3.3,.355,2.2,4.1,.531,.532,1.1,1.4,.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0,,bogdabo02
180,Rajon Rondo,28,2TM,PG,68,68,29.7,4.0,9.5,.426,0.4,1.3,.314,3.6,8.2,.444,.447,0.5,1.1,.397,1.1,4.4,5.5,7.9,1.3,0.1,3.1,2.3,8.9,,rondora01
180,Rajon Rondo,28,BOS,PG,22,22,31.8,3.7,9.1,.405,0.4,1.5,.250,3.3,7.6,.435,.425,0.5,1.6,.333,1.1,6.4,7.5,10.8,1.7,0.1,3.4,1.9,8.3,,rondora01
180,Rajon Rondo,28,DAL,PG,46,46,28.7,4.2,9.7,.436,0.4,1.2,.352,3.8,8.5,.448,.457,0.4,0.9,.452,1.0,3.5,4.5,6.5,1.2,0.1,2.9,2.4,9.3,,rondora01
181,Omri Casspi,26,SAC,SF,67,19,21.1,3.1,6.4,.489,0.5,1.3,.402,2.6,5.1,.512,.530,2.1,2.9,.733,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9,,casspom01
182,Solomon Hill,23,IND,SF,82,78,29.0,3.1,7.7,.396,0.8,2.5,.327,2.2,5.2,.430,.450,1.9,2.4,.824,0.9,3.0,3.8,2.2,0.8,0.2,1.4,2.2,8.9,,hillso01
183,Elfrid Payton,20,ORL,PG,82,63,30.4,3.7,8.6,.425,0.1,0.5,.262,3.5,8.1,.435,.433,1.4,2.6,.551,1.3,3.0,4.3,6.5,1.7,0.2,2.5,2.4,8.9,ROY-4,paytoel01
184,Michael Beasley,26,MIA,PF,24,1,21.0,3.8,8.8,.434,0.3,1.4,.235,3.5,7.4,.472,.453,0.8,1.1,.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,,beaslmi01
185,Paul George,24,IND,SF,6,0,15.2,3.0,8.2,.367,1.5,3.7,.409,1.5,4.5,.333,.459,1.3,1.8,.727,0.7,3.0,3.7,1.0,0.8,0.2,2.0,1.8,8.8,,georgpa01
186,Devin Harris,31,DAL,PG,76,3,22.2,2.9,6.9,.418,1.3,3.5,.357,1.6,3.4,.481,.509,1.7,2.1,.815,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,8.8,,harride01
187,Hollis Thompson,23,PHI,SG,71,23,25.0,3.2,7.6,.413,1.6,4.0,.401,1.5,3.6,.426,.518,0.9,1.3,.708,0.7,2.0,2.8,1.2,0.8,0.4,0.9,2.0,8.8,,thompho01
188,Dwight Buycks,25,LAL,PG,6,0,20.5,3.0,6.7,.450,1.2,1.8,.636,1.8,4.8,.379,.538,1.5,1.7,.900,0.3,1.7,2.0,2.3,0.5,0.0,2.0,0.5,8.7,,buyckdw01
189,Boris Diaw,32,SAS,PF,81,15,24.5,3.6,7.8,.460,0.7,2.1,.320,2.9,5.7,.512,.503,0.9,1.1,.774,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,,diawbo01
190,Randy Foye,31,DEN,SG,50,21,21.7,3.0,8.0,.368,1.9,5.3,.357,1.1,2.8,.388,.485,0.9,1.1,.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,,foyera01
