Name,Sex,Age,BodyweightKg,BenchKg,SquatKg,DeadliftKg
Carmen Hu,F,25,66.8,92.5,167.5,187.5
Laura Leggett,F,25,71.1,52.5,110,135
Jennifer Preciado,F,25,51.2,60,97.5,115
Morgan Stilson,F,25,58.3,52.5,82.5,97.5
Marley Kennedy,F,25,74.57,52.5,100,145
Kara Morison,F,25,55.5,52.5,90,97.5
Leanna Matthews,F,25,70.9,60,145,160
Ashlyn Pissini,F,25,110.8,75,137.5,160
Kirsten Shockman,F,25,95.9,80,165,170
Tiffany Wu #1,F,25,49.5,52.5,107.5,145
Jessica Okimura,F,25,46.6,65,112.5,137.5
Rochelle Cariaga,F,25,88.4,60,125,137.5
Mckayla Kilionski,F,25,81,67.5,117.5,122.5
Christina Williams,F,25,84.3,70,127.5,150
Miranda Candia,F,25,78.3,45,95,115
Hannah Polly,F,25,65.8,72.5,140,167.5
Rebecca Stanaford,F,25,66.9,67.5,110,142.5
Sharon Trammell,F,25,74.5,57.5,152.5,162.5
Julianna Escobedo,F,25,67.3,87.5,155,145
Emily Schultz,F,25,74.6,60,122.5,130
Hannah Bryson,F,25,91.2,75,142.5,147.5
Jacinda Shoot,F,25,116.3,90,145,165
Nicole Paranzino,F,25,65.9,60,112.5,127.5
Jacklyn Jackson,F,25,74.9,65,130,172.5
Eden James,F,25,68.1,50,110,152.5
Jordan Holesworth,F,25,66.1,52.5,65,115
Samantha Maines,F,25,53.7,60,107.5,117.5
Allison Scrivo,F,25,66.68,65,97.5,137.5
Chelsea Gifford,F,25,63.68,40,70,100
Joanne Ruan,F,25,77.4,52.5,130,155
Secally Barbosa,F,25,111.2,80,160,187.5
Ej Scott,F,25,129.9,72.5,117.5,162.5
Jessie Miletic,F,25,72.5,75,120,152.5
Asia Pitzer,F,25,67.2,72.5,147.5,140
Brittany Hasson,F,25,69.5,67.5,122.5,125
Rebecca Hicks,F,25,71.1,57.5,97.5,125
Jessica Boerman,F,25,64.5,60,97.5,125
Jordan Vanwinkle,F,25,78.15,65,120,132.5
Marissa Charlson,F,25,67.5,60,122.5,142.5
Michelle Dean,F,25,54.8,42.5,102.5,130
Jessica Cianfaglione,F,25,64,57.5,107.5,140
Heather Hamilton #1,F,25,60.3,72.5,127.5,150
Jessica Roos,F,25,59,52.5,107.5,132.5
Luz Palacios,F,25,53.75,40,85,115
Jess Munoz,F,25,64.6,65,132.5,157.5
Loma Nagel,F,25,89.4,80,140,145
Kaye Padron,F,25,97.6,82.5,172.5,175
Amanda Patti,F,25,66.3,57.5,122.5,130
Sierra Mohr,F,25,55.6,77.5,117.5,137.5
Heidi Hansen,F,25,77.02,67.5,95,117.5
Jasmine Codd,F,25,66.4,67.5,130,155
Valerie Moreno,F,25,62.96,55,77.5,115
Leona Chia,F,25,59.78,50,107.5,122.5
Jessie Botney,F,25,75,75,120,137.5
Catherine Valli,F,25,58.6,55,77.5,115
Jessica Hatch,F,25,66.1,57.5,117.5,135
Allison Hallock,F,25,64.85,50,90,107.5
Skye Murray,F,25,75,92.5,155,175
Hadley Moore,F,25,79.65,77.5,140,165
Jordan Hagstette,F,25,55.9,45,107.5,117.5
Katherine Katafias,F,25,58.8,75,127.5,160
Taylor Morgan,F,25,65.8,37.5,77.5,77.5
Rachael Potter,F,25,67,67.5,100,137.5
Glory Justo,F,25,73.8,52.5,120,127.5
Stephanie Castillo,F,25,67.5,65,127.5,150
Gloria Luong,F,25,51.45,57.5,95,127.5
Lisa Nguyen,F,25,59.45,40,77.5,107.5
Heather Hansen,F,25,68.35,47.5,87.5,107.5
Dana Narez,F,25,78.8,102.5,160,155
Winona Umali,F,25,55.8,67.5,115,175
Maria Morfin,F,25,72.3,60,135,155
Katie Laurens,F,25,63.68,45,70,100
Alexis Glascock,F,25,59.6,45,67.5,105
Samantha Cadiente,F,25,74.5,60,137.5,145
Hoolaiikeao Cabanilla,F,25,83.1,112.5,170,177.5
Melissa Godina,F,25,84.5,52.5,105,142.5
Stephanie Horton,F,25,84,42.5,100,112.5
Cynthia Leu,F,25,66.45,77.5,150,170
Julissa Torres,F,25,71.2,95,165,180
Leah Becker,F,25,66.5,87.5,132.5,172.5
Rita Cabral,F,25,66.9,57.5,107.5,115
Amy De Paz,F,25,57.5,50,90,122.5
Kailee McCoy,F,25,67.4,65,140,182.5
Katelyn Hosang,F,25,67.2,62.5,162.5,162.5
Jacquelyn White,F,25,74.95,65,102.5,132.5
Katharine Kirk,F,25,66.4,52.5,100,135
Darlene Dominguez,F,25,87.3,57.5,110,137.5
Valerie Leuta,F,25,97.4,65,115,142.5
Alexandra Posada,F,25,87.9,60,120,150
Mikaela Gruber,F,25,72.2,65,132.5,155
Maira Ramirez,F,25,73,62.5,105,122.5
Anna Magby,F,25,74.4,52.5,115,120
Kathyrine Tumada,F,25,51.3,55,100,145
Mayra Ramirez,F,25,59.5,47.5,90,110
Mielli Levian,F,25,55.9,82.5,100,125
Deanna Lopez,F,25,60,77.5,132.5,160
Ginger Faye Mina,F,25,58.9,52.5,105,135
Jena Soper,F,25,86.9,77.5,150,185
Peri Smith,F,25,57.4,37.5,65,102.5
Cindy Sparks,F,25,64.1,70,127.5,132.5
Sensze Yang,F,25,52,57.5,112.5,132.5
Queene Resngit,F,25,51.55,50,95,140
Isabelle Dizon,F,25,63,52.5,107.5,132.5
Jacqueline Alvarado,F,25,70.8,70,145,155
Lily Starobin,F,25,51.62,47.5,62.5,110
Laurel Purdum,F,25,59.24,50,92.5,117.5
Kayleigh Knudsen,F,25,66.3,60,100,112.5
Jessica Santos,F,25,66.3,60,130,145
Alexis Lopez #3,F,25,67.2,50,122.5,120
Whitney Roth,F,25,54.8,47.5,105,137.5
Brittany Chapman,F,25,58.8,52.5,87.5,100
Yanina Sotelo,F,25,62.8,70,105,117.5
Whitney Nelson,F,25,97.6,70,112.5,190
Willow Wunsch,F,25,56,42.5,75,95
Julianna Peters,F,25,84.2,55,110,135
Tiffany Savage,F,25,73.1,97.5,142.5,185
Caroline Harpel,F,25,51.2,65,127.5,142.5
Joslyn Normandin,F,25,69.3,65,137.5,162.5
Grace Chang,F,25,47.3,37.5,82.5,92.5
Navi Kaur,F,25,71.2,57.5,125,165
Abby Wilbanks,F,25,80.4,50,110,130
Casey Walton,F,25,67.3,72.5,137.5,157.5
Kennedty Salerno,F,25,73.4,67.5,132.5,150
Samantha Weick,F,25,65.5,45,90,127.5
Liz Micovich,F,25,59.5,52.5,110,127.5
Kaitlyn Quada,F,25,68.4,52.5,115,120
Kayleigh Layton,F,25,74,85,140,157.5
Jenna Snyder,F,25,62.1,57.5,115,122.5
Erin Trejo,F,25,81.2,62.5,102.5,130
Brittany Keller,F,25,72.3,47.5,100,105
Cali Nguyen,F,25,60,70,137.5,142.5
Katlyn Lewis,F,25,74.1,55,102.5,137.5
Cydney Bushue,F,25,87.4,107.5,182.5,202.5
Carolyn Bruno,F,25,54.7,40,102.5,122.5
Veronica Perez,F,25,58,52.5,85,100
Desiree Lucero,F,25,51.1,55,72.5,107.5
Natalia Korenev,F,25,71.2,57.5,110,145
Elizabeth Rohde,F,25,79.8,75,100,137.5
Hannah Pegram Rusgrove,F,25,59.3,45,92.5,100
Shelby Weaver,F,25,77.9,75,110,142.5
Jordyn Razo,F,25,57.1,52.5,92.5,120
Kendra Walton,F,25,94,55,92.5,100
Janet Clement,F,25,55.3,47.5,90,107.5
Chelsi Moore,F,25,58.7,45,85,110
Kimberly Martens,F,25,79.5,67.5,115,142.5
Inez Carrasquillo,F,25,130.1,112.5,210,207.5
Jennifer Cooke,F,25,57.6,52.5,105,142.5
Mary Poyaoan,F,25,75.5,62.5,142.5,165
Hannah Hesse,F,25,64.3,75,135,145
Morgan Holzer,F,25,73,70,115,160
Taylor Larizza,F,25,55.7,60,110,142.5
Carolyn Mistretta,F,25,66.6,60,102.5,120
Malinda Sutphin,F,25,68.4,55,72.5,105
Rachel Basiura,F,25,81.7,72.5,155,200
Noella Noel,F,25,82.3,60,110,145
Jessica Hand,F,25,89,65,130,142.5
Amanda Screnci,F,25,89.9,60,92.5,120
Jordyn Cook,F,25,77.4,62.5,130,160
Colleen Cun,F,25,47.8,52.5,97.5,127.5
Selina Yan,F,25,54.5,55,105,112.5
Dreannan McConnell,F,25,74.5,62.5,137.5,162.5
Vanessa Alonso,F,25,59.3,37.5,95,130
Yedith Guerrero Duran,F,25,66.3,55,97.5,122.5
Mayerlin Morales,F,25,81.2,67.5,135,145
Emily Joiner,F,25,108,117.5,200,182.5
Rachel Bitz,F,25,55.6,62.5,107.5,130
Shyla Silva,F,25,59.7,55,100,137.5
Dana Williamson #1,F,25,65.65,62.5,120,150
Kateri Nguyen,F,25,82.95,47.5,110,110
Michelle Guerrero,F,25,65.5,52.5,80,120
Carrie Kelsey,F,25,73.7,60,120,155
Sarah Staeck,F,25,73,42.5,110,117.5
Kayla Maya,F,25,75,92.5,155,192.5
Mars Sickles,F,25,136.6,95,170,207.5
Rianna Atkinson,F,25,59.4,52.5,100,130
Micaila Minnix,F,25,89.9,92.5,145,190
Linda Calderon,F,25,54.7,40,82.5,105
Michelle Leu,F,25,59,55,82.5,142.5
Winnie Banh,F,25,58.8,60,95,110
Caitlin Gray,F,25,59.5,35,75,80
Paige Miller,F,25,65.2,55,120,137.5
Alexander Foster,F,25,63.6,55,107.5,127.5
Savannah Dreyer,F,25,74.4,47.5,102.5,130
Deyadira Vela,F,25,54.6,52.5,85,137.5
Tyona Santos,F,25,58.4,70,137.5,137.5
Meghan Cooke,F,25,97,70,137.5,160
Kailee McCoy,F,25,66.4,67.5,137.5,165
Autumn Tarango,F,25,115.4,82.5,167.5,185
Paola Garcia,F,25,54.7,65,110,142.5
Lindsey Harvey,F,25,70.7,107.5,155,182.5
Iliana Taylor,F,25,73.6,72.5,112.5,142.5
Michelle Green,F,25,53.1,52.5,100,137.5
Taylor Irvine,F,25,58.1,80,130,157.5
Erika Johnson #1,F,25,59.1,52.5,107.5,145
Desiree Hooper,F,25,59.5,57.5,107.5,132.5
Jessica Vien,F,25,65.6,55,110,150
Elizabeth Leonhardt,F,25,71.1,75,157.5,195
Meghan Trebilco,F,25,71.6,85,130,142.5
Lauren Wilson,F,25,46.3,37.5,50,67.5
Kelly Bird,F,25,73.2,57.5,135,130
Diana Garcia,F,25,58.2,70,120,137.5
Olivia Liong,F,25,59.9,62.5,112.5,132.5
Monica Enlow,F,25,67.1,70,130,167.5
Jazlyn Johnson,F,25,57.2,37.5,95,95
Natalia Toledo,F,25,59,50,107.5,137.5
Jasmine Codd,F,25,64.3,75,143,165
Brittany Elmore,F,25,105.9,62.5,115,127.5
Celeste Valle-Castillo,F,25,74.2,37.5,72.5,90
Jocelyn Cejas,F,25,55,37.5,90,107.5
Gabrielle Perlmutter,F,25,54.3,57.5,90,117.5
Claire Akin,F,25,72,80,137.5,157.5
Brittany Kittle,F,25,71.8,70,132.5,140
Daniela Krooks,F,25,85.5,77.5,150,175
Chanel Gill,F,25,59.8,60,105,157.5
Shelby Lehman,F,25,95.6,47.5,92.5,110
Victoria Henderson,F,25,61,65,82.5,120
Mallory Bailey,F,25,76.6,57.5,107.5,142.5
Maritza Renteria,F,25,54.9,55,105,110
Jenna Osterman,F,25,56.3,67.5,107.5,142.5
Taylor Irvine,F,25,59.05,80,137.5,157.5
Stephany Flores,F,25,74.05,70,142.5,165
Alexandria Simeone,F,25,81.8,80,150,180
Victoria Markow,F,25,71,82.5,125,145
Cara Wochaski,F,25,66.5,97.5,150,192.5
Jennifer Thacker,F,25,65.9,75,142.5,190
Brooke Combes,F,25,72.5,67.5,125,137.5
Lydia Needy,F,25,69.7,60,110,125
Josie Defeo,F,25,70.25,52.5,102.5,107.5
Abigail Barragan,F,25,72.1,57.5,122.5,147.5
Amanda Schmidt,F,25,69.8,87.5,160,162.5
Lilly Kearby,F,25,81.2,62.5,125,140
Sarah Cruthirds,F,25,74.4,57.5,120,165
Jessica Lewis #1,F,25,76.1,52.5,105,128
Maritza Torres,F,25,77.5,57.5,135,155
Erika Ebanez,F,25,50.6,47.5,92.5,110
Mackenzie Pedersen,F,25,70.3,57.5,102.5,130
Caitlin Gentry,F,25,74.1,60,90,107.5
Michelle Lok,F,25,51.6,40,92.5,125
Talisha Dennis,F,25,66.5,57.5,107.5,145
Bailey Montoya,F,25,68.65,77.5,132.5,175
April Addis,F,25,67.65,62.5,122.5,145
Sidra Morris,F,25,88.4,82.5,157.5,182.5
Cassidy Rosas,F,25,67.5,37.5,72.5,85
Miranda Ervin,F,25,72.6,60,132.5,165
Megan Miller,F,25,74.9,72.5,165,177.5
Tiffany Dang,F,25,54.34,42.5,97.5,102.5
Deshawndra Trevino,F,25,66.72,55,110,125
Alexis Glascock,F,25,61.05,42.5,70,115
Megan Leong,F,25,73.03,67.5,112.5,127.5
Chelsea Galang,F,25,66.5,60,117.5,127.5
Julia Hunter,F,25,81.3,97.5,117.5,177.5
Maddie Scavuzzo,F,25,57.4,62.5,97.5,147.5
Rebecca Pell,F,25,60,67.5,132.5,142.5
Brittany Weiksner,F,25,51.2,57.5,107.5,147.5
Kelly Ikalina,F,25,89.4,82.5,170,187.5
Naomi Bowman,F,25,59.2,47.5,102.5,137.5
Madison Clark,F,25,58.8,45,87.5,127.5
Amanda Duket,F,25,65.3,75,120,150
Cat Tran,F,25,43.8,50,102.5,150
Rachel Astleford,F,25,82.5,65,115,137.5
Andrea Newsome,F,25,81.3,52.5,82.5,125
Alyssa Conway,F,25,86.65,82.5,137.5,165
Cindy Nguyen,F,25,54.9,47.5,85,110
Ashley Newman,F,25,81.1,87.5,185,195
Sheri Stiles,F,25,71.3,80,142.5,172.5
Jess Lewis,F,25,80.9,82.5,137.5,150
Madeline Churches,F,25,73.4,77.5,137.5,150
Hannah Bryson,F,25,89.9,75,145,145
Victoria Hauck,F,25,77.6,52.5,115,137.5
Kadie Houle,F,25,87.7,62.5,135,140
Elisha Scott,F,25,135.75,57.5,75,105
Cassandra Tosh,F,25,70.4,55,97.5,140
Whitney Deutsch,F,25,48.8,60,92.5,102.5
Illyana Lee,F,25,71.3,60,102.5,127.5
Laura Leggett,F,25,70.3,52.5,102.5,120
Amber Ortiz,F,25,54.8,62.5,102.5,120
Lindsay Richman,F,25,78.9,70,162.5,172.5
Lanae Shockley,F,25,80.1,105,182.5,182.5
Chelsie Hamilton,F,25,60,55,117.5,142.5
Beatriz Gonzalez,F,25,61.6,70,115,137.5
Mirna Henriquez,F,25,55.8,47.5,105,132.5
Olivia Donovan,F,25,66.9,47.5,112.5,142.5
Samantha Layos,F,25,50.9,55,97.5,127.5
Rachel Margolis,F,25,70,65,127.5,150
Alma Aceves,F,25,92.25,75,167.5,167.5
Iris Medina,F,25,65.5,42.5,95,130
Ariel Dohm,F,25,81.3,77.5,155,195
Allison Whorton,F,25,58.1,57.5,120,160
Aubrey Yip,F,25,66.3,75,130,150
Sarah Galliano,F,25,67.1,82.5,135,142.5
Itzel Volino,F,25,65.9,65,110,150
Cristal Montes,F,25,76,52.5,125,145
Tiffany Dang,F,25,55.88,42.5,102.5,110
Melissa Avanesian,F,25,72.58,67.5,135,162.5
Amber Damian,F,25,70.94,77.5,117.5,147.5
Gabriela Valdez,F,25,80.24,55,110,150
Ying Kot,F,25,65.05,67.5,115,115
Mikaela Gil,F,25,81.8,55,110,125
Carmen Ramirez,F,25,64.5,65,120,150
Jessica Matias,F,25,73.4,60,132.5,160
Mindy Chen,F,25,51.5,77.5,112.5,142.5
Sarah Conomacos,F,25,51.4,60,82.5,127.5
Kalli Youngstrom,F,25,58.4,77.5,117.5,142.5
Stacy Burr,F,25,65.9,122.5,197.5,210
Brittainy Chown,F,25,74.85,70,160,182.5
Alexis Manning,F,25,74.9,70,155,177.5
Jennifer Nguyen,F,25,55.3,70,142.5,150
Elisa Mondragon,F,25,67.1,55,135,150
Noemi Villalobos,F,25,51.4,57.5,110,145
Winona Umali,F,25,54.6,72.5,120,192.5
Delaney Stone-Kerr,F,25,55.2,57.5,107.5,150
Genesis Contreras,F,25,66.9,95,165,167.5
Kelsi Cummins,F,25,74.3,77.5,132.5,165
Jessica Ruiz,F,25,63.8,57.5,110,120
Samantha Richards,F,25,60.5,50,87.5,117.5
Rachel Elms,F,25,70.5,75,150,195
Megan Jackson,F,25,75,55,125,155
Brie Levy,F,25,96.2,127.5,225,221
Sara White,F,25,62.2,52.5,85,107.5
Ursula Smith,F,25,49.6,70,102.5,120
Janice Montemayor,F,25,81,57.5,105,132.5
Raquel Barraza,F,25,66.2,72.5,120,152.5
Kelly Yates,F,25,69.8,77.5,130,170
Kiana Lambert,F,25,73,70,120,150
Catherine Mitki,F,25,116.8,47.5,80,132.5
Liz Withers,F,25,67.2,87.5,160,162.5
Keandra McGarr,F,25,67.4,72.5,105,150
Natalie Allen,F,25,73.9,55,75,125
Evan Schultz #1,F,25,102.1,60,110,137.5
Nerissa Soliven,F,25,50.25,55,105,145
Kathryn Serravo,F,25,58.95,42.5,80,122.5
Carrie Althoff,F,25,59.3,65,120,130
Cinthya Garcia,F,25,58.1,65,115,125
Jess Lewis,F,25,81.8,95,152.5,157.5
Kirsten Rockwood,F,25,81.4,75,137.5,155
Mariah Corke,F,25,74.5,70,140,165
Sarah Shearin,F,25,125.7,62.5,107.5,145
Audrey Copeland,F,25,66.5,72.5,132.5,145
Rebekah Hartley,F,25,73.4,77.5,140,182.5
Amanda Cox,F,25,66.4,50,85,92.5
Emily Schmid,F,25,66.1,77.5,150,157.5
Sherein Abdelhady,F,25,73.6,72.5,160,200
Samm Stagles,F,25,88.7,70,142.5,147.5
Anika Mejia,F,25,50.4,50,117.5,155
Marisa Testino,F,25,58.4,60,110,140
Asinate Flores,F,25,70.8,72.5,147.5,165
Lulu Orne,F,25,59.8,55,127.5,167.5
Margie Rodgers,F,25,62.69,62.5,85,100
Sarah Brandenburg,F,25,54.4,50,90,115
Laremy Marker,F,25,58.2,30,92.5,95
Taylor Philips,F,25,89.5,110,195,227.5
Sara Uffer,F,25,58.6,52.5,95,125
Kelli Ennis,F,25,46.18,35,77.5,90
Ashley Nguyen,F,25,64.2,70,112.5,150
Emily Canacakos,F,25,81.3,80,132.5,175
Samantha Reinhardt,F,25,79.1,47.5,70,117.5
Jessica Balderrama,F,25,147.3,65,140,130
Laura Leggett,F,25,69.8,55,102.5,140
Shelby Cutter,F,25,87.8,57.5,107.5,112.5
Nikolette Figueroa,F,25,77.6,57.5,95,137.5
Kaleigh Gollihugh,F,25,78.5,55,97.5,137.5
Sarah Butler #3,F,25,55.1,60,100,107.5
Jessica Parker,F,25,80.8,47.5,115,150
Erica Clark,F,25,68.5,65,152.5,152.5
Gabriela Angulo,F,25,64.1,65,127.5,145
Patricia King,F,25,58.7,60,100,122.5
April Addis,F,25,67.5,60,112.5,137.5
Angela DiVitantonio,F,25,55.5,52.5,95,125
Tess Heaslip,F,25,74.7,132.5,227.5,227.5
Tori Beard,F,25,97.8,85,145,155
Julissa Martinez,F,25,100,77.5,150,145
Alison Leddy,F,25,72.7,52.5,92.5,120
Taylor Torres #1,F,25,63.5,42.5,77.5,117.5
Kailee McCoy,F,25,66.6,65,140,180
Reyna Taamu,F,25,149.95,92.5,137.5,200
Rachel Zaborowski,F,25,78.4,67.5,120.5,147.5
Christy Mills,F,25,83.8,67.5,107.5,165
Abby Fulkerson,F,25,108.2,92.5,182.5,192.5
Rachel Cook,F,25,105.2,65,137.5,147.5
Amber Hesleph,F,25,100.9,82.5,142.5,145
Chelsy Henline,F,25,93,62.5,115,137.5
Shelby Northern,F,25,69.4,75,130,152.5
Audrey Fox,F,25,71.4,40,100,125
Tessa Cruz,F,25,73.7,52.5,82.5,115
Chelsea Delois,F,25,69.04,70,105,127.5
Kim Tran #1,F,25,49.12,83,145,162.5
Diana Vall-llobera,F,25,46.72,60,85,102.5
Hawa Abdulla,F,25,65.41,52.5,60,140
Rachael Falkman,F,25,67.1,65,137.5,172.5
Rebecca Buringrud,F,25,60,67.5,120,147.5
Reyna Juarez,F,25,74.8,50,120,147.5
Larissa Silva,F,25,82.4,45,100,100
Gayla Hunt,F,25,95.4,105,175,177.5
Elizabeth Disney,F,25,57.3,45,90,110
Savannah O'Meara,F,25,81.05,80,125,167.5
Adrienne Loise Santos,F,25,96.58,55,160,147.5
Rhianna Huey,F,25,107.65,75,130,145
Flordeline Pascual,F,25,51.1,65,105,137.5
Sarayth Velasquez,F,25,58.8,72.5,127.5,155
Maxine Eve Faustino,F,25,66.3,40,102.5,117.5
Brittany Kittle,F,25,72.55,67.5,125,132.5
Valona Aliu,F,25,54.2,55,117.5,147.5
Danielle Aponte,F,25,70.9,57.5,122.5,137.5
Mariah Corke,F,25,74.5,65,137.5,170
Sydney Bucher,F,25,65.2,65,110,145
Mandie Farabaugh,F,25,71.6,47.5,95,107.5
Megan Broyles,F,25,54.66,50,115,115
Samantha Watts,F,25,103.2,67.5,122.5,135
Michelle Kim,F,25,59.8,60,132.5,150
Joy Sabal,F,25,79.7,62.5,125,130
Jessica Eby,F,25,50,65,110,130
Amber Glass,F,25,80.3,72.5,120,140
Gabriela Lay,F,25,64,55,115,152.5
Karlin Barsumian,F,25,65.5,67.5,127.5,125
Morgan Dawson,F,25,66.3,67.5,97.5,120
Katrina Curtis,F,25,86.6,90,150,185
Hannah Hesse,F,25,64.2,77.5,142.5,157.5
Morgan Holzer,F,25,66.6,72.5,130,155
Hannah Silva,F,25,81.1,55,100,135
Lindsey Coffin,F,25,118.35,47.5,92.5,132.5
Guadalupe Cambero,F,25,73.55,77.5,140,147.5
Holly Schwartz,F,25,79.55,55,100,137.5
Samantha Scardino,F,25,67.2,52.5,115,152.5
Marissa Elguezabal,F,25,64.8,67.5,107.5,125
Alex Jimenez #1,F,25,82.2,42.5,130,142.5
Claudia Morris,F,25,56.8,47.5,82.5,130
Lillian Harkin,F,25,66.5,72.5,122.5,130
Danitza Pedregon,F,25,55.7,47.5,102.5,125
Bailey Montoya,F,25,63.8,65,110,140
Mala Thakur,F,25,74,42.5,115,122.5
Michelle Ouk,F,25,94.3,72.5,165,165
Maira Garcia,F,25,105,50,117.5,142.5
Claire Taylor #1,F,25,70.8,62.5,130,162.5
Katlyn Lewis,F,25,72.8,52.5,87.5,135
Betsy Fu,F,25,50.85,45,85,95
Aimee Valencia,F,25,74.25,67.5,125,165
Taylor Sausser,F,25,58.9,52.5,92.5,105
Alyssa Rabo,F,25,56,82.5,105,147.5
Julianne Austin,F,25,57.7,67.5,120,137.5
Courtney Polidoro,F,25,66.6,75,117.5,162.5
Kiersten Scurlock,F,25,81,77.5,167.5,187.5
Ashley Bishop,F,25,53.9,37.5,90,137.5
Jacqueline Davis,F,25,74,52.5,97.5,122.5
Reyna Plascencia,F,25,55.9,65,80,130
Jayme Vigil,F,25,52,45,105,135
Anesha Yazzie,F,25,80.25,60,127.5,165
Alexandria Jim,F,25,79.5,65,125,130
Francesca Paraz,F,25,53.8,80,120,152.5
Leticia Rivas,F,25,53.4,62.5,115,142.5
Diana Godinez,F,25,57.3,62.5,107.5,142.5
Sara Silva,F,25,64.7,87.5,150,145
Itzel Volino,F,25,66.7,60,122.5,150
Elizabeth Doernhoefer,F,25,72.6,60,110,140
Lindsay Richman,F,25,79.2,80,172.5,182.5
Martina Rodriguez,F,25,126.6,72.5,172.5,172.5
Marissa Heeb,F,25,93.6,70,145,160
Maranda Heckman,F,25,86.1,65,115,170
Emily Bautista,F,25,58.1,50,72.5,112.5
Trang Nguyen,F,25,93,50,100,100
Samantha Sorrentino,F,25,57.7,70,127.5,147.5
Samantha Rice,F,25,80.2,85,150,185
Celine Caballero,F,25,58.9,62.5,127.5,135
Katie Best,F,25,80.4,50,125,165
Annie Marquette,F,25,72.9,57.5,107.5,125
Taylor Brizzee,F,25,66.2,87.5,137.5,175
Megan Klein,F,25,71.2,55,95,135
Kristen Vilchek,F,25,66.3,70,125,152.5
Melodie Vazquez,F,25,64.7,62.5,92.5,122.5
Mackenzie Pedersen,F,25,70.7,52.5,97.5,120
Patricia Denyer,F,25,56.3,65,110,122.5
Alexandra Foster #2,F,25,63.9,55,115,137.5
Rachel Geyer,F,25,68.5,52.5,87.5,107.5
Melissa Pearson,F,25,66.65,52.5,100,157.5
Alexandra Pantos,F,25,69.5,57.5,77.5,100
Megan McCoy,F,25,69.55,75,117.5,152.5
Brenna Dwyer,F,25,64.8,80,120,140
Kristen Thibodeax,F,25,52.8,57.5,102.5,107.5
Jessica Strecker,F,25,62,97.5,150,167.5
Makenzie Hardman,F,25,64.7,47.5,90,115
Abbey Prunier,F,25,126.8,92.5,180,197.5
Edna Ferrer,F,25,66.8,75,142.5,170
Ana Kenlon,F,25,66.5,67.5,127.5,132.5
Mary Lou Martinez,F,25,63.1,62.5,102.5,132.5
Kelly Bird,F,25,67.4,60,137.5,155
Itzel Volino,F,25,64.6,65,120,147.5
Melanie Ricer,F,25,75.4,42.5,97.5,122.5
Esmeralda Martinez,F,25,54.8,40,72.5,97.5
Noelani Rachel Min,F,25,57.5,52.5,87.5,110
Sara Snotherly,F,25,47.6,55,95,95
Rachel Kohl,F,25,52,60,105,110
Marie Ganut,F,25,80.7,67.5,130,157.5
Elizabeth Disney,F,25,56.6,45,100,117.5
Casey Ingram,F,25,51.1,72.5,112.5,155
Maria Mar,F,25,77.4,60,130,115
Cierra Laxton,F,25,86.6,112.5,170,240
Ivonne Maldonado,F,25,51.1,70,130,160
Ellie Klarl,F,25,53.7,67.5,105,130
Martina Rodriguez,F,25,119.9,62.5,157.5,165
Jessica Bekowitz,F,25,59.4,60,92.5,105
Lauren Stevenson,F,25,88.45,55,107.5,137.5
Bryanna Smith,F,25,58.2,45,112.5,130
Emily Burgess,F,25,63.4,75,137.5,145
Sacharis Tirado,F,25,73.7,82.5,130,152.5
Bianca Prieto,F,25,58.3,52.5,102.5,115
Elisa Zaiceva,F,25,55.8,52.5,100,147.5
Kara Marks,F,25,67.2,50,95,125
Kathleen Drerup,F,25,103.4,55,115,140
Jacklyn Jackson,F,25,73.8,60,115,155
Denise Arindaeng,F,25,57,50,80,130
Stephanie Villarreal,F,25,62.9,65,142.5,162.5
Sophia Douwes,F,25,65,52.5,100,152.5
Lara Avanesian,F,25,68.35,67.5,127.5,155
Maritza Torres,F,25,78.3,62.5,135,157.5
Andrea Bersentes,F,25,57.9,60,115,107.5
Rachel Simpson,F,25,81,65,125,157.5
Nicole Bautista,F,25,51.65,67.5,110,137.5
Rachel Bitz,F,25,55.35,62.5,102.5,120
Michelle Yohara,F,25,70.75,82.5,132.5,160
Catherine Hyland,F,25,59.4,65,105,142.5
Hannah Glise,F,25,58.1,60,132.5,162.5
Grace Thomas #1,F,25,80.2,85,187.5,192.5
Lali Alvaro,F,25,66.2,65,117.5,155
Krissa Polimeni,F,25,64.7,60,127.5,162.5
Amanda Kulanda,F,25,64.8,70,140,187.5
Anna D'Alessio,F,25,66.2,65,107.5,125
Megan Whitman,F,25,56.1,47.5,70,130
Amber Madrid,F,25,72.8,50,115,120
Kathleen Gupton,F,25,107.1,67.5,162.5,165
Estefania Chavez,F,25,65.3,62.5,122.5,155
Kamara Turner,F,25,67.1,77.5,122.5,152.5
Alex Adams #1,F,25,74.8,77.5,85,152.5
Josie Thomas #3,F,25,66.7,87.5,130,155
Brittney Nelson,F,25,82.5,62.5,87.5,112.5
Joanna Tan,F,25,58.2,47.5,80,110
Thao Le,F,25,65.8,55,120,152.5
Siarah Beall,F,25,65.8,65,107.5,127.5
Ninnapha Khamphoumy,F,25,59.7,60,135,165
Marya Wallen,F,25,66.1,70,110,152.5
Lauren Bridgman,F,25,73.4,67.5,120,132.5
Anika Mejia,F,25,50,47.5,120,145
Haleigh Romero,F,25,64.4,72.5,122.5,157.5
