Name,Sex,Age,BodyweightKg,BenchKg,SquatKg,DeadliftKg
Caitlin Radke,F,25,68.45,80,137.5,155
Kirsty Lei,F,25,56.5,75,112.5,175
Helen Nguyen,F,25,61.15,62.5,122.5,145
Katherine Valle,F,25,68.6,65,130,135
Siobhan Doyle,F,25,64.8,65,117.5,130
Sionell Ulrich,F,25,56.96,80,125,152.5
Rebekah Stewart,F,25,79.02,90,157.5,180
Valentina Duong,F,25,51.75,80,110,135
Mel Anderson,F,25,61.85,57.5,102.5,142.5
Shien Ting Lim,F,25,80.35,85,137.5,160
Nicki Dang,F,25,66.7,80,127.5,170
Gabriella Wilson Gabriel,F,25,81.9,65,112.5,122.5
Brittany Romas,F,25,68.8,97.5,165,172.5
Cindy Goulding,F,25,67.9,72.5,135,170
Shenae Healey,F,25,65.75,87.5,160,192.5
Lauren Teklenburg,F,25,64.7,50,100,142.5
Maree Houbert,F,25,62.05,65,112.5,165
Siobhan Doyle,F,25,67.85,65,125,135
Veronica Azer,F,25,71.5,52.5,115,152.5
Brittany Romas,F,25,68.7,90,165,180
Ruth Czarnecki,F,25,62.25,70,115,155
Emily Galea,F,25,61.1,65,105,132.5
Meleny Benett,F,25,60.96,42.5,87.5,112.5
Saraf Khan,F,25,56.55,45,125,150
Mel Anderson,F,25,62.4,60,110,152.5
Caitlin Radke,F,25,68.4,82.5,140,165
Melany Bennett,F,25,62.72,50,90,115
Adelaide Walker,F,25,67,60,120,137.5
Natalie Djuric,F,25,62.55,52.5,85,122.5
Jennifer Wyss,F,25,63,47.5,77.5,110
Häfeli Leandra,F,25,69.45,50,105,120
Häfeli Leandra,F,25,69.45,50,105,120
Michaela Malachova,F,25,74.1,86,110,110
Barbara Stebler,F,25,61.9,55,100,102.5
Regula Füglister,F,25,69.9,50,90,120
Nadine Steinger,F,25,72,65,115,135
Gina Berther,F,25,69,72.5,130,180
Katia Bachmann,F,25,79.5,75,120,142.5
Carla Opetnik,F,25,78,50,82.5,95
Lyubov Turchin,F,25,52,52.5,97.5,112.5
Oksana Prikhodko,F,25,55.2,85,127.5,150
Olga Dem'yan,F,25,60.5,60,105,120
Anastasiya Marchenko,F,25,71.35,77.5,160,155
Valentina Zagoruyko,F,25,83.35,95,152,178
Mariya Dushenenkova,F,25,52,62.5,95,142.5
Alona Zolotarova,F,25,62.7,65,125,162.5
Elizaveta Skorik,F,25,71.72,75,145,142.5
Margarita Turenko,F,25,51.79,80,132.5,132.5
Khristina Tarasova,F,25,52,50,105,120
Anastasiya Kozhushko,F,25,56.28,80,132.5,155
Katerina Omelchuk,F,25,46.6,40,75,95
Katerina Omelchuk,F,25,46.4,37.5,60,90
Kristina Bulgakova,F,25,51.51,55,95,117.5
Irina Gorna,F,25,56.01,82.5,112.5,147.5
Margarita Klinova,F,25,56.15,75,132.5,130
Anastasiya Pasichnik #2,F,25,74.32,47.5,92.5,102.5
Kristina Bulgakova,F,25,51.51,55,95,117.5
Scarlett Portues,F,25,71.9,67.5,140.5,145
Alicia Diment,F,25,62.5,55,125,145
Sheina Kaye,F,25,54.7,87.5,132.5,145
Stacie Jones,F,25,62.7,92.5,152.5,160
Megan Batchelor,F,25,71.7,72.5,100,137.5
Emily Williams #1,F,25,71,60,127.5,130
Amy Money,F,25,62.7,50,95,102.5
Emily Williams #1,F,25,71.25,55,132.5,140
Suzanne Goulder,F,25,68.35,77.5,145,172.5
Emily Mulligan,F,25,68.5,70,145,147.5
Katherine Brennan,F,25,66.4,82.5,157.5,180
Emma Williams #1,F,25,65.85,67.5,135,160
Samin Moghimiasl,F,25,63.6,62.5,130,150
Mollie Hall,F,25,65,62.5,112.5,135
Hannah Cheney,F,25,66.5,55,97.5,145
Jennifer Shaw,F,25,75.5,72.5,143,145
Megan Evans #1,F,25,83.2,50,102.5,120
Jodie Driver,F,25,62.1,57.5,110,150
Laura Shea,F,25,114.3,70,125,132.5
Cherry Yeung,F,25,46.97,75,120,150
Nicola Brown,F,25,57,62.5,122.5,132.5
Charlie Chester,F,25,116.4,105,180,185
Dionne Taylor,F,25,61.5,65,130,142.5
Megan Heaton-Harris,F,25,58.5,50,80,110
Olivia Price,F,25,66.3,95,135,165
Lily Erskine,F,25,67.6,75,140,165
Luisa Vargas,F,25,65,70,120,165
Florence Eastwood,F,25,74.9,67.5,125,147.5
Amy Money,F,25,60.5,47.5,70,105
Abbie Turner,F,25,54.55,42.5,82.5,120
Holly Kay,F,25,67.9,65,127.5,145
Kathryn Hinton,F,25,NA,NA,NA,NA
Rianna Graham,F,25,68.2,86,150,152.5
Leah Schroetter,F,25,62.55,67.5,117.5,120
Hannah Cheney,F,25,68.1,52.5,100,137.5
Katie Travers,F,25,61,50,112.5,142.5
Aimee Paterson,F,25,61.8,42.5,80,107.5
Ellen Birnie,F,25,62.7,60,125,145
Megan Hill,F,25,68.9,35,60,95
Justine Lee,F,25,51.1,80,120,155
Joelle Tung,F,25,53.35,50,120,140
Beth Sharp,F,25,61.9,45,95,112.5
Chloe Waterman,F,25,73.2,47.5,95,112.5
Alice Spiers,F,25,51.1,47.5,90,122.5
Luisa Vargas,F,25,62.6,67.5,115,162.5
Megan Heaton-Harris,F,25,61.6,52.5,82.5,107.5
Imogen Fenner,F,25,74.6,65,125,125
Chloe Sowerby,F,25,62.5,60,125,120
Joelle Tung,F,25,51.6,50,122.5,145
Mahshad Rabiee,F,25,51.95,55,102.5,115
Selina Wells,F,25,75.23,67.5,155,180
Tamara Dunkley,F,25,61.4,70,165,165
Lara Acosta,F,25,53.7,45,95,137.5
Lisa Shitomi-Jones,F,25,63,60,120,125
Hannah O'Brien,F,25,65.5,65,110,130
Shannon Williams,F,25,68.5,57.5,110,107.5
Scarlett Portues,F,25,74.95,70,137.5,150
Holly Bryans,F,25,71.95,97.5,170,200
Vicki Robinson,F,25,131.3,77.5,160,177.5
Leigh Wetheridge,F,25,114.3,117.5,225,225
Peta Goodwin,F,25,54.9,67.5,120,130
Holly Kay,F,25,65.9,72.5,132.5,150
Rebecca Smith #3,F,25,67.3,70,120,132.5
Kirsty Liggat,F,25,60.7,75,135,157.5
Natalie Constantinou,F,25,56.67,55,112.5,140
Anna Clay,F,25,53.85,60,122.5,140
Charlie Chester,F,25,116.2,100,180,187.5
Suzanne Daniel,F,25,63,75,125,150
Elle Mawson,F,25,108.7,57.5,100,130
Charlie Chester,F,25,114.7,102.5,182.5,200
Charlie Chester,F,25,115.9,102.5,180,195
Laura Haas,F,25,60.5,47.5,105,145
Kamila Marciniak,F,25,68.2,67.5,117.5,165
Sian Copeland,F,25,80.7,47.5,92.5,130
Sabrina Moore #1,F,25,63.2,75,122.5,165
Andreina Pena,F,25,67.5,50,140,140
Estefania Lopez,F,25,64.5,60,122.5,112.5
Karol Gallon Daes,F,25,80.7,57.5,120,130
Mallory Macdonald,F,25,100.4,57.5,120,140
Mallory Macdonald,F,25,100.4,57.5,120,140
Brianna Fortin,F,25,91.6,70,152.5,155
Megan Estrada-Zink,F,25,89.55,85,152.5,162.5
Megan Estrada-Zink,F,25,89.55,85,152.5,162.5
Julie Novack,F,25,51.4,47.5,65,115
Julie Novack,F,25,51.4,47.5,65,115
Becca Nunns,F,25,55.9,75,112.5,137.5
Sarah Bunta,F,25,67.5,72.5,122.5,160
Sydney Elling,F,25,74.4,40,95,127.5
Rachel Frisbie,F,25,79.3,50,120,137.5
Kayla Ellers,F,25,67.13,72.5,122.5,152.5
Kasey Smith,F,25,54.2,55,67.5,117.5
Abby Citrin,F,25,72.6,72.5,142.5,165
Katrina Diaz,F,25,82.3,70,155,162.5
Naomi Sheppard,F,25,61.9,95,172.5,170
Chelsea Pardal,F,25,63,47.5,72.5,125
Natasha Minor,F,25,82.1,105,162.5,195
Lauren French,F,25,96.45,60,110,147.5
Emily Hillstrom,F,25,72.75,60,127.5,165
Hillary Waldron,F,25,65,42.5,102.5,107.5
Alexus Hernandez,F,25,65.54,65,100,137.5
Joanna Alfredson,F,25,71.5,72.5,110,147.5
Sabrina Schutter,F,25,82.2,95,130,75
Bianca Madonia,F,25,55.7,70,137.5,160
Vanisa Patel,F,25,63.6,52.5,90,125
Vanisa Patel,F,25,63.6,52.5,90,125
Kseniya Avdeeva,F,25,46.7,45,65,90
Aspen Lofgren,F,25,66,47.5,110,130
Elizabeth Pistulka,F,25,95.9,67.5,125,147.5
Kayla Ellers,F,25,66.45,72.5,117.5,145
Megan Minter,F,25,73.3,87.5,160,170
Nicole Scott,F,25,65.3,77.5,107.5,137.5
Dana Paran,F,25,71.15,100,157.5,185
Jenna Wandtke,F,25,82.2,55,125,137.5
Jenna Wandtke,F,25,82.2,55,125,137.5
Marianna Gasparyan,F,25,59.6,115,205,190
Sabrina Schutter,F,25,82.4,97.5,155,197.5
Sam Smith #11,F,25,71.6,92.5,152.5,142.5
Jamie Smith #6,F,25,65,47.5,65,112.5
Ashley Lepcin,F,25,71.55,60,112.5,140
Taylor Tobin,F,25,74.3,52.5,100,132.5
Jasmine Fifer,F,25,122,97.5,185,195
Julian Brett,F,25,72.9,55,97.5,102.5
Becca Ivers,F,25,130,67.5,145,160
Kristie Almeida,F,25,58.8,47.5,62.5,110
Taylor Dooley,F,25,62,80,120,142.5
Helen Romero,F,25,74.3,70,92.5,142.5
Arden Mickelson,F,25,81,87.5,140,140
Riley Presnell,F,25,80.4,105,190,205
Christy Senay,F,25,67.5,62.5,97.5,132.5
Lindsay McGuire #3,F,25,71.45,90,142.5,170
Tracy Somrek,F,25,66.55,67.5,110,122.5
Brittany Savici,F,25,59.35,50,102.5,137.5
Natalie Meza,F,25,58.6,87.5,115,152.5
Jadzia Bigheti,F,25,62.6,47.5,97.5,120
Taylar Stallings,F,25,75,117.5,197.5,235
Cora Miller,F,25,66.6,65,102.5,137.5
Gaelyn Byrne,F,25,57.6,50,62.5,80
June Castillo,F,25,88.4,72.5,135,182.5
Louise Kershaw,F,25,84.5,62.5,132.5,150
Caitlynn Cyr,F,25,59.6,57.5,107.5,117.5
Faith Miller,F,25,78.7,57.5,75,130
Monique Caspillan,F,25,55.2,40,82.5,100
Danielle Beard,F,25,65.8,60,115,125
Audrey Timmions,F,25,59.2,50,85,115
Kaleigh Marchant,F,25,132.4,60,125,167.5
Kaleigh Marchant,F,25,132.4,60,125,167.5
Marissa Pilon,F,25,104.75,100,150,165
Roxann Rhodes,F,25,47.2,65,100,117.5
Ashley Montgomery,F,25,95.2,57.5,110,147.5
Lexus Reigh,F,25,77.3,57.5,102.5,112.5
Rachel Schwind,F,25,70.3,45,90,105
Jenessa Curtis,F,25,56,85,132.5,130
Mia Gorkowski,F,25,63.3,57.5,110,130
Galina Abramova,F,25,61.1,65,130,160
Bianca Madonia,F,25,55.65,70,132.5,162.5
Ciara Fillion,F,25,58.6,32.5,87.5,92.5
Margaret Rowan,F,25,66.1,60,90,120
Rebecca Ivers,F,25,89.3,62.5,130,152.5
Rosa Pasillas,F,25,70.35,52.5,95,110
Erin Schnittker,F,25,90.8,57.5,130,147.5
Julie Novack,F,25,53.71,55,82.5,117.5
Natalie Anton,F,25,90,52.5,87.5,117.5
Anne-Marie Petty,F,25,71.2,65,100,137.5
Jessica Hanch,F,25,71.8,70,122.5,130
Sarah Bunta,F,25,66.9,72.5,122.5,142.5
Kayla Stenstrom,F,25,69.95,45,67.5,115
Felicia Huettemann,F,25,65.95,55,87.5,117.5
Paige Sandgren,F,25,79.65,102.5,167.5,190
Jessica Criollo,F,25,55.9,40,57.5,100
Jessica Evans #2,F,25,64.4,57.5,127.5,127.5
Alexandra Bobbitt,F,25,61.3,62.5,105,137.5
Camille Fonteneau,F,25,66.9,72.5,130,150
Beth Hansen,F,25,65.09,37.5,87.5,100
Elizabeth Ferguson,F,25,70.8,62.5,122.5,130
Adaire White,F,25,82.5,92.5,142.5,150
Julie Novack,F,25,51.4,47.5,65,115
Julie Novack,F,25,51.4,47.5,65,115
Ashley Morel,F,25,73.71,82.5,117.5,145
Evonne Saleh Engel,F,25,59.4,55,100,102.5
Anne-Marie Petty,F,25,72.57,57.5,85,115
Katherine Collins,F,25,90,52.5,110,122.5
Annamarie Moscufo,F,25,93,80,132.5,162.5
Samantha Thompson #2,F,25,76.4,75,112.5,135
Kayle Liner,F,25,60,60,97.5,122.5
Kayla Heal,F,25,74.4,90,162.5,172.5
Alexa Ozcanli,F,25,64.8,67.5,90,120
Danica Anderson,F,25,75.9,65,120,115
Samantha Silverstein,F,25,93.4,55,105,127.5
Lidia Breen,F,25,75.52,56.7,92.99,136.08
Sydney Elling,F,25,80.92,45,82.5,117.5
Erin Farber,F,25,128.37,85,177.5,187.5
Aikaterini Mostratou,F,25,66.6,80,147.5,157.5
Aikaterini Mostratou,F,25,65.4,95,175,185
Chrysoula Komini,F,25,62.8,65,90,92.5
Elpida Vrellou,F,25,71,60,100,107.5
Mercedes Monzón,F,25,54.45,30,90,102.5
Melanie Schlein,F,25,78,65,110,140
Valeria Alegre,F,25,49.8,42.5,77.5,122.5
Valeria Alegre,F,25,49.8,42.5,77.5,122.5
Valeria Alegre,F,25,49.8,42.5,77.5,122.5
Sofia Antonella Ortiz Alfageme,F,25,NA,NA,NA,NA
Valeria Campo,F,25,51,50,95,140
Candelaria Allendez,F,25,64.24,52.5,117.5,125
Belén Gabriela Medrano,F,25,67,40,95,115
Amy Welcome,F,25,67.5,62.6,112.49,159.66
Marijke Van Vlasselaer,F,25,49.9,40,82.5,112.5
Helen Wuyts,F,25,64.6,70,120,160
程雅迪,F,25,52,27.5,65,65
Louise Kershaw,F,25,88.55,62.5,140,150
Laura Vogelsang,F,25,65.2,67.5,125,150
Cliodhna McAteer,F,25,66.5,62.5,90,127.5
Nicole Switzer,F,25,69.8,50,110,132.5
Jessica Cosgrove,F,25,82.4,65,150,155
Jamie Moore #1,F,25,74.6,75,115,162.5
Andrea Dietsch,F,25,80.7,95,130,175
Lis Conter,F,25,65,50,60,100
Marion Homberg,F,25,65.9,52.5,77.5,105
Morgane Mayer,F,25,64.6,55,90,115
Nikolina Bestić,F,25,62,45,115,150
Nikolina Bestić,F,25,62,45,110,147.5
Ema Jurjević,F,25,71.7,67.5,115,145
Jayita Mazumder,F,25,99.2,67.5,112.5,120
D. Kusuma,F,25,52,72.5,110,132.5
Pallavi Thakur,F,25,61.8,50,80,120
Rajimol P,F,25,64.45,72.5,112.5,155
Isha Singh,F,25,72,52.5,132.5,140
Anoop Singh #2,F,25,45,25,50,65
Priyanka Vaishya,F,25,62.8,77.5,140,175
Boishali Boruah,F,25,70.3,60,125,117.5
B. Chandrika,F,25,84,60,125,152.5
Samika Rasania,F,25,114,55,115,120
Justė Tuskaitė,F,25,60.55,45,100,130
Karina Blaževič,F,25,51.85,42.5,100,125
Karina Blaževič,F,25,51,35,90,105
Rikki Dianne Saul,F,25,67.75,63.5,112.5,160
Dilrukshi N.J.K,F,25,46.32,35,110,125
Yuliya Tomazova,F,25,62.25,82.5,135,165
Norah Alshammari,F,25,45.59,45,77.5,117.5
Chia-Yu Cho,F,25,51.48,55,130,155
Nasrah Alsuleiman,F,25,51.83,62.5,105,150
Razan Almousa,F,25,61.9,47.5,95,125
Natalya Nelyubina,F,25,49.85,35,60,70
Verena Akouete,F,25,67.11,65,125,152.5
Ha Pham Viet,F,25,59.76,62.5,100,145
Daniela Stopp,F,25,62.09,55,105,125
Julia Lasbleiz,F,25,45.65,45,67.5,87.5
Perinne Andre,F,25,61.1,47.5,97.5,152.5
Léa Bouzats,F,25,49.1,50,95,102.5
Lucille Gerhardt,F,25,62.8,50,100,122.5
Kenza Bakir,F,25,42.35,45,75,95
Emilie Berthoud,F,25,45.85,52.5,75,110
Marion Quemin,F,25,68.7,65,120,175
Gléna Razakaria,F,25,51.4,52.5,95,115
Chloé Batout,F,25,56.3,60,95,125
Camille Dezier,F,25,124.07,87.5,155,162.5
Laura Jeanson,F,25,56.2,50,100,125
Lea Fernandez,F,25,59.53,45,75,95
Laura Bonneville,F,25,84,55,85,105
Cloé Soudy,F,25,90.2,55,130,140
Léa Bouzats,F,25,51.8,45,90,95
Adeline Duque,F,25,50.25,40,95,90
Ophelie A-Sim,F,25,78.77,55,85,120
Laura Jeanson,F,25,57,45,90,125
Lou Behlow,F,25,70.4,72.5,137.5,160
Johanne Jandos,F,25,61.97,60,100,120
Nancy Eichinger,F,25,55.8,45,95,112.5
Léa Bouzats,F,25,51,50,90,102.5
Margaux Peyrol,F,25,62.2,70,130,140
Laura Jeanson,F,25,55.65,50,95,120
Perrine Chaissac,F,25,54.28,40,60,65
Prescillia Bavoil,F,25,62.79,95,180,200.5
Victoria Pollastri,F,25,62.39,75,145,160
Clara Diman,F,25,65.7,70,120,165
Morgane Ernewein,F,25,70,47.5,85,105
Johanne Jandos,F,25,61.9,60,107.5,125
Amélie Mierger,F,25,134.2,120,195,192.5
Perrine Chaissac,F,25,54.6,40,67.5,65
Agnès Alves,F,25,56.93,92.5,135,165
Perrine Andre,F,25,61.4,45,95,142.5
Christelle Mouandjo,F,25,75.8,72.5,127.5,165
Kenza Bakir,F,25,42.9,45,80,85
Laura Bonneville,F,25,82.9,55,77.5,105
Charlotte Vedel,F,25,60.15,90,105,150
Léa Bouzats,F,25,50.2,52.5,92.5,100
Lucille Gerhardt,F,25,62.65,47.5,97.5,120
Ophelie A-Sim,F,25,79.65,60,90,132.5
Océane Regis,F,25,56.37,95,152.5,192.5
Marion Quemin,F,25,68.22,70,120,170
Camille Fabre,F,25,70.3,80,125,145
Pauline Le Bras,F,25,68.3,60,140,145
Gléna Razakaria,F,25,52.3,50,100,115
Mélanie Cluzel,F,25,55.7,52.5,95,105
Nancy Eichinger,F,25,56.3,50,102.5,122.5
Manon Ettori,F,25,66.5,65,130,165
Christelle Mouandjo,F,25,73.71,72.5,135,167.5
Ambre Motosso,F,25,67.3,30,132.5,162.5
Nancy Eichinger,F,25,55.6,45,80,110
Laura Maurin,F,25,71.4,57.5,75,112.5
Agnès Alves,F,25,56.09,92.5,140,165
Margaux Peyrol,F,25,62.5,70,127.5,145
Christelle Mouandjo,F,25,75.34,72.5,135,165
Julia Lasbleiz,F,25,46.8,45,65,85
Sarah Laporte,F,25,70.9,55,92.5,112.5
Emeline Frendo,F,25,54.6,50,92.5,102.5
Emilie Berthoud,F,25,46.4,55,72.5,105
Clémentine Gerard,F,25,48.9,60,112.5,125
Melanie Lalou,F,25,77.18,70,105,145
Shannon Maboumda,F,25,56.2,50,110,127.5
Aurélie Bouguereau,F,25,56.1,50,110,125
Marie-Laetitia De Bonfilslahovary,F,25,68.6,35,60,77.5
Laura Jeanson,F,25,56.4,50,90,130
Alexandra Carta,F,25,51,42.5,75,120
Lucie Ribeiro,F,25,54.6,42.5,72.5,72.5
Gléna Razakaria,F,25,51.6,55,95,117.5
Christelle Mouandjo,F,25,76.59,70,125,160
Gléna Razakaria,F,25,51.9,55,102.5,115
Laurie Hamadou,F,25,66.2,52.5,85,100
Gwendoline Evuort,F,25,74,52.5,105,120
Camille Dezier,F,25,123.32,85,150,155
Morgane Ernewein,F,25,70.1,40,80,110
Laura Bonneville,F,25,81.7,50,75,100
Carole Le Bellec,F,25,56.3,72.5,125,150
Colombe Varro,F,25,59.8,35,65,82.5
Aline Orsini,F,25,59.7,50,92.5,87.5
Margaux Peyrol,F,25,62.2,67.5,127.5,145
Manon Guilbert,F,25,56.7,40,70,105
Audrey Mingot,F,25,51.43,82.5,110,132.5
Camille Fabre,F,25,68.31,77.5,125,130
Kenza Bakir,F,25,41.75,35,65,87.5
Adeline Duque,F,25,49.7,42.5,105,110
Laura Bonneville,F,25,82.8,60,90,110
Cloé Soudy,F,25,90.7,50,125,152.5
Ellyssa Marie S Salas,F,25,53.25,70,105,132.5
Ria Tan Valle,F,25,51.6,52.5,107.5,122.5
Rikki Dianne Saul,F,25,67.8,60,120,167.5
Angela Aura M Gonzalvo,F,25,46.8,52.5,110,140
Ria Tan Valle,F,25,51.6,57.5,112.5,137.5
Raycel E Esperanza,F,25,50.2,42.5,87.5,120
Seth Russel L Norman,F,25,60.45,57.5,117.5,142.5
Frances Mae C Balangitan,F,25,60.65,47.5,110,130
Rikki Dianne Saul,F,25,68.25,65,120,172.5
Tanya T Washington,F,25,75.6,50,102.5,110
Ermin Joie P Gonzaga,F,25,117.15,60,135,157.5
Darina Kovalova,F,25,56,60,120,155
Xeniya Okatenko,F,25,117.5,145,207.5,187.5
Nathalie Fahle,F,25,55.8,65,92.5,130
Magdalena Krok,F,25,56.62,72.5,117.5,150
Anjuschka Stückmann,F,25,61.32,60,115,122.5
Corinna Lindsay,F,25,63.18,75,110,135
Lea Schwanenberg,F,25,73.04,77.5,130,200
Jule Böcker,F,25,75.26,60,135,155
Marie Weiler,F,25,82,77.5,165,172.5
Alice Ridder,F,25,71.04,52.5,100,127.5
Lisa Rupprecht,F,25,50.1,40,85,120
Leonie Kolle,F,25,69.8,65,122.5,150
Isabel Wagner,F,25,53.3,62.5,95,137.5
Janine Butterbrod,F,25,69.6,65,112.5,132.5
Saskia Gnegel,F,25,61.7,52.5,120,137.5
Jule Böcker,F,25,83.7,62.5,120,140
Melanie Wirtz,F,25,68.65,87.5,150,200
Sonia Gonçalves Da Silva,F,25,65.75,85,165,200.5
Anna Jaglarz,F,25,61.7,47.5,95,107.5
Annika Mantel,F,25,51.44,62.5,100,137.5
Jasmin Eisentraud,F,25,76.5,80,125,142.5
Isabel Wagner,F,25,51.8,65,105,132.5
Michaela Kohmann,F,25,56.65,62.5,90,107.5
Pauline Leonie Scholzgart,F,25,62.62,67.5,120,142.5
Melanie Wirtz,F,25,67.38,80,135,190
Annika Mantel,F,25,50.7,60,100,130
Jessica Keller,F,25,72.1,75,127.5,130
Lisa Rupprecht,F,25,50.9,37.5,80,110
Corinna Lindsay,F,25,64.6,77.5,110,140
Verena Fuhrmann,F,25,69.3,75,122.5,135
Corinna Lindsay,F,25,70.3,80,110,142.5
Sofia Lunina,F,25,68,75,110,135
Juliane Bosse,F,25,71.9,87.5,140,170
Johanna Schalles,F,25,75.9,75,130,147.5
Wiebke Retagne,F,25,54.5,60,100,110
Marie Weiler,F,25,82,77.5,165,172.5
Lisa Rupprecht,F,25,50,30,75,105
Jana Brinkbäumer,F,25,67.5,72.5,112.5,140
Julia Huning,F,25,68.8,77.5,127.5,165
Janina Fölsche,F,25,68.95,67.5,122.5,165
Vivien Ann Hoppe,F,25,63,55,85,117.5
Susanne Holzweiler,F,25,58.7,50,82.5,100
Verena Akouete,F,25,65.85,62.5,115,140
Natascha Schuldes,F,25,55.8,60,95,125
Marie Weiler,F,25,82.5,82.5,167.5,175
Lea Schwanenberg,F,25,75,85,142.5,175
Kristin Ranwig,F,25,61.6,80,130,147.5
Jule Böcker,F,25,83.7,70,155,172.5
Anna Grabsch,F,25,59.7,67.5,100,132.5
Folsade Seibold,F,25,59.15,45,85,107.5
Marie-Catherine Alles,F,25,82.45,47.5,105,115
Raphaela Rabold,F,25,69.15,57.5,110,125
Anna Beckenbach,F,25,67.5,92.5,132.5,160
Jana Loureiro-Bade,F,25,67.1,57.5,112.5,125
Carina Siefken,F,25,83.3,62.5,120,155
Christina Küppers,F,25,67.9,57.5,100,135
Lisa Schaake,F,25,72,80,132.5,150
Helena Humphries,F,25,63,65,132.5,165
Vivien Ann Hoppe,F,25,62.5,50,70,110
Eva Wolff,F,25,70.55,60,105,142.5
Hannah Sender,F,25,75.12,75,110,120
Barbara Beil,F,25,45.95,50,80,120
Helena Humphries,F,25,62.45,67.5,120,140
Ira Simon,F,25,60.7,70,120,145
Juliane Bosse,F,25,71.6,92.5,155,185
Sylwia Wichary,F,25,50.94,50,90,105
Michaela Kohmann,F,25,56.42,60,87.5,102.5
Sophia Schramm,F,25,62.42,55,80,92.5
Taylar Stallings,F,25,74.4,115,182.5,217.5
Katherine Collins,F,25,89.6,52.5,102.5,150
Sarah Talimonchuk,F,25,66.4,55,102.5,105
Anne Hayward,F,25,66.6,47.5,97.5,120
Alli Dolan,F,25,81.9,75,92.5,147.5
Natalie Freed,F,25,52.6,70,95,142.5
Rachel Tumin,F,25,60,50,82.5,102.5
Alyssa Haveson,F,25,55,62.5,112.5,142.5
Jennifer Varner,F,25,58.7,55,105,145
Sandra Sebastian,F,25,71.7,75,140,180
Erin Walterman,F,25,66.7,62.5,127.5,162.5
Courtney Mikl,F,25,62.1,55,87.5,117.5
Katie Scaeffer,F,25,59.7,62.5,70,97.5
Sarah Wiseman,F,25,64.1,52.5,95,127.5
Sara Egbom,F,25,59,60,112.5,145
Shannon Cooper,F,25,43.5,37.5,72.5,87.5
Whitney Rains,F,25,54.8,30,62.5,70
Cristina Escalante,F,25,62.9,72.5,120,142.5
JoAnna Wiersma,F,25,64.59,42.5,47.5,92.5
Leigh West,F,25,97.2,85,182.5,185
Dawn Gonzales,F,25,48.5,42.5,82.5,122.5
Jenna Weinstein,F,25,54.6,60,92.5,117.5
Amy Krienbuhl,F,25,62.8,72.5,75,122.5
Cristina Escalante,F,25,62.4,67.5,75,75
Amy Welcome,F,25,68.6,65,115,157.5
Lauren Mitchell,F,25,68.8,77.5,125,125
Candice Bautista-Moore,F,25,68,40,97.5,77.5
Shauna Staveley,F,25,61.92,52.16,83.91,136.08
Dawn Gonzales,F,25,47.9,40,75,110
Karen L Zwick,F,25,63.5,50,60,100
Danielle Sacks,F,25,55.8,55,87.5,125
Charlotte Genevier,F,25,54.8,42.5,75,95
Ana Zigler,F,25,47.15,60,102.5,135
Shauna Reith,F,25,80.6,60,87.5,150
Loren Rich,F,25,55.79,52.16,79.38,108.86
Sarah Wellberg,F,25,67.13,55,95,112.5
Jackie Michael,F,25,63.68,47.63,70.31,90.72
Lexie Beyer,F,25,67.5,65.77,106.59,147.42
Sarah Wellberg,F,25,66.9,50,80,125
Alivia Reese,F,25,65.32,52.16,74.84,113.4
Victoria Pizzo,F,25,51.4,57.5,85,117.5
Sara Duprey,F,25,86.8,75,160,155
Vanessa Martinez #8,F,25,65.9,47.5,90,130
Judith Lewis,F,25,70.7,72.5,125,125
Stefanie Cohen,F,25,55.2,92.5,182.5,215
Stacia Cambra,F,25,47.6,90,130,175
Maureen Bornbaum,F,25,74.5,117.5,192.5,215
Yelena Espinoza,F,25,55.3,112.5,170,222.5
Montana Frey,F,25,82.2,97.5,150,185
Ayzha Quidit,F,25,90,122.5,220,185
Alexandra Lebron,F,25,66.5,57.5,137.5,145
Martine Acanfora,F,25,58.4,80,122.5,147.5
Vanessa Martinez #8,F,25,68.35,50,82.5,115
Lauren Drbul,F,25,58.6,42.5,97.5,130
Kylie Frandsen,F,25,43.2,65,120,152.5
Micaiah Sandoval,F,25,53,47.5,92.5,112.5
Damaris Porras,F,25,65.4,87.5,130,145
Megan Beckler,F,25,71.7,52.5,92.5,115
Alisha Hedrick,F,25,80.85,65,145,167.5
Kelly Ikalina,F,25,97.5,80,175,190.5
Kaitlyn Lyons,F,25,67.4,70,147.5,162.5
Jayna Heerema,F,25,62.9,40,67.5,115
Katelyn Hosang,F,25,72.35,75,170,187.5
Kathleen Lopez,F,25,70.7,72.5,147.5,127.5
Kelsie Goodrich,F,25,70.15,67.5,127.5,137.5
Mielli Levian,F,25,59.2,90,110,135
Valerie Ogden,F,25,45.5,37.5,75,100
Taylor Mansoor,F,25,101.4,72.5,142.5,142.5
Mikayla Culbertson,F,25,55.5,55,95,110
Anna Thoma,F,25,67,72.5,132.5,157.5
Jocelyn McFadden,F,25,70.4,50,80,100
Amanda Gonzalez,F,25,85.6,75,150,172.5
Gwen Remaley,F,25,97.8,95,185,187.5
Gabrielle Cervantes,F,25,107.8,67.5,155,140
Ashley Wisner,F,25,51.3,77.5,110,183
Joslyn Youd,F,25,66.55,47.5,85,100
Jordan Noe,F,25,64.1,102.5,170,217.5
