tourney_name,surface,result,player,rank,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_in,first_serve_won,second_serve_won,serve_games_won,break_points_saved,break_points_faced
Beijing,Hard,Loser,Martina Trevisan,40,L,160,ITA,29.9,3,106,0,4,71,45,22,12,10,3,8
Beijing,Hard,Winner,Elena Rybakina,5,R,184,KAZ,24.2,3,60,3,0,44,25,22,11,8,0,0
Beijing,Hard,Loser,Qinwen Zheng,23,R,NA,CHN,20.9,3,60,2,6,38,21,13,4,7,3,7
Beijing,Hard,Winner,Anna Blinkova,39,R,179,RUS,25,3,93,9,4,64,31,21,15,10,6,9
Beijing,Hard,Loser,Donna Vekic,21,R,179,CRO,27.2,3,93,2,3,77,38,25,14,11,6,12
Beijing,Hard,Winner,Linda Noskova,42,R,NA,CZE,18.8,3,84,2,3,51,32,25,11,9,2,3
Beijing,Hard,Winner,Jelena Ostapenko,17,R,177,LAT,26.3,3,116,3,6,99,57,33,18,13,10,16
Beijing,Hard,Loser,Eva Lys,121,R,165,GER,21.7,3,116,0,8,77,53,28,8,12,3,10
Beijing,Hard,Winner,Petra Kvitova,14,L,183,CZE,33.5,3,185,6,7,126,92,59,17,17,9,13
Beijing,Hard,Loser,Xiyu Wang,57,L,NA,CHN,22.5,3,185,3,4,122,83,44,24,16,11,17
Beijing,Hard,Winner,Liudmila Samsonova,22,R,180,RUS,24.8,3,120,4,7,88,45,29,22,11,9,13
Beijing,Hard,Loser,Alycia Parks,43,R,185,USA,22.7,3,120,8,11,68,32,22,15,11,4,9
Beijing,Hard,Winner,Marta Kostyuk,44,R,175,UKR,21.2,3,146,0,9,96,55,31,17,13,4,10
Beijing,Hard,Loser,Elisabetta Cocciaretto,33,R,NA,ITA,22.6,3,146,1,9,85,48,27,17,13,3,9
Beijing,Hard,Winner,Ons Jabeur,7,R,167,TUN,29,3,89,3,2,73,47,32,10,9,4,6
Beijing,Hard,Loser,Ashlyn Krueger,80,R,185,USA,19.4,3,89,2,6,75,42,20,15,10,6,11
Beijing,Hard,Winner,Linda Fruhvirtova,98,R,NA,CZE,18.4,3,84,3,3,59,36,25,11,8,8,9
Beijing,Hard,Loser,Arantxa Rus,51,L,180,NED,32.8,3,84,2,3,56,31,14,11,7,9,14
Beijing,Hard,Winner,Xin Yu Wang,37,R,182,CHN,22,3,92,1,2,59,34,23,14,10,4,6
Beijing,Hard,Loser,Vera Zvonareva,397,R,172,RUS,39,3,92,1,4,74,42,28,11,9,8,12
Beijing,Hard,Winner,Daria Kasatkina,13,R,170,RUS,26.4,3,168,0,5,98,74,47,10,14,4,8
Beijing,Hard,Loser,Mayar Sherif,50,R,180,EGY,27.4,3,168,1,1,111,81,51,14,15,9,12
Beijing,Hard,Winner,Lesia Tsurenko,49,R,174,UKR,34.3,3,42,0,0,23,16,11,6,4,0,0
Beijing,Hard,Loser,Lin Zhu,34,R,173,CHN,29.6,3,42,2,3,31,19,7,3,5,2,7
Beijing,Hard,Winner,Petra Martic,48,R,181,CRO,32.7,3,146,9,6,88,53,39,15,14,4,8
Beijing,Hard,Loser,Sorana Cirstea,26,R,176,ROU,33.4,3,146,2,4,117,69,45,22,14,7,11
Beijing,Hard,Winner,Coco Gauff,3,R,175,USA,19.5,3,82,3,4,71,39,29,15,11,3,5
Beijing,Hard,Loser,Ekaterina Alexandrova,20,R,175,RUS,28.8,3,82,2,6,59,38,24,8,10,4,8
Beijing,Hard,Winner,Anhelina Kalinina,28,R,179,UKR,26.6,3,106,2,7,88,49,33,16,12,6,10
Beijing,Hard,Loser,Marketa Vondrousova,8,L,173,CZE,24.2,3,106,4,9,73,42,28,11,12,2,7
Beijing,Hard,Winner,Daria Saville,247,R,166,AUS,29.5,3,87,0,4,57,39,25,10,8,6,7
Beijing,Hard,Loser,Katerina Siniakova,84,R,174,CZE,27.3,3,87,2,6,48,26,15,5,8,3,8
Beijing,Hard,Winner,Yulia Putintseva,75,R,163,KAZ,28.7,3,127,0,0,78,54,31,12,10,6,9
Beijing,Hard,Loser,Marie Bouzkova,30,R,180,CZE,25.1,3,127,2,4,75,51,26,10,10,8,13
Beijing,Hard,Winner,Caroline Garcia,10,R,177,FRA,29.9,3,73,6,2,50,35,30,5,9,1,2
Beijing,Hard,Loser,Kateryna Baindl,89,R,175,UKR,29.6,3,73,3,2,56,42,25,5,9,5,9
Beijing,Hard,Winner,Magda Linette,25,R,171,POL,31.6,3,131,2,0,78,57,38,14,14,2,5
Beijing,Hard,Loser,Victoria Azarenka,18,R,180,BLR,34.1,3,131,1,7,83,44,30,14,13,2,8
Beijing,Hard,Winner,Jennifer Brady,261,R,178,USA,28.4,3,76,1,0,47,23,14,19,9,0,1
Beijing,Hard,Loser,Peyton Stearns,46,R,NA,USA,21.9,3,76,0,5,58,29,12,19,9,5,9
Beijing,Hard,Winner,Varvara Gracheva,47,R,NA,FRA,23.1,3,106,3,2,66,34,27,14,12,1,5
Beijing,Hard,Loser,Anastasia Potapova,27,R,175,RUS,22.5,3,106,1,8,95,60,33,13,12,7,14
Beijing,Hard,Winner,Iga Swiatek,2,R,176,POL,22.3,3,94,0,1,45,32,17,7,9,1,5
Beijing,Hard,Loser,Sara Sorribes Tormo,55,R,176,ESP,26.9,3,94,1,7,67,44,21,6,10,7,14
Beijing,Hard,Winner,Iga Swiatek,2,R,176,POL,22.3,3,70,0,0,42,27,23,9,8,0,0
Beijing,Hard,Loser,Liudmila Samsonova,22,R,180,RUS,24.8,3,70,3,6,49,25,13,12,8,0,4
Hong Kong,Hard,Winner,Leylah Fernandez,60,L,168,CAN,21,3,169,3,4,111,75,45,17,15,13,18
Hong Kong,Hard,Loser,Katerina Siniakova,85,R,174,CZE,27.4,3,169,7,2,90,54,30,22,14,9,14
Hong Kong,Hard,Winner,Leylah Fernandez,60,L,168,CAN,21,3,78,8,1,56,42,29,10,10,0,1
Hong Kong,Hard,Loser,Anna Blinkova,37,R,179,RUS,25,3,78,4,4,56,39,27,2,10,5,9
Hong Kong,Hard,Winner,Katerina Siniakova,85,R,174,CZE,27.4,3,93,4,1,46,31,20,7,9,1,4
Hong Kong,Hard,Loser,Martina Trevisan,42,L,160,ITA,29.9,3,93,0,3,69,50,27,6,9,12,18
Hong Kong,Hard,Winner,Leylah Fernandez,60,L,168,CAN,21,3,102,5,1,64,49,37,9,10,4,5
Hong Kong,Hard,Loser,Linda Fruhvirtova,88,R,NA,CZE,18.4,3,102,3,1,70,41,25,15,10,4,7
Hong Kong,Hard,Winner,Anna Blinkova,37,R,179,RUS,25,3,111,0,2,69,46,30,14,11,1,4
Hong Kong,Hard,Loser,Sara Sorribes Tormo,57,R,176,ESP,27,3,111,3,5,77,55,29,10,10,9,13
Hong Kong,Hard,Winner,Martina Trevisan,42,L,160,ITA,29.9,3,88,3,2,65,44,28,11,9,5,8
Hong Kong,Hard,Loser,Elise Mertens,41,R,179,BEL,27.8,3,88,3,4,50,28,18,5,10,0,6
Hong Kong,Hard,Winner,Katerina Siniakova,85,R,174,CZE,27.4,3,112,2,3,71,44,26,19,11,1,4
Hong Kong,Hard,Loser,Anastasia Pavlyuchenkova,61,R,177,RUS,32.2,3,112,5,5,79,61,31,12,11,9,13
Hong Kong,Hard,Winner,Leylah Fernandez,60,L,168,CAN,21,3,113,4,3,81,52,34,14,13,4,8
Hong Kong,Hard,Loser,Mirra Andreeva,50,U,NA,RUS,16.4,3,113,4,0,86,63,34,10,12,5,11
Hong Kong,Hard,Winner,Linda Fruhvirtova,88,R,NA,CZE,18.4,3,91,3,2,71,47,34,9,10,1,3
Hong Kong,Hard,Winner,Sara Sorribes Tormo,57,R,176,ESP,27,3,135,3,5,93,65,37,13,14,3,9
Hong Kong,Hard,Loser,Xin Yu Wang,32,R,182,CHN,22,3,135,1,0,73,58,25,4,13,6,14
Hong Kong,Hard,Winner,Anna Blinkova,37,R,179,RUS,25,3,65,2,2,50,32,23,12,8,2,2
Hong Kong,Hard,Winner,Martina Trevisan,42,L,160,ITA,29.9,3,166,3,4,119,82,53,16,16,8,11
Hong Kong,Hard,Loser,Magdalena Frech,70,R,171,POL,25.8,3,166,4,2,83,51,29,20,14,4,9
Hong Kong,Hard,Winner,Elise Mertens,41,R,179,BEL,27.8,3,123,1,2,67,37,27,18,10,4,6
Hong Kong,Hard,Winner,Katerina Siniakova,85,R,174,CZE,27.4,3,137,4,7,81,53,35,14,14,0,3
Hong Kong,Hard,Loser,Kamilla Rakhimova,81,R,NA,RUS,22.1,3,137,1,3,96,62,40,10,14,7,14
Hong Kong,Hard,Winner,Anastasia Pavlyuchenkova,61,R,177,RUS,32.2,3,155,5,4,93,60,41,16,13,8,11
Hong Kong,Hard,Loser,Beatriz Haddad Maia,20,L,185,BRA,27.3,3,155,4,2,78,54,32,12,13,1,5
Hong Kong,Hard,Winner,Leylah Fernandez,60,L,168,CAN,21,3,86,3,6,63,46,28,6,9,4,8
Hong Kong,Hard,Loser,Victoria Azarenka,19,R,180,BLR,34.1,3,86,4,5,44,26,19,7,8,0,3
Hong Kong,Hard,Winner,Mirra Andreeva,50,U,NA,RUS,16.4,3,82,0,1,53,42,30,7,9,0,1
Hong Kong,Hard,Loser,Dayana Yastremska,97,R,175,UKR,23.4,3,82,3,4,62,30,21,12,10,4,8
Hong Kong,Hard,Winner,Linda Fruhvirtova,88,R,NA,CZE,18.4,3,144,8,5,85,55,38,11,14,7,11
Hong Kong,Hard,Loser,Peyton Stearns,48,R,NA,USA,22,3,144,5,3,97,66,37,18,15,7,12
Hong Kong,Hard,Winner,Xin Yu Wang,32,R,182,CHN,22,3,72,1,3,57,36,21,11,6,7,9
Hong Kong,Hard,Loser,Elina Avanesyan,67,R,NA,RUS,21,3,72,1,5,43,28,12,3,7,5,11
Hong Kong,Hard,Winner,Sara Sorribes Tormo,57,R,176,ESP,27,3,66,2,3,41,30,23,5,6,2,2
Hong Kong,Hard,Winner,Anna Blinkova,37,R,179,RUS,25,3,112,3,3,75,45,31,13,12,5,9
Hong Kong,Hard,Loser,Yulia Putintseva,68,R,163,KAZ,28.7,3,112,1,2,71,56,34,5,12,1,6
Hong Kong,Hard,Winner,Martina Trevisan,42,L,160,ITA,29.9,3,94,1,2,56,36,26,12,10,2,4
Hong Kong,Hard,Loser,Cristina Bucsa,78,U,NA,ESP,25.7,3,94,0,3,71,43,23,11,10,5,10
Hong Kong,Hard,Winner,Magdalena Frech,70,R,171,POL,25.8,3,73,3,1,45,31,25,8,8,1,1
Hong Kong,Hard,Winner,Elise Mertens,41,R,179,BEL,27.8,3,82,3,0,46,26,23,12,9,1,2
Hong Kong,Hard,Loser,Daria Saville,211,R,166,AUS,29.5,3,82,0,0,46,28,14,9,8,0,4
Hong Kong,Hard,Winner,Kamilla Rakhimova,81,R,NA,RUS,22.1,3,83,2,1,60,40,31,8,9,2,3
Hong Kong,Hard,Loser,Varvara Gracheva,46,R,NA,FRA,23.1,3,83,4,5,61,34,20,10,8,4,8
Hong Kong,Hard,Winner,Katerina Siniakova,85,R,174,CZE,27.4,3,132,4,8,70,43,30,12,11,3,6
Hong Kong,Hard,Loser,Xiyu Wang,58,L,NA,CHN,22.5,3,132,6,7,87,50,34,14,11,9,13
Hong Kong,Hard,Winner,Anastasia Pavlyuchenkova,61,R,177,RUS,32.2,3,49,7,0,38,29,20,7,6,2,2
Hong Kong,Hard,Winner,Beatriz Haddad Maia,20,L,185,BRA,27.3,3,210,4,3,113,80,48,16,16,6,12
Hong Kong,Hard,Loser,Aliaksandra Sasnovich,89,R,174,BLR,29.5,3,210,8,6,144,104,65,14,17,12,17
Seoul,Hard,Winner,Jessica Pegula,4,R,170,USA,29.6,3,83,1,2,53,25,17,15,8,3,5
Seoul,Hard,Loser,Yue Yuan,128,R,184,CHN,25,3,83,2,2,61,31,17,10,9,4,10
Seoul,Hard,Winner,Jessica Pegula,4,R,170,USA,29.6,3,80,0,2,54,35,25,11,9,2,3
Seoul,Hard,Loser,Yanina Wickmayer,83,R,182,BEL,33.9,3,80,2,5,65,46,28,7,10,10,14
Seoul,Hard,Winner,Yue Yuan,128,R,184,CHN,25,3,147,8,1,82,50,37,23,15,1,2
Seoul,Hard,Loser,Emina Bektas,116,R,NA,USA,30.5,3,147,6,2,109,70,45,21,15,4,8
Seoul,Hard,Winner,Jessica Pegula,4,R,170,USA,29.6,3,147,2,5,100,60,42,16,12,9,12
Seoul,Hard,Loser,Claire Liu,98,R,170,USA,23.3,3,147,1,5,98,56,31,17,13,9,16
Seoul,Hard,Winner,Yanina Wickmayer,83,R,182,BEL,33.9,3,64,0,4,51,26,21,13,8,3,4
Seoul,Hard,Winner,Yue Yuan,128,R,184,CHN,25,3,169,2,1,90,46,31,22,12,3,7
Seoul,Hard,Loser,Marie Bouzkova,29,R,180,CZE,25.2,3,169,3,0,107,77,41,17,12,11,16
Seoul,Hard,Winner,Emina Bektas,116,R,NA,USA,30.5,3,129,8,7,87,51,41,17,14,6,8
Seoul,Hard,Loser,Kimberly Birrell,102,R,170,AUS,25.4,3,129,3,5,74,47,34,11,13,4,8
Seoul,Hard,Winner,Jessica Pegula,4,R,170,USA,29.6,3,62,0,3,49,28,22,11,8,4,5
Seoul,Hard,Loser,Ashlyn Krueger,80,R,185,USA,19.4,3,62,1,4,55,32,16,8,8,5,10
Seoul,Hard,Winner,Claire Liu,98,R,170,USA,23.3,3,121,0,2,60,38,21,11,9,3,7
Seoul,Hard,Loser,Arantxa Rus,51,L,180,NED,32.8,3,121,2,6,72,44,22,15,10,5,10
Seoul,Hard,Winner,Yanina Wickmayer,83,R,182,BEL,33.9,3,117,5,3,89,59,36,17,11,4,6
Seoul,Hard,Loser,Ekaterina Alexandrova,22,R,175,RUS,28.8,3,117,5,4,77,39,28,14,10,6,9
Seoul,Hard,Winner,Yue Yuan,128,R,184,CHN,25,3,73,1,3,38,24,21,8,7,0,0
Seoul,Hard,Loser,Kaja Juvan,99,R,170,SLO,22.8,3,73,1,2,59,39,21,11,8,5,8
Seoul,Hard,Winner,Marie Bouzkova,29,R,180,CZE,25.2,3,44,1,3,24,15,11,2,3,2,3
Seoul,Hard,Loser,Eva Lys,119,R,165,GER,21.7,3,44,0,2,29,22,9,1,4,3,7
Seoul,Hard,Winner,Emina Bektas,116,R,NA,USA,30.5,3,97,3,0,62,37,23,18,10,4,5
Seoul,Hard,Winner,Kimberly Birrell,102,R,170,AUS,25.4,3,68,2,3,40,22,20,8,6,1,1
Seoul,Hard,Winner,Jessica Pegula,4,R,170,USA,29.6,3,69,4,3,51,24,21,14,9,0,2
Seoul,Hard,Loser,Viktoria Hruncakova,112,R,NA,SVK,25.4,3,69,0,6,50,22,14,10,9,3,8
Seoul,Hard,Winner,Ashlyn Krueger,80,R,185,USA,19.4,3,83,0,4,62,31,24,12,9,2,5
Seoul,Hard,Loser,Nadia Podoroska,76,R,170,ARG,26.6,3,83,0,11,47,24,11,6,9,1,7
Seoul,Hard,Winner,Claire Liu,98,R,170,USA,23.3,3,85,6,0,53,33,26,11,9,0,0
Seoul,Hard,Winner,Arantxa Rus,51,L,180,NED,32.8,3,75,3,1,46,32,28,6,8,1,1
Seoul,Hard,Winner,Ekaterina Alexandrova,22,R,175,RUS,28.8,3,72,4,6,64,35,24,13,8,9,11
Seoul,Hard,Loser,Mai Hontama,120,R,NA,JPN,24.1,3,72,0,4,43,23,11,5,8,2,8
Seoul,Hard,Winner,Yanina Wickmayer,83,R,182,BEL,33.9,3,99,7,3,66,42,30,8,9,8,10
Seoul,Hard,Loser,Alycia Parks,53,R,185,USA,22.7,3,103,5,19,73,28,21,10,11,4,11
Seoul,Hard,Winner,Kaja Juvan,99,R,170,SLO,22.8,3,85,1,1,54,31,20,10,10,1,5
Seoul,Hard,Loser,Katie Boulter,52,R,180,GBR,27.1,3,85,1,11,66,32,20,12,10,5,11
Seoul,Hard,Winner,Yue Yuan,128,R,184,CHN,25,3,73,2,0,44,23,18,15,8,1,1
Seoul,Hard,Winner,Eva Lys,119,R,165,GER,21.7,3,100,0,3,65,44,27,8,9,9,12
Seoul,Hard,Loser,Anna Karolina Schmiedlova,59,R,176,SVK,29,3,100,2,4,59,30,16,11,9,5,11
Seoul,Hard,Winner,Marie Bouzkova,29,R,180,CZE,25.2,3,125,2,2,55,37,30,8,10,5,6
Seoul,Hard,Loser,Sofia Kenin,30,R,170,USA,24.9,3,91,1,3,55,31,21,7,8,1,5
Seoul,Hard,Winner,Emina Bektas,116,R,NA,USA,30.5,3,188,6,4,104,69,52,17,17,2,5
Seoul,Hard,Loser,Laura Pigossi,118,R,164,BRA,29.1,3,188,4,6,125,85,53,18,17,10,15
Seoul,Hard,Winner,Kimberly Birrell,102,R,170,AUS,25.4,3,92,1,2,60,40,20,12,10,1,6
Seoul,Hard,Loser,Sachia Vickery,144,R,162,USA,28.4,3,92,4,4,66,38,21,7,10,8,15
Seoul,Hard,Loser,Jelena Ostapenko,13,R,177,LAT,26.3,3,133,1,9,100,54,37,15,14,5,11
Zhengzhou,Hard,Winner,Qinwen Zheng,24,R,NA,CHN,21,3,146,10,5,75,45,33,9,13,4,9
Zhengzhou,Hard,Loser,Barbora Krejcikova,18,R,178,CZE,27.8,3,146,4,6,87,46,29,17,13,4,10
Zhengzhou,Hard,Winner,Barbora Krejcikova,18,R,178,CZE,27.8,3,90,0,2,46,25,21,11,8,1,2
Zhengzhou,Hard,Loser,Daria Kasatkina,12,R,170,RUS,26.4,3,90,2,6,72,60,27,5,7,11,16
Zhengzhou,Hard,Winner,Qinwen Zheng,24,R,NA,CHN,21,3,75,5,1,44,20,17,10,8,1,3
Zhengzhou,Hard,Loser,Jasmine Paolini,31,R,160,ITA,27.7,3,75,0,2,58,40,18,9,9,4,10
Zhengzhou,Hard,Winner,Barbora Krejcikova,18,R,178,CZE,27.8,3,45,2,2,25,14,10,5,4,1,2
Zhengzhou,Hard,Loser,Lesia Tsurenko,43,R,174,UKR,34.3,3,45,0,2,33,22,11,6,5,3,6
Zhengzhou,Hard,Winner,Daria Kasatkina,12,R,170,RUS,26.4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhengzhou,Hard,Loser,Ons Jabeur,7,R,167,TUN,29.1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhengzhou,Hard,Winner,Qinwen Zheng,24,R,NA,CHN,21,3,86,8,4,50,30,26,9,9,3,4
Zhengzhou,Hard,Loser,Anhelina Kalinina,28,R,179,UKR,26.6,3,86,1,6,70,46,27,8,8,8,12
Zhengzhou,Hard,Winner,Jasmine Paolini,31,R,160,ITA,27.7,3,104,2,0,56,38,28,9,9,3,4
Zhengzhou,Hard,Loser,Laura Siegemund,113,R,168,GER,35.5,3,104,1,5,66,48,24,8,9,10,15
Zhengzhou,Hard,Winner,Barbora Krejcikova,18,R,178,CZE,27.8,3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhengzhou,Hard,Loser,Petra Martic,45,R,181,CRO,32.7,3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhengzhou,Hard,Winner,Lesia Tsurenko,43,R,174,UKR,34.3,3,134,1,2,85,57,43,10,12,1,4
Zhengzhou,Hard,Loser,Donna Vekic,21,R,179,CRO,27.2,3,134,2,5,94,54,37,16,12,8,11
Zhengzhou,Hard,Winner,Ons Jabeur,7,R,167,TUN,29.1,3,118,2,5,101,58,37,17,11,12,17
Zhengzhou,Hard,Loser,Lucia Bronzetti,63,R,NA,ITA,24.8,3,118,0,1,74,38,19,15,10,9,15
Zhengzhou,Hard,Winner,Daria Kasatkina,12,R,170,RUS,26.4,3,92,0,3,60,48,29,5,9,6,9
Zhengzhou,Hard,Winner,Anhelina Kalinina,28,R,179,UKR,26.6,3,95,0,2,65,46,30,11,9,2,3
Zhengzhou,Hard,Loser,Vera Zvonareva,369,R,172,RUS,39,3,95,1,2,68,45,26,8,10,5,10
Zhengzhou,Hard,Winner,Qinwen Zheng,24,R,NA,CHN,21,3,109,13,5,79,50,39,14,11,5,6
Zhengzhou,Hard,Loser,Maria Sakkari,6,R,172,GRE,28.2,3,109,1,2,63,42,29,10,10,4,6
Zhengzhou,Hard,Winner,Laura Siegemund,113,R,168,GER,35.5,3,138,0,2,83,57,37,13,12,5,7
Zhengzhou,Hard,Loser,Liudmila Samsonova,16,R,180,RUS,24.9,3,138,6,7,79,33,22,20,12,3,8
Zhengzhou,Hard,Winner,Jasmine Paolini,31,R,160,ITA,27.7,3,137,2,1,92,65,44,15,16,7,10
Zhengzhou,Hard,Loser,Caroline Garcia,10,R,177,FRA,29.9,3,137,9,5,104,58,42,22,15,9,12
Zhengzhou,Hard,Winner,Petra Martic,45,R,181,CRO,32.7,3,108,7,4,66,33,27,18,10,6,7
Zhengzhou,Hard,Loser,Magda Linette,23,R,171,POL,31.6,3,108,3,2,64,50,27,9,9,5,8
Zhengzhou,Hard,Winner,Lesia Tsurenko,43,R,174,UKR,34.3,3,83,0,4,59,40,27,7,9,5,8
Zhengzhou,Hard,Loser,Diana Shnaider,66,L,NA,RUS,19.5,3,83,0,3,54,30,12,12,9,3,9
Zhengzhou,Hard,Winner,Donna Vekic,21,R,179,CRO,27.2,3,77,1,3,46,26,19,9,9,0,3
Zhengzhou,Hard,Loser,Nao Hibino,92,R,163,JPN,28.8,3,77,5,2,60,45,20,4,9,5,11
Zhengzhou,Hard,Winner,Lucia Bronzetti,63,R,NA,ITA,24.8,3,94,0,2,66,42,29,14,10,2,3
Zhengzhou,Hard,Loser,Tamara Korpatsch,101,R,170,GER,28.4,3,135,1,2,94,65,37,16,14,7,11
Zhengzhou,Hard,Winner,Daria Kasatkina,12,R,170,RUS,26.4,3,117,0,3,59,48,30,4,9,0,4
Zhengzhou,Hard,Winner,Vera Zvonareva,369,R,172,RUS,39,3,116,0,2,79,48,27,18,10,6,9
Zhengzhou,Hard,Loser,Veronika Kudermetova,17,R,175,RUS,26.4,3,116,0,2,57,23,11,17,10,2,7
Zhengzhou,Hard,Winner,Anhelina Kalinina,28,R,179,UKR,26.6,3,66,3,2,50,33,21,10,8,0,2
Zhengzhou,Hard,Winner,Qinwen Zheng,24,R,NA,CHN,21,3,84,11,3,45,21,20,11,9,1,3
Zhengzhou,Hard,Winner,Liudmila Samsonova,16,R,180,RUS,24.9,3,69,6,3,50,25,20,13,9,0,2
Zhengzhou,Hard,Loser,Tatjana Maria,55,R,172,GER,36.1,3,69,2,6,52,34,19,4,9,3,8
Zhengzhou,Hard,Winner,Laura Siegemund,113,R,168,GER,35.5,3,107,0,1,71,54,33,8,9,5,7
Zhengzhou,Hard,Loser,Lin Zhu,35,R,173,CHN,29.6,3,107,0,2,56,34,18,8,8,6,11
Zhengzhou,Hard,Winner,Jasmine Paolini,31,R,160,ITA,27.7,3,83,1,3,57,35,25,13,9,2,3
Zhengzhou,Hard,Loser,Moyuka Uchijima,182,R,171,JPN,22.1,3,83,4,2,65,28,18,14,8,3,7
Cluj Napoca,Hard,Winner,Tamara Korpatsch,105,R,170,GER,28.4,3,112,0,4,70,33,19,18,10,4,8
Cluj Napoca,Hard,Loser,Elena Gabriela Ruse,188,U,NA,ROU,25.9,3,112,1,3,56,36,18,6,9,4,10
Cluj Napoca,Hard,Winner,Tamara Korpatsch,105,R,170,GER,28.4,3,82,1,1,55,29,22,13,9,6,8
Cluj Napoca,Hard,Loser,Eva Lys,133,R,165,GER,21.7,3,82,0,1,63,45,22,8,10,0,5
Cluj Napoca,Hard,Winner,Elena Gabriela Ruse,188,U,NA,ROU,25.9,3,81,1,1,48,33,18,10,8,2,5
Cluj Napoca,Hard,Loser,Rebeka Masarova,67,R,186,ESP,24.1,3,81,0,6,60,35,13,10,9,4,11
Cluj Napoca,Hard,Winner,Eva Lys,133,R,165,GER,21.7,3,71,0,1,52,39,24,6,8,5,7
Cluj Napoca,Hard,Winner,Tamara Korpatsch,105,R,170,GER,28.4,3,126,4,6,93,55,39,13,14,5,10
Cluj Napoca,Hard,Winner,Rebeka Masarova,67,R,186,ESP,24.1,3,158,10,6,102,69,48,13,16,3,8
Cluj Napoca,Hard,Loser,Ana Bogdan,73,R,171,ROU,30.8,3,158,1,2,102,60,38,22,14,2,6
Cluj Napoca,Hard,Winner,Elena Gabriela Ruse,188,U,NA,ROU,25.9,3,105,0,1,60,37,25,9,10,4,8
Cluj Napoca,Hard,Loser,Emiliana Arango,118,R,NA,COL,22.8,3,105,0,2,72,53,26,7,10,7,13
Cluj Napoca,Hard,Winner,Eva Lys,133,R,165,GER,21.7,3,158,0,2,103,74,42,13,14,7,12
Cluj Napoca,Hard,Loser,Jaqueline Cristian,97,R,180,ROU,25.3,3,158,6,4,105,70,42,15,14,6,12
Cluj Napoca,Hard,Loser,Anna Lena Friedsam,111,R,NA,GER,29.7,3,98,4,3,75,51,26,9,12,4,11
Cluj Napoca,Hard,Winner,Tamara Korpatsch,105,R,170,GER,28.4,3,130,1,5,92,60,33,12,14,4,11
Cluj Napoca,Hard,Loser,Jodie Burrage,89,R,NA,GBR,24.3,3,130,5,2,87,49,24,17,14,6,13
Cluj Napoca,Hard,Winner,Ana Bogdan,73,R,171,ROU,30.8,3,192,6,3,109,71,48,16,17,6,12
Cluj Napoca,Hard,Winner,Rebeka Masarova,67,R,186,ESP,24.1,3,159,3,4,105,78,44,10,13,8,14
Cluj Napoca,Hard,Winner,Emiliana Arango,118,R,NA,COL,22.8,3,85,1,2,57,42,31,4,9,4,6
Cluj Napoca,Hard,Loser,Jil Teichmann,142,L,170,SUI,26.2,3,85,0,3,52,29,13,11,9,3,8
Cluj Napoca,Hard,Winner,Elena Gabriela Ruse,188,U,NA,ROU,25.9,3,119,2,1,74,50,38,8,10,5,7
Cluj Napoca,Hard,Loser,Anna Bondar,116,R,NA,HUN,26.3,3,119,0,1,70,43,28,10,10,3,7
Cluj Napoca,Hard,Winner,Eva Lys,133,R,165,GER,21.7,3,72,0,3,63,51,31,5,9,4,7
Cluj Napoca,Hard,Loser,Sorana Cirstea,26,R,176,ROU,33.5,3,72,2,5,54,32,16,6,9,1,7
Cluj Napoca,Hard,Winner,Jaqueline Cristian,97,R,180,ROU,25.3,3,98,1,3,71,38,30,17,10,2,2
Cluj Napoca,Hard,Loser,Kateryna Baindl,86,R,175,UKR,29.6,3,143,0,2,104,83,38,8,12,13,21
Cluj Napoca,Hard,Loser,Greet Minnen,59,R,NA,BEL,26.1,3,65,2,1,51,31,18,3,9,2,8
Cluj Napoca,Hard,Winner,Anna Lena Friedsam,111,R,NA,GER,29.7,3,62,3,1,39,28,23,7,7,0,0
Cluj Napoca,Hard,Winner,Tamara Korpatsch,105,R,170,GER,28.4,3,140,6,2,84,49,31,18,14,7,12
Cluj Napoca,Hard,Winner,Jodie Burrage,89,R,NA,GBR,24.3,3,62,4,1,42,21,15,11,7,5,7
Cluj Napoca,Hard,Winner,Ana Bogdan,73,R,171,ROU,30.8,3,85,1,4,53,28,23,10,9,2,4
Cluj Napoca,Hard,Loser,Viktoriya Tomova,98,R,170,BUL,28.6,3,85,0,3,46,26,14,8,8,1,6
Cluj Napoca,Hard,Loser,Dayana Yastremska,103,R,175,UKR,23.4,3,112,2,6,72,43,28,10,11,5,10
Cluj Napoca,Hard,Winner,Rebeka Masarova,67,R,186,ESP,24.1,3,78,1,3,60,43,30,8,8,6,7
Cluj Napoca,Hard,Winner,Jil Teichmann,142,L,170,SUI,26.2,3,116,6,2,76,47,30,10,11,3,9
Cluj Napoca,Hard,Loser,Yanina Wickmayer,71,R,182,BEL,33.9,3,116,2,8,74,47,23,11,11,3,10
Cluj Napoca,Hard,Winner,Emiliana Arango,118,R,NA,COL,22.8,3,101,0,5,72,47,28,10,10,5,9
Cluj Napoca,Hard,Winner,Anna Bondar,116,R,NA,HUN,26.3,3,127,3,3,69,40,27,14,14,3,8
