"Name","Age","Reg_Tm","Lg","Reg_G","Reg_PA","Reg_AB","Reg_R","Reg_H","Reg_Doubles","Reg_Triples","Reg_HR","Reg_RBI","Reg_SB","Reg_CS","Reg_BB","Reg_SO","Reg_BA","Reg_OBP","Reg_SLG","Reg_OPS","OPS+","Reg_TB","Reg_GDP","Reg_HBP","Reg_SH","Reg_SF","Reg_IBB","OppQual","Spring_G","Spring_PA","Spring_AB","Spring_R","Spring_H","Spring_Doubles","Spring_Triples","Spring_HR","Spring_RBI","Spring_SB","Spring_CS","Spring_BB","Spring_SO","Spring_BA","Spring_OBP","Spring_SLG","Spring_OPS","Spring_TB","Spring_GDP","Spring_HBP","Spring_SH","Spring_SF","Spring_IBB"
"Dominic Fletcher",25,"ARI","NL",28,102,93,10,28,5,1,2,14,0,2,7,22,0.301,0.35,0.441,0.791,116,41,0,0,2,0,1,7.8,23,60,54,7,11,3,0,1,4,1,0,6,21,0.204,0.283,0.315,0.598,17,0,0,0,0,0
"Wilmer Flores",31,"SFG","NL",126,454,405,51,115,22,0,23,60,0,0,41,63,0.284,0.355,0.509,0.863,137,206,13,5,0,3,1,7.2,16,48,42,6,16,8,0,2,7,0,0,5,7,0.381,0.458,0.714,1.173,30,0,1,0,0,0
"Estevan Florial",25,"NYY","AL",19,71,61,5,14,3,1,0,8,3,0,7,20,0.23,0.324,0.311,0.635,76,19,0,2,0,1,0,7.8,17,58,52,4,8,1,0,0,3,2,0,5,24,0.154,0.241,0.173,0.414,9,1,1,0,0,0
"Mike Ford",30,"SEA","AL",83,251,219,32,50,6,0,16,34,0,0,24,81,0.228,0.323,0.475,0.798,123,104,4,7,0,1,0,7.2,10,35,33,5,15,0,0,3,8,0,0,2,3,0.455,0.486,0.727,1.213,24,0,0,0,0,0
"Nick Fortes",26,"MIA","NL",108,323,294,33,60,10,0,6,26,4,2,17,59,0.204,0.263,0.299,0.562,51,88,12,7,3,2,0,7.9,14,37,30,1,3,0,0,0,4,0,1,5,2,0.1,0.27,0.1,0.37,3,1,2,0,0,0
"Jake Fraley",28,"CIN","NL",111,380,336,41,86,18,0,15,65,21,5,37,71,0.256,0.339,0.443,0.783,108,149,5,6,0,1,2,7.6,15,43,39,4,8,4,0,1,3,3,2,4,14,0.205,0.279,0.385,0.664,15,1,0,0,0,0
"Ty France",28,"SEA","AL",158,665,587,79,147,32,0,12,58,1,0,43,117,0.25,0.337,0.366,0.703,100,215,25,34,0,1,0,7.4,18,52,44,7,16,4,0,0,7,0,0,6,5,0.364,0.442,0.455,0.897,20,2,1,0,1,0
"Adam Frazier",31,"BAL","AL",141,455,412,59,99,21,2,13,60,11,4,32,68,0.24,0.3,0.396,0.696,94,163,4,4,4,2,0,7.1,14,46,38,3,8,5,0,0,4,0,0,7,5,0.211,0.348,0.342,0.69,13,1,1,0,0,0
"Freddie Freeman",33,"LAD","NL",161,730,637,131,211,59,2,29,102,23,1,72,121,0.331,0.41,0.567,0.976,162,361,14,16,0,5,12,7.4,16,45,39,7,11,1,1,4,16,0,0,3,10,0.282,0.333,0.667,1,26,2,1,0,2,0
"Tyler Freeman",24,"CLE","AL",64,168,153,20,37,7,0,4,18,5,0,10,30,0.242,0.295,0.366,0.661,82,56,3,2,2,1,0,8.5,15,41,37,5,11,3,0,1,4,3,1,1,6,0.297,0.366,0.459,0.825,17,2,3,0,0,0
"Sal Frelick",23,"MIL","NL",57,223,191,29,47,9,1,3,24,7,0,28,37,0.246,0.341,0.351,0.692,90,67,2,1,0,3,0,7.6,17,63,55,9,15,4,1,2,5,4,3,7,11,0.273,0.365,0.491,0.856,27,1,1,0,0,0
"TJ Friedl",27,"CIN","NL",138,556,488,73,136,22,8,18,66,27,6,47,90,0.279,0.352,0.467,0.819,117,228,0,10,8,3,1,7.7,12,35,27,6,5,3,0,0,0,4,0,6,6,0.185,0.371,0.296,0.668,8,0,2,0,0,0
"David Fry",27,"CLE","AL",57,113,101,12,24,6,0,4,15,2,0,8,30,0.238,0.319,0.416,0.734,101,42,3,4,0,0,0,7.9,16,50,44,8,13,4,0,2,8,0,1,5,8,0.295,0.38,0.523,0.903,23,0,1,0,0,0
"Cam Gallagher",30,"CLE","AL",56,149,143,6,18,6,0,0,7,0,0,4,46,0.126,0.154,0.168,0.322,-11,24,3,1,0,1,0,6.9,9,18,17,2,3,1,0,1,3,0,0,1,5,0.176,0.222,0.412,0.634,7,1,0,0,0,0
"Joey Gallo",29,"MIN","AL",111,332,282,39,50,9,1,21,40,1,1,48,142,0.177,0.301,0.44,0.741,101,124,3,2,0,0,1,8.4,14,43,39,2,4,1,0,0,4,0,0,4,16,0.103,0.186,0.128,0.314,5,0,0,0,0,0
"Ben Gamel",31,"SDP","NL",6,15,15,2,3,1,0,0,2,0,0,0,2,0.2,0.2,0.267,0.467,28,4,0,0,0,0,0,7.1,11,23,22,0,4,1,0,0,2,1,0,1,10,0.182,0.217,0.227,0.445,5,0,0,0,0,0
"Adolis García",30,"TEX","AL",148,632,555,108,136,29,0,39,107,9,1,65,175,0.245,0.328,0.508,0.836,127,282,12,6,0,6,0,7.8,13,40,40,3,5,3,0,2,5,0,0,0,17,0.125,0.125,0.35,0.475,14,2,0,0,0,0
"Avisaíl García",32,"MIA","NL",37,118,108,8,20,3,1,3,12,2,0,6,39,0.185,0.241,0.315,0.556,48,34,1,2,0,0,1,7.6,16,49,44,4,9,2,0,0,3,0,0,4,13,0.205,0.286,0.25,0.536,11,1,1,0,0,0
"Luis García Jr.",23,"WSN","NL",122,482,447,61,119,18,4,9,50,9,4,27,60,0.266,0.304,0.385,0.688,90,172,10,0,1,7,1,7.5,17,51,49,5,12,3,0,2,4,1,0,2,7,0.245,0.275,0.429,0.703,21,1,0,0,0,0
"Maikel Garcia",23,"KCR","AL",123,515,464,59,126,20,4,4,50,23,7,38,115,0.272,0.323,0.358,0.681,86,166,9,2,1,10,0,7.7,12,37,29,5,9,1,0,2,7,3,1,7,7,0.31,0.432,0.552,0.984,16,0,0,0,1,0
"Kyle Garlick",31,"MIN","AL",14,30,28,2,5,1,0,2,4,0,0,2,11,0.179,0.233,0.429,0.662,77,12,0,0,0,0,0,7.3,13,28,26,3,5,1,0,2,5,0,0,1,7,0.192,0.214,0.462,0.676,12,1,0,0,1,0
"Mitch Garver",32,"TEX","AL",87,344,296,45,80,11,0,19,50,0,0,44,82,0.27,0.37,0.5,0.87,138,148,6,3,0,0,1,8,17,48,42,6,11,3,0,2,10,0,0,5,15,0.262,0.354,0.476,0.83,20,2,1,0,0,0
"Zack Gelof",23,"OAK","AL",69,300,270,40,72,20,1,14,32,14,2,26,82,0.267,0.337,0.504,0.84,134,136,5,3,0,1,1,7.5,19,57,52,13,15,3,0,4,8,1,1,5,20,0.288,0.351,0.577,0.928,30,2,0,0,0,0
"Andrés Giménez",24,"CLE","AL",153,616,557,76,140,27,5,15,62,30,6,32,112,0.251,0.314,0.399,0.712,96,222,10,20,4,3,3,7.8,18,54,47,11,16,1,0,1,5,6,0,3,4,0.34,0.407,0.426,0.833,20,1,3,0,1,0
"Paul Goldschmidt",35,"STL","NL",154,687,593,89,159,31,0,25,80,11,2,87,161,0.268,0.363,0.447,0.81,120,265,12,3,0,3,6,7.9,19,54,47,3,6,3,0,1,4,0,0,6,20,0.128,0.222,0.255,0.478,12,2,0,0,1,0
"Yan Gomes",35,"CHC","NL",116,419,382,44,102,20,2,10,63,1,0,21,81,0.267,0.315,0.408,0.723,95,156,9,9,0,7,1,7.4,15,36,36,5,10,1,0,2,7,0,0,0,8,0.278,0.278,0.472,0.75,17,2,0,0,0,0
"Nick Gonzales",24,"PIT","NL",35,128,115,12,24,8,1,2,13,0,1,6,36,0.209,0.268,0.348,0.616,66,40,0,4,1,2,0,7.9,14,37,35,4,9,3,0,1,2,0,1,2,6,0.257,0.297,0.429,0.726,15,3,0,0,0,0
"Oscar González",25,"CLE","AL",54,180,173,15,37,7,2,2,12,0,0,5,46,0.214,0.239,0.312,0.551,51,54,2,1,0,1,0,6.9,20,49,46,6,15,4,1,1,7,0,0,3,9,0.326,0.367,0.522,0.889,24,0,0,0,0,0
"Romy Gonzalez",26,"CHW","AL",44,97,93,11,18,4,2,3,14,7,0,2,36,0.194,0.208,0.376,0.585,56,35,0,0,1,1,0,7.4,17,36,33,4,8,1,0,1,2,4,0,2,10,0.242,0.306,0.364,0.669,12,1,1,0,0,0
"Hunter Goodman",23,"COL","NL",23,77,70,6,14,4,3,1,17,1,0,5,24,0.2,0.247,0.386,0.632,62,27,2,0,0,2,0,6.5,18,39,37,7,8,1,0,3,9,0,0,0,13,0.216,0.256,0.486,0.743,18,0,2,0,0,0
"Nick Gordon",27,"MIN","AL",34,93,91,13,16,5,1,2,7,0,0,1,11,0.176,0.185,0.319,0.503,35,29,1,0,1,0,0,7.6,16,42,40,1,13,1,0,0,7,5,0,2,7,0.325,0.357,0.35,0.707,14,1,0,0,0,0
"Nolan Gorman",23,"STL","NL",119,464,406,59,96,17,0,27,76,7,2,53,148,0.236,0.328,0.478,0.805,117,194,5,3,0,2,1,8,18,54,43,7,10,3,0,1,7,1,1,10,17,0.233,0.389,0.372,0.761,16,0,1,0,0,0
"Yasmani Grandal",34,"CHW","AL",118,405,363,33,85,14,0,8,33,0,0,36,86,0.234,0.309,0.339,0.647,79,123,11,4,0,2,1,8.7,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Tristan Gray",27,"TBR","AL",2,5,5,1,2,0,0,1,1,0,0,0,0,0.4,0.4,1,1.4,274,5,0,0,0,0,0,7.9,17,37,33,3,6,0,0,2,3,0,0,4,16,0.182,0.27,0.364,0.634,12,0,0,0,0,0
"Riley Greene",22,"DET","AL",99,416,378,51,109,19,4,11,37,7,0,35,114,0.288,0.349,0.447,0.796,118,169,7,1,0,2,0,7.3,19,56,50,5,13,4,0,1,5,0,0,6,15,0.26,0.339,0.4,0.739,20,2,0,0,0,0
"Trent Grisham",26,"SDP","NL",153,555,469,67,93,31,1,13,50,15,3,75,154,0.198,0.315,0.352,0.666,84,165,7,5,4,1,0,7.5,19,56,43,5,8,0,1,1,7,4,0,12,14,0.186,0.364,0.302,0.666,13,1,0,1,0,0
"Vladimir Guerrero Jr.",24,"TOR","AL",156,682,602,78,159,30,0,26,94,5,3,67,100,0.264,0.345,0.444,0.788,116,267,23,9,0,4,5,7.4,15,45,41,6,19,1,0,3,11,0,0,4,9,0.463,0.511,0.707,1.218,29,2,0,0,0,0
"Luis Guillorme",28,"NYM","NL",54,120,107,12,24,6,1,1,9,0,0,10,28,0.224,0.288,0.327,0.615,71,35,4,0,2,1,1,8.3,10,24,22,2,6,2,0,0,3,0,0,2,3,0.273,0.333,0.364,0.697,8,0,0,0,0,0
"Lourdes Gurriel Jr.",29,"ARI","NL",145,592,551,65,144,35,2,24,82,5,0,33,103,0.261,0.309,0.463,0.772,109,255,20,6,0,2,1,7.9,19,55,46,5,15,6,1,1,9,1,1,5,9,0.326,0.382,0.565,0.947,26,0,1,0,3,0
"Dalton Guthrie",27,"PHI","NL",23,28,24,4,4,1,0,0,0,0,0,3,7,0.167,0.286,0.208,0.494,38,5,0,1,0,0,0,7.1,11,20,19,1,4,0,0,0,5,0,0,0,6,0.211,0.2,0.211,0.411,4,0,0,0,1,0
"Eric Haase",30,"TOT","AL",89,293,274,22,55,8,1,4,26,4,1,17,81,0.201,0.247,0.281,0.528,45,77,11,0,1,1,1,7.3,18,43,38,11,15,3,0,5,14,0,0,5,6,0.395,0.465,0.868,1.334,33,1,0,0,0,0
"Eric Haase",30,"DET","AL",86,282,264,22,53,8,1,4,26,3,1,16,78,0.201,0.246,0.284,0.53,46,75,10,0,1,1,1,7.3,18,43,38,11,15,3,0,5,14,0,0,5,6,0.395,0.465,0.868,1.334,33,1,0,0,0,0
"Eric Haase",30,"CLE","AL",3,11,10,0,2,0,0,0,0,1,0,1,3,0.2,0.273,0.2,0.473,35,2,1,0,0,0,0,7.3,18,43,38,11,15,3,0,5,14,0,0,5,6,0.395,0.465,0.868,1.334,33,1,0,0,0,0
"Sam Haggerty",29,"SEA","AL",52,108,91,13,23,3,1,1,5,10,1,15,17,0.253,0.364,0.341,0.705,103,31,0,1,1,0,0,8.1,9,24,22,6,3,1,0,1,1,1,0,2,6,0.136,0.208,0.318,0.527,7,1,0,0,0,0
"Darick Hall",27,"PHI","NL",18,56,54,2,9,1,0,1,3,0,0,2,18,0.167,0.196,0.241,0.437,19,13,2,0,0,0,0,7.5,11,27,25,3,2,0,0,1,1,0,0,2,11,0.08,0.148,0.2,0.348,5,2,0,0,0,0
"Caleb Hamilton",28,"BOS","AL",4,6,5,0,0,0,0,0,0,0,0,1,5,0,0.167,0,0.167,-49,0,0,0,0,0,0,6.1,13,15,11,2,0,0,0,0,0,0,0,4,5,0,0.267,0,0.267,0,0,0,0,0,0
"David Hamilton",25,"BOS","AL",15,39,33,2,4,2,0,0,0,2,1,6,10,0.121,0.256,0.182,0.438,22,6,1,0,0,0,0,7.7,18,40,39,0,5,2,0,0,3,2,1,1,11,0.128,0.15,0.179,0.329,7,0,0,0,0,0
"Garrett Hampson",28,"MIA","NL",98,252,221,30,61,12,1,3,23,5,0,23,67,0.276,0.349,0.38,0.729,96,84,3,3,3,2,0,7.6,14,42,36,4,6,3,0,0,0,1,0,6,13,0.167,0.286,0.25,0.536,9,0,0,0,0,0
"Mitch Haniger",32,"SFG","NL",61,229,211,27,44,13,1,6,28,1,0,15,65,0.209,0.266,0.365,0.631,74,77,7,2,0,1,0,7.7,16,43,39,8,15,3,0,5,7,0,0,4,10,0.385,0.442,0.846,1.288,33,0,0,0,0,0
"Ian Happ",28,"CHC","NL",158,691,580,86,144,35,4,21,84,14,3,99,153,0.248,0.36,0.431,0.791,114,250,12,6,0,6,2,7.6,9,26,25,1,4,1,0,0,1,0,0,1,7,0.16,0.192,0.2,0.392,5,0,0,0,0,0
"Bryce Harper",30,"PHI","NL",126,546,457,84,134,29,1,21,72,11,3,80,119,0.293,0.401,0.499,0.9,144,228,10,5,0,4,8,7.5,12,34,28,3,5,1,0,0,1,2,0,5,11,0.179,0.294,0.214,0.508,6,1,0,0,1,0
"Michael Harris II",22,"ATL","NL",138,539,505,76,148,33,3,18,57,20,4,25,101,0.293,0.331,0.477,0.808,115,241,8,5,1,3,1,7.7,19,55,51,9,17,3,0,3,8,3,0,2,10,0.333,0.382,0.569,0.95,29,2,2,0,0,0
"Josh Harrison",35,"PHI","NL",40,114,103,8,21,3,0,2,10,0,0,3,20,0.204,0.263,0.291,0.554,51,30,2,6,0,2,0,7.8,8,20,20,2,5,2,0,0,1,1,0,0,1,0.25,0.25,0.35,0.6,7,2,0,0,0,0
"Ke'Bryan Hayes",26,"PIT","NL",124,525,494,65,134,31,7,15,61,10,6,28,104,0.271,0.309,0.453,0.762,104,224,11,0,0,3,1,7.8,18,53,51,9,21,3,0,3,9,0,0,2,6,0.412,0.434,0.647,1.081,33,1,0,0,0,0
"Austin Hays",27,"BAL","AL",144,566,520,76,143,36,2,16,67,5,1,38,141,0.275,0.325,0.444,0.769,114,231,11,3,0,5,1,7.8,12,35,29,3,4,2,0,1,5,0,0,2,5,0.138,0.229,0.31,0.539,9,4,2,0,2,0
"Austin Hedges",30,"TOT","MLB",81,212,185,14,34,5,0,1,16,1,0,11,47,0.184,0.234,0.227,0.461,27,42,7,2,10,3,0,7.9,12,36,31,6,10,4,0,1,3,0,0,4,9,0.323,0.417,0.548,0.965,17,0,1,0,0,0
"Austin Hedges",30,"PIT","NL",65,187,161,13,29,5,0,1,14,1,0,11,39,0.18,0.237,0.23,0.467,29,37,7,2,9,3,0,7.9,12,36,31,6,10,4,0,1,3,0,0,4,9,0.323,0.417,0.548,0.965,17,0,1,0,0,0
"Austin Hedges",30,"TEX","AL",16,25,24,1,5,0,0,0,2,0,0,0,8,0.208,0.208,0.208,0.417,16,5,0,0,1,0,0,7.9,12,36,31,6,10,4,0,1,3,0,0,4,9,0.323,0.417,0.548,0.965,17,0,1,0,0,0
"Jonah Heim",28,"TEX","AL",131,501,457,61,118,28,0,18,95,2,0,40,96,0.258,0.317,0.438,0.755,106,200,10,1,0,3,2,8.4,14,38,36,2,9,1,0,0,0,0,0,2,3,0.25,0.289,0.278,0.567,10,1,0,0,0,0
"Tyler Heineman",32,"TOT","MLB",22,47,38,5,9,1,1,0,3,1,0,8,8,0.237,0.383,0.316,0.699,97,12,0,1,0,0,0,6.1,8,15,13,4,5,0,0,0,1,0,0,2,2,0.385,0.467,0.385,0.851,5,0,0,0,0,0
"Tyler Heineman",32,"PIT","NL",3,10,9,1,1,0,0,0,0,1,0,1,1,0.111,0.2,0.111,0.311,-11,1,0,0,0,0,0,6.1,8,15,13,4,5,0,0,0,1,0,0,2,2,0.385,0.467,0.385,0.851,5,0,0,0,0,0
"Tyler Heineman",32,"TOR","AL",19,37,29,4,8,1,1,0,3,0,0,7,7,0.276,0.432,0.379,0.812,129,11,0,1,0,0,0,6.1,8,15,13,4,5,0,0,0,1,0,0,2,2,0.385,0.467,0.385,0.851,5,0,0,0,0,0
"Gunnar Henderson",22,"BAL","AL",150,622,560,100,143,29,9,28,82,10,3,56,159,0.255,0.325,0.489,0.814,125,274,10,3,0,3,1,8.4,12,37,36,9,15,5,0,2,5,0,0,1,9,0.417,0.432,0.722,1.155,26,0,0,0,0,0
"David Hensley",27,"HOU","AL",30,94,84,12,10,1,0,1,3,1,0,10,35,0.119,0.213,0.167,0.379,8,14,0,0,0,0,0,7.4,14,38,34,3,6,1,0,0,2,1,1,4,17,0.176,0.263,0.206,0.469,7,1,0,0,0,0
"Enrique Hernández",31,"TOT","MLB",140,508,465,57,110,23,0,11,61,4,1,34,97,0.237,0.289,0.357,0.646,74,166,17,3,0,6,1,7.4,9,24,21,2,3,2,0,0,1,0,0,2,4,0.143,0.208,0.238,0.446,5,1,0,0,1,0
"Enrique Hernández",31,"BOS","AL",86,323,297,38,66,11,0,6,31,3,1,22,68,0.222,0.279,0.32,0.599,62,95,11,2,0,2,0,7.4,9,24,21,2,3,2,0,0,1,0,0,2,4,0.143,0.208,0.238,0.446,5,1,0,0,1,0
"Enrique Hernández",31,"LAD","NL",54,185,168,19,44,12,0,5,30,1,0,12,29,0.262,0.308,0.423,0.731,96,71,6,1,0,4,1,7.4,9,24,21,2,3,2,0,0,1,0,0,2,4,0.143,0.208,0.238,0.446,5,1,0,0,1,0
"Teoscar Hernández",30,"SEA","AL",160,678,625,70,161,29,2,26,93,7,2,38,211,0.258,0.305,0.435,0.741,107,272,6,8,0,7,2,7.8,14,40,35,6,12,3,0,1,4,0,0,2,12,0.343,0.425,0.514,0.939,18,0,3,0,0,0
"Yonny Hernández",25,"LAD","NL",14,27,22,5,3,1,0,0,4,0,0,2,8,0.136,0.231,0.182,0.413,15,4,0,1,1,1,0,7.6,14,27,22,5,5,0,0,0,3,0,2,5,5,0.227,0.37,0.227,0.598,5,0,0,0,0,0
"Iván Herrera",23,"STL","NL",13,44,37,6,11,2,0,0,4,0,0,5,11,0.297,0.409,0.351,0.76,112,13,1,2,0,0,0,7.6,13,38,36,5,12,2,1,2,7,0,0,1,9,0.333,0.342,0.611,0.953,22,1,0,0,1,0
"José Herrera",26,"ARI","NL",41,120,101,15,21,5,0,0,7,1,0,13,30,0.208,0.296,0.257,0.553,55,26,2,0,5,1,0,7.8,11,34,25,3,8,2,0,0,6,1,0,5,7,0.32,0.424,0.4,0.824,10,0,1,1,2,0
"Jason Heyward",33,"LAD","NL",124,377,334,56,90,23,0,15,40,2,2,34,64,0.269,0.34,0.473,0.813,118,158,7,3,0,3,1,7.7,10,29,28,2,7,1,2,0,1,0,0,1,7,0.25,0.276,0.429,0.704,12,0,0,0,0,0
"Aaron Hicks",33,"TOT","AL",93,312,269,44,68,9,1,8,36,6,0,42,69,0.253,0.353,0.383,0.735,106,103,3,0,0,1,1,7.3,19,58,48,9,15,3,1,2,6,3,0,10,12,0.313,0.431,0.542,0.973,26,0,0,0,0,0
"Aaron Hicks",33,"NYY","AL",28,76,69,9,13,2,0,1,5,0,0,7,20,0.188,0.263,0.261,0.524,45,18,0,0,0,0,0,7.3,19,58,48,9,15,3,1,2,6,3,0,10,12,0.313,0.431,0.542,0.973,26,0,0,0,0,0
"Aaron Hicks",33,"BAL","AL",65,236,200,35,55,7,1,7,31,6,0,35,49,0.275,0.381,0.425,0.806,127,85,3,0,0,1,1,7.3,19,58,48,9,15,3,1,2,6,3,0,10,12,0.313,0.431,0.542,0.973,26,0,0,0,0,0
"Kyle Higashioka",33,"NYY","AL",92,260,242,24,57,13,0,10,34,0,0,14,74,0.236,0.274,0.413,0.687,85,100,5,0,1,3,0,7,12,30,28,2,4,1,0,0,3,0,0,1,5,0.143,0.167,0.179,0.345,5,0,0,0,1,0
"Derek Hill",27,"WSN","NL",13,50,47,3,8,1,0,0,1,1,0,3,11,0.17,0.22,0.191,0.411,17,9,0,0,0,0,0,7.2,24,46,41,7,12,2,0,0,3,0,1,3,10,0.293,0.356,0.341,0.697,14,1,1,1,0,0
"Sam Hilliard",29,"ATL","NL",40,78,72,15,17,5,0,3,6,4,0,6,33,0.236,0.295,0.431,0.725,93,31,1,0,0,0,0,7.1,2,5,3,0,0,0,0,0,0,0,0,2,2,0,0.4,0,0.4,0,0,0,0,0,0
"Nico Hoerner",26,"CHC","NL",150,688,619,98,175,27,4,9,68,43,7,49,83,0.283,0.346,0.383,0.729,98,237,12,14,1,5,0,7.5,18,52,51,3,9,0,2,0,4,0,0,0,7,0.176,0.192,0.255,0.447,13,1,1,0,0,0
"TJ Hopkins",26,"CIN","NL",25,44,41,7,7,0,0,0,1,1,0,2,17,0.171,0.227,0.171,0.398,9,7,1,1,0,0,0,7.9,9,13,11,1,4,2,0,0,2,1,0,2,6,0.364,0.462,0.545,1.007,6,1,0,0,0,0
"Spencer Horwitz",25,"TOR","AL",15,44,39,5,10,2,0,1,7,0,0,4,12,0.256,0.341,0.385,0.726,101,15,1,1,0,0,0,7.6,16,47,40,7,5,1,0,0,0,0,0,7,11,0.125,0.255,0.15,0.405,6,1,0,0,0,0
"Sam Huff",25,"TEX","AL",21,45,43,5,11,2,0,3,6,0,0,2,17,0.256,0.289,0.512,0.801,115,22,1,0,0,0,0,8,8,18,16,2,1,0,1,0,0,0,0,2,5,0.063,0.167,0.188,0.354,3,1,0,0,0,0
"Cooper Hummel",28,"SEA","AL",10,26,23,2,2,1,0,0,0,1,0,2,9,0.087,0.192,0.13,0.323,-5,3,1,1,0,0,0,6.9,8,13,10,3,4,2,0,0,0,0,0,3,3,0.4,0.538,0.6,1.138,6,0,0,0,0,0
"Andy Ibáñez",30,"DET","AL",114,383,356,42,94,23,2,11,41,1,0,24,69,0.264,0.312,0.433,0.744,102,154,7,1,1,1,0,7.7,21,49,44,9,12,2,0,5,11,0,0,4,9,0.273,0.327,0.659,0.986,29,1,0,0,1,0
"Jonathan India",26,"CIN","NL",119,529,454,78,111,23,0,17,61,14,2,52,109,0.244,0.338,0.407,0.746,99,185,13,16,0,7,0,7.5,10,33,28,6,11,0,0,2,2,2,0,3,4,0.393,0.485,0.607,1.092,17,0,2,0,0,0
"Kyle Isbel",26,"KCR","AL",91,313,292,45,70,22,2,5,34,7,1,17,59,0.24,0.282,0.38,0.662,78,111,5,1,1,2,0,7.5,14,40,36,9,11,2,0,1,5,2,0,4,6,0.306,0.375,0.444,0.819,16,2,0,0,0,0
"Travis Jankowski",32,"TEX","AL",107,287,247,34,65,12,1,1,30,19,1,35,42,0.263,0.357,0.332,0.689,93,82,6,2,1,2,0,7.3,17,42,34,4,6,0,0,0,4,1,0,6,6,0.176,0.293,0.176,0.469,6,1,0,0,1,0
"Danny Jansen",28,"TOR","AL",86,301,268,38,61,15,0,17,53,0,0,23,62,0.228,0.312,0.474,0.786,114,127,3,10,0,0,1,7.7,8,26,23,3,5,2,0,1,3,0,0,2,2,0.217,0.308,0.435,0.742,10,1,1,0,0,0
"Ryan Jeffers",26,"MIN","AL",96,335,286,46,79,15,2,14,43,3,2,33,93,0.276,0.369,0.49,0.858,134,140,6,10,4,2,1,7.4,11,27,26,5,9,0,0,4,4,0,0,1,5,0.346,0.37,0.808,1.178,21,0,0,0,0,0
"Eloy Jiménez",26,"CHW","AL",120,489,456,50,124,23,0,18,64,0,0,30,93,0.272,0.317,0.441,0.758,106,201,13,1,0,2,2,7.8,18,54,51,6,17,4,0,2,13,0,0,2,5,0.333,0.37,0.529,0.9,27,1,1,0,0,0
"Connor Joe",30,"PIT","NL",133,472,413,63,102,31,4,11,42,3,5,50,110,0.247,0.339,0.421,0.76,106,174,4,8,0,1,0,8,15,41,34,3,7,1,0,1,4,0,0,6,8,0.206,0.317,0.324,0.641,11,1,0,0,1,0
"Bryce Johnson",27,"SFG","NL",30,48,43,7,7,1,0,1,3,3,0,4,15,0.163,0.229,0.256,0.485,35,11,0,0,0,1,0,6.4,8,15,15,1,2,1,0,0,0,0,0,0,4,0.133,0.133,0.2,0.333,3,0,0,0,0,0
"Jahmai Jones",25,"MIL","NL",7,11,10,2,2,1,0,0,3,1,0,1,5,0.2,0.273,0.3,0.573,56,3,0,0,0,0,0,6.7,14,35,28,4,8,3,0,1,4,1,1,7,8,0.286,0.429,0.5,0.929,14,3,0,0,0,0
"Nolan Jones",25,"COL","NL",106,424,367,60,109,22,4,20,62,20,4,53,126,0.297,0.389,0.542,0.931,141,199,1,3,0,1,3,7.6,20,58,52,6,13,5,1,0,6,0,1,5,22,0.25,0.31,0.385,0.695,20,1,0,0,1,0
"Aaron Judge",31,"NYY","AL",106,458,367,79,98,16,0,37,75,3,1,88,130,0.267,0.406,0.613,1.019,175,225,5,0,0,3,9,7.3,10,27,24,6,5,3,0,0,2,0,0,3,9,0.208,0.296,0.333,0.63,8,1,0,0,0,0
"Edouard Julien",24,"MIN","AL",109,408,338,60,89,16,1,16,37,3,0,64,128,0.263,0.381,0.459,0.839,130,155,8,2,1,3,0,7.8,17,47,38,10,13,1,0,2,7,1,0,8,10,0.342,0.468,0.526,0.994,20,0,1,0,0,0
"Corey Julks",27,"HOU","AL",93,323,298,35,73,14,0,6,33,15,3,22,75,0.245,0.297,0.352,0.65,79,105,6,1,0,2,0,7.2,19,49,46,4,11,2,0,2,5,1,0,3,6,0.239,0.286,0.413,0.699,19,0,0,0,0,0
"Josh Jung",25,"TEX","AL",122,515,478,75,127,25,1,23,70,1,3,30,151,0.266,0.315,0.467,0.781,113,223,7,5,0,2,0,7.6,3,8,8,0,2,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,2,0,0,0,0,0
"Connor Kaiser",26,"COL","NL",3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,5.4,13,11,6,2,1,0,0,0,0,2,0,4,2,0.167,0.545,0.167,0.712,1,0,1,0,0,0
"Jarred Kelenic",23,"SEA","AL",105,416,372,44,94,25,2,11,49,13,5,41,132,0.253,0.327,0.419,0.746,110,156,6,1,0,2,4,7.7,21,60,56,6,8,0,1,1,4,1,0,4,13,0.143,0.2,0.232,0.432,13,3,0,0,0,0
"Carson Kelly",28,"TOT","MLB",50,151,136,13,28,5,0,2,13,1,0,14,40,0.206,0.278,0.287,0.565,56,39,2,0,0,1,0,8.1,16,44,39,8,11,1,0,3,7,0,0,4,7,0.282,0.364,0.538,0.902,21,2,1,0,0,0
"Carson Kelly",28,"ARI","NL",32,92,84,6,19,3,0,1,6,1,0,7,23,0.226,0.283,0.298,0.58,60,25,2,0,0,1,0,8.1,16,44,39,8,11,1,0,3,7,0,0,4,7,0.282,0.364,0.538,0.902,21,2,1,0,0,0
