"Name","Age","Reg_Tm","Lg","Reg_G","Reg_PA","Reg_AB","Reg_R","Reg_H","Reg_Doubles","Reg_Triples","Reg_HR","Reg_RBI","Reg_SB","Reg_CS","Reg_BB","Reg_SO","Reg_BA","Reg_OBP","Reg_SLG","Reg_OPS","OPS+","Reg_TB","Reg_GDP","Reg_HBP","Reg_SH","Reg_SF","Reg_IBB","OppQual","Spring_G","Spring_PA","Spring_AB","Spring_R","Spring_H","Spring_Doubles","Spring_Triples","Spring_HR","Spring_RBI","Spring_SB","Spring_CS","Spring_BB","Spring_SO","Spring_BA","Spring_OBP","Spring_SLG","Spring_OPS","Spring_TB","Spring_GDP","Spring_HBP","Spring_SH","Spring_SF","Spring_IBB"
"Luis Torrens",27,"SEA","AL",5,8,8,0,2,2,0,0,1,0,0,0,1,0.25,0.25,0.5,0.75,106,4,0,0,0,0,0,6.9,20,40,36,5,8,2,0,2,3,0,0,1,9,0.222,0.3,0.444,0.744,16,1,3,0,0,0
"Gleyber Torres",26,"NYY","AL",158,672,596,90,163,28,2,25,68,13,6,67,98,0.273,0.347,0.453,0.8,118,270,19,3,0,6,0,7.3,17,53,45,10,16,4,0,3,7,2,0,6,13,0.356,0.434,0.644,1.078,29,0,1,0,1,0
"Ezequiel Tovar",21,"COL","NL",153,615,581,79,147,37,4,15,73,11,5,25,166,0.253,0.287,0.408,0.695,79,237,10,4,2,3,0,7.5,18,51,48,11,14,6,1,2,9,1,1,2,12,0.292,0.314,0.583,0.897,28,0,0,0,1,0
"Taylor Trammell",25,"SEA","AL",22,56,46,7,6,0,0,3,11,0,1,9,22,0.13,0.286,0.326,0.612,74,15,2,1,0,0,0,7.1,16,39,32,6,8,2,0,1,4,3,0,7,13,0.25,0.385,0.406,0.791,13,0,0,0,0,0
"Alan Trejo",27,"COL","NL",82,227,207,24,48,11,0,4,26,5,1,16,51,0.232,0.288,0.343,0.631,65,71,3,1,1,2,0,7.3,21,51,43,10,11,1,0,3,12,1,1,5,9,0.256,0.333,0.488,0.822,21,1,1,0,2,0
"Jose Trevino",30,"NYY","AL",55,168,157,15,33,4,0,4,15,0,0,8,22,0.21,0.257,0.312,0.57,56,49,6,2,1,0,0,7.2,7,21,20,3,5,0,0,1,3,0,0,0,2,0.25,0.238,0.4,0.638,8,2,0,0,1,0
"Jared Triolo",25,"PIT","NL",54,209,181,30,54,9,0,3,21,6,1,24,63,0.298,0.388,0.398,0.785,115,72,0,3,0,1,0,8,16,47,42,11,13,2,0,2,5,0,0,5,14,0.31,0.383,0.5,0.883,21,0,0,0,0,0
"Chadwick Tromp",28,"ATL","NL",6,16,16,1,2,1,0,0,1,0,0,0,7,0.125,0.125,0.188,0.313,-17,3,0,0,0,0,0,7,10,24,23,3,8,1,0,1,3,0,0,0,2,0.348,0.375,0.522,0.897,12,3,1,0,0,0
"Mike Trout",31,"LAA","AL",82,362,308,54,81,14,1,18,44,2,0,45,104,0.263,0.367,0.49,0.858,132,151,4,7,0,2,2,7.4,20,58,49,4,11,2,1,1,6,1,0,7,19,0.224,0.328,0.367,0.695,18,1,1,0,1,0
"Cole Tucker",26,"COL","NL",5,10,8,2,4,0,0,0,2,0,0,1,2,0.5,0.6,0.5,1.1,194,4,0,1,0,0,0,6,11,14,10,2,2,0,0,0,0,0,0,4,3,0.2,0.429,0.2,0.629,2,0,0,0,0,0
"Kyle Tucker",26,"HOU","AL",157,674,574,97,163,37,5,29,112,30,5,80,92,0.284,0.369,0.517,0.886,142,297,11,3,0,10,9,7.9,15,46,41,8,13,1,0,3,8,0,0,5,14,0.317,0.391,0.561,0.952,23,0,0,0,0,0
"Brice Turang",23,"MIL","NL",137,448,404,46,88,9,3,6,34,26,4,38,94,0.218,0.285,0.3,0.585,60,121,9,1,3,2,1,7.7,17,52,42,6,10,1,1,0,4,7,2,7,6,0.238,0.373,0.31,0.682,13,0,2,1,0,0
"Justin Turner",38,"BOS","AL",146,626,558,86,154,31,0,23,96,4,1,51,110,0.276,0.345,0.455,0.8,114,254,10,11,0,6,0,7.3,19,51,44,5,10,1,0,3,11,0,0,6,10,0.227,0.333,0.455,0.788,20,2,1,0,0,0
"Trea Turner",30,"PHI","NL",155,691,639,102,170,35,5,26,76,30,0,45,150,0.266,0.32,0.459,0.778,109,293,12,6,0,1,2,7.7,17,49,46,2,13,5,0,0,3,2,0,3,12,0.283,0.327,0.391,0.718,18,0,0,0,0,0
"Luis Urías",26,"TOT","MLB",52,177,144,18,28,6,0,3,18,0,0,21,41,0.194,0.337,0.299,0.636,75,43,4,10,0,0,0,7.9,15,43,38,8,9,2,1,2,5,0,0,3,8,0.237,0.302,0.5,0.802,19,1,1,0,1,0
"Luis Urías",26,"MIL","NL",20,68,55,5,8,2,0,1,5,0,0,7,15,0.145,0.299,0.236,0.535,49,13,1,5,0,0,0,7.9,15,43,38,8,9,2,1,2,5,0,0,3,8,0.237,0.302,0.5,0.802,19,1,1,0,1,0
"Luis Urías",26,"BOS","AL",32,109,89,13,20,4,0,2,13,0,0,14,26,0.225,0.361,0.337,0.698,91,30,3,5,0,0,0,7.9,15,43,38,8,9,2,1,2,5,0,0,3,8,0.237,0.302,0.5,0.802,19,1,1,0,1,0
"Ramón Urías",29,"BAL","AL",116,396,360,45,95,22,3,4,42,3,1,27,101,0.264,0.328,0.375,0.703,98,135,10,8,0,1,0,8.6,15,45,35,8,11,0,0,3,10,0,0,8,4,0.314,0.422,0.571,0.994,20,0,0,0,2,0
"Gio Urshela",31,"LAA","AL",62,228,214,22,64,8,1,2,24,3,2,10,36,0.299,0.329,0.374,0.703,92,80,9,1,0,3,0,7.3,18,51,51,4,15,4,0,0,6,0,0,0,11,0.294,0.294,0.373,0.667,19,1,0,0,0,0
"Enmanuel Valdez",24,"BOS","AL",49,149,139,17,37,8,0,6,19,5,1,8,37,0.266,0.311,0.453,0.764,103,63,4,1,0,0,0,7.4,19,54,49,6,10,2,1,4,7,0,0,4,11,0.204,0.264,0.531,0.795,26,0,0,0,0,0
"Ildemaro Vargas",31,"WSN","NL",86,286,262,32,66,13,2,4,31,1,1,19,20,0.252,0.304,0.363,0.666,85,95,10,1,3,1,0,7.7,15,44,39,5,9,1,0,0,2,3,1,4,2,0.231,0.318,0.256,0.575,10,3,1,0,0,0
"Miguel Vargas",23,"LAD","NL",81,304,256,36,50,15,4,7,32,3,2,38,61,0.195,0.305,0.367,0.672,82,94,1,4,1,4,1,7,11,29,26,4,5,2,0,1,1,1,0,3,9,0.192,0.276,0.385,0.66,10,0,0,0,0,0
"Daulton Varsho",26,"TOR","AL",158,581,527,65,116,23,3,20,61,16,7,45,135,0.22,0.285,0.389,0.674,84,205,5,4,1,3,0,7.6,19,60,49,9,14,3,0,1,9,8,0,10,9,0.286,0.4,0.408,0.808,20,0,0,0,1,0
"Andrew Vaughn",25,"CHW","AL",152,615,566,67,146,30,2,21,80,0,0,36,129,0.258,0.314,0.429,0.743,102,243,15,11,0,2,0,7.7,21,62,58,7,17,5,0,1,8,0,0,3,12,0.293,0.323,0.431,0.754,25,1,0,0,1,0
"Christian Vázquez",32,"MIN","AL",102,355,327,34,73,13,0,6,32,1,0,25,82,0.223,0.28,0.318,0.598,65,104,11,1,1,1,1,7.5,14,40,36,2,9,1,0,1,4,0,0,2,10,0.25,0.3,0.361,0.661,13,1,1,0,1,0
"Andrew Velazquez",28,"LAA","AL",54,94,81,12,14,3,0,2,3,13,3,10,30,0.173,0.264,0.284,0.548,50,23,1,0,3,0,0,7.6,15,34,29,4,6,2,0,1,1,2,0,4,9,0.207,0.324,0.379,0.703,11,2,1,0,0,0
"Nelson Velázquez",24,"TOT","MLB",53,179,162,35,38,6,0,17,34,0,0,14,51,0.235,0.302,0.586,0.888,133,95,3,2,0,1,0,7.6,14,44,39,5,7,1,1,0,2,0,0,5,11,0.179,0.273,0.256,0.529,10,0,0,0,0,0
"Nelson Velázquez",24,"CHC","NL",13,32,29,8,7,2,0,3,6,0,0,3,8,0.241,0.313,0.621,0.933,145,18,1,0,0,0,0,7.6,14,44,39,5,7,1,1,0,2,0,0,5,11,0.179,0.273,0.256,0.529,10,0,0,0,0,0
"Nelson Velázquez",24,"KCR","AL",40,147,133,27,31,4,0,14,28,0,0,11,43,0.233,0.299,0.579,0.878,131,77,2,2,0,1,0,7.6,14,44,39,5,7,1,1,0,2,0,0,5,11,0.179,0.273,0.256,0.529,10,0,0,0,0,0
"Alex Verdugo",27,"BOS","AL",142,602,546,81,144,37,5,13,54,5,3,45,93,0.264,0.324,0.421,0.745,100,230,11,6,0,5,1,7.5,16,45,38,5,9,1,0,0,4,1,0,5,8,0.237,0.333,0.263,0.596,10,2,1,0,1,0
"Mark Vientos",23,"NYM","NL",65,233,218,19,46,5,1,9,22,1,0,10,71,0.211,0.253,0.367,0.62,69,80,5,3,0,2,0,7.2,19,58,56,10,13,2,0,5,9,0,0,2,19,0.232,0.259,0.536,0.794,30,2,0,0,0,0
"Matt Vierling",26,"DET","AL",134,530,479,63,125,21,5,10,44,6,6,44,112,0.261,0.329,0.388,0.717,97,186,8,5,1,1,1,7.1,19,54,45,8,11,4,1,2,8,0,0,8,8,0.244,0.352,0.511,0.863,23,0,0,0,1,0
"David Villar",26,"SFG","NL",46,140,124,15,18,6,0,5,12,1,1,11,45,0.145,0.236,0.315,0.55,52,39,1,4,0,1,0,7.3,18,45,39,9,12,5,0,3,6,0,0,4,9,0.308,0.4,0.667,1.067,26,0,2,0,0,0
"Daniel Vogelbach",30,"NYM","NL",104,319,275,33,64,8,0,13,48,0,0,42,81,0.233,0.339,0.404,0.742,105,111,6,2,0,0,1,8.1,14,43,37,6,9,2,0,3,5,0,0,6,9,0.243,0.349,0.541,0.889,20,2,0,0,0,0
"Luke Voit",32,"MIL","NL",22,74,68,5,15,3,0,0,4,2,0,4,27,0.221,0.284,0.265,0.548,51,18,3,2,0,0,0,7.3,14,41,34,1,4,1,0,1,4,0,0,3,14,0.118,0.22,0.235,0.455,8,1,2,0,2,0
"Anthony Volpe",22,"NYY","AL",159,601,541,62,113,23,4,21,60,24,5,52,167,0.209,0.283,0.383,0.666,81,207,10,5,1,2,0,7.5,18,55,51,8,16,3,1,1,5,4,2,4,10,0.314,0.364,0.471,0.834,24,1,0,0,0,0
"Jason Vosler",29,"CIN","NL",20,65,62,6,10,2,1,3,10,0,0,3,25,0.161,0.2,0.371,0.571,48,23,0,0,0,0,0,6.5,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,0,0
"Joey Votto",39,"CIN","NL",65,242,208,26,42,6,0,14,38,0,0,27,62,0.202,0.314,0.433,0.747,98,90,2,7,0,0,0,9.6,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,4,5,4,0,0,0,0,0
"LaMonte Wade Jr.",29,"SFG","NL",135,519,429,64,110,14,2,17,45,2,0,76,95,0.256,0.373,0.417,0.79,120,179,4,6,4,4,3,7.6,15,47,45,4,10,1,1,1,6,0,0,1,11,0.222,0.234,0.356,0.59,16,3,0,0,1,0
"Tyler Wade",28,"OAK","AL",26,55,51,8,13,1,1,0,2,4,0,4,13,0.255,0.309,0.314,0.623,77,16,0,0,0,0,0,7.2,15,40,36,10,10,1,1,1,7,4,0,4,6,0.278,0.35,0.444,0.794,16,0,0,0,0,0
"Christian Walker",32,"ARI","NL",157,661,582,86,150,36,2,33,103,11,0,62,127,0.258,0.333,0.497,0.83,124,289,13,8,0,8,3,8,16,42,40,3,12,4,0,2,5,1,0,1,4,0.3,0.333,0.55,0.883,22,1,1,0,0,0
"Jordan Walker",21,"STL","NL",117,465,420,51,116,19,2,16,51,7,4,37,104,0.276,0.342,0.445,0.787,114,187,9,6,0,2,0,7.8,20,61,51,10,13,2,1,1,8,2,2,8,15,0.255,0.361,0.392,0.753,20,0,1,0,1,0
"Forrest Wall",27,"ATL","NL",15,15,13,6,6,2,0,1,2,5,1,2,4,0.462,0.533,0.846,1.379,265,11,0,0,0,0,0,7.4,20,45,39,5,12,1,0,3,10,3,1,5,9,0.308,0.4,0.564,0.964,22,1,1,0,0,0
"Chad Wallach",31,"LAA","AL",65,172,157,18,31,5,1,7,15,0,1,13,57,0.197,0.259,0.376,0.635,71,59,5,0,2,0,0,7.4,13,18,17,3,5,1,0,0,1,0,0,1,6,0.294,0.333,0.353,0.686,6,0,0,0,0,0
"Matt Wallner",25,"MIN","AL",76,254,213,42,53,11,1,14,41,2,1,28,80,0.249,0.37,0.507,0.877,139,108,1,13,0,0,1,7.6,16,44,38,3,5,1,0,3,9,0,0,4,17,0.132,0.227,0.395,0.622,15,1,1,0,1,0
"Jared Walsh",29,"LAA","AL",39,116,104,10,13,4,0,4,11,0,0,11,45,0.125,0.216,0.279,0.494,34,29,1,1,0,0,0,7.5,19,57,48,5,12,1,0,3,8,0,0,8,19,0.25,0.368,0.458,0.827,22,0,1,0,0,0
"Taylor Ward",29,"LAA","AL",97,409,356,60,90,18,0,14,47,4,2,39,80,0.253,0.335,0.421,0.756,105,150,9,8,0,6,0,7.6,21,62,57,7,13,5,0,1,6,1,1,5,14,0.228,0.29,0.368,0.659,21,2,0,0,0,0
"Drew Waters",24,"KCR","AL",98,337,302,40,69,11,5,8,32,16,5,27,107,0.228,0.3,0.377,0.677,83,114,4,5,0,3,0,7.1,12,32,29,5,8,2,0,1,1,1,2,3,12,0.276,0.344,0.448,0.792,13,0,0,0,0,0
"Austin Wells",23,"NYY","AL",19,75,70,8,16,6,0,4,13,0,0,3,14,0.229,0.257,0.486,0.742,97,34,3,0,0,1,0,7.6,17,46,40,6,12,4,0,2,9,1,1,6,16,0.3,0.391,0.55,0.941,22,0,0,0,0,0
"Joey Wendle",33,"MIA","NL",112,318,297,33,63,16,3,2,20,7,1,13,67,0.212,0.248,0.306,0.554,48,91,8,2,3,3,0,7.9,8,22,19,4,8,1,0,0,1,0,0,2,5,0.421,0.5,0.474,0.974,9,1,1,0,0,0
"Jordan Westburg",24,"BAL","AL",68,228,208,26,54,17,2,3,23,4,1,16,56,0.26,0.311,0.404,0.715,100,84,3,1,0,3,0,8.5,16,52,50,10,14,3,1,2,8,1,0,1,17,0.28,0.308,0.5,0.808,25,0,1,0,0,0
"Eli White",29,"ATL","NL",6,17,14,1,1,0,0,0,0,0,0,2,7,0.071,0.235,0.071,0.307,-11,1,0,1,0,0,0,7.7,17,41,32,7,11,3,0,0,2,4,0,9,9,0.344,0.488,0.438,0.925,14,0,0,0,0,0
"Joey Wiemer",24,"MIL","NL",132,410,367,48,75,19,0,13,42,11,4,36,116,0.204,0.283,0.362,0.645,75,133,4,5,0,2,0,8,17,56,51,4,10,0,0,0,2,1,1,5,15,0.196,0.268,0.196,0.464,10,1,0,0,0,0
"Alika Williams",24,"PIT","NL",46,112,101,7,20,5,0,0,6,0,0,9,35,0.198,0.27,0.248,0.518,43,25,2,1,1,0,0,7.6,20,46,41,6,7,1,0,0,2,0,0,4,12,0.171,0.261,0.195,0.456,8,1,1,0,0,0
"Luke Williams",26,"TOT","NL",11,19,19,1,1,0,0,0,0,4,0,0,7,0.053,0.053,0.053,0.105,-71,1,0,0,0,0,0,7.3,17,35,32,2,4,1,0,1,4,0,0,2,12,0.125,0.2,0.25,0.45,8,1,1,0,0,0
"Luke Williams",26,"LAD","NL",4,10,10,0,1,0,0,0,0,1,0,0,3,0.1,0.1,0.1,0.2,-45,1,0,0,0,0,0,7.3,17,35,32,2,4,1,0,1,4,0,0,2,12,0.125,0.2,0.25,0.45,8,1,1,0,0,0
"Luke Williams",26,"ATL","NL",7,9,9,1,0,0,0,0,0,3,0,0,4,0,0,0,0,-100,0,0,0,0,0,0,7.3,17,35,32,2,4,1,0,1,4,0,0,2,12,0.125,0.2,0.25,0.45,8,1,1,0,0,0
"Weston Wilson",28,"PHI","NL",8,22,16,5,5,0,0,1,2,3,1,6,5,0.313,0.5,0.5,1,175,8,0,0,0,0,0,7.9,15,37,29,6,7,2,0,1,6,0,0,4,13,0.241,0.378,0.414,0.792,12,0,3,0,1,0
"Jesse Winker",29,"MIL","NL",61,197,166,16,33,5,0,1,23,0,0,26,51,0.199,0.32,0.247,0.567,58,41,0,4,0,1,0,8.6,17,50,39,5,13,2,0,1,5,1,1,9,10,0.333,0.48,0.462,0.942,18,2,2,0,0,0
"Masyn Winn",21,"STL","NL",37,137,122,8,21,2,0,2,12,2,1,10,26,0.172,0.23,0.238,0.467,29,29,1,0,2,3,0,8,17,50,44,6,10,4,0,0,1,3,1,5,17,0.227,0.32,0.318,0.638,14,0,1,0,0,0
"Patrick Wisdom",31,"CHC","NL",97,302,268,43,55,8,1,23,46,4,2,30,111,0.205,0.289,0.5,0.789,109,134,4,2,1,1,0,7.1,6,16,16,3,6,1,0,2,6,0,0,0,5,0.375,0.375,0.813,1.188,13,0,0,0,0,0
"Brett Wisely",24,"SFG","NL",51,131,120,10,21,5,0,2,8,2,1,9,40,0.175,0.231,0.267,0.497,38,32,2,0,1,1,0,7.2,12,19,16,3,3,1,0,0,2,1,0,2,6,0.188,0.263,0.25,0.513,4,0,0,0,1,0
"Bobby Witt Jr.",23,"KCR","AL",158,694,641,97,177,28,11,30,96,49,15,40,121,0.276,0.319,0.495,0.813,117,317,11,4,1,8,1,7.5,16,53,50,8,18,2,0,4,10,1,1,2,4,0.36,0.377,0.64,1.017,32,1,0,0,1,0
"Connor Wong",27,"BOS","AL",126,403,371,55,87,25,2,9,36,8,2,22,134,0.235,0.288,0.385,0.673,80,143,4,6,3,1,0,6.8,16,44,41,7,14,6,0,2,8,0,0,2,7,0.341,0.386,0.634,1.021,26,1,1,0,0,0
"Kolten Wong",32,"TOT","MLB",87,250,224,25,41,6,0,4,27,3,2,18,53,0.183,0.256,0.263,0.519,48,59,1,5,0,3,0,7.7,12,34,30,4,6,1,1,1,4,1,1,4,3,0.2,0.294,0.4,0.694,12,0,0,0,0,0
"Kolten Wong",32,"SEA","AL",67,216,194,21,32,6,0,2,19,1,1,16,46,0.165,0.241,0.227,0.468,35,44,0,4,0,2,0,7.7,12,34,30,4,6,1,1,1,4,1,1,4,3,0.2,0.294,0.4,0.694,12,0,0,0,0,0
"Kolten Wong",32,"LAD","NL",20,34,30,4,9,0,0,2,8,2,1,2,7,0.3,0.353,0.5,0.853,128,15,1,1,0,1,0,7.7,12,34,30,4,6,1,1,1,4,1,1,4,3,0.2,0.294,0.4,0.694,12,0,0,0,0,0
"Austin Wynns",32,"TOT","NL",51,145,130,11,27,6,0,1,10,1,0,9,39,0.208,0.268,0.277,0.545,44,36,4,2,3,1,0,7.3,6,13,10,0,4,1,0,0,1,0,0,3,3,0.4,0.538,0.5,1.038,5,0,0,0,0,0
"Austin Wynns",32,"SFG","NL",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,7.3,6,13,10,0,4,1,0,0,1,0,0,3,3,0.4,0.538,0.5,1.038,5,0,0,0,0,0
"Austin Wynns",32,"LAD","NL",5,12,11,0,2,1,0,0,2,0,0,1,5,0.182,0.25,0.273,0.523,42,3,0,0,0,0,0,7.3,6,13,10,0,4,1,0,0,1,0,0,3,3,0.4,0.538,0.5,1.038,5,0,0,0,0,0
"Austin Wynns",32,"COL","NL",45,131,117,11,25,5,0,1,8,1,0,8,32,0.214,0.273,0.282,0.555,46,33,4,2,3,1,0,7.3,6,13,10,0,4,1,0,0,1,0,0,3,3,0.4,0.538,0.5,1.038,5,0,0,0,0,0
"Mike Yastrzemski",32,"SFG","NL",106,381,330,54,77,23,1,15,43,2,2,45,99,0.233,0.33,0.445,0.775,114,147,5,3,2,1,3,7.7,11,34,28,5,6,3,0,0,2,1,0,5,8,0.214,0.353,0.321,0.674,9,0,1,0,0,0
"Christian Yelich",31,"MIL","NL",144,632,550,106,153,34,1,19,76,28,3,78,140,0.278,0.37,0.447,0.818,122,246,15,3,0,1,7,7.6,11,36,33,8,10,2,1,2,6,0,0,2,8,0.303,0.333,0.606,0.939,20,1,0,0,1,0
"Juan Yepez",25,"STL","NL",28,65,60,5,11,1,0,2,2,0,1,4,20,0.183,0.246,0.3,0.546,49,18,0,1,0,0,0,7.1,18,37,34,8,13,0,0,2,9,0,0,2,1,0.382,0.405,0.559,0.964,19,1,0,0,1,0
"Masataka Yoshida",29,"BOS","AL",140,580,537,71,155,33,3,15,72,8,0,34,81,0.289,0.338,0.445,0.783,109,239,20,7,0,2,0,7.3,18,57,48,4,13,5,0,1,4,0,0,7,8,0.271,0.386,0.438,0.823,21,0,2,0,0,0
"Jacob Young",23,"WSN","NL",33,121,107,9,27,7,1,0,12,13,0,10,22,0.252,0.322,0.336,0.658,84,36,2,1,3,0,0,7.9,20,49,46,3,14,1,0,0,5,4,2,1,12,0.304,0.347,0.326,0.673,15,1,2,0,0,0
"Jared Young",27,"CHC","NL",16,47,43,8,8,0,3,2,8,2,0,3,13,0.186,0.255,0.465,0.72,90,20,1,1,0,0,0,6.8,22,45,37,2,3,1,0,0,1,1,1,6,11,0.081,0.244,0.108,0.353,4,0,2,0,0,0
"Seby Zavala",29,"TOT","MLB",73,193,175,17,30,4,0,7,18,1,0,12,70,0.171,0.23,0.314,0.545,48,55,4,2,2,2,0,8,15,40,30,6,5,2,0,1,4,0,0,7,6,0.167,0.308,0.333,0.641,10,0,0,1,2,0
"Seby Zavala",29,"CHW","AL",66,176,161,15,25,3,0,7,16,1,0,10,68,0.155,0.207,0.304,0.511,39,49,4,1,2,2,0,8,15,40,30,6,5,2,0,1,4,0,0,7,6,0.167,0.308,0.333,0.641,10,0,0,1,2,0
"Seby Zavala",29,"ARI","NL",7,17,14,2,5,1,0,0,2,0,0,2,2,0.357,0.471,0.429,0.899,151,6,0,1,0,0,0,8,15,40,30,6,5,2,0,1,4,0,0,7,6,0.167,0.308,0.333,0.641,10,0,0,1,2,0
