,name_id,country,crag,sector,name,tall_recommend_sum,grade_mean,cluster,rating_tot
294,294,aus,blue mountains,bowens creek,chimp chowder,-1,54.75,0,-0.04266795073625864
295,295,aus,blue mountains,bowens creek,cripple pitch,1,55.333333333333336,3,0.14178096873476337
296,296,aus,blue mountains,bowens creek,cupcake,0,57.5,3,-0.04521144889283872
297,297,aus,blue mountains,bowens creek,fat free,0,52.92727272727273,2,0.05262272398215621
298,298,aus,blue mountains,bowens creek,fox force five,0,50.85714285714285,2,0.09484613552714688
299,299,aus,blue mountains,bowens creek,fuel my fire,0,56.81818181818182,2,-0.04916374625510407
300,300,aus,blue mountains,bowens creek,half yearly clearanc,0,40.0,1,-0.04521144889283872
301,301,aus,blue mountains,bowens creek,hoofmeister blue,0,62.25,3,-0.10705221786113588
302,302,aus,blue mountains,bowens creek,interstella fella,0,55.0,2,-0.04247280273458388
303,303,aus,blue mountains,bowens creek,itinerate immigrants,0,51.2,2,0.06436596808805028
304,304,aus,blue mountains,bowens creek,kraut pleaser,-2,40.46153846153846,2,-0.01968312571134667
305,305,aus,blue mountains,bowens creek,lard arse,0,36.0,1,-0.04786013320634988
306,306,aus,blue mountains,bowens creek,line of credit,0,42.0,2,0.07447889720099252
307,307,aus,blue mountains,bowens creek,lloyd of the rings,-1,56.86206896551724,2,0.04107271273149519
308,308,aus,blue mountains,bowens creek,mr pink,0,42.6,2,0.01029136019165658
309,309,aus,blue mountains,bowens creek,mutton poacher,0,42.22222222222222,1,0.0796708454007695
310,310,aus,blue mountains,bowens creek,nasty when cornered,0,38.66666666666666,3,0.3478788173095888
311,311,aus,blue mountains,bowens creek,navel aviator,1,56.62857142857143,0,0.023302553619119887
312,312,aus,blue mountains,bowens creek,outer space,0,43.0,2,0.07447889720099252
313,313,aus,blue mountains,bowens creek,pretty fly,1,53.142857142857146,2,0.12833781315742102
314,314,aus,blue mountains,bowens creek,shut the gate,0,45.75,2,0.18686322761900825
315,315,aus,blue mountains,bowens creek,tea ladies from nato,0,48.25,1,-0.005314666861561643
316,316,aus,blue mountains,bowens creek,visibly aroused,0,52.66666666666666,0,0.020271909769839714
317,317,aus,blue mountains,centenial glen,acceptably cosmic,2,48.67741935483871,8,0.06313469724908721
318,318,aus,blue mountains,centenial glen,acceptably hairy,0,48.25,2,-0.04446868699521138
319,319,aus,blue mountains,centenial glen,alpha leather,0,68.16666666666667,2,-0.16520541621267992
