tourney_name,surface,result,player,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_won,second_serve_won,serve_games_won,breakPoints_saved,first_serve_in,rank,breakPoints_faced
Winston-Salem,Hard,Winner,Sebastian Korda,R,196,USA,23.1,3,68,13,0,61,32,10,8,4,39,33,4
Winston-Salem,Hard,Loser,Benjamin Bonzi,R,185,FRA,27.1,3,68,3,5,51,23,4,9,4,33,101,8
Winston-Salem,Hard,Winner,Jiri Lehecka,R,185,CZE,21.7,3,110,10,4,75,29,16,13,3,39,35,6
Winston-Salem,Hard,Winner,Dominik Koepfer,L,180,GER,29.3,3,81,6,1,54,22,18,9,3,32,78,4
Winston-Salem,Hard,Winner,Max Purcell,R,185,AUS,25.3,3,60,8,1,47,22,13,9,1,27,47,2
Winston-Salem,Hard,Winner,Tallon Griekspoor,R,188,NED,27.1,3,58,3,2,41,21,9,6,0,23,25,0
Winston-Salem,Hard,Loser,Jack Draper,L,191,GBR,21.6,3,58,4,2,42,21,8,6,0,25,118,0
Winston-Salem,Hard,Winner,Rinky Hijikata,U,NA,AUS,22.4,3,151,8,7,106,42,18,14,9,60,111,13
Winston-Salem,Hard,Winner,Michael Mmoh,R,188,USA,25.6,3,119,10,9,89,41,10,13,7,63,94,11
Winston-Salem,Hard,Winner,Juan Manuel Cerundolo,L,183,ARG,21.7,3,156,9,8,107,46,22,15,5,62,100,7
Winston-Salem,Hard,Loser,Roman Safiullin,R,185,RUS,26,3,156,7,11,110,47,22,15,12,66,61,14
Winston-Salem,Hard,Loser,Arthur Rinderknech,R,196,FRA,28,3,96,8,1,54,28,12,10,1,32,73,2
Winston-Salem,Hard,Loser,Quentin Halys,R,191,FRA,26.8,3,132,13,10,84,31,21,14,6,39,69,9
Winston-Salem,Hard,Winner,Alex Michelsen,U,NA,USA,18.9,3,138,7,3,79,40,17,14,1,48,133,2
Winston-Salem,Hard,Loser,Juan Pablo Varillas,R,185,PER,27.8,3,138,7,1,94,31,21,13,7,52,74,12
Winston-Salem,Hard,Winner,Luca Van Assche,R,NA,FRA,19.2,3,120,3,1,68,25,22,13,6,35,65,9
Winston-Salem,Hard,Winner,Daniel Elahi Galan,R,191,COL,27.1,3,90,9,0,61,28,10,10,2,39,70,4
Winston-Salem,Hard,Loser,Radu Albot,R,175,MDA,33.7,3,90,5,4,62,21,9,9,5,38,105,10
Winston-Salem,Hard,Winner,Brandon Nakashima,R,185,USA,22,3,143,7,3,95,39,19,14,2,60,72,5
Winston-Salem,Hard,Loser,Jason Kubler,R,178,AUS,30.2,3,143,7,4,93,37,15,14,6,57,86,10
Winston-Salem,Hard,Winner,Marc Andrea Huesler,L,196,SUI,27.1,3,93,7,3,63,25,21,12,2,33,87,3
Winston-Salem,Hard,Loser,Alexander Shevchenko,R,NA,KAZ,22.7,3,93,6,6,69,25,15,11,3,36,84,6
Winston-Salem,Hard,Winner,Zhizhen Zhang,R,193,CHN,26.8,3,141,3,2,85,40,20,15,1,49,67,4
Winston-Salem,Hard,Loser,Ilya Ivashka,R,193,BLR,29.4,3,141,8,8,113,58,10,15,12,80,99,16
Winston-Salem,Hard,Winner,Benjamin Bonzi,R,185,FRA,27.1,3,91,8,3,60,28,13,10,4,36,101,5
Winston-Salem,Hard,Loser,Alexandre Muller,R,183,FRA,26.5,3,91,5,2,71,28,15,10,9,43,85,12
Winston-Salem,Hard,Loser,Pavel Kotov,R,191,RUS,24.7,3,75,6,2,52,25,7,9,1,37,97,3
Winston-Salem,Hard,Winner,Dominik Koepfer,L,180,GER,29.3,3,160,10,15,109,45,23,15,8,61,78,12
Winston-Salem,Hard,Loser,Constant Lestienne,R,180,FRA,31.2,3,160,14,5,110,45,19,16,3,59,103,7
Winston-Salem,Hard,Winner,Max Purcell,R,185,AUS,25.3,3,68,5,2,42,23,10,8,1,26,47,1
Winston-Salem,Hard,Loser,Marco Cecchinato,R,185,ITA,30.8,3,68,2,3,58,21,10,9,2,32,109,6
Winston-Salem,Hard,Winner,Jack Draper,L,191,GBR,21.6,3,55,11,0,37,26,6,8,0,27,118,0
Winston-Salem,Hard,Loser,Nuno Borges,R,185,POR,26.4,3,55,0,4,41,20,2,8,1,30,79,5
Us Open,Hard,Winner,Carlos Alcaraz,R,185,ESP,20.3,5,60,4,0,33,20,6,6,2,24,1,2
Us Open,Hard,Loser,Dominik Koepfer,L,180,GER,29.3,5,60,1,2,55,22,6,7,8,36,75,11
Us Open,Hard,Winner,Lloyd Harris,R,193,RSA,26.5,5,126,26,2,94,55,17,17,2,69,177,2
Us Open,Hard,Loser,Guido Pella,L,185,ARG,33.2,5,126,7,5,92,38,28,16,2,46,203,4
Us Open,Hard,Winner,Botic Van De Zandschulp,R,188,NED,27.8,5,53,3,1,35,13,10,5,0,18,65,1
Us Open,Hard,Loser,Jordan Thompson,R,183,AUS,29.3,5,53,3,1,32,11,5,4,5,15,51,7
Us Open,Hard,Winner,Daniel Evans,R,175,GBR,33.2,5,158,5,3,92,45,21,15,2,56,28,2
Us Open,Hard,Loser,Daniel Elahi Galan,R,191,COL,27.1,5,158,12,4,101,39,21,15,4,60,71,8
Us Open,Hard,Winner,Arthur Fils,R,185,FRA,19.2,5,238,22,6,169,86,24,27,11,111,48,15
Us Open,Hard,Loser,Tallon Griekspoor,R,188,NED,27.1,5,238,13,8,155,70,29,25,6,90,24,11
Us Open,Hard,Winner,Matteo Arnaldi,R,183,ITA,22.5,5,50,7,1,29,18,4,5,0,22,61,0
Us Open,Hard,Loser,Jason Kubler,R,178,AUS,30.2,5,50,1,1,30,9,7,5,0,14,87,2
Us Open,Hard,Loser,Thanasi Kokkinakis,R,196,AUS,27.3,5,172,16,10,120,55,19,18,10,72,78,13
Us Open,Hard,Winner,Cameron Norrie,L,188,GBR,28,5,91,5,3,73,41,13,13,1,49,16,1
Us Open,Hard,Loser,Alexander Shevchenko,R,NA,KAZ,22.7,5,91,7,2,73,29,9,12,5,45,83,10
Us Open,Hard,Winner,Alexander Zverev,R,198,GER,26.3,5,129,13,4,87,50,12,15,1,58,12,2
Us Open,Hard,Loser,Aleksandar Vukic,R,188,AUS,27.3,5,129,5,5,100,42,16,15,8,61,50,12
Us Open,Hard,Winner,Daniel Altmaier,R,191,GER,24.9,5,190,12,3,130,68,15,18,11,98,53,14
Us Open,Hard,Loser,Constant Lestienne,R,180,FRA,31.2,5,190,8,7,129,47,21,19,9,73,101,18
Us Open,Hard,Winner,Andy Murray,R,190,GBR,36.2,5,178,4,3,91,40,24,15,2,52,37,3
Us Open,Hard,Loser,Corentin Moutet,L,178,FRA,24.3,5,178,5,1,107,44,15,14,20,70,72,25
Us Open,Hard,Winner,Grigor Dimitrov,R,188,BUL,32.2,5,278,20,8,184,87,41,29,5,112,19,7
Us Open,Hard,Loser,Alex Molcan,L,178,SVK,25.7,5,278,8,9,182,75,44,29,9,106,115,14
Us Open,Hard,Winner,Tomas Martin Etcheverry,R,196,ARG,24.1,5,265,8,1,171,84,26,28,8,128,34,13
Us Open,Hard,Winner,Stan Wawrinka,R,183,SUI,38.4,5,145,12,0,90,41,22,16,0,49,49,1
Us Open,Hard,Loser,Yoshihito Nishioka,L,170,JPN,27.9,5,145,2,3,107,35,27,15,7,55,44,11
Us Open,Hard,Winner,Lorenzo Sonego,R,191,ITA,28.2,5,139,5,1,82,35,20,14,1,46,39,3
Us Open,Hard,Winner,Jannik Sinner,R,188,ITA,22,5,138,5,3,74,32,20,12,4,41,6,4
Us Open,Hard,Loser,Yannick Hanfmann,R,193,GER,31.7,5,138,7,3,100,36,14,11,9,63,54,15
Us Open,Hard,Winner,Daniil Medvedev,R,198,RUS,27.5,5,74,8,3,54,31,9,10,0,36,3,0
Us Open,Hard,Winner,Christopher Oconnell,R,183,AUS,29.2,5,172,18,3,131,65,22,21,7,81,69,11
Us Open,Hard,Loser,Max Purcell,R,185,AUS,25.4,5,172,22,4,130,61,24,21,9,79,43,14
Us Open,Hard,Winner,Sebastian Baez,R,170,ARG,22.6,5,155,6,1,112,57,16,16,6,81,32,7
Us Open,Hard,Loser,Borna Coric,R,188,CRO,26.7,5,155,3,2,88,33,19,15,5,53,23,10
Us Open,Hard,Winner,Nicolas Jarry,R,198,CHI,27.8,5,215,29,4,120,61,21,19,4,78,25,6
Us Open,Hard,Loser,Luca Van Assche,R,NA,FRA,19.2,5,215,6,5,139,59,22,20,9,86,64,13
Us Open,Hard,Winner,Alex Michelsen,U,NA,USA,19,5,120,6,3,82,43,12,14,2,55,127,4
Us Open,Hard,Loser,Albert Ramos,L,188,ESP,35.6,5,120,3,1,91,40,11,15,3,64,88,9
Us Open,Hard,Winner,Yibing Wu,R,183,CHN,23.8,5,178,5,5,136,60,27,23,3,90,86,8
Us Open,Hard,Loser,Dusan Lajovic,R,180,SRB,33.1,5,178,13,3,147,64,23,22,5,89,52,10
Us Open,Hard,Winner,Alex De Minaur,R,183,AUS,24.5,5,162,7,4,106,42,26,18,2,56,13,6
Us Open,Hard,Winner,Michael Mmoh,R,188,USA,25.6,5,140,8,4,79,37,17,13,2,47,89,3
Us Open,Hard,Loser,Karen Khachanov,R,198,RUS,27.2,5,140,6,7,88,31,13,13,4,46,11,10
Us Open,Hard,Winner,John Isner,R,206,USA,38.3,5,156,11,0,83,42,25,16,0,53,157,0
Us Open,Hard,Winner,Jack Draper,L,191,GBR,21.6,5,123,9,2,75,37,19,13,3,44,123,3
Us Open,Hard,Loser,Radu Albot,R,175,MDA,33.7,5,123,1,4,89,32,18,13,6,54,102,11
Us Open,Hard,Winner,Hubert Hurkacz,R,196,POL,26.5,5,192,19,4,141,75,23,25,3,93,17,7
Us Open,Hard,Loser,Marc Andrea Huesler,L,196,SUI,27.1,5,192,11,8,147,67,23,26,7,90,97,13
Us Open,Hard,Winner,Matteo Berrettini,R,196,ITA,27.3,5,143,11,1,88,40,20,16,7,54,36,7
Us Open,Hard,Loser,Ugo Humbert,L,188,FRA,25.1,5,143,3,5,87,26,21,12,4,46,33,9
Us Open,Hard,Winner,Arthur Rinderknech,R,196,FRA,28,5,128,19,1,80,44,15,14,1,51,73,1
Us Open,Hard,Loser,Diego Schwartzman,R,170,ARG,31,5,128,0,5,82,37,11,13,7,51,114,11
Us Open,Hard,Winner,Gael Monfils,R,193,FRA,36.9,5,190,23,12,123,64,17,20,4,76,162,7
Us Open,Hard,Loser,Taro Daniel,R,191,JPN,30.5,5,190,5,12,131,43,38,21,8,61,95,13
Us Open,Hard,Winner,Andrey Rublev,R,188,RUS,25.8,5,152,5,3,98,49,19,15,3,60,8,4
Us Open,Hard,Winner,Casper Ruud,R,183,NOR,24.6,5,197,4,3,138,64,30,23,8,88,5,11
Us Open,Hard,Winner,Zhizhen Zhang,R,193,CHN,26.8,5,269,15,7,195,83,35,28,14,116,67,21
Us Open,Hard,Loser,J J Wolf,R,183,USA,24.6,5,269,16,7,167,72,31,28,15,103,45,24
Us Open,Hard,Winner,Rinky Hijikata,U,NA,AUS,22.5,5,239,5,4,143,51,34,23,8,72,110,15
Us Open,Hard,Loser,Pavel Kotov,R,191,RUS,24.7,5,239,8,6,164,59,32,22,17,95,98,26
Us Open,Hard,Winner,Marton Fucsovics,R,188,HUN,31.5,5,266,11,8,188,80,41,27,7,112,57,11
Us Open,Hard,Loser,Sebastian Korda,R,196,USA,23.1,5,266,8,7,159,67,43,29,3,90,31,6
Us Open,Hard,Winner,Adrian Mannarino,L,183,FRA,35.1,5,215,8,2,132,64,29,22,5,86,35,6
Us Open,Hard,Loser,Yosuke Watanuki,R,180,JPN,25.3,5,215,16,8,159,61,39,24,7,85,85,12
Us Open,Hard,Winner,Fabian Marozsan,R,191,HUN,23.8,5,198,15,3,161,75,27,25,9,108,92,12
Us Open,Hard,Loser,Richard Gasquet,R,185,FRA,37.1,5,198,13,5,144,62,25,25,7,90,55,16
Us Open,Hard,Winner,Sebastian Ofner,R,191,AUT,27.2,5,175,19,5,147,69,24,23,5,94,58,10
Us Open,Hard,Loser,Nuno Borges,R,185,POR,26.5,5,175,9,7,142,66,22,22,4,99,79,9
Us Open,Hard,Winner,Frances Tiafoe,R,188,USA,25.6,5,128,10,2,80,37,16,13,2,47,10,4
Us Open,Hard,Winner,Tommy Paul,R,185,USA,26.2,5,148,14,2,94,44,19,17,3,60,14,7
Us Open,Hard,Winner,Roman Safiullin,R,185,RUS,26,5,80,12,3,61,36,10,12,0,44,60,1
Us Open,Hard,Loser,Marco Cecchinato,R,185,ITA,30.9,5,80,3,6,71,19,15,12,4,38,109,11
Us Open,Hard,Winner,Juan Manuel Cerundolo,L,183,ARG,21.7,5,214,9,8,155,64,27,25,7,85,93,13
Us Open,Hard,Loser,Ilya Ivashka,R,193,BLR,29.5,5,214,10,9,145,62,21,23,9,89,103,17
Us Open,Hard,Winner,Alejandro Davidovich Fokina,R,183,ESP,24.2,5,116,1,1,88,45,16,14,9,56,21,10
Us Open,Hard,Loser,Marcos Giron,R,180,USA,30,5,116,6,4,75,27,16,14,4,42,62,9
Us Open,Hard,Winner,Dominic Thiem,R,185,AUT,29.9,5,112,8,5,81,35,19,14,2,48,81,4
Us Open,Hard,Loser,Alexander Bublik,R,196,KAZ,26.1,5,112,6,17,87,31,14,13,4,42,27,10
Us Open,Hard,Winner,Ben Shelton,L,NA,USA,20.8,5,127,13,3,93,49,15,17,0,65,47,2
Us Open,Hard,Loser,Pedro Cachin,R,185,ARG,28.3,5,127,5,7,93,38,20,17,0,57,66,4
Us Open,Hard,Winner,Aslan Karatsev,R,185,RUS,29.9,5,120,8,1,80,35,19,13,6,39,77,7
Us Open,Hard,Loser,Jiri Lehecka,R,185,CZE,21.8,5,120,7,1,83,34,11,14,8,54,29,14
Us Open,Hard,Winner,Roberto Carballes Baena,R,183,ESP,30.4,5,162,7,5,101,41,30,18,3,54,63,6
Us Open,Hard,Loser,Holger Rune,R,185,DEN,20.3,5,162,2,4,108,40,20,18,7,66,4,14
Us Open,Hard,Winner,Stefanos Tsitsipas,R,193,GRE,25,5,116,7,5,76,38,17,14,2,45,7,3
Us Open,Hard,Winner,Dominic Stricker,L,180,SUI,21,5,160,9,4,100,43,30,19,6,54,128,8
Us Open,Hard,Loser,Alexei Popyrin,R,196,AUS,24,5,160,16,4,140,58,26,18,14,89,41,18
Us Open,Hard,Winner,Benjamin Bonzi,R,185,FRA,27.2,5,171,13,5,142,68,29,21,8,90,108,9
Us Open,Hard,Loser,Quentin Halys,R,191,FRA,26.8,5,171,23,9,121,58,23,21,7,73,70,10
Us Open,Hard,Winner,Christopher Eubanks,R,201,USA,27.3,5,148,14,4,112,51,20,18,4,68,30,7
Us Open,Hard,Loser,Soon Woo Kwon,R,180,KOR,25.7,5,148,13,5,109,49,18,17,9,70,104,12
Us Open,Hard,Loser,Lorenzo Musetti,R,185,ITA,21.4,5,220,9,13,167,66,32,22,15,92,18,21
Us Open,Hard,Loser,Gregoire Barrere,R,183,FRA,29.5,5,178,3,4,127,54,28,21,5,76,59,9
Us Open,Hard,Winner,Juan Pablo Varillas,R,185,PER,27.8,5,193,15,4,141,53,31,21,7,81,74,13
Us Open,Hard,Loser,Miomir Kecmanovic,R,183,SRB,23.9,5,193,4,8,128,43,35,20,12,67,46,18
Us Open,Hard,Winner,Taylor Fritz,R,193,USA,25.8,5,80,10,0,50,23,21,11,0,23,9,0
Us Open,Hard,Winner,Mackenzie Mcdonald,R,178,USA,28.3,5,207,8,1,152,61,37,20,12,89,40,13
Us Open,Hard,Loser,Felix Auger Aliassime,R,193,CAN,23,5,207,13,11,126,57,23,20,5,76,15,8
Us Open,Hard,Winner,Borna Gojo,R,196,CRO,25.4,5,91,13,0,66,40,13,13,0,48,105,0
Us Open,Hard,Loser,Hugo Dellien,R,180,BOL,30.1,5,91,2,5,83,34,12,12,7,51,147,12
Us Open,Hard,Winner,Francisco Cerundolo,R,185,ARG,25,5,177,6,2,132,58,27,20,8,88,20,11
Us Open,Hard,Winner,Laslo Djere,R,188,SRB,28.2,5,141,9,4,91,38,24,16,0,49,38,2
Us Open,Hard,Loser,Brandon Nakashima,R,185,USA,22,5,141,3,4,100,40,17,16,0,61,68,5
Us Open,Hard,Winner,Hugo Gaston,L,173,FRA,22.9,5,113,5,1,87,26,33,15,4,38,99,6
Us Open,Hard,Winner,Bernabe Zapata Miralles,R,185,ESP,26.6,5,133,2,0,85,37,19,14,3,56,76,5
Us Open,Hard,Winner,Novak Djokovic,R,188,SRB,36.2,5,95,6,5,60,27,16,11,0,32,2,1
Us Open,Hard,Loser,Alexandre Muller,R,183,FRA,26.5,5,95,4,5,68,26,7,12,5,45,84,13
Us Open,Hard,Winner,Carlos Alcaraz,R,185,ESP,20.3,5,148,4,1,104,46,23,15,9,67,1,10
Us Open,Hard,Loser,Lloyd Harris,R,193,RSA,26.5,5,148,6,6,92,43,9,14,5,63,177,10
Us Open,Hard,Winner,Daniel Evans,R,175,GBR,33.2,5,161,5,3,93,40,26,16,4,50,28,6
Us Open,Hard,Loser,Botic Van De Zandschulp,R,188,NED,27.8,5,161,6,7,107,41,20,16,8,61,65,13
Us Open,Hard,Winner,Matteo Arnaldi,R,183,ITA,22.5,5,235,8,5,162,72,34,28,5,103,61,9
Us Open,Hard,Loser,Arthur Fils,R,185,FRA,19.2,5,235,13,6,177,84,29,28,7,110,48,11
Us Open,Hard,Winner,Cameron Norrie,L,188,GBR,28,5,148,15,6,106,48,21,16,15,70,16,18
Us Open,Hard,Winner,Alexander Zverev,R,198,GER,26.3,5,223,7,7,114,55,19,20,3,79,12,8
Us Open,Hard,Loser,Daniel Altmaier,R,191,GER,24.9,5,223,5,7,153,60,24,21,20,99,53,26
Us Open,Hard,Winner,Grigor Dimitrov,R,188,BUL,32.2,5,166,6,6,99,40,20,13,7,60,19,9
Us Open,Hard,Loser,Andy Murray,R,190,GBR,36.2,5,166,2,7,87,30,12,13,7,50,37,14
Us Open,Hard,Winner,Stan Wawrinka,R,183,SUI,38.4,5,219,17,2,137,53,39,21,7,67,49,9
Us Open,Hard,Loser,Tomas Martin Etcheverry,R,196,ARG,24.1,5,219,16,2,142,58,26,22,6,90,34,11
Us Open,Hard,Winner,Jannik Sinner,R,188,ITA,22,5,125,4,1,66,32,24,14,0,36,6,0
Us Open,Hard,Loser,Lorenzo Sonego,R,191,ITA,28.2,5,125,4,1,89,36,18,14,4,57,39,8
Us Open,Hard,Winner,Daniil Medvedev,R,198,RUS,27.5,5,184,12,10,109,48,27,19,3,59,3,5
Us Open,Hard,Loser,Christopher Oconnell,R,183,AUS,29.2,5,184,3,1,132,47,24,18,12,81,69,20
Us Open,Hard,Winner,Sebastian Baez,R,170,ARG,22.6,5,151,4,1,115,58,18,17,11,87,32,13
Us Open,Hard,Winner,Nicolas Jarry,R,198,CHI,27.8,5,167,12,1,110,55,22,19,6,74,25,9
Us Open,Hard,Loser,Alex Michelsen,U,NA,USA,19,5,167,6,1,109,47,15,18,5,81,127,11
Us Open,Hard,Winner,Alex De Minaur,R,183,AUS,24.5,5,87,2,2,61,24,22,11,1,29,13,1
Us Open,Hard,Loser,Yibing Wu,R,183,CHN,23.8,5,87,1,7,79,20,17,11,11,40,86,18
Us Open,Hard,Winner,Michael Mmoh,R,188,USA,25.6,5,237,19,5,160,91,28,26,3,115,89,5
Us Open,Hard,Loser,John Isner,R,206,USA,38.3,5,237,48,5,162,96,26,29,3,111,157,4
Us Open,Hard,Winner,Jack Draper,L,191,GBR,21.6,5,132,4,5,87,39,23,15,2,51,123,3
Us Open,Hard,Loser,Hubert Hurkacz,R,196,POL,26.5,5,132,8,0,103,39,19,15,6,58,17,11
Us Open,Hard,Winner,Arthur Rinderknech,R,196,FRA,28,5,108,7,2,64,40,5,9,1,48,73,1
Us Open,Hard,Loser,Matteo Berrettini,R,196,ITA,27.3,5,108,8,0,77,32,13,9,8,48,36,10
Us Open,Hard,Winner,Andrey Rublev,R,188,RUS,25.8,5,140,3,2,96,45,21,18,2,60,8,5
Us Open,Hard,Loser,Gael Monfils,R,193,FRA,36.9,5,140,8,13,112,39,23,17,8,55,162,14
Us Open,Hard,Winner,Zhizhen Zhang,R,193,CHN,26.8,5,199,18,3,119,58,23,22,1,78,67,5
Us Open,Hard,Loser,Casper Ruud,R,183,NOR,24.6,5,199,7,2,145,65,24,22,12,93,5,17
Us Open,Hard,Winner,Rinky Hijikata,U,NA,AUS,22.5,5,119,2,7,79,37,16,11,2,45,110,2
Us Open,Hard,Loser,Marton Fucsovics,R,188,HUN,31.5,5,119,2,5,72,24,8,11,4,40,57,11
Us Open,Hard,Winner,Adrian Mannarino,L,183,FRA,35.1,5,133,10,2,104,45,22,17,5,62,35,8
Us Open,Hard,Loser,Fabian Marozsan,R,191,HUN,23.8,5,133,10,4,110,48,14,19,7,69,92,14
Us Open,Hard,Winner,Frances Tiafoe,R,188,USA,25.6,5,92,5,1,71,35,20,13,1,40,10,1
Us Open,Hard,Loser,Sebastian Ofner,R,191,AUT,27.2,5,92,5,3,68,27,11,13,1,42,58,6
Us Open,Hard,Winner,Tommy Paul,R,185,USA,26.2,5,192,10,5,130,66,19,22,5,88,14,9
Us Open,Hard,Loser,Roman Safiullin,R,185,RUS,26,5,192,8,5,129,53,31,22,4,74,60,9
Us Open,Hard,Winner,Alejandro Davidovich Fokina,R,183,ESP,24.2,5,102,7,1,68,37,12,13,0,50,21,2
Us Open,Hard,Loser,Juan Manuel Cerundolo,L,183,ARG,21.7,5,102,1,2,87,25,15,13,3,47,93,10
Us Open,Hard,Winner,Ben Shelton,L,NA,USA,20.8,5,67,7,2,42,22,8,7,1,30,47,2
Us Open,Hard,Loser,Dominic Thiem,R,185,AUT,29.9,5,67,2,2,46,20,7,7,4,30,81,5
Us Open,Hard,Winner,Aslan Karatsev,R,185,RUS,29.9,5,204,10,14,134,59,30,21,6,75,77,9
Us Open,Hard,Loser,Roberto Carballes Baena,R,183,ESP,30.4,5,204,1,1,119,52,22,19,3,76,63,8
Us Open,Hard,Winner,Dominic Stricker,L,180,SUI,21,5,244,11,6,182,78,44,31,4,103,128,8
Us Open,Hard,Loser,Stefanos Tsitsipas,R,193,GRE,25,5,244,22,6,186,90,31,29,7,111,7,13
Us Open,Hard,Winner,Benjamin Bonzi,R,185,FRA,27.2,5,182,19,3,121,61,26,22,0,76,108,2
Us Open,Hard,Loser,Christopher Eubanks,R,201,USA,27.3,5,182,15,7,133,59,30,20,6,80,30,8
Us Open,Hard,Winner,Taylor Fritz,R,193,USA,25.8,5,101,10,3,79,37,17,12,3,45,9,3
Us Open,Hard,Loser,Juan Pablo Varillas,R,185,PER,27.8,5,101,1,2,59,21,10,11,1,34,74,7
Us Open,Hard,Winner,Borna Gojo,R,196,CRO,25.4,5,136,13,2,84,38,21,15,1,54,105,3
Us Open,Hard,Loser,Mackenzie Mcdonald,R,178,USA,28.3,5,136,5,2,93,44,10,14,12,66,40,17
Us Open,Hard,Loser,Francisco Cerundolo,R,185,ARG,25,5,247,16,10,173,75,33,25,7,114,20,12
Us Open,Hard,Winner,Laslo Djere,R,188,SRB,28.2,5,92,8,0,64,35,14,12,4,42,38,5
Us Open,Hard,Loser,Hugo Gaston,L,173,FRA,22.9,5,92,1,4,84,27,13,12,11,49,99,18
Us Open,Hard,Winner,Novak Djokovic,R,188,SRB,36.2,5,120,5,0,72,32,22,12,6,42,2,6
Us Open,Hard,Loser,Bernabe Zapata Miralles,R,185,ESP,26.6,5,120,2,2,80,31,10,12,5,55,76,11
Us Open,Hard,Winner,Carlos Alcaraz,R,185,ESP,20.3,5,191,6,4,106,44,32,18,5,60,1,7
Us Open,Hard,Loser,Daniel Evans,R,175,GBR,33.2,5,191,8,5,132,53,23,18,11,77,28,17
Us Open,Hard,Winner,Matteo Arnaldi,R,183,ITA,22.5,5,117,5,1,92,41,20,14,4,60,61,5
Us Open,Hard,Loser,Cameron Norrie,L,188,GBR,28,5,117,3,3,77,31,11,14,1,52,16,6
Us Open,Hard,Winner,Alexander Zverev,R,198,GER,26.3,5,222,15,1,122,60,26,19,3,85,12,5
Us Open,Hard,Loser,Grigor Dimitrov,R,188,BUL,32.2,5,222,7,7,134,47,33,21,9,78,19,16
Us Open,Hard,Winner,Jannik Sinner,R,188,ITA,22,5,178,12,5,124,53,23,18,9,73,6,12
Us Open,Hard,Loser,Stan Wawrinka,R,183,SUI,38.4,5,178,8,4,107,32,29,17,8,53,49,13
Us Open,Hard,Winner,Daniil Medvedev,R,198,RUS,27.5,5,160,12,7,120,53,19,15,10,74,3,12
Us Open,Hard,Loser,Sebastian Baez,R,170,ARG,22.6,5,160,0,3,86,32,11,14,3,57,32,9
Us Open,Hard,Winner,Alex De Minaur,R,183,AUS,24.5,5,105,2,4,69,29,22,12,1,34,13,1
Us Open,Hard,Loser,Nicolas Jarry,R,198,CHI,27.8,5,105,4,3,71,28,8,12,3,44,25,9
Us Open,Hard,Winner,Jack Draper,L,191,GBR,21.6,5,184,13,5,111,55,20,18,4,64,123,6
Us Open,Hard,Loser,Michael Mmoh,R,188,USA,25.6,5,184,10,7,115,56,13,18,4,73,89,9
Us Open,Hard,Winner,Andrey Rublev,R,188,RUS,25.8,5,154,10,4,103,43,29,18,3,54,8,5
Us Open,Hard,Loser,Arthur Rinderknech,R,196,FRA,28,5,154,16,5,120,55,16,19,5,80,73,11
Us Open,Hard,Winner,Rinky Hijikata,U,NA,AUS,22.5,5,190,13,5,120,50,23,19,4,70,110,8
Us Open,Hard,Loser,Zhizhen Zhang,R,193,CHN,26.8,5,190,10,3,133,48,24,18,12,78,67,19
Us Open,Hard,Winner,Frances Tiafoe,R,188,USA,25.6,5,175,15,1,116,52,29,21,1,62,10,4
Us Open,Hard,Loser,Adrian Mannarino,L,183,FRA,35.1,5,175,12,2,129,51,24,19,10,81,35,15
Us Open,Hard,Winner,Tommy Paul,R,185,USA,26.2,5,139,15,3,110,51,20,16,5,63,14,6
Us Open,Hard,Loser,Alejandro Davidovich Fokina,R,183,ESP,24.2,5,139,3,6,88,32,15,15,2,54,21,8
Us Open,Hard,Winner,Ben Shelton,L,NA,USA,20.8,5,138,26,4,85,49,15,16,1,57,47,2
Us Open,Hard,Loser,Aslan Karatsev,R,185,RUS,29.9,5,138,2,15,106,41,22,17,4,55,77,10
Us Open,Hard,Winner,Dominic Stricker,L,180,SUI,21,5,207,14,3,161,57,38,24,8,82,128,15
Us Open,Hard,Loser,Benjamin Bonzi,R,185,FRA,27.2,5,207,10,4,142,53,34,26,2,76,108,9
Us Open,Hard,Winner,Taylor Fritz,R,193,USA,25.8,5,90,10,1,58,30,15,11,0,33,9,0
Us Open,Hard,Winner,Borna Gojo,R,196,CRO,25.4,5,126,12,0,68,48,9,14,0,53,105,0
Us Open,Hard,Winner,Novak Djokovic,R,188,SRB,36.2,5,225,12,4,127,64,24,22,8,83,2,11
Us Open,Hard,Loser,Laslo Djere,R,188,SRB,28.2,5,225,8,2,143,66,18,21,7,100,38,14
Us Open,Hard,Winner,Carlos Alcaraz,R,185,ESP,20.3,5,117,2,3,74,38,15,14,0,49,1,1
Us Open,Hard,Loser,Matteo Arnaldi,R,183,ITA,22.5,5,117,4,3,90,37,14,14,7,57,61,12
Us Open,Hard,Winner,Alexander Zverev,R,198,GER,26.3,5,281,16,6,162,79,24,23,8,113,12,12
Us Open,Hard,Loser,Jannik Sinner,R,188,ITA,22,5,281,12,7,160,59,37,23,8,86,6,14
Us Open,Hard,Winner,Daniil Medvedev,R,198,RUS,27.5,5,160,11,6,104,54,15,17,4,67,3,6
Us Open,Hard,Loser,Alex De Minaur,R,183,AUS,24.5,5,160,1,2,95,36,20,16,5,52,13,10
Us Open,Hard,Winner,Andrey Rublev,R,188,RUS,25.8,5,165,14,2,95,53,21,19,2,63,8,4
