Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
Matilda Pro,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Matias Lee,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Martha Plaehn,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Mark Chow,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Makena Johnson,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Maggie Walsh,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Maeve Magura Comey,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Madeline Fealy,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Maddy Grassy,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Lyle Hahn,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Luke Surovec,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Luke Howey,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Luke Goeddeke,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Luke Gochis,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Lucy Wylie,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Lucius Christie,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Lucas Henry,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Luca Stuccio,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Loren Griffin,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Lily Terpstra,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Lily Snyder,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Lily Matthews-Needelman,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Lillian Nelson,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Lili Gudgel,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Liam Gilpin,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Liam Atkins,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Leonardo Tapia,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Leo Cogan-Drew,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Lemi Henderson,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Lauren Moore,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Laura Brodkey,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Kylee Sipkema,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Kyle Incollingo,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Kyla Christie,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Kofi Reeves-Miller,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
kirah Clay,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Kira Romberg,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Killian Reilly,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Kika Larrick,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Kezha Neale-Sacks,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Kenji Her,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Kemble Rains,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Kelvin Lei,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Keller Fraley,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Keira Lanegraff,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Keagan Gustin,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Kayla Harrison,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Kathryn Lawrence,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Katelyn Osborne,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Kate Philson,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Karthik Subbiah,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Kallie Hansel-Tennes,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Kaia Emery,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Kaeden Ireland,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Justine Martinez,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Julius Clyburn,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Julian Walston,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Jovan Strange,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Joseph Thachet,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Jonathan Blake,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Jonah Feinstein,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Jonah Carrero,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Johnny Russell,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
John Rickel,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
John Liaz,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
John Drury,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Jillian Fischer,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Jessie Lew,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Jeremy Kaufman,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Jasper Priest,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Jason Gutstadt,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Janey Hyde,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
James Texter,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Jake Schmidt,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Jake Magner,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Jaine Paradis,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Jae Lee,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Jacob Leichter Wilson,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Jacob Green,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Jack Weinberg,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Jack Walters-Medaris,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Jack Waitz,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Jack Stephenson,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Jack Sheehan,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Jack Hartingh,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Issandro Trenard,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Isaac Degenholtz,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Ilah Mittelstaedt,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Ila Charendoff,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Huy Nguyen,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Hugh Finnigan,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Henry Nieckarz,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Henry Geffert,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Helena Hess,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Helen Sweeney,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Hayden Naylor,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Gwen Murray,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Griffin Gee,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Griffin Campion,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Grant Goodale,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Gracie Bender,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Grace Valentine,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
George Lefkowicz,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Gavin May,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Garrett Bush,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Gage Cowan,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Gabby Wang,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Frederick Huang,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Fletcher Hayden,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Finn Sheehy,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Felix Feiger,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Feliks Ciesielski,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Evie Angevine,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Evan Ellis,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Ethan Burgess,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Eric Zhou,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Eno Little,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Ennio Ciambella,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Emmet Payette,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Emma Murray,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Elspeth Howland,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Else Gerber,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Elsa Hoff,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Elliot Ylagan,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Ella Lietzau,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Ella Boodell,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Elise Francis,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Eliot Duncan,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Elijah Danley,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Elias Gradinger,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Eliana Joftus,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Eli Donohue,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Eli Beech-Brown,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Eleni Kauffman,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Elena Kamas,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Eden Bogale,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Ed Dowling,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Drew Wentworth,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Dexter Pakula,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Devan Hernandez,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Declan Murphy,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
David Stamp,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
David Bix,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Daniel Williams,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Daniel Marlin,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Daniel Kim,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Daniel Corbo,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Daniel Brown,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Daniel Bauman,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Courtney Lawson,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Corey Sweet,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Copelan Brown,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Colman Bashore,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Collin Colegate,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Clay Haddock,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Clara Bass,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Claire Mollen,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Cianna Burr,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Christopher O'Mara,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Christopher Elvin,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Christian Johnson,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Chris Youngblood,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Charlotte Moynihan,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Charlie Leightheiser,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Charlie LaPorte,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Charlie Huang,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Charles Gluck,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Celia Flory,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Catrina Sada,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Catherine Huang,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Carolina Weiss,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Carmen Morris,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Carly Smithmier,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Camilo Tamayo-Rousseau,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Cameron White,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Cameron Taleghani,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Callahan Phinney,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Calla Grafton-Freeze,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Cale Ellingson,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Calder Lange,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Cady Carr,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Bryan Dole,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Brianna Johnson,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Brendan Banfield,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Bradley Kerr,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Beorn Morrow-Caron,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Benson Cady,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Benjamin Scott-Lewis,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Benjamin Perry,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Benjamin Parsons,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Benjamin Goldstein,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Ben Lodahl,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Beckett Schafer,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Bailey Prochaska,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Avani Marmer,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Ava Day,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Austin Ngan,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Audrey Schneider,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Antonia Thommes,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Anthony Frattaroli,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Anish Shrestha,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Andy Wang,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Andrew Kim,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Andrew Fan,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Andrew Carmody,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Amiya Johnson,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Amir Jeudy,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
amelia Whitacre,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Alyssa Alvarez,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Alexia Swiglo,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Alexander Ertel,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Alex Tsvetkov,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Alec Minnicks,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Alden Harcourt,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Aidan Slovinski,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Adrian Lin,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Aditya Vunnum,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Adam Rothman,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Adam Ricci,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Adam Cummings,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Acacia Hahn,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Abraham Lovich,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Abigail Montopoli,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Abigail Clark,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Siddharth Yende,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Andy Burris,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Walt Johnson,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Rachel Yao,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Rachel Lit,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Piper Fleming,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Nora Knudsen,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Marley Sussman,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Eugenia Chow,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Alex Hecht,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Zoe Lang,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Wyatt Johnson,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
William Hassell,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Watkins Parker,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Victoria Green,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Tova Gordon,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Tomomi Perry,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Sathvik Avulapati,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Sassan Fahim,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Sarah Skinner,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Samuel Winkler,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Samuel Rysko,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Ryan Fontanez,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Rita Narbonne,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Raffael Venterea,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
rachel Vanpelt,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Quinn Sumerlin,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Phoenix Adams,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Philomena Shuffelton-Sobe,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Owen Thoms,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Nora de Rege,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Nika Rockafeller,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Nicolas Moreira,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Nico Darringer,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Molly Horstman Olson,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Mitch Whisner,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Minh-Huy Le,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
