Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
Kaia O’Neill,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Josefina O'Toole,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Jorre Dahl,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Jedidiah Pratt,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Jacob Markus,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Jack Davis,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Isaac Trommer,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Geir Hartl,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Fin Fuhrmann,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Evan Medrow,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Evan Kandell,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Emily Dalley,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Emi Moreno,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Constanza Capriles,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Colby Bong,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Chanel van Ginkel,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Brooke Chomko,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Bria Stocker,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Brenden Gasper,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Breanna Campbell,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Bradley Fleming,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Bobby Eleveld,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Austin King,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Andie Madsen,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Carson Crouch,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Aylen Learned,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Abigail Stevens,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Zoe McDaniel,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Zane Ross,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Teddy Schwartz,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Sarah Zhang,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Sabine Blumenthal,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Ryan Ward,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Rebecca Hazen,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Owen Alvord,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Noah Krumme,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Noah Edmonds-Estes,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Nicholas Cao,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Miles Goldman,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
May Courtney,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Max Massey,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Marco Willen,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Marco Muralles,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Luke Updike,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Laura Boyd,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Kjellen MacBain,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Kali Bate,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Kai LaMothe,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Josh Stanton,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Jenalyn Ng,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
James Euston,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Jake Schwartz,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Jack McCleary,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Ivan Khoo,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Henry Currie,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Hayden Fahnhorst,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Hannah Hackenmueller,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Graham Gordon,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Genesis Meadows,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Evelyn Leduc,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Elliot Green,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Danny Shope,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Collin Pearson,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Charles Forster,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Caroline Lukasick,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Camryn Hines,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Bodhi Harmony,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Audrey Deligan,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Anna Eifert,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Andrew Yeh,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Andrew Purcell,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Ami Endo,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Allen MacMillan,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Aidan Stark-Chessa,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Aidan Byrne,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Adriel Portillo,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Sam Kilgore,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Oliver Faase,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Lena Nyblade,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Grace Mattox,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Wyatt Crow,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
William Cox,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
True Hanson,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Tova Benson,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Tobias Paperno,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Theo Gobeil,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Terron Ross,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Samuel Teppo,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Samuel Laur,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Sam Jordan,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Ryan Reinhart,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Rebecca Zhang,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Rachel Katzovitz,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Prunella Crombie Presberg,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Philippa Steinberg,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Parissa Teli,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Noel Sierra,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Nima Lhamo,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Nico Christakos,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Mikah Keetch,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Maya Beck-Kjer,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Max Zeltsar,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Mathis Turgeon-Roy,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Maisie Prendergast,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Madrona Maling,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Madeline Trilling,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Madeline Scott,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Luke Cranor,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Leo Xiao,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Leo Sarandos,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Leo Jordan,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Kyle Riley,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
KayAnna Williams,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Kai Hoadley,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Joshua Kolby,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Jose Dasilva,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
John Williams,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
John Helgeson,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Jeremy Sanders,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Jemia Johnson,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Jake Lyons,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Jacob Tindall,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Jacob Croskey,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Jack Rice,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Jack DiCola,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Isaac Fenster,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Gretchen Berndt,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Grace Milhaupt,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Ethan Zhang,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Eric Johnson,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Elsa Lindenmeyr,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Ellie Crema,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Cindy Yang,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Char Batchelor,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Carter Rathur,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Benji Feidler,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Benjamin Deppen,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Avery Smith,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Ariel Felcan,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Annie McGarry,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Ananya Shaligram,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Amelicha Trinidad Gonzalez,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Alexandra Flory,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Aidan DeLorenzo,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Zachary Kaufman,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Noah Urrutia,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Cameron Curney,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Zoe Luke,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
William Beyreis,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
William Anderson,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Thais Thomas,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Tejas Sivarajakumar,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Sylvie Shaya,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Susannah Cornell,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Soren Severens,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Sophie Carpenter,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Sophie Addison,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Simon Korotzer-Mariani,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Shane Keeton,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Serena Goldstone,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Saxon Egge,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Sarah Trouwborst,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Samuel Redinbo,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Sam Hussey,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Ruby Kauffman-Rosengarten,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Richard Dragicevich,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Riah Burrows,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Presley Smith,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Peter Free,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Pah Na,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Owen Haddad,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Oliver Sumners,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Natalia Maahs,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Mayana Ford,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
May Kinnamon,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Max Goetz,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Matti Lee,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Mackenzie Bunnell,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Luke Forrester,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Luke Duan,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Leo Dungan-Seaver,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Leah Hall,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Kiva Zimmerman,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Katie Anderson,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Juraj Hurny,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
John Cordier,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Jasper Brown,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
James Pekel,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Ian Hill,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Henry Weismann,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Hana Elawady,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Haley Hemeon,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Gina Fiore,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Georgia Van der Linden,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Gaby Dominguez,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Eve Mullen,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Eric Harnisher,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Emmett Warner,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Emma Doty,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Emerson Jenen,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Clay Rosselot,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Clay Rasmussen,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Bryelle Wong,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Benjamin Eichner,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Benjamin Canty,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Bella Kim-LaTona,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Beckett Sessums,Team Games,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,6
Anthony Longo,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Annabella Wardle,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Annabel Ewing,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Andrew Schultz,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Alexander Tayyeb,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Alex Gran,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Aidan Williams,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Aidan Tow,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Wyatt Colburn,Team Games,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,7
Omar Semrin,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Leyla Williams,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Joseph Michaud,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Jolene Lee,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Devy Weir,Team Games,Division 1,Division 1 Women,Stanford Superfly,Stanford Superfly,Women,7
Daniel Estrin,Team Games,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,7
Will Christian,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Toby Graf,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Taylor Hanson,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Tatum Jenkins,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Surafel Sharpe,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Sophia Dellapenta,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Sonai Donnell,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Scarlett Deveno,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Savina Dock,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Sam Elliott,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Sadie Schmitz,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Ruby Warner,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Ruby Gholston,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
ruby Bond,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Roberto Lombana,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Riley Bong,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Reegan Ketzenberger,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Rachel Eder,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Quinn Lander,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Peter Helgeson,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Paul Liang,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Parker Steele,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Paige Robinson,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Owen Doherty,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Owen Cloutier,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Noah Schwalb,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Nick Amano,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Nicholas Lutz,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Nathaniel Hodges,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Nadav Berkman,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Molly Kaplan,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Michelle Tzou,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Michael Coyne,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Micah Tatro,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Micah Davis,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Megan Mathieu,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Megan Blommel,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Maya Flynn,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Maxwell Olesen,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Matthew Davidorf,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Marley Standard,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Madison Lodico,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
