tourney_name,surface,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
Roland Garros,Clay,Karolina Muchova,R,178,CZE,26.7,Maria Sakkari,R,172,GRE,27.8,7-6(5) 7-5,3,127,0,1,76,49,32,17,12,4,7,2,5,83,42,22,26,12,6,10,43,8
Roland Garros,Clay,Nadia Podoroska,R,170,ARG,26.2,Jessika Ponchet,R,NA,FRA,26.6,6-0 6-2,3,62,2,1,42,23,18,12,7,2,2,2,0,43,24,12,5,7,2,7,103,123
Roland Garros,Clay,Sara Errani,R,164,ITA,36,Jil Teichmann,L,170,SUI,25.8,3-6 6-4 6-2,3,139,0,2,84,61,39,8,13,6,10,3,7,100,51,30,24,14,6,12,73,77
Roland Garros,Clay,Irina Camelia Begu,R,181,ROU,32.7,Anna Bondar,R,NA,HUN,26,6-4 6-2,3,100,3,4,62,42,30,8,9,9,11,2,3,67,36,21,11,9,6,11,27,104
Roland Garros,Clay,Leylah Fernandez,L,168,CAN,20.7,Magda Linette,R,171,POL,31.2,6-3 1-6 6-3,3,132,2,9,86,48,33,20,13,3,6,5,6,87,45,32,19,12,10,13,49,21
Roland Garros,Clay,Clara Tauson,R,182,DEN,20.4,Aliaksandra Sasnovich,R,174,BLR,29.1,6-2 6-0,3,69,2,2,47,32,20,10,7,3,4,1,4,50,29,14,5,7,5,11,127,51
Roland Garros,Clay,Leolia Jeanjean,R,NA,FRA,27.7,Kimberly Birrell,R,170,AUS,25,6-4 6-7(6) 6-3,3,191,2,6,112,67,37,21,16,6,13,2,10,112,64,34,16,15,11,20,124,110
Roland Garros,Clay,Elina Avanesyan,R,NA,RUS,20.6,Belinda Bencic,R,175,SUI,26.2,6-3 2-6 6-4,3,139,2,6,87,53,33,14,14,7,13,0,7,87,51,32,13,13,8,14,134,12
Roland Garros,Clay,Liudmila Samsonova,R,180,RUS,24.5,Katie Volynets,R,NA,USA,21.4,6-0 6-1,3,68,3,2,43,23,18,13,7,4,4,0,3,42,20,9,8,6,4,9,15,92
Roland Garros,Clay,Anastasia Pavlyuchenkova,R,177,RUS,31.9,Linda Fruhvirtova,R,NA,CZE,18,6-2 6-2,3,71,0,1,42,29,23,5,8,0,2,1,11,48,27,15,5,8,5,11,333,59
Roland Garros,Clay,Mayar Sherif,R,180,EGY,27,Madison Brengle,R,168,USA,33.1,6-3 6-1,3,66,0,2,47,33,24,9,8,1,2,1,3,50,36,16,7,8,3,8,54,95
Roland Garros,Clay,Anastasia Potapova,R,175,RUS,22.1,Taylor Townsend,L,170,USA,27.1,6-1 6-2,3,71,2,5,54,32,26,10,7,5,5,0,2,59,39,19,9,8,4,9,25,109
Roland Garros,Clay,Elise Mertens,R,179,BEL,27.5,Viktoria Hruncakova,R,NA,SVK,25,6-1 6-4,3,91,6,11,54,25,20,8,8,7,11,1,8,65,34,18,7,9,5,13,28,136
Roland Garros,Clay,Camila Osorio,R,162,COL,21.4,Ana Bogdan,R,171,ROU,30.5,3-6 6-3 7-5,3,129,1,4,91,72,41,10,15,4,10,3,2,84,45,28,18,15,7,14,86,63
Roland Garros,Clay,Camila Giorgi,R,168,ITA,31.4,Alize Cornet,R,173,FRA,33.3,6-3 6-4,3,103,0,7,50,23,12,15,9,2,6,0,6,77,45,23,10,10,8,15,37,62
Roland Garros,Clay,Jessica Pegula,R,170,USA,29.2,Danielle Collins,R,178,USA,29.4,6-4 6-2,3,83,0,3,54,32,25,6,9,3,6,3,5,63,40,22,5,9,4,10,3,46
Roland Garros,Clay,Caroline Garcia,R,177,FRA,29.6,Xiyu Wang,L,NA,CHN,22.1,7-6(4) 4-6 6-4,3,158,6,6,99,56,41,28,16,2,4,5,9,119,81,54,21,16,5,7,5,64
Roland Garros,Clay,Anna Blinkova,R,179,RUS,24.7,Ysaline Bonaventure,L,178,BEL,28.7,6-2 6-0,3,56,2,1,42,22,19,12,7,0,0,0,5,51,32,17,5,7,1,6,56,84
Roland Garros,Clay,Storm Hunter,L,166,AUS,28.7,Nuria Parrizas Diaz,R,167,ESP,31.8,4-6 6-2 6-4,3,129,1,1,92,63,39,16,14,7,11,1,4,90,59,38,9,14,9,15,204,94
Roland Garros,Clay,Elina Svitolina,R,174,UKR,28.7,Martina Trevisan,L,160,ITA,29.5,6-2 6-2,3,71,2,0,49,35,26,9,8,0,0,0,4,45,27,17,6,8,2,6,192,24
Roland Garros,Clay,Jelena Ostapenko,R,177,LAT,25.9,Tereza Martincova,R,178,CZE,28.5,6-3 7-5,3,104,2,2,78,40,25,18,11,2,6,1,4,80,56,29,10,10,10,16,17,93
Roland Garros,Clay,Peyton Stearns,R,NA,USA,21.6,Katerina Siniakova,R,174,CZE,27,7-6(7) 6-2,3,100,0,2,69,51,28,11,10,3,8,2,11,69,41,24,6,10,3,10,69,48
Roland Garros,Clay,Marketa Vondrousova,L,173,CZE,23.9,Alycia Parks,R,185,USA,22.4,6-4 6-0,3,71,1,4,45,25,20,12,8,3,4,2,10,58,32,18,7,8,6,11,60,45
Roland Garros,Clay,Daria Kasatkina,R,170,RUS,26,Jule Niemeier,R,178,GER,23.7,6-3 6-4,3,94,0,9,59,39,24,5,9,3,8,0,5,62,37,19,4,10,4,12,9,76
Roland Garros,Clay,Sloane Stephens,R,170,USA,30.1,Karolina Pliskova,R,184,CZE,31.1,6-0 6-4,3,85,0,0,61,40,29,9,8,3,4,0,6,54,36,21,4,8,3,8,30,16
Roland Garros,Clay,Varvara Gracheva,R,NA,FRA,22.8,Dalma Galfi,U,NA,HUN,24.7,6-4 2-6 6-1,3,117,1,4,96,56,37,21,13,5,8,3,4,77,49,30,12,12,2,6,41,98
Roland Garros,Clay,Yulia Putintseva,R,163,KAZ,28.3,Maryna Zanevska,R,175,BEL,29.7,7-5 7-6(3),3,137,0,2,86,63,40,8,12,7,11,3,5,97,54,31,19,12,11,16,58,89
Roland Garros,Clay,Qinwen Zheng,R,NA,CHN,20.6,Tamara Zidansek,R,168,SLO,25.4,6-3 6-1,3,75,5,7,53,23,17,13,8,0,2,0,3,53,35,15,6,8,5,11,19,112
Roland Garros,Clay,Magdalena Frech,R,171,POL,25.4,Shuai Zhang,R,177,CHN,34.3,6-1 6-1,3,48,2,0,39,26,17,11,7,0,1,0,7,35,18,7,4,7,0,6,88,31
Roland Garros,Clay,Kamilla Rakhimova,R,NA,RUS,21.7,Sara Bejlek,L,NA,CZE,17.3,6-0 6-3,3,58,2,3,46,31,20,6,8,1,3,0,4,36,25,9,3,7,3,9,82,182
Roland Garros,Clay,Iryna Shymanovich,R,NA,BLR,25.9,Panna Udvardy,R,170,HUN,24.6,6-7(6) 6-3 6-1,3,136,0,0,93,58,26,20,14,1,8,0,4,93,57,27,11,14,6,17,214,97
Roland Garros,Clay,Aryna Sabalenka,R,182,BLR,25,Marta Kostyuk,R,175,UKR,20.9,6-3 6-2,3,71,1,3,57,41,29,9,9,4,5,0,4,51,31,19,7,8,5,9,2,39
Roland Garros,Clay,Iga Swiatek,R,176,POL,21.9,Claire Liu,R,170,USA,23,6-4 6-0,3,90,1,2,58,32,21,13,8,8,10,0,0,49,27,12,7,8,2,8,1,102
Roland Garros,Clay,Xin Yu Wang,R,182,CHN,21.6,Rebecca Peterson,R,173,SWE,27.8,7-6(5) 6-2,3,128,2,3,78,40,20,15,10,7,13,0,9,96,54,25,14,10,13,21,80,87
Roland Garros,Clay,Bianca Andreescu,R,170,CAN,22.9,Emma Navarro,R,NA,USA,22,6-1 6-4,3,69,1,1,42,30,23,7,8,1,2,2,3,58,30,15,14,9,3,8,42,75
Roland Garros,Clay,Lesia Tsurenko,R,174,UKR,33.9,Lauren Davis,R,157,USA,29.6,6-3 1-0 RET,3,66,0,1,38,28,15,3,5,2,5,2,0,42,29,9,6,5,5,10,66,52
Roland Garros,Clay,Anna Karolina Schmiedlova,R,176,SVK,28.7,Aliona Bolsova,R,172,MDA,25.5,6-3 6-4,3,104,1,3,72,48,28,13,10,9,12,1,3,64,47,25,5,9,5,10,100,131
Roland Garros,Clay,Kayla Day,L,173,USA,23.6,Madison Keys,R,178,USA,28.2,6-2 4-6 6-4,3,146,2,3,102,60,38,15,14,10,17,4,1,96,53,23,19,14,7,16,138,20
Roland Garros,Clay,Mirra Andreeva,U,NA,RUS,16,Diane Parry,R,170,FRA,20.7,6-1 6-2,3,77,0,0,43,25,17,12,8,0,1,0,4,60,33,17,9,7,9,14,143,79
Roland Garros,Clay,Coco Gauff,R,175,USA,19.2,Julia Grabher,R,170,AUT,26.9,6-2 6-3,3,68,1,4,59,35,23,10,9,2,5,1,6,47,30,14,3,8,4,10,6,61
Roland Garros,Clay,Elena Rybakina,R,184,KAZ,23.9,Linda Noskova,R,NA,CZE,18.5,6-3 6-3,3,87,5,3,61,33,26,16,9,4,4,2,6,81,43,28,17,9,7,10,4,50
Roland Garros,Clay,Sara Sorribes Tormo,R,176,ESP,26.6,Petra Martic,R,181,CRO,32.3,6-4 6-1,3,89,1,4,60,43,25,4,8,7,11,0,1,51,26,11,5,9,2,10,132,38
Roland Garros,Clay,Ekaterina Alexandrova,R,175,RUS,28.5,Anna Lena Friedsam,R,NA,GER,29.3,6-2 6-0,3,62,0,3,46,20,14,14,7,3,4,0,3,44,25,11,5,7,3,9,23,91
Roland Garros,Clay,Beatriz Haddad Maia,L,185,BRA,26.9,Diana Shnaider,L,NA,RUS,19.1,6-2 5-7 6-4,3,164,1,2,87,59,40,12,15,2,7,1,9,117,77,47,14,15,11,18,14,108
Roland Garros,Clay,Elisabetta Cocciaretto,R,NA,ITA,22.3,Simona Waltert,R,NA,SUI,22.4,6-2 6-3,3,90,1,0,58,41,23,10,8,6,8,1,6,55,37,17,8,9,0,6,44,128
Roland Garros,Clay,Bernarda Pera,L,175,USA,28.4,Donna Vekic,R,179,CRO,26.9,3-6 6-4 6-3,3,133,3,7,89,54,28,18,14,5,12,5,8,92,47,28,17,14,12,20,36,22
Roland Garros,Clay,Olga Danilovic,L,NA,SRB,22.3,Jasmine Paolini,R,160,ITA,27.3,6-2 7-5,3,95,4,2,70,45,29,12,10,9,12,0,4,66,42,22,8,10,5,11,105,53
Roland Garros,Clay,Ons Jabeur,R,167,TUN,28.7,Oceane Dodin,R,NA,FRA,26.5,6-2 6-3,3,71,6,7,58,27,21,15,9,1,3,1,5,58,33,18,9,8,7,12,7,122
Roland Garros,Clay,Karolina Muchova,R,178,CZE,26.7,Nadia Podoroska,R,170,ARG,26.2,6-3 0-6 6-3,3,117,3,2,59,38,23,12,13,0,4,1,7,87,58,36,11,11,5,9,43,103
Roland Garros,Clay,Irina Camelia Begu,R,181,ROU,32.7,Sara Errani,R,164,ITA,36,6-3 6-0,3,72,1,7,41,23,18,6,7,0,2,0,2,48,35,11,5,8,1,8,27,73
Roland Garros,Clay,Clara Tauson,R,182,DEN,20.4,Leylah Fernandez,L,168,CAN,20.7,6-3 5-7 6-4,3,148,3,6,100,58,41,18,16,3,7,5,6,99,72,47,9,15,6,11,127,49
Roland Garros,Clay,Elina Avanesyan,R,NA,RUS,20.6,Leolia Jeanjean,R,NA,FRA,27.7,6-0 7-5,3,74,1,1,32,22,17,6,6,0,1,0,1,35,18,9,5,5,3,6,134,124
Roland Garros,Clay,Anastasia Pavlyuchenkova,R,177,RUS,31.9,Liudmila Samsonova,R,180,RUS,24.5,4-6 7-5 7-5,3,187,3,7,110,65,42,21,17,10,16,9,13,116,53,39,23,17,12,19,333,15
Roland Garros,Clay,Anastasia Potapova,R,175,RUS,22.1,Mayar Sherif,R,180,EGY,27,3-6 6-4 6-1,3,134,2,5,103,58,37,22,13,15,19,0,1,80,55,32,10,13,8,14,25,54
Roland Garros,Clay,Elise Mertens,R,179,BEL,27.5,Camila Osorio,R,162,COL,21.4,6-3 7-6(3),3,124,2,6,83,39,24,20,10,9,14,0,8,64,38,20,8,11,5,12,28,86
Roland Garros,Clay,Jessica Pegula,R,170,USA,29.2,Camila Giorgi,R,168,ITA,31.4,6-2 0-0 RET,3,38,2,1,22,12,11,5,4,0,0,0,3,25,11,7,6,4,3,5,3,37
Roland Garros,Clay,Anna Blinkova,R,179,RUS,24.7,Caroline Garcia,R,177,FRA,29.6,4-6 6-3 7-5,3,171,5,8,143,96,62,20,16,14,18,4,7,97,50,33,23,15,5,10,56,5
Roland Garros,Clay,Elina Svitolina,R,174,UKR,28.7,Storm Hunter,L,166,AUS,28.7,2-6 6-3 6-1,3,109,7,3,71,44,24,15,12,7,12,0,4,95,58,29,15,12,9,16,192,204
Roland Garros,Clay,Peyton Stearns,R,NA,USA,21.6,Jelena Ostapenko,R,177,LAT,25.9,6-3 1-6 6-2,3,103,1,3,79,62,36,10,12,6,10,3,4,85,56,34,10,12,6,11,69,17
Roland Garros,Clay,Daria Kasatkina,R,170,RUS,26,Marketa Vondrousova,L,173,CZE,23.9,6-3 6-4,3,103,0,2,87,75,45,5,10,10,12,0,2,70,43,23,12,9,7,11,9,60
Roland Garros,Clay,Sloane Stephens,R,170,USA,30.1,Varvara Gracheva,R,NA,FRA,22.8,6-2 6-1,3,74,0,0,48,39,28,5,7,3,3,0,2,59,41,18,9,8,6,11,30,41
Roland Garros,Clay,Yulia Putintseva,R,163,KAZ,28.3,Qinwen Zheng,R,NA,CHN,20.6,6-3 4-6 6-2,3,146,1,1,83,64,41,8,14,6,11,2,4,87,39,25,19,13,6,13,58,19
Roland Garros,Clay,Kamilla Rakhimova,R,NA,RUS,21.7,Magdalena Frech,R,171,POL,25.4,6-3 6-4,3,87,1,2,57,27,21,16,10,1,3,2,3,63,37,21,12,9,2,6,82,88
Roland Garros,Clay,Aryna Sabalenka,R,182,BLR,25,Iryna Shymanovich,R,NA,BLR,25.9,7-5 6-2,3,88,2,2,55,39,33,5,10,2,4,2,0,70,36,18,18,10,5,10,2,214
Roland Garros,Clay,Iga Swiatek,R,176,POL,21.9,Xin Yu Wang,R,182,CHN,21.6,6-0 6-0,3,51,2,1,34,21,18,7,6,0,0,1,4,33,19,6,2,6,3,9,1,80
Roland Garros,Clay,Lesia Tsurenko,R,174,UKR,33.9,Bianca Andreescu,R,170,CAN,22.9,6-1 6-1,3,62,0,1,39,19,12,13,7,0,1,0,3,45,29,11,5,7,0,6,66,42
Roland Garros,Clay,Anna Karolina Schmiedlova,R,176,SVK,28.7,Kayla Day,L,173,USA,23.6,6-1 6-3,3,81,1,4,54,31,22,11,8,3,4,0,1,50,31,13,8,8,3,8,100,138
Roland Garros,Clay,Coco Gauff,R,175,USA,19.2,Mirra Andreeva,U,NA,RUS,16,6-7(5) 6-1 6-1,3,123,1,6,76,54,41,8,13,1,4,1,6,103,82,42,7,13,10,18,6,143
Roland Garros,Clay,Sara Sorribes Tormo,R,176,ESP,26.6,Elena Rybakina,R,184,KAZ,23.9,W/O,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,4
Roland Garros,Clay,Beatriz Haddad Maia,L,185,BRA,26.9,Ekaterina Alexandrova,R,175,RUS,28.5,5-7 6-4 7-5,3,169,0,5,107,69,43,15,17,9,16,1,12,110,71,41,14,17,5,13,14,23
Roland Garros,Clay,Bernarda Pera,L,175,USA,28.4,Elisabetta Cocciaretto,R,NA,ITA,22.3,6-4 7-6(2),3,102,2,3,65,34,19,14,11,3,9,1,7,72,42,22,7,11,1,8,36,44
Roland Garros,Clay,Ons Jabeur,R,167,TUN,28.7,Olga Danilovic,L,NA,SRB,22.3,4-6 6-4 6-2,3,133,2,4,99,73,34,23,14,7,11,1,2,89,69,29,19,14,4,10,7,105
Roland Garros,Clay,Karolina Muchova,R,178,CZE,26.7,Irina Camelia Begu,R,181,ROU,32.7,6-3 6-2,3,94,2,1,56,37,26,12,9,0,1,0,2,64,42,18,13,8,8,12,43,27
Roland Garros,Clay,Elina Avanesyan,R,NA,RUS,20.6,Clara Tauson,R,182,DEN,20.4,3-6 6-1 7-5,3,141,0,4,86,65,38,8,14,5,11,0,7,98,56,32,14,14,6,14,134,127
Roland Garros,Clay,Anastasia Pavlyuchenkova,R,177,RUS,31.9,Anastasia Potapova,R,175,RUS,22.1,4-6 6-3 6-0,3,111,1,6,77,48,29,13,12,5,9,2,8,82,39,23,13,13,3,11,333,25
Roland Garros,Clay,Elise Mertens,R,179,BEL,27.5,Jessica Pegula,R,170,USA,29.2,6-1 6-3,3,82,1,6,60,31,23,14,8,5,6,2,2,48,24,13,9,8,0,5,28,3
Roland Garros,Clay,Elina Svitolina,R,174,UKR,28.7,Anna Blinkova,R,179,RUS,24.7,2-6 6-2 7-5,3,137,5,8,93,55,33,16,14,6,12,2,5,93,53,30,15,14,5,12,192,56
Roland Garros,Clay,Daria Kasatkina,R,170,RUS,26,Peyton Stearns,R,NA,USA,21.6,6-0 6-1,3,55,0,0,29,28,23,1,6,0,0,0,1,59,56,22,1,7,2,8,9,69
Roland Garros,Clay,Sloane Stephens,R,170,USA,30.1,Yulia Putintseva,R,163,KAZ,28.3,6-3 3-6 6-2,3,143,0,3,111,94,52,6,13,12,17,1,3,80,59,31,5,13,3,10,30,58
Roland Garros,Clay,Aryna Sabalenka,R,182,BLR,25,Kamilla Rakhimova,R,NA,RUS,21.7,6-2 6-2,3,67,6,1,51,37,30,6,8,1,1,0,6,46,24,13,11,8,3,7,2,82
Roland Garros,Clay,Iga Swiatek,R,176,POL,21.9,Lesia Tsurenko,R,174,UKR,33.9,5-1 RET,3,66,1,0,17,11,5,5,3,1,2,0,1,16,6,2,2,3,2,5,1,66
Roland Garros,Clay,Coco Gauff,R,175,USA,19.2,Anna Karolina Schmiedlova,R,176,SVK,28.7,7-5 6-2,3,92,0,7,63,40,30,9,10,2,5,1,3,69,39,22,11,10,4,10,6,100
Roland Garros,Clay,Beatriz Haddad Maia,L,185,BRA,26.9,Sara Sorribes Tormo,R,176,ESP,26.6,6-7(3) 6-3 7-5,3,232,1,6,116,81,45,12,17,6,13,4,5,131,91,49,12,16,8,17,14,132
Roland Garros,Clay,Ons Jabeur,R,167,TUN,28.7,Bernarda Pera,L,175,USA,28.4,6-3 6-1,3,63,1,4,58,27,17,12,8,8,12,0,4,46,29,11,1,8,1,9,7,36
Roland Garros,Clay,Karolina Muchova,R,178,CZE,26.7,Elina Avanesyan,R,NA,RUS,20.6,6-4 6-3,3,98,1,1,55,35,22,9,9,3,7,0,4,75,53,29,6,10,9,16,43,134
Roland Garros,Clay,Anastasia Pavlyuchenkova,R,177,RUS,31.9,Elise Mertens,R,179,BEL,27.5,3-6 7-6(3) 6-3,3,190,1,8,98,61,35,18,14,11,17,3,16,123,72,42,21,16,11,18,333,28
Roland Garros,Clay,Elina Svitolina,R,174,UKR,28.7,Daria Kasatkina,R,170,RUS,26,6-4 7-6(5),3,117,3,1,84,44,27,16,11,4,9,0,4,72,54,27,8,11,6,12,192,9
Roland Garros,Clay,Aryna Sabalenka,R,182,BLR,25,Sloane Stephens,R,170,USA,30.1,7-6(5) 6-4,3,102,2,2,63,39,30,11,11,2,5,0,1,81,65,38,7,11,5,9,2,30
Roland Garros,Clay,Iga Swiatek,R,176,POL,21.9,Coco Gauff,R,175,USA,19.2,6-4 6-2,3,89,1,0,53,33,21,15,9,4,5,2,2,48,23,13,11,9,1,5,1,6
Roland Garros,Clay,Beatriz Haddad Maia,L,185,BRA,26.9,Ons Jabeur,R,167,TUN,28.7,3-6 7-6(5) 6-1,3,150,4,3,95,65,39,15,13,8,12,8,4,119,62,39,27,15,10,16,14,7
Roland Garros,Clay,Karolina Muchova,R,178,CZE,26.7,Anastasia Pavlyuchenkova,R,177,RUS,31.9,7-5 6-2,3,99,0,1,58,33,23,16,10,2,4,2,5,68,48,25,9,10,6,11,43,333
Roland Garros,Clay,Aryna Sabalenka,R,182,BLR,25,Elina Svitolina,R,174,UKR,28.7,6-4 6-4,3,97,1,3,61,36,23,18,10,0,1,3,4,82,58,37,10,10,6,9,2,192
Roland Garros,Clay,Iga Swiatek,R,176,POL,21.9,Beatriz Haddad Maia,L,185,BRA,26.9,6-2 7-6(7),3,130,1,4,76,46,33,13,10,5,7,0,1,67,51,27,9,10,0,4,1,14
Roland Garros,Clay,Karolina Muchova,R,178,CZE,26.7,Aryna Sabalenka,R,182,BLR,25,7-6(5) 6-7(5) 7-5,3,193,6,0,127,79,49,31,15,9,13,5,6,114,75,50,18,16,0,5,43,2
Roland Garros,Clay,Iga Swiatek,R,176,POL,21.9,Karolina Muchova,R,178,CZE,26.7,6-2 5-7 6-4,3,167,1,3,88,55,34,17,15,2,7,6,3,89,50,26,18,15,4,11,1,43
Nottingham,Grass,Katie Boulter,R,180,GBR,26.8,Jodie Burrage,R,NA,GBR,24,6-3 6-3,3,73,1,2,57,37,28,9,9,1,2,2,3,49,28,19,5,9,1,5,126,131
Nottingham,Grass,Jodie Burrage,R,NA,GBR,24,Alize Cornet,R,173,FRA,33.3,7-5 7-5,3,104,3,1,69,43,27,14,12,5,9,1,2,66,42,28,8,12,3,9,131,72
Nottingham,Grass,Katie Boulter,R,180,GBR,26.8,Heather Watson,R,170,GBR,31,6-4 7-5,3,115,4,2,75,41,31,16,11,5,7,8,2,72,44,30,12,11,4,8,126,195
Nottingham,Grass,Alize Cornet,R,173,FRA,33.3,Elizabeth Mandlik,U,NA,USA,22,6-3 4-6 6-3,3,134,2,5,81,51,36,14,14,4,8,0,0,85,55,29,14,14,3,9,72,110
Nottingham,Grass,Jodie Burrage,R,NA,GBR,24,Magdalena Frech,R,171,POL,25.4,6-2 3-6 7-5,3,141,4,3,92,53,37,19,14,10,13,6,5,105,61,40,19,15,8,13,131,77
Nottingham,Grass,Heather Watson,R,170,GBR,31,Viktorija Golubic,R,169,SUI,30.6,7-6(2) 7-5,3,137,2,3,84,46,32,24,12,6,7,2,3,102,64,39,20,12,5,7,195,150
Nottingham,Grass,Katie Boulter,R,180,GBR,26.8,Harriet Dart,R,175,GBR,26.8,6-3 7-5,3,103,5,4,61,38,29,10,10,3,5,4,4,69,34,22,14,11,4,9,126,143
Nottingham,Grass,Alize Cornet,R,173,FRA,33.3,Maria Sakkari,R,172,GRE,27.8,6-1 6-4,3,88,2,3,53,38,28,7,9,3,4,0,4,66,39,24,10,8,9,13,72,8
Nottingham,Grass,Elizabeth Mandlik,U,NA,USA,22,Camila Giorgi,R,168,ITA,31.4,7-5 5-7 6-3,3,146,2,5,111,62,43,19,16,8,14,5,20,100,45,33,20,17,8,16,110,47
Nottingham,Grass,Jodie Burrage,R,NA,GBR,24,Magda Linette,R,171,POL,31.3,7-5 6-3,3,94,4,5,62,39,29,10,10,1,3,2,4,72,44,29,11,11,7,12,131,21
Nottingham,Grass,Magdalena Frech,R,171,POL,25.4,Lin Zhu,R,173,CHN,29.3,6-2 6-4,3,83,3,1,55,43,29,7,9,2,3,0,2,64,45,24,9,9,3,7,77,39
Nottingham,Grass,Heather Watson,R,170,GBR,31,Tatjana Maria,R,172,GER,35.8,6-4 6-4,3,84,1,1,54,35,24,11,10,0,2,3,3,59,31,21,13,10,4,8,195,66
Nottingham,Grass,Viktorija Golubic,R,169,SUI,30.6,Donna Vekic,R,179,CRO,26.9,6-4 6-1,3,71,2,2,54,37,26,9,9,3,5,1,3,50,26,15,8,8,1,6,150,20
Nottingham,Grass,Harriet Dart,R,175,GBR,26.8,Anhelina Kalinina,R,179,UKR,26.3,6-0 7-5,3,92,6,2,51,28,23,13,9,1,2,2,3,66,38,20,12,9,2,7,143,25
Nottingham,Grass,Katie Boulter,R,180,GBR,26.8,Daria Snigur,R,NA,UKR,21.2,7-5 6-3,3,119,8,5,78,42,25,21,11,4,7,1,3,92,68,33,13,10,12,17,126,157
Nottingham,Grass,Maria Sakkari,R,172,GRE,27.8,Xiyu Wang,L,NA,CHN,22.2,6-2 7-6(6),3,102,5,2,63,38,30,13,10,0,1,8,5,78,51,33,11,10,8,11,8,75
Nottingham,Grass,Alize Cornet,R,173,FRA,33.3,Katie Swan,R,170,GBR,24.2,2-6 6-1 6-4,3,125,3,4,74,53,38,10,13,2,4,3,5,77,54,36,11,12,0,3,72,134
Nottingham,Grass,Elizabeth Mandlik,U,NA,USA,22,Viktoriya Tomova,R,170,BUL,28.2,6-2 3-6 7-6(5),3,119,2,11,93,52,27,20,15,3,10,4,2,84,52,27,14,14,2,9,110,79
Nottingham,Grass,Camila Giorgi,R,168,ITA,31.4,Madison Brengle,R,168,USA,33.1,7-6(5) 6-2,3,92,2,8,64,28,15,19,10,3,6,0,2,68,55,28,3,10,3,8,47,113
Nottingham,Grass,Magda Linette,R,171,POL,31.3,Olivia Gadecki,R,NA,AUS,21.1,6-4 6-4,3,89,2,2,67,47,34,8,10,3,4,3,4,60,33,26,10,10,1,4,21,136
Nottingham,Grass,Jodie Burrage,R,NA,GBR,24,Tereza Martincova,R,178,CZE,28.6,7-6(5) 3-6 7-6(4),3,180,6,12,145,93,59,26,17,12,15,0,2,112,85,56,18,16,5,6,131,121
Nottingham,Grass,Magdalena Frech,R,171,POL,25.4,Sonay Kartal,R,NA,GBR,21.6,6-3 5-7 6-2,3,128,8,2,83,54,39,17,14,4,6,4,3,93,66,41,12,15,7,12,77,272
Nottingham,Grass,Lin Zhu,R,173,CHN,29.3,Alycia Parks,R,185,USA,22.4,7-6(5) 6-2,3,95,1,0,69,53,37,6,10,8,10,10,14,61,29,24,11,10,2,6,39,43
Nottingham,Grass,Tatjana Maria,R,172,GER,35.8,Shuai Zhang,R,177,CHN,34.3,6-1 6-4,3,67,12,1,58,40,28,7,9,1,3,2,1,47,33,15,5,8,0,5,66,31
Nottingham,Grass,Heather Watson,R,170,GBR,31,Jule Niemeier,R,178,GER,23.8,6-4 6-3,3,97,4,4,52,31,23,7,9,2,5,3,4,70,43,26,7,10,7,13,195,118
Nottingham,Grass,Viktorija Golubic,R,169,SUI,30.6,Jil Teichmann,L,170,SUI,25.9,6-4 6-3,3,82,0,2,61,42,27,11,10,1,3,2,2,52,28,15,10,9,2,6,150,123
Nottingham,Grass,Donna Vekic,R,179,CRO,26.9,Cristina Bucsa,U,NA,ESP,25.4,6-2 4-6 6-1,3,114,5,7,71,38,26,19,12,3,6,1,4,81,47,22,16,13,3,10,20,76
Nottingham,Grass,Anhelina Kalinina,R,179,UKR,26.3,Nuria Parrizas Diaz,R,167,ESP,31.9,7-5 6-3,3,89,4,3,58,38,23,12,11,1,5,0,3,62,41,20,8,10,4,10,25,103
Nottingham,Grass,Harriet Dart,R,175,GBR,26.8,Rebecca Marino,R,183,CAN,32.4,6-4 6-2,3,74,5,2,51,26,19,15,9,1,3,3,3,58,30,17,10,9,4,9,143,89
Nottingham,Grass,Katie Boulter,R,180,GBR,26.8,Emily Appleton,R,NA,GBR,23.7,6-1 6-3,3,71,4,3,53,37,24,8,8,4,6,0,9,49,24,11,8,8,2,8,126,420
Nottingham,Grass,Daria Snigur,R,NA,UKR,21.2,Beatriz Haddad Maia,L,185,BRA,27,6-4 6-3,3,78,0,2,50,38,23,8,9,2,4,3,3,57,39,20,8,10,3,8,157,10
s Hertogenbosch,Grass,Ekaterina Alexandrova,R,175,RUS,28.5,Veronika Kudermetova,R,175,RUS,26.1,4-6 6-4 7-6(3),3,172,9,8,119,76,57,17,16,9,12,10,5,113,69,49,21,16,5,8,26,14
s Hertogenbosch,Grass,Veronika Kudermetova,R,175,RUS,26.1,Viktoria Hruncakova,R,NA,SVK,25,6-3 6-2,3,82,7,2,63,45,33,8,8,6,6,1,2,55,33,14,14,9,1,5,14,144
