tourney_name,surface,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
Miami,Hard,Danielle Collins,R,178,USA,29.2,Viktoriya Tomova,R,170,BUL,28,7-6(3) 6-2,3,91,5,4,72,43,29,16,10,4,6,3,2,67,41,25,10,10,2,6,30,96
Miami,Hard,Magda Linette,R,171,POL,31,Evgeniya Rodina,R,170,RUS,34.1,6-3 6-4,3,85,10,2,63,45,35,6,10,3,5,0,2,66,54,29,6,9,4,8,19,369
Miami,Hard,Victoria Azarenka,R,180,BLR,33.6,Camila Giorgi,R,168,ITA,31.2,6-3 6-1,3,76,5,2,49,30,24,9,8,0,1,1,4,47,32,15,7,8,6,11,16,44
Miami,Hard,Liudmila Samsonova,R,180,RUS,24.3,Viktorija Golubic,R,169,SUI,30.4,6-1 6-1,3,53,6,1,33,20,18,8,7,0,1,0,2,43,26,8,8,7,5,11,15,116
Miami,Hard,Qinwen Zheng,R,NA,CHN,20.4,Irina Camelia Begu,R,181,ROU,32.5,2-6 6-1 6-1,3,123,4,6,76,34,26,21,11,8,10,5,2,64,43,27,8,11,3,8,23,34
Miami,Hard,Anastasia Potapova,R,175,RUS,21.9,Marta Kostyuk,R,175,UKR,20.7,6-1 6-3,3,75,3,3,42,27,24,9,8,1,1,3,6,74,35,18,18,8,12,16,26,38
Miami,Hard,Coco Gauff,R,175,USA,19,Rebecca Marino,R,183,CAN,32.2,6-4 6-3,3,72,6,3,57,34,25,10,10,1,4,3,3,56,32,19,9,9,4,9,6,83
Miami,Hard,Bianca Andreescu,R,170,CAN,22.7,Maria Sakkari,R,172,GRE,27.6,5-7 6-3 6-4,3,184,5,3,110,77,49,15,16,4,8,4,6,114,66,43,20,15,7,12,31,10
Miami,Hard,Sofia Kenin,R,170,USA,24.3,Anhelina Kalinina,R,179,UKR,26.1,6-3 6-4,3,87,4,1,64,48,30,9,10,3,5,4,3,52,31,18,10,9,2,6,164,28
Miami,Hard,Ekaterina Alexandrova,R,175,RUS,28.3,Taylor Townsend,L,170,USA,26.9,6-3 5-7 6-4,3,136,11,5,90,46,36,28,16,0,1,14,2,96,66,45,16,15,6,8,18,123
Miami,Hard,Belinda Bencic,R,175,SUI,26,Leylah Fernandez,L,168,CAN,20.5,6-1 6-1,3,67,1,0,39,25,19,11,7,0,0,2,3,44,31,16,3,7,1,6,9,53
Miami,Hard,Petra Kvitova,L,183,CZE,33,Linda Noskova,R,NA,CZE,18.3,6-3 6-0,3,67,5,4,47,27,20,11,7,1,2,2,3,58,33,18,6,8,4,10,12,51
Miami,Hard,Donna Vekic,R,179,CRO,26.7,Madison Brengle,R,168,USA,32.9,4-6 6-4 6-3,3,111,5,11,79,46,36,11,15,1,6,1,5,91,62,34,13,14,4,10,20,86
Miami,Hard,Magdalena Frech,R,171,POL,25.2,Erika Andreeva,R,NA,RUS,18.7,4-6 6-1 6-1,3,120,3,4,67,45,28,16,12,1,3,0,3,85,52,31,14,12,11,17,105,128
Miami,Hard,Varvara Gracheva,R,NA,FRA,22.6,Ons Jabeur,R,167,TUN,28.5,6-2 6-2,3,71,1,1,50,33,25,9,8,3,4,1,1,44,25,13,6,8,1,6,54,5
Miami,Hard,Sorana Cirstea,R,176,ROU,32.9,Caroline Garcia,R,177,FRA,29.4,6-2 6-3,3,77,3,0,60,42,29,9,9,7,8,4,4,53,29,17,11,8,4,8,74,4
Miami,Hard,Karolina Muchova,R,178,CZE,26.5,Lin Zhu,R,173,CHN,29.1,6-4 6-2,3,86,7,3,57,41,29,9,9,2,3,4,1,54,40,22,8,9,2,6,55,40
Miami,Hard,Karolina Pliskova,R,184,CZE,30.9,Xin Yu Wang,R,182,CHN,21.4,6-2 6-4,3,84,2,5,65,38,28,12,9,7,9,3,5,60,35,19,10,9,6,11,17,61
Miami,Hard,Marketa Vondrousova,L,173,CZE,23.7,Veronika Kudermetova,R,175,RUS,25.9,6-4 6-2,3,93,2,3,55,40,27,8,9,3,5,1,0,61,34,18,12,9,5,10,103,11
Miami,Hard,Barbora Krejcikova,R,178,CZE,27.2,Aliaksandra Sasnovich,R,174,BLR,28.9,6-3 6-2,3,68,3,8,54,31,24,10,9,3,5,3,5,42,28,16,3,8,2,7,13,45
Miami,Hard,Madison Keys,R,178,USA,28,Robin Montgomery,L,NA,USA,18.5,6-4 6-4,3,79,11,2,50,32,25,12,10,0,1,5,10,70,40,29,12,10,2,5,21,193
Miami,Hard,Marie Bouzkova,R,180,CZE,24.6,Anna Blinkova,R,179,RUS,24.5,3-6 6-4 6-3,3,145,9,5,96,63,39,18,14,7,11,4,9,81,50,39,9,14,5,10,36,63
Miami,Hard,Aryna Sabalenka,R,182,BLR,24.8,Shelby Rogers,R,175,USA,30.4,6-4 6-3,3,80,4,2,50,29,25,11,10,1,3,3,1,50,30,19,7,9,3,7,2,42
Miami,Hard,Claire Liu,R,170,USA,22.8,Katerina Siniakova,R,174,CZE,26.8,3-6 3-3 RET,3,97,0,2,63,41,19,10,8,8,13,1,5,53,34,23,5,7,1,4,59,46
Miami,Hard,Nao Hibino,R,163,JPN,28.3,Danka Kovinic,R,169,MNE,28.3,6-3 6-3,3,71,0,1,47,39,24,4,9,1,4,4,7,55,31,14,9,9,0,6,137,68
Miami,Hard,Mirjam Bjorklund,U,NA,SWE,24.6,Jasmine Paolini,R,160,ITA,27.2,4-6 6-4 6-4,3,142,1,0,95,70,45,13,15,7,11,3,2,94,70,42,14,15,7,12,149,71
Miami,Hard,Tereza Martincova,R,178,CZE,28.4,Tamara Korpatsch,R,170,GER,27.8,4-6 6-4 6-3,3,149,4,4,93,67,42,10,15,3,8,2,5,95,51,30,21,14,10,16,113,87
Miami,Hard,Anna Kalinskaya,R,175,RUS,24.2,Victoria Jimenez Kasintseva,L,NA,AND,17.6,6-4 6-2,3,87,1,1,53,27,21,14,9,1,2,1,2,57,37,22,10,9,1,5,64,171
Miami,Hard,Laura Siegemund,R,168,GER,35,Mayar Sherif,R,180,EGY,26.8,6-3 6-4,3,96,0,4,60,46,37,6,10,2,2,3,0,51,37,24,8,9,3,5,114,52
Miami,Hard,Xiyu Wang,L,NA,CHN,21.9,Brenda Fruhvirtova,R,NA,CZE,15.9,6-0 7-5,3,91,6,5,57,38,31,7,9,2,3,1,2,51,34,19,6,9,3,8,58,142
Miami,Hard,Elise Mertens,R,179,BEL,27.3,Alycia Parks,R,185,USA,22.2,6-1 6-4,3,91,3,4,53,28,21,16,8,3,3,3,6,60,36,21,9,9,5,9,39,56
Miami,Hard,Katherine Sebov,R,173,CAN,24.2,Linda Fruhvirtova,R,NA,CZE,17.8,6-2 4-6 6-4,3,129,1,2,88,72,35,9,14,3,9,0,13,82,42,26,13,14,4,12,172,50
Miami,Hard,Viktoriya Tomova,R,170,BUL,28,Anna Karolina Schmiedlova,R,176,SVK,28.5,7-5 6-2,3,88,3,1,59,36,27,12,10,2,4,1,4,59,33,16,15,10,3,8,96,100
Miami,Hard,Evgeniya Rodina,R,170,RUS,34.1,Bernarda Pera,L,175,USA,28.2,6-3 6-4,3,72,0,0,53,36,25,9,10,0,3,3,3,55,32,18,9,9,2,7,369,37
Miami,Hard,Camila Giorgi,R,168,ITA,31.2,Kaia Kanepi,R,181,EST,37.7,7-6(4) 6-7(4) 7-6(4),3,212,11,14,139,77,57,30,18,6,10,19,7,131,75,56,27,18,6,10,44,57
Miami,Hard,Viktorija Golubic,R,169,SUI,30.4,Hailey Baptiste,R,NA,USA,21.3,7-6(3) 6-1,3,95,0,3,70,50,34,8,10,2,5,2,4,73,36,21,14,9,7,12,116,280
Miami,Hard,Irina Camelia Begu,R,181,ROU,32.5,Alexandra Eala,L,173,PHI,17.8,6-2 7-5,3,111,4,2,53,31,19,13,10,0,4,0,6,79,38,18,17,10,6,13,34,219
Miami,Hard,Marta Kostyuk,R,175,UKR,20.7,Elisabetta Cocciaretto,R,NA,ITA,22.1,6-3 6-2,3,77,4,4,60,36,30,10,9,3,3,0,3,54,34,15,13,8,1,4,38,49
Miami,Hard,Rebecca Marino,R,183,CAN,32.2,Yulia Putintseva,R,163,KAZ,28.1,7-6(4) 6-2,3,80,10,0,59,36,29,15,10,0,0,0,2,70,54,33,9,10,8,10,83,43
Miami,Hard,Bianca Andreescu,R,170,CAN,22.7,Emma Raducanu,R,175,GBR,20.3,6-3 3-6 6-2,3,153,7,0,95,61,41,22,13,11,12,2,1,87,64,38,16,13,8,11,31,72
Miami,Hard,Sofia Kenin,R,170,USA,24.3,Storm Hunter,L,166,AUS,28.6,6-0 7-6(5),3,84,3,3,58,40,27,10,9,4,6,2,4,59,30,17,11,9,1,6,164,200
Miami,Hard,Taylor Townsend,L,170,USA,26.9,Anna Bondar,R,NA,HUN,25.8,6-4 6-0,3,79,1,3,45,26,18,12,8,1,2,0,2,58,33,20,7,8,3,8,123,80
Miami,Hard,Leylah Fernandez,L,168,CAN,20.5,Lesia Tsurenko,R,174,UKR,33.8,6-4 6-3,3,88,3,3,66,38,22,13,10,3,7,0,2,54,33,17,7,9,2,8,53,81
Miami,Hard,Linda Noskova,R,NA,CZE,18.3,Lucia Bronzetti,R,NA,ITA,24.2,6-3 6-4,3,68,3,3,51,32,24,11,10,1,3,4,2,45,22,15,10,9,1,5,51,73
Miami,Hard,Madison Brengle,R,168,USA,32.9,Amanda Anisimova,R,180,USA,21.5,7-6(5) 5-2 RET,3,92,0,1,59,45,28,9,9,1,4,0,5,83,52,29,15,10,8,13,86,35
Miami,Hard,Erika Andreeva,R,NA,RUS,18.7,Ashlyn Krueger,R,185,USA,18.8,7-5 6-2,3,93,1,2,55,37,24,11,10,0,2,1,3,72,44,22,14,10,5,10,128,155
Miami,Hard,Varvara Gracheva,R,NA,FRA,22.6,Maryna Zanevska,R,175,BEL,29.5,6-1 7-5,3,86,2,1,62,45,34,5,10,2,4,2,1,47,32,16,7,9,1,6,54,78
Miami,Hard,Sorana Cirstea,R,176,ROU,32.9,Fernanda Contreras Gomez,R,NA,MEX,25.4,7-6(6) 6-2,3,121,2,1,70,42,31,16,10,1,2,5,1,80,42,26,19,10,5,8,74,179
Miami,Hard,Karolina Muchova,R,178,CZE,26.5,Jil Teichmann,L,170,SUI,25.6,6-0 6-2,3,58,3,1,37,20,16,13,7,1,1,1,1,38,17,6,9,7,2,7,55,32
Miami,Hard,Xin Yu Wang,R,182,CHN,21.4,Anna Lena Friedsam,R,NA,GER,29.1,3-6 6-4 6-2,3,139,2,7,72,48,36,10,13,0,2,10,4,120,83,52,17,14,14,18,61,98
Miami,Hard,Marketa Vondrousova,L,173,CZE,23.7,Tatjana Maria,R,172,GER,35.6,6-4 6-1,3,66,1,2,41,29,19,8,8,0,2,2,5,60,32,21,6,9,6,12,103,65
Miami,Hard,Aliaksandra Sasnovich,R,174,BLR,28.9,Dalma Galfi,U,NA,HUN,24.5,6-3 7-6(5),3,95,4,3,74,52,37,14,11,4,5,5,3,71,47,35,9,10,1,3,45,79
Miami,Hard,Robin Montgomery,L,NA,USA,18.5,Ana Bogdan,R,171,ROU,30.3,3-6 6-3 6-3,3,120,8,10,88,48,39,19,13,7,8,5,1,74,38,28,22,14,0,3,193,60
Miami,Hard,Anna Blinkova,R,179,RUS,24.5,Jule Niemeier,R,178,GER,23.6,6-4 6-1,3,94,3,2,52,30,20,13,8,1,2,3,7,78,42,24,15,9,11,16,63,67
Miami,Hard,Shelby Rogers,R,175,USA,30.4,Sloane Stephens,R,170,USA,29.9,6-4 3-6 6-2,3,111,4,2,70,47,37,12,13,2,3,6,0,77,53,35,17,14,0,3,42,47
Bogota,Clay,Tatjana Maria,R,172,GER,35.6,Peyton Stearns,R,NA,USA,21.4,6-3 2-6 6-4,3,123,6,5,91,54,36,20,14,2,5,1,1,79,57,38,12,13,6,9,66,116
Bogota,Clay,Peyton Stearns,R,NA,USA,21.4,Kamilla Rakhimova,R,NA,RUS,21.5,3-6 6-2 6-2,3,134,5,2,86,62,36,11,13,6,11,6,9,98,51,30,16,12,4,11,116,90
Bogota,Clay,Tatjana Maria,R,172,GER,35.6,Francesca Jones,R,NA,GBR,22.5,6-3 6-4,3,95,2,1,61,33,24,14,10,2,4,2,10,61,29,20,10,9,3,7,66,817
Bogota,Clay,Peyton Stearns,R,NA,USA,21.4,Tamara Zidansek,R,168,SLO,25.2,6-3 2-6 6-2,3,124,0,5,85,66,36,7,13,2,8,0,2,88,69,36,7,12,6,13,116,110
Bogota,Clay,Kamilla Rakhimova,R,NA,RUS,21.5,Sara Sorribes Tormo,R,176,ESP,26.4,6-4 7-5,3,134,2,7,61,26,15,14,11,0,6,0,12,94,57,25,15,11,12,20,90,106
Bogota,Clay,Francesca Jones,R,NA,GBR,22.5,Laura Pigossi,R,164,BRA,28.6,6-4 6-2,3,93,0,4,57,26,19,13,9,1,4,4,4,54,37,18,5,9,3,9,817,101
Bogota,Clay,Tatjana Maria,R,172,GER,35.6,Nuria Brancaccio,R,NA,ITA,22.7,6-3 6-2,3,62,5,2,48,24,15,14,9,0,3,0,6,42,32,15,1,8,1,7,66,206
Bogota,Clay,Tamara Zidansek,R,168,SLO,25.2,Mirjam Bjorklund,U,NA,SWE,24.6,7-6(3) 7-6(3),3,134,1,5,97,72,41,11,12,10,15,3,0,89,53,29,18,12,5,10,110,133
Bogota,Clay,Peyton Stearns,R,NA,USA,21.4,Elina Avanesyan,R,NA,RUS,20.5,6-4 6-1,3,89,2,6,76,53,34,7,8,10,13,4,4,62,32,17,10,9,9,16,116,150
Bogota,Clay,Kamilla Rakhimova,R,NA,RUS,21.5,Eugenie Bouchard,R,178,CAN,29.1,6-0 6-7(7) 6-4,3,140,1,3,83,46,34,24,14,2,3,3,4,102,57,35,21,14,2,7,90,327
Bogota,Clay,Sara Sorribes Tormo,R,176,ESP,26.4,Emiliana Arango,R,NA,COL,22.3,6-4 6-3,3,107,1,5,60,35,24,10,10,4,8,0,4,61,44,19,7,9,4,10,106,242
Bogota,Clay,Laura Pigossi,R,164,BRA,28.6,Natalija Stevanovic,R,NA,SRB,28.6,7-5 5-7 6-4,3,196,1,2,109,75,46,20,17,4,8,1,4,113,83,53,12,17,6,11,101,224
Bogota,Clay,Francesca Jones,R,NA,GBR,22.5,Carol Zhao,R,165,CAN,27.7,6-2 6-1,3,71,2,10,42,24,17,7,8,1,4,2,11,52,32,14,3,7,3,10,817,174
Bogota,Clay,Nuria Brancaccio,R,NA,ITA,22.7,Sinja Kraus,R,NA,AUT,20.9,6-2 6-2,3,57,3,3,47,36,23,4,8,1,3,1,2,50,22,11,9,8,10,16,206,168
Bogota,Clay,Tatjana Maria,R,172,GER,35.6,Carolina Alves,U,NA,BRA,26.9,6-2 6-4,3,102,4,1,61,32,20,20,9,4,5,2,5,69,37,20,15,9,8,12,66,239
Bogota,Clay,Mirjam Bjorklund,U,NA,SWE,24.6,Elise Mertens,R,179,BEL,27.3,6-1 4-6 7-6(3),3,163,5,7,113,67,48,18,15,4,8,4,19,88,44,28,19,14,3,8,133,29
Bogota,Clay,Tamara Zidansek,R,168,SLO,25.2,Reka Luca Jani,R,161,HUN,31.6,6-0 6-1,3,60,0,1,45,35,24,5,6,4,4,1,4,41,28,10,4,7,3,9,110,130
Bogota,Clay,Peyton Stearns,R,NA,USA,21.4,Rosa Vicens Mas,U,NA,ESP,22.7,6-3 6-1,3,70,1,2,50,32,23,12,8,2,2,0,2,43,28,15,8,8,4,8,116,177
Bogota,Clay,Elina Avanesyan,R,NA,RUS,20.5,Sara Errani,R,164,ITA,35.9,6-1 6-0,3,49,2,1,41,25,22,9,7,2,2,0,1,37,31,12,0,6,3,8,150,78
Bogota,Clay,Kamilla Rakhimova,R,NA,RUS,21.5,Raluka Serban,R,NA,CYP,25.7,7-6(3) 6-3,3,124,3,4,76,39,27,16,10,6,9,1,8,82,53,31,8,11,7,12,90,155
Bogota,Clay,Eugenie Bouchard,R,178,CAN,29.1,Ylena In Albon,R,NA,SUI,24,6-3 6-2,3,77,2,1,54,32,22,10,8,5,7,0,4,52,30,15,8,9,4,10,327,137
Bogota,Clay,Emiliana Arango,R,NA,COL,22.3,Harmony Tan,R,NA,FRA,25.5,7-5 3-1 RET,3,82,1,0,44,36,28,4,8,4,5,3,3,63,29,16,18,9,4,7,242,216
Bogota,Clay,Sara Sorribes Tormo,R,176,ESP,26.4,Aliona Bolsova,R,172,MDA,25.4,6-0 6-4,3,87,0,8,49,29,24,10,8,2,2,1,5,52,36,21,5,8,1,5,106,147
Bogota,Clay,Laura Pigossi,R,164,BRA,28.6,Antonia Samudio,R,NA,COL,22,6-1 6-0,3,63,1,2,41,27,17,8,6,3,4,0,8,40,21,7,4,7,0,7,101,1077
Bogota,Clay,Natalija Stevanovic,R,NA,SRB,28.6,Marina Bassols Ribera,U,NA,ESP,23.3,7-6(1) 7-5,3,132,3,13,89,51,33,18,12,5,9,1,7,82,51,31,10,12,1,6,224,122
Bogota,Clay,Carol Zhao,R,165,CAN,27.7,Maria Lourdes Carle,R,NA,ARG,23.1,4-6 7-5 7-6(6),3,206,0,23,122,78,51,12,17,5,13,0,13,115,71,43,14,17,6,14,174,154
Bogota,Clay,Francesca Jones,R,NA,GBR,22.5,Nuria Parrizas Diaz,R,167,ESP,31.7,7-6(3) 6-1,3,107,6,14,75,38,26,15,10,7,11,1,4,58,35,15,10,9,4,10,817,80
Bogota,Clay,Sinja Kraus,R,NA,AUT,20.9,Nadia Podoroska,R,170,ARG,26.1,6-4 7-6(4),3,112,4,3,83,47,27,17,11,5,9,2,8,72,37,23,12,11,6,11,168,103
Bogota,Clay,Nuria Brancaccio,R,NA,ITA,22.7,Despina Papamichail,R,178,GRE,30.1,6-2 6-2,3,84,0,7,64,42,29,8,8,8,10,0,0,54,37,15,7,8,4,10,206,152
Bogota,Clay,Carolina Alves,U,NA,BRA,26.9,Dayana Yastremska,R,175,UKR,22.8,4-6 7-6(5) 6-2,3,155,2,10,120,69,48,23,15,15,19,7,13,119,65,43,24,15,10,15,239,134
Bogota,Clay,Tatjana Maria,R,172,GER,35.6,Katrina Scott,R,180,USA,18.8,6-1 6-4,3,82,2,2,56,28,21,18,9,3,4,2,3,53,22,13,12,8,5,9,66,161
Charleston,Clay,Ons Jabeur,R,167,TUN,28.5,Belinda Bencic,R,175,SUI,26,7-6(6) 6-4,3,119,9,4,78,46,32,15,11,5,8,1,4,77,43,29,15,11,5,9,5,11
Charleston,Clay,Belinda Bencic,R,175,SUI,26,Jessica Pegula,R,170,USA,29.1,7-5 7-6(5),3,120,3,3,93,55,36,18,12,9,12,3,2,68,39,26,13,12,2,6,11,3
Charleston,Clay,Ons Jabeur,R,167,TUN,28.5,Daria Kasatkina,R,170,RUS,25.9,7-5 7-5,3,107,5,4,87,51,33,15,12,9,14,0,3,84,66,31,7,12,6,13,5,8
Charleston,Clay,Jessica Pegula,R,170,USA,29.1,Paula Badosa,R,180,ESP,25.3,6-3 7-6(6),3,101,1,3,68,44,35,11,11,0,1,3,5,73,47,27,15,10,1,3,3,33
Charleston,Clay,Belinda Bencic,R,175,SUI,26,Ekaterina Alexandrova,R,175,RUS,28.3,6-3 6-3,3,79,3,2,52,35,27,7,9,0,2,5,6,63,34,20,9,9,7,12,11,17
Charleston,Clay,Daria Kasatkina,R,170,RUS,25.9,Madison Keys,R,178,USA,28.1,6-7(5) 6-4 6-2,3,153,0,4,104,84,51,4,15,6,13,2,0,114,73,38,15,15,14,24,8,22
Charleston,Clay,Ons Jabeur,R,167,TUN,28.5,Anna Kalinskaya,R,175,RUS,24.3,6-0 4-1 RET,3,46,4,0,35,18,14,12,6,3,3,0,2,27,15,5,4,5,2,6,5,70
