Player,Season,salary,inflationAdjSalary
JJ Hickson,2009,"$1,429,200","$1,963,381"
Jason Smith,2009,"$1,418,880","$1,949,204"
Jeff Teague,2009,"$1,373,880","$1,887,385"
Alexis Ajinca,2009,"$1,372,080","$1,884,912"
Daequan Cook,2009,"$1,362,120","$1,871,229"
Eric Maynor,2009,"$1,318,920","$1,811,883"
Ryan Anderson,2009,"$1,317,120","$1,809,410"
Jared Dudley,2009,"$1,307,640","$1,796,387"
Joe Smith,2009,"$1,306,455","$1,794,759"
Theo Ratliff,2009,"$1,306,455","$1,794,759"
Lindsey Hunter,2009,"$1,306,455","$1,794,759"
Anthony Carter,2009,"$1,306,455","$1,794,759"
Brian Skinner,2009,"$1,306,455","$1,794,759"
Kevin Ollie,2009,"$1,306,455","$1,794,759"
Adonal Foyle,2009,"$1,306,455","$1,794,759"
Jason Williams,2009,"$1,306,455","$1,794,759"
Juwan Howard,2009,"$1,306,455","$1,794,759"
Ben Wallace,2009,"$1,306,445","$1,794,745"
Malik Allen,2009,"$1,300,000","$1,785,891"
Darren Collison,2009,"$1,266,120","$1,739,348"
Courtney Lee,2009,"$1,264,440","$1,737,040"
Wilson Chandler,2009,"$1,255,440","$1,724,676"
Ronnie Price,2009,"$1,250,000","$1,717,203"
Jamaal Magloire,2009,"$1,229,225","$1,688,663"
Kosta Koufos,2009,"$1,214,040","$1,667,802"
Allen Iverson,2009,"$1,191,180","$1,636,398"
Earl Boykins,2009,"$1,191,180","$1,636,398"
Sean Marks,2009,"$1,187,686","$1,631,598"
Jason Collins,2009,"$1,181,803","$1,623,516"
Jarron Collins,2009,"$1,181,803","$1,623,516"
Omri Casspi,2009,"$1,167,000","$1,603,181"
Rudy Fernandez,2009,"$1,165,320","$1,600,873"
Serge Ibaka,2009,"$1,120,200","$1,538,888"
BJ Mullens,2009,"$1,120,200","$1,538,888"
Nicolas Batum,2009,"$1,118,760","$1,536,910"
Aaron Brooks,2009,"$1,118,520","$1,536,581"
Carlos Arroyo,2009,"$1,107,572","$1,521,541"
Primoz Brezec,2009,"$1,107,572","$1,521,541"
Devin Brown,2009,"$1,100,000","$1,511,138"
Arron Afflalo,2009,"$1,086,240","$1,492,236"
George Hill,2009,"$1,081,680","$1,485,971"
Ian Mahinmi,2009,"$1,079,640","$1,483,169"
Rodrigue Beaubois,2009,"$1,075,440","$1,477,399"
Alando Tucker,2009,"$1,071,720","$1,472,288"
Chris Quinn,2009,"$1,055,000","$1,449,319"
Darrell Arthur,2009,"$1,050,480","$1,443,110"
Royal Ivey,2009,"$1,050,000","$1,442,450"
Donte Greene,2009,"$1,044,000","$1,434,208"
Taj Gibson,2009,"$1,039,800","$1,428,438"
DJ White,2009,"$1,036,440","$1,423,822"
Keith Bogans,2009,"$1,033,342","$1,419,566"
Quinton Ross,2009,"$1,033,342","$1,419,566"
James Singleton,2009,"$1,030,189","$1,415,235"
JR Giddens,2009,"$1,028,880","$1,413,436"
DeMarre Carroll,2009,"$1,009,680","$1,387,060"
Wayne Ellington,2009,"$1,003,560","$1,378,653"
CJ Watson,2009,"$1,000,497","$1,374,445"
Aaron Gray,2009,"$1,000,497","$1,374,445"
Greg Buckner,2009,"$1,000,000","$1,373,762"
Toney Douglas,2009,"$996,240","$1,368,597"
Josh Powell,2009,"$959,111","$1,317,590"
Didier Ilunga-Mbenga,2009,"$959,111","$1,317,590"
Yakhouba Diawara,2009,"$945,000","$1,298,205"
Stephen Graham,2009,"$884,881","$1,215,616"
Joey Graham,2009,"$884,881","$1,215,616"
Johan Petro,2009,"$884,881","$1,215,616"
Luther Head,2009,"$884,881","$1,215,616"
Ike Diogu,2009,"$884,881","$1,215,616"
Sean May,2009,"$884,881","$1,215,616"
Joey Dorsey,2009,"$881,000","$1,210,284"
Kyle Weaver,2009,"$870,968","$1,196,503"
Kyrylo Fesenko,2009,"$870,000","$1,195,173"
Randolph Morris,2009,"$855,189","$1,174,826"
Leon Powe,2009,"$855,189","$1,174,826"
Steve Novak,2009,"$855,189","$1,174,826"
Marcus Williams,2009,"$855,189","$1,174,826"
Rodney Carney,2009,"$855,189","$1,174,826"
Louis Amundson,2009,"$855,189","$1,174,826"
DeJuan Blair,2009,"$850,000","$1,167,698"
Ime Udoka,2009,"$838,034","$1,151,259"
Shelden Williams,2009,"$825,497","$1,134,036"
Will Bynum,2009,"$825,497","$1,134,036"
Josh McRoberts,2009,"$825,497","$1,134,036"
Joel Anthony,2009,"$825,497","$1,134,036"
Dominic McGuire,2009,"$825,497","$1,134,036"
Marcus Haislip,2009,"$825,497","$1,134,036"
Sam Young,2009,"$824,200","$1,132,255"
Jonathan Bender,2009,"$801,361","$1,100,879"
Mario Chalmers,2009,"$773,500","$1,062,605"
Darnell Jackson,2009,"$736,420","$1,011,666"
Jawad Williams,2009,"$736,420","$1,011,666"
Anthony Morrow,2009,"$736,420","$1,011,666"
DeAndre Jordan,2009,"$736,420","$1,011,666"
Bobby Brown,2009,"$736,420","$1,011,666"
Luc Mbah a Moute,2009,"$736,420","$1,011,666"
Nathan Jawai,2009,"$736,420","$1,011,666"
Henry Walker,2009,"$736,420","$1,011,666"
Malik Hairston,2009,"$736,420","$1,011,666"
Sonny Weems,2009,"$736,420","$1,011,666"
Chris Douglas-Roberts,2009,"$736,000","$1,011,089"
Jermaine Taylor,2009,"$725,000","$995,977"
Jodie Meeks,2009,"$650,000","$892,945"
Chris Hunter,2009,"$632,455","$868,843"
Kareem Rush,2009,"$534,906","$734,833"
Jason Hart,2009,"$521,384","$716,257"
Marcus Thornton,2009,"$457,888","$629,029"
Marcus Landry,2009,"$457,588","$628,617"
Derrick Brown,2009,"$457,588","$628,617"
Danny Green,2009,"$457,588","$628,617"
Jonas Jerebko,2009,"$457,588","$628,617"
DaJuan Summers,2009,"$457,588","$628,617"
Chase Budinger,2009,"$457,588","$628,617"
AJ Price,2009,"$457,588","$628,617"
Taylor Griffin,2009,"$457,588","$628,617"
Dante Cunningham,2009,"$457,588","$628,617"
Jeff Ayres,2009,"$457,588","$628,617"
Patrick Mills,2009,"$457,588","$628,617"
Jon Brockman,2009,"$457,588","$628,617"
Wesley Matthews,2009,"$457,588","$628,617"
Mario West,2009,"$446,740","$613,714"
Anthony Tolliver,2009,"$411,529","$565,342"
Lester Hudson,2009,"$392,987","$539,869"
Coby Karl,2009,"$355,215","$487,981"
Shavlik Randolph,2009,"$343,542","$471,944"
Pops Mensah-Bonsu,2009,"$330,199","$453,614"
Othello Hunter,2009,"$307,564","$422,519"
Roko Ukic,2009,"$303,232","$416,568"
Shaun Livingston,2009,"$296,695","$407,588"
Sundiata Gaines,2009,"$269,169","$369,774"
Ryan Bowen,2009,"$209,592","$287,929"
Garrett Temple,2009,"$180,344","$247,749"
Mike Wilks,2009,"$175,908","$241,655"
Antonio Anderson,2009,"$139,968","$192,282"
Cartier Martin,2009,"$86,638","$119,020"
Quincy Douby,2009,"$85,519","$117,482"
Paul Davis,2009,"$80,488","$110,571"
Desmond Mason,2009,"$76,850","$105,573"
Mike Harris,2009,"$64,978","$89,264"
Cedric Jackson,2009,"$53,834","$73,955"
Will Conroy,2009,"$48,559","$66,708"
Chris Richard,2009,"$43,319","$59,510"
JamesOn Curry,2009,"$26,917","$36,977"
Kobe Bryant,2010,"$24,806,250","$33,722,683"
Rashard Lewis,2010,"$19,573,711","$26,609,344"
Kevin Garnett,2010,"$18,800,000","$25,557,528"
Tim Duncan,2010,"$18,700,000","$25,421,584"
Michael Redd,2010,"$18,300,000","$24,877,807"
Pau Gasol,2010,"$17,823,000","$24,229,353"
Andrei Kirilenko,2010,"$17,823,000","$24,229,353"
Gilbert Arenas,2010,"$17,730,694","$24,103,868"
Yao Ming,2010,"$17,686,100","$24,043,245"
Zach Randolph,2010,"$17,666,666","$24,016,825"
Vince Carter,2010,"$17,300,000","$23,518,364"
Dirk Nowitzki,2010,"$17,278,618","$23,489,296"
Carmelo Anthony,2010,"$17,149,243","$23,313,418"
Dwight Howard,2010,"$16,647,180","$22,630,892"
Kenyon Martin,2010,"$16,545,454","$22,492,602"
Amare Stoudemire,2010,"$16,486,611","$22,412,608"
Joe Johnson,2010,"$16,324,500","$22,192,227"
Elton Brand,2010,"$15,959,099","$21,695,485"
Predrag Stojakovic,2010,"$15,532,320","$21,115,303"
Chris Paul,2010,"$14,940,153","$20,310,286"
Deron Williams,2010,"$14,940,152","$20,310,285"
LeBron James,2010,"$14,500,000","$19,711,923"
Chris Bosh,2010,"$14,500,000","$19,711,923"
Jason Richardson,2010,"$14,444,444","$19,636,398"
Carlos Boozer,2010,"$14,400,000","$19,575,979"
Dwyane Wade,2010,"$14,200,000","$19,304,091"
Paul Pierce,2010,"$13,876,321","$18,864,067"
Andrew Bynum,2010,"$13,700,000","$18,624,369"
Rudy Gay,2010,"$13,603,750","$18,493,523"
Brandon Roy,2010,"$13,520,500","$18,380,349"
Tony Parker,2010,"$13,500,000","$18,352,480"
Samuel Dalembert,2010,"$13,428,129","$18,254,776"
Antawn Jamison,2010,"$13,358,905","$18,160,670"
Nick Collison,2010,"$13,250,000","$18,012,620"
Chauncey Billups,2010,"$13,150,000","$17,876,675"
Baron Davis,2010,"$13,000,000","$17,672,759"
Al Jefferson,2010,"$13,000,000","$17,672,759"
Tyson Chandler,2010,"$12,600,000","$17,128,982"
Richard Hamilton,2010,"$12,500,000","$16,993,037"
Andre Iguodala,2010,"$12,345,250","$16,782,664"
Troy Murphy,2010,"$11,968,253","$16,270,158"
Manu Ginobili,2010,"$11,854,584","$16,115,631"
Chris Kaman,2010,"$11,800,000","$16,041,427"
Marcus Camby,2010,"$11,749,832","$15,973,227"
Josh Smith,2010,"$11,600,000","$15,769,539"
Eddy Curry,2010,"$11,530,592","$15,675,182"
Emeka Okafor,2010,"$11,495,000","$15,626,797"
Nenê,2010,"$11,360,000","$15,443,272"
Luol Deng,2010,"$11,345,000","$15,422,881"
LaMarcus Aldridge,2010,"$11,244,000","$15,285,577"
Tayshaun Prince,2010,"$11,148,760","$15,156,104"
Kevin Martin,2010,"$11,100,005","$15,089,824"
Monta Ellis,2010,"$11,000,000","$14,953,873"
Andrew Bogut,2010,"$11,000,000","$14,953,873"
Danny Granger,2010,"$10,973,202","$14,917,442"
Jamal Crawford,2010,"$10,800,000","$14,681,984"
Ben Gordon,2010,"$10,800,000","$14,681,984"
David Lee,2010,"$10,800,000","$14,681,984"
Jason Terry,2010,"$10,650,000","$14,478,068"
Mike Dunleavy,2010,"$10,561,984","$14,358,415"
Caron Butler,2010,"$10,561,960","$14,358,382"
Gerald Wallace,2010,"$10,500,000","$14,274,151"
Steve Nash,2010,"$10,310,938","$14,017,132"
Hidayet Turkoglu,2010,"$10,215,850","$13,887,866"
Ray Allen,2010,"$10,000,000","$13,594,430"
Mehmet Okur,2010,"$9,945,000","$13,519,660"
Corey Maggette,2010,"$9,600,000","$13,050,653"
Maurice Williams,2010,"$9,300,000","$12,642,820"
Rajon Rondo,2010,"$9,090,911","$12,358,575"
Kirk Hinrich,2010,"$9,000,000","$12,234,987"
Boris Diaw,2010,"$9,000,000","$12,234,987"
Andris Biedrins,2010,"$9,000,000","$12,234,987"
Jose Calderon,2010,"$9,000,000","$12,234,987"
Devin Harris,2010,"$8,981,000","$12,209,157"
Jason Kidd,2010,"$8,610,500","$11,705,484"
TJ Ford,2010,"$8,500,000","$11,555,265"
Andrea Bargnani,2010,"$8,500,000","$11,555,265"
Stephen Jackson,2010,"$8,453,250","$11,491,711"
Richard Jefferson,2010,"$8,400,000","$11,419,321"
David West,2010,"$8,287,500","$11,266,384"
Lamar Odom,2010,"$8,200,000","$11,147,432"
John Salmons,2010,"$8,000,000","$10,875,544"
Jameer Nelson,2010,"$7,800,000","$10,603,655"
Luis Scola,2010,"$7,775,378","$10,570,183"
Marko Jaric,2010,"$7,625,000","$10,365,753"
Paul Millsap,2010,"$7,600,000","$10,331,767"
Raymond Felton,2010,"$7,500,000","$10,195,822"
Joel Przybilla,2010,"$7,405,300","$10,067,083"
Shane Battier,2010,"$7,354,500","$9,998,023"
Shawn Marion,2010,"$7,305,500","$9,931,411"
Anderson Varejao,2010,"$7,281,818","$9,899,216"
Andre Miller,2010,"$7,269,264","$9,882,150"
JJ Redick,2010,"$7,250,000","$9,855,961"
Dan Gadzuric,2010,"$7,248,325","$9,853,684"
James Posey,2010,"$7,148,800","$9,718,386"
Leandro Barbosa,2010,"$7,100,000","$9,652,045"
Charlie Villanueva,2010,"$7,020,000","$9,543,290"
Travis Outlaw,2010,"$7,000,000","$9,516,101"
Brendan Haywood,2010,"$6,900,000","$9,380,156"
Vladimir Radmanovic,2010,"$6,883,800","$9,358,133"
Jared Jeffries,2010,"$6,883,800","$9,358,133"
Nazr Mohammed,2010,"$6,883,800","$9,358,133"
Andres Nocioni,2010,"$6,850,000","$9,312,184"
Greg Oden,2010,"$6,760,524","$9,190,547"
JR Smith,2010,"$6,757,851","$9,186,913"
Marvin Williams,2010,"$6,712,500","$9,125,261"
Morris Peterson,2010,"$6,665,000","$9,060,687"
Jeff Foster,2010,"$6,655,000","$9,047,093"
Jason Kapono,2010,"$6,641,440","$9,028,659"
Tyrus Thomas,2010,"$6,611,570","$8,988,052"
Josh Childress,2010,"$6,500,000","$8,836,379"
DeSagana Diop,2010,"$6,478,600","$8,807,287"
Beno Udrih,2010,"$6,478,600","$8,807,287"
Rasheed Wallace,2010,"$6,322,320","$8,594,833"
Metta World Peace,2010,"$6,322,320","$8,594,833"
Trevor Ariza,2010,"$6,322,320","$8,594,833"
Marcin Gortat,2010,"$6,322,320","$8,594,833"
Kevin Durant,2010,"$6,053,663","$8,229,609"
Andray Blatche,2010,"$5,900,000","$8,020,713"
Jermaine O'Neal,2010,"$5,765,000","$7,837,189"
Al Harrington,2010,"$5,765,000","$7,837,189"
Wesley Matthews,2010,"$5,765,000","$7,837,189"
Drew Gooden,2010,"$5,760,000","$7,830,391"
Kyle Lowry,2010,"$5,750,000","$7,816,797"
Mike Bibby,2010,"$5,564,767","$7,564,983"
Derrick Rose,2010,"$5,546,160","$7,539,688"
Nenad Krstic,2010,"$5,543,116","$7,535,550"
Jamaal Tinsley,2010,"$5,500,000","$7,476,936"
Francisco Garcia,2010,"$5,500,000","$7,476,936"
Sasha Vujacic,2010,"$5,475,113","$7,443,104"
Al Horford,2010,"$5,444,857","$7,401,972"
Blake Griffin,2010,"$5,357,280","$7,282,916"
Mickael Pietrus,2010,"$5,300,000","$7,205,048"
Luke Walton,2010,"$5,260,000","$7,150,670"
Channing Frye,2010,"$5,200,000","$7,069,103"
John Wall,2010,"$5,144,280","$6,993,355"
Reggie Evans,2010,"$5,080,000","$6,905,970"
Kyle Korver,2010,"$5,000,000","$6,797,215"
Jason Maxiell,2010,"$5,000,000","$6,797,215"
Mike Miller,2010,"$5,000,000","$6,797,215"
Louis Williams,2010,"$5,000,000","$6,797,215"
Amir Johnson,2010,"$5,000,000","$6,797,215"
Linas Kleiza,2010,"$4,995,000","$6,790,417"
Michael Beasley,2010,"$4,962,240","$6,745,882"
Mike Conley,2010,"$4,913,007","$6,678,953"
Antonio McDyess,2010,"$4,860,000","$6,606,893"
Marcus Banks,2010,"$4,847,586","$6,590,016"
Darius Songaila,2010,"$4,818,000","$6,549,796"
Martell Webster,2010,"$4,800,000","$6,525,326"
Hasheem Thabeet,2010,"$4,793,280","$6,516,191"
Ronnie Brewer,2010,"$4,790,000","$6,511,732"
Kendrick Perkins,2010,"$4,640,208","$6,308,098"
Evan Turner,2010,"$4,602,720","$6,257,135"
Jarrett Jack,2010,"$4,600,000","$6,253,437"
Chris Andersen,2010,"$4,533,300","$6,162,763"
OJ Mayo,2010,"$4,456,200","$6,057,950"
Jeff Green,2010,"$4,455,988","$6,057,661"
Charlie Bell,2010,"$4,447,792","$6,046,519"
Brad Miller,2010,"$4,400,000","$5,981,549"
Darko Milicic,2010,"$4,325,000","$5,879,591"
James Harden,2010,"$4,304,520","$5,851,749"
Matt Carroll,2010,"$4,300,000","$5,845,605"
Zaza Pachulia,2010,"$4,251,250","$5,779,332"
Randy Foye,2010,"$4,250,000","$5,777,632"
Hakim Warrick,2010,"$4,250,000","$5,777,632"
Nate Robinson,2010,"$4,200,000","$5,709,660"
DeShawn Stevenson,2010,"$4,151,786","$5,644,116"
Derrick Favors,2010,"$4,133,280","$5,618,958"
Yi Jianlian,2010,"$4,050,499","$5,506,422"
Russell Westbrook,2010,"$4,017,720","$5,461,861"
Daniel Gibson,2010,"$4,015,334","$5,458,617"
Anthony Morrow,2010,"$4,000,000","$5,437,772"
Ryan Gomes,2010,"$4,000,000","$5,437,772"
Steve Blake,2010,"$4,000,000","$5,437,772"
Nikola Pekovic,2010,"$4,000,000","$5,437,772"
Luke Ridnour,2010,"$4,000,000","$5,437,772"
Ronny Turiaf,2010,"$4,000,000","$5,437,772"
Brandon Bass,2010,"$4,000,000","$5,437,772"
Willie Green,2010,"$3,976,000","$5,405,145"
Ramon Sessions,2010,"$3,964,320","$5,389,267"
Tyreke Evans,2010,"$3,880,920","$5,275,889"
Jordan Farmar,2010,"$3,750,000","$5,097,911"
Wesley Johnson,2010,"$3,726,600","$5,066,100"
Corey Brewer,2010,"$3,703,472","$5,034,659"
Derek Fisher,2010,"$3,700,000","$5,029,939"
CJ Miles,2010,"$3,700,000","$5,029,939"
Kevin Love,2010,"$3,638,280","$4,946,034"
Timofey Mozgov,2010,"$3,567,096","$4,849,263"
Shaun Livingston,2010,"$3,500,000","$4,758,050"
Dorell Wright,2010,"$3,500,000","$4,758,050"
Udonis Haslem,2010,"$3,500,000","$4,758,050"
Carlos Delfino,2010,"$3,500,000","$4,758,050"
Chris Duhon,2010,"$3,500,000","$4,758,050"
Marc Gasol,2010,"$3,480,000","$4,730,861"
Tiago Splitter,2010,"$3,400,000","$4,622,106"
Brandan Wright,2010,"$3,398,072","$4,619,485"
DeMarcus Cousins,2010,"$3,374,640","$4,587,630"
Grant Hill,2010,"$3,324,000","$4,518,788"
Danilo Gallinari,2010,"$3,304,560","$4,492,361"
Glen Davis,2010,"$3,300,000","$4,486,161"
Joel Anthony,2010,"$3,300,000","$4,486,161"
Kelenna Azubuike,2010,"$3,300,000","$4,486,161"
Johan Petro,2010,"$3,250,000","$4,418,189"
Will Bynum,2010,"$3,250,000","$4,418,189"
Thabo Sefolosha,2010,"$3,250,000","$4,418,189"
Kris Humphries,2010,"$3,200,000","$4,350,217"
Jonny Flynn,2010,"$3,192,000","$4,339,342"
Joakim Noah,2010,"$3,128,536","$4,253,066"
CJ Watson,2010,"$3,100,000","$4,214,273"
Ekpe Udoh,2010,"$3,065,040","$4,166,747"
Eric Gordon,2010,"$3,016,680","$4,101,004"
Eduardo Najera,2010,"$3,000,000","$4,078,329"
Chris Wilcox,2010,"$3,000,000","$4,078,329"
Jamario Moon,2010,"$3,000,000","$4,078,329"
Tony Allen,2010,"$3,000,000","$4,078,329"
Carl Landry,2010,"$3,000,000","$4,078,329"
Matt Bonner,2010,"$3,000,000","$4,078,329"
Raja Bell,2010,"$3,000,000","$4,078,329"
Josh Howard,2010,"$3,000,000","$4,078,329"
Spencer Hawes,2010,"$2,974,320","$4,043,418"
Stephen Curry,2010,"$2,913,840","$3,961,199"
Thaddeus Young,2010,"$2,901,241","$3,944,071"
Julian Wright,2010,"$2,858,057","$3,885,365"
Anthony Parker,2010,"$2,855,700","$3,882,161"
Al Thornton,2010,"$2,814,196","$3,825,739"
Greg Monroe,2010,"$2,798,040","$3,803,775"
Rodney Stuckey,2010,"$2,767,126","$3,761,750"
Sebastian Telfair,2010,"$2,700,000","$3,670,496"
Jordan Hill,2010,"$2,669,520","$3,629,060"
Nick Young,2010,"$2,630,503","$3,576,018"
Al-Farouq Aminu,2010,"$2,563,320","$3,484,687"
DJ Augustin,2010,"$2,540,400","$3,453,529"
Dahntay Jones,2010,"$2,500,000","$3,398,607"
David Andersen,2010,"$2,500,000","$3,398,607"
Maurice Evans,2010,"$2,500,000","$3,398,607"
Marquis Daniels,2010,"$2,470,000","$3,357,824"
DeMar DeRozan,2010,"$2,453,880","$3,335,910"
Brook Lopez,2010,"$2,413,320","$3,280,771"
Rasual Butler,2010,"$2,400,000","$3,262,663"
Marco Belinelli,2010,"$2,380,270","$3,235,841"
Gordon Hayward,2010,"$2,356,320","$3,203,282"
Ryan Hollins,2010,"$2,333,333","$3,172,033"
Brandon Jennings,2010,"$2,331,120","$3,169,024"
Ersan Ilyasova,2010,"$2,320,500","$3,154,587"
Craig Smith,2010,"$2,300,000","$3,126,718"
Jerryd Bayless,2010,"$2,292,600","$3,116,659"
Quentin Richardson,2010,"$2,265,000","$3,079,138"
Paul George,2010,"$2,238,360","$3,042,922"
Louis Amundson,2010,"$2,225,000","$3,024,760"
Terrence Williams,2010,"$2,214,480","$3,010,459"
Shannon Brown,2010,"$2,200,000","$2,990,774"
Anthony Tolliver,2010,"$2,200,000","$2,990,774"
Jason Smith,2010,"$2,187,913","$2,974,343"
Jason Thompson,2010,"$2,178,000","$2,960,866"
Daequan Cook,2010,"$2,169,857","$2,949,796"
Jared Dudley,2010,"$2,151,068","$2,924,254"
Wilson Chandler,2010,"$2,130,482","$2,896,268"
Cole Aldrich,2010,"$2,126,520","$2,890,882"
Gerald Henderson,2010,"$2,103,840","$2,860,050"
Ben Wallace,2010,"$2,080,000","$2,827,641"
Brandon Rush,2010,"$2,069,049","$2,812,754"
Xavier Henry,2010,"$2,020,200","$2,746,346"
Aaron Brooks,2010,"$2,016,692","$2,741,577"
Keyon Dooling,2010,"$2,000,000","$2,718,886"
Tyler Hansbrough,2010,"$1,998,600","$2,716,982"
Chuck Hayes,2010,"$1,972,500","$2,681,501"
Goran Dragic,2010,"$1,972,000","$2,680,821"
Anthony Randolph,2010,"$1,965,720","$2,672,284"
Arron Afflalo,2010,"$1,959,577","$2,663,933"
Ed Davis,2010,"$1,919,160","$2,608,988"
Earl Clark,2010,"$1,898,760","$2,581,256"
Jason Williams,2010,"$1,877,145","$2,551,871"
Robin Lopez,2010,"$1,867,320","$2,538,515"
Patrick Patterson,2010,"$1,823,280","$2,478,645"
Jose Juan Barea,2010,"$1,815,000","$2,467,389"
Austin Daye,2010,"$1,803,720","$2,452,054"
Marreese Speights,2010,"$1,773,960","$2,411,597"
Matt Barnes,2010,"$1,765,000","$2,399,416"
Larry Sanders,2010,"$1,731,960","$2,354,500"
Omer Asik,2010,"$1,721,000","$2,339,601"
James Johnson,2010,"$1,713,600","$2,329,541"
Roy Hibbert,2010,"$1,685,280","$2,291,042"
Renaldo Balkman,2010,"$1,675,000","$2,277,067"
Luke Babbitt,2010,"$1,645,440","$2,236,881"
Jrue Holiday,2010,"$1,627,920","$2,213,064"
JaVale McGee,2010,"$1,601,040","$2,176,522"
Keith Bogans,2010,"$1,600,000","$2,175,108"
Hamed Haddadi,2010,"$1,600,000","$2,175,108"
Kevin Seraphin,2010,"$1,563,120","$2,124,972"
Ty Lawson,2010,"$1,546,560","$2,102,460"
JJ Hickson,2010,"$1,528,920","$2,078,479"
Solomon Jones,2010,"$1,500,000","$2,039,164"
Eric Bledsoe,2010,"$1,485,000","$2,018,772"
Jeff Teague,2010,"$1,476,840","$2,007,679"
Alexis Ajinca,2010,"$1,467,840","$1,995,444"
Avery Bradley,2010,"$1,418,160","$1,927,907"
Eric Maynor,2010,"$1,417,800","$1,927,418"
Courtney Lee,2010,"$1,409,040","$1,915,509"
Ryan Anderson,2010,"$1,409,040","$1,915,509"
Roger Mason,2010,"$1,400,000","$1,903,220"
Ronnie Price,2010,"$1,380,000","$1,876,031"
James Anderson,2010,"$1,361,400","$1,850,745"
Darren Collison,2010,"$1,361,040","$1,850,256"
Kosta Koufos,2010,"$1,352,640","$1,838,837"
Jason Collins,2010,"$1,352,181","$1,838,213"
Shaquille O'Neal,2010,"$1,352,181","$1,838,213"
Kurt Thomas,2010,"$1,352,181","$1,838,213"
Brian Cardinal,2010,"$1,352,181","$1,838,213"
Tracy McGrady,2010,"$1,352,181","$1,838,213"
Theo Ratliff,2010,"$1,352,181","$1,838,213"
Joe Smith,2010,"$1,352,181","$1,838,213"
Zydrunas Ilgauskas,2010,"$1,352,181","$1,838,213"
Juwan Howard,2010,"$1,352,181","$1,838,213"
Eddie House,2010,"$1,352,181","$1,838,213"
Earl Boykins,2010,"$1,352,181","$1,838,213"
Anthony Carter,2010,"$1,352,181","$1,838,213"
Tony Battie,2010,"$1,352,181","$1,838,213"
Craig Brackins,2010,"$1,306,920","$1,776,683"
Sean Marks,2010,"$1,264,687","$1,719,269"
Elliot Williams,2010,"$1,254,720","$1,705,720"
Omri Casspi,2010,"$1,254,480","$1,705,394"
Rudy Fernandez,2010,"$1,246,680","$1,694,790"
Kwame Brown,2010,"$1,229,255","$1,671,102"
Brian Scalabrine,2010,"$1,229,255","$1,671,102"
Jamaal Magloire,2010,"$1,229,255","$1,671,102"
Malik Allen,2010,"$1,229,255","$1,671,102"
Earl Watson,2010,"$1,229,255","$1,671,102"
Etan Thomas,2010,"$1,223,166","$1,662,824"
Melvin Ely,2010,"$1,223,166","$1,662,824"
Carlos Arroyo,2010,"$1,223,166","$1,662,824"
Trevor Booker,2010,"$1,204,560","$1,637,530"
Serge Ibaka,2010,"$1,204,200","$1,637,041"
BJ Mullens,2010,"$1,204,200","$1,637,041"
Royal Ivey,2010,"$1,200,000","$1,631,331"
Nicolas Batum,2010,"$1,196,760","$1,626,927"
George Hill,2010,"$1,157,160","$1,573,093"
Damion James,2010,"$1,156,320","$1,571,951"
Rodrigue Beaubois,2010,"$1,156,080","$1,571,624"
Quinton Ross,2010,"$1,146,337","$1,558,379"
Brian Cook,2010,"$1,146,337","$1,558,379"
Francisco Elson,2010,"$1,146,337","$1,558,379"
Erick Dampier,2010,"$1,129,469","$1,535,448"
Darrell Arthur,2010,"$1,123,680","$1,527,578"
Taj Gibson,2010,"$1,117,680","$1,519,422"
Donte Greene,2010,"$1,116,840","$1,518,280"
Dominique Jones,2010,"$1,110,120","$1,509,144"
DJ White,2010,"$1,108,680","$1,507,187"
Kyrylo Fesenko,2010,"$1,087,500","$1,478,394"
DeMarre Carroll,2010,"$1,085,400","$1,475,539"
Wayne Ellington,2010,"$1,078,800","$1,466,567"
Quincy Pondexter,2010,"$1,073,280","$1,459,063"
Toney Douglas,2010,"$1,071,000","$1,455,963"
Josh Powell,2010,"$1,069,609","$1,454,072"
Delonte West,2010,"$1,069,509","$1,453,936"
James Jones,2010,"$1,069,509","$1,453,936"
Didier Ilunga-Mbenga,2010,"$1,069,509","$1,453,936"
Jordan Crawford,2010,"$1,042,320","$1,416,974"
Greivis Vasquez,2010,"$1,035,960","$1,408,328"
Aaron Gray,2010,"$1,028,840","$1,398,649"
Daniel Orton,2010,"$1,028,400","$1,398,051"
Christian Eyenga,2010,"$1,020,960","$1,387,936"
Lazar Hayward,2010,"$1,020,960","$1,387,936"
Jon Brockman,2010,"$1,000,000","$1,359,443"
Hilton Armstrong,2010,"$992,680","$1,349,491"
Stephen Graham,2010,"$992,680","$1,349,491"
Joey Graham,2010,"$992,680","$1,349,491"
Fabricio Oberto,2010,"$992,680","$1,349,491"
Luther Head,2010,"$992,680","$1,349,491"
Antoine Wright,2010,"$992,680","$1,349,491"
Patrick Mills,2010,"$937,195","$1,274,063"
DeJuan Blair,2010,"$918,000","$1,247,968"
Von Wafer,2010,"$915,852","$1,245,048"
Leon Powe,2010,"$915,852","$1,245,048"
Shelden Williams,2010,"$915,852","$1,245,048"
Sam Young,2010,"$886,000","$1,204,466"
Shawne Williams,2010,"$885,210","$1,203,392"
Josh McRoberts,2010,"$885,120","$1,203,270"
Dominic McGuire,2010,"$884,120","$1,201,910"
Chris Quinn,2010,"$861,978","$1,171,809"
