Player,Season,salary,inflationAdjSalary
Nikola Vucevic,2017,"$12,250,000","$14,818,271"
Solomon Hill,2017,"$12,236,535","$14,801,983"
Dion Waiters,2017,"$12,100,000","$14,636,823"
Wilson Chandler,2017,"$12,016,854","$14,536,245"
Kelly Olynyk,2017,"$12,007,169","$14,524,530"
Jeremy Lin,2017,"$12,000,000","$14,515,858"
Kemba Walker,2017,"$12,000,000","$14,515,858"
Derrick Favors,2017,"$12,000,000","$14,515,858"
Austin Rivers,2017,"$11,825,000","$14,304,168"
Courtney Lee,2017,"$11,747,890","$14,210,891"
Nikola Pekovic,2017,"$11,600,000","$14,031,996"
Jordan Clarkson,2017,"$11,562,500","$13,986,634"
John Henson,2017,"$11,422,536","$13,817,325"
Amir Johnson,2017,"$11,000,000","$13,306,203"
Alec Burks,2017,"$10,845,506","$13,119,318"
Patrick Mills,2017,"$10,714,286","$12,960,587"
Moe Harkless,2017,"$10,662,922","$12,898,455"
Omer Asik,2017,"$10,595,505","$12,816,903"
Bojan Bogdanovic,2017,"$10,500,000","$12,701,375"
Mirza Teletovic,2017,"$10,500,000","$12,701,375"
Terrence Ross,2017,"$10,500,000","$12,701,375"
Jon Leuer,2017,"$10,497,319","$12,698,132"
Iman Shumpert,2017,"$10,337,079","$12,504,297"
Joe Johnson,2017,"$10,254,904","$12,404,893"
Darren Collison,2017,"$10,000,000","$12,096,548"
Jared Dudley,2017,"$10,000,000","$12,096,548"
Danny Green,2017,"$10,000,000","$12,096,548"
Meyers Leonard,2017,"$9,904,495","$11,981,020"
Tony Snell,2017,"$9,821,429","$11,880,539"
Al Jefferson,2017,"$9,769,821","$11,818,111"
Matthew Dellavedova,2017,"$9,607,500","$11,621,758"
Trevor Booker,2017,"$9,571,137","$11,577,771"
Bogdan Bogdanovic,2017,"$9,470,614","$11,456,174"
Andre Roberson,2017,"$9,259,260","$11,200,508"
Dwight Powell,2017,"$9,003,125","$10,890,673"
Jerryd Bayless,2017,"$9,000,000","$10,886,893"
Avery Bradley,2017,"$8,808,989","$10,655,836"
JaMychal Green,2017,"$8,533,333","$10,322,387"
E'Twaun Moore,2017,"$8,445,024","$10,215,564"
Rudy Gay,2017,"$8,406,000","$10,168,358"
Kosta Koufos,2017,"$8,393,000","$10,152,633"
Corey Brewer,2017,"$8,105,615","$9,804,995"
Garrett Temple,2017,"$8,000,000","$9,677,238"
Vince Carter,2017,"$8,000,000","$9,677,238"
Markieff Morris,2017,"$8,000,000","$9,677,238"
CJ Miles,2017,"$7,936,509","$9,600,436"
Cristiano Felicio,2017,"$7,843,500","$9,487,927"
Shaun Livingston,2017,"$7,692,308","$9,305,037"
Cory Joseph,2017,"$7,630,000","$9,229,666"
PJ Tucker,2017,"$7,590,035","$9,181,322"
Andrew Wiggins,2017,"$7,574,322","$9,162,315"
Darrell Arthur,2017,"$7,464,912","$9,029,966"
Channing Frye,2017,"$7,420,912","$8,976,742"
Trevor Ariza,2017,"$7,400,000","$8,951,445"
Al-Farouq Aminu,2017,"$7,319,035","$8,853,506"
Cole Aldrich,2017,"$7,300,000","$8,830,480"
DJ Augustin,2017,"$7,250,000","$8,769,997"
Marco Belinelli,2017,"$7,082,277","$8,567,109"
Markelle Fultz,2017,"$7,026,240","$8,499,325"
Jeremy Lamb,2017,"$7,000,000","$8,467,583"
Kyle Korver,2017,"$7,000,000","$8,467,583"
Louis Williams,2017,"$7,000,000","$8,467,583"
Jameer Nelson,2017,"$6,998,920","$8,466,276"
Dewayne Dedmon,2017,"$6,900,000","$8,346,618"
Jae Crowder,2017,"$6,796,117","$8,220,955"
Jabari Parker,2017,"$6,782,392","$8,204,353"
Langston Galloway,2017,"$6,666,667","$8,064,365"
Lance Thomas,2017,"$6,655,325","$8,050,646"
Ersan Ilyasova,2017,"$6,514,288","$7,880,039"
Matt Barnes,2017,"$6,400,625","$7,742,546"
Ed Davis,2017,"$6,352,531","$7,684,369"
Rajon Rondo,2017,"$6,300,000","$7,620,824"
Jonathon Simmons,2017,"$6,300,000","$7,620,825"
Lonzo Ball,2017,"$6,286,560","$7,604,567"
Wayne Ellington,2017,"$6,270,000","$7,584,535"
Isaiah Thomas,2017,"$6,261,394","$7,574,125"
Karl-Anthony Towns,2017,"$6,216,840","$7,520,230"
Ben Simmons,2017,"$6,168,840","$7,462,167"
Joel Embiid,2017,"$6,100,266","$7,379,216"
Josh McRoberts,2017,"$6,021,175","$7,283,543"
Ishmael Smith,2017,"$6,000,000","$7,257,929"
Milos Teodosic,2017,"$6,000,000","$7,257,929"
Shelvin Mack,2017,"$6,000,000","$7,257,929"
Alan Williams,2017,"$6,000,000","$7,257,929"
Brandan Wright,2017,"$5,955,760","$7,204,413"
Wesley Johnson,2017,"$5,881,260","$7,114,294"
Boban Marjanovic,2017,"$5,881,260","$7,114,294"
Tyler Johnson,2017,"$5,821,260","$7,041,715"
Alex Abrines,2017,"$5,725,000","$6,925,273"
Jayson Tatum,2017,"$5,645,400","$6,828,985"
D'Angelo Russell,2017,"$5,562,360","$6,728,535"
Brandon Ingram,2017,"$5,519,400","$6,676,568"
Josh Smith,2017,"$5,514,806","$6,671,010"
Patrick Beverley,2017,"$5,513,514","$6,669,448"
Aaron Gordon,2017,"$5,504,419","$6,658,447"
Deron Williams,2017,"$5,474,787","$6,622,602"
Arron Afflalo,2017,"$5,328,652","$6,445,829"
Anthony Tolliver,2017,"$5,290,000","$6,399,073"
Thabo Sefolosha,2017,"$5,250,000","$6,350,687"
Jason Smith,2017,"$5,225,000","$6,320,446"
Ben McLemore,2017,"$5,200,000","$6,290,205"
Nick Young,2017,"$5,192,000","$6,280,527"
Patrick Patterson,2017,"$5,192,000","$6,280,527"
Josh Jackson,2017,"$5,090,040","$6,157,191"
Mike Muscala,2017,"$5,000,000","$6,048,274"
Marcus Morris,2017,"$5,000,000","$6,048,274"
Dirk Nowitzki,2017,"$5,000,000","$6,048,274"
Larry Sanders,2017,"$5,000,000","$6,048,274"
Jahlil Okafor,2017,"$4,995,120","$6,042,371"
Dante Exum,2017,"$4,992,385","$6,039,062"
Alexis Ajinca,2017,"$4,961,798","$6,002,062"
Jaylen Brown,2017,"$4,956,480","$5,995,629"
Richard Jefferson,2017,"$4,828,652","$5,841,002"
Sean Kilpatrick,2017,"$4,774,445","$5,775,428"
Kyle Singler,2017,"$4,666,500","$5,644,854"
De'Aaron Fox,2017,"$4,609,200","$5,575,541"
Marcus Smart,2017,"$4,538,019","$5,489,436"
Kristaps Porzingis,2017,"$4,503,600","$5,447,801"
Justin Holiday,2017,"$4,500,000","$5,443,446"
Dragan Bender,2017,"$4,468,800","$5,405,705"
Devin Harris,2017,"$4,402,546","$5,325,561"
Ron Baker,2017,"$4,328,000","$5,235,386"
Aron Baynes,2017,"$4,300,000","$5,201,515"
Nerlens Noel,2017,"$4,187,599","$5,065,549"
Alex Len,2017,"$4,187,599","$5,065,549"
Jonathan Isaac,2017,"$4,186,320","$5,064,002"
Lance Stephenson,2017,"$4,180,000","$5,056,357"
Julius Randle,2017,"$4,149,242","$5,019,150"
Kyle O'Quinn,2017,"$4,087,500","$4,944,464"
Mario Hezonja,2017,"$4,078,320","$4,933,359"
Kris Dunn,2017,"$4,046,760","$4,895,182"
Noah Vonleh,2017,"$4,031,018","$4,876,140"
Jonas Jerebko,2017,"$4,000,000","$4,838,619"
Nemanja Bjelica,2017,"$3,950,000","$4,778,136"
Jose Juan Barea,2017,"$3,903,900","$4,722,371"
Quincy Pondexter,2017,"$3,853,931","$4,661,926"
Lauri Markkanen,2017,"$3,821,640","$4,622,865"
Nik Stauskas,2017,"$3,807,146","$4,605,332"
Willie Cauley-Stein,2017,"$3,704,160","$4,480,755"
Paul Pierce,2017,"$3,679,840","$4,451,336"
Buddy Hield,2017,"$3,675,480","$4,446,062"
Will Barton,2017,"$3,533,333","$4,274,113"
Frank Ntilikina,2017,"$3,501,120","$4,235,146"
Lavoy Allen,2017,"$3,500,000","$4,233,791"
Zaza Pachulia,2017,"$3,477,600","$4,206,695"
Nenê,2017,"$3,477,600","$4,206,695"
Troy Daniels,2017,"$3,408,520","$4,123,132"
Emmanuel Mudiay,2017,"$3,381,480","$4,090,423"
Jamal Murray,2017,"$3,355,320","$4,058,779"
Elfrid Payton,2017,"$3,332,340","$4,030,981"
Doug McDermott,2017,"$3,294,994","$3,985,805"
Tarik Black,2017,"$3,290,000","$3,979,764"
Tyreke Evans,2017,"$3,290,000","$3,979,764"
Jodie Meeks,2017,"$3,290,000","$3,979,764"
Dennis Smith,2017,"$3,218,280","$3,893,007"
Zach LaVine,2017,"$3,202,217","$3,873,577"
Ekpe Udoh,2017,"$3,200,000","$3,870,895"
TJ Warren,2017,"$3,152,930","$3,813,957"
Stanley Johnson,2017,"$3,097,800","$3,747,268"
Thon Maker,2017,"$3,086,784","$3,733,943"
Marquese Chriss,2017,"$3,073,800","$3,718,237"
Zach Collins,2017,"$3,057,240","$3,698,205"
Seth Curry,2017,"$3,028,410","$3,663,330"
James Ennis,2017,"$3,028,410","$3,663,330"
Mindaugas Kuzminskas,2017,"$3,028,410","$3,663,330"
Tomas Satoransky,2017,"$3,000,000","$3,628,964"
Ramon Sessions,2017,"$2,986,463","$3,612,589"
Jusuf Nurkic,2017,"$2,947,304","$3,565,220"
Lucas Nogueira,2017,"$2,947,304","$3,565,220"
Malik Monk,2017,"$2,904,480","$3,513,418"
Frank Kaminsky,2017,"$2,847,600","$3,444,613"
Andrew Nicholson,2017,"$2,844,429","$3,440,777"
Jakob Poeltl,2017,"$2,825,640","$3,418,049"
Luke Kennard,2017,"$2,759,280","$3,337,776"
Justise Winslow,2017,"$2,705,040","$3,272,164"
Michael Carter-Williams,2017,"$2,700,000","$3,266,068"
Cedi Osman,2017,"$2,642,857","$3,196,944"
Donovan Mitchell,2017,"$2,621,280","$3,170,844"
Gary Harris,2017,"$2,550,055","$3,084,686"
Domantas Sabonis,2017,"$2,550,000","$3,084,619"
Derrick Rose,2017,"$2,533,488","$3,064,645"
Malcolm Delaney,2017,"$2,500,000","$3,024,137"
Reggie Bullock,2017,"$2,500,000","$3,024,137"
Manu Ginobili,2017,"$2,500,000","$3,024,137"
Bam Adebayo,2017,"$2,490,360","$3,012,476"
Georgios Papagiannis,2017,"$2,486,757","$3,008,117"
Myles Turner,2017,"$2,483,040","$3,003,621"
Bruno Caboclo,2017,"$2,451,224","$2,965,134"
Ronnie Price,2017,"$2,442,455","$2,954,527"
Trey Lyles,2017,"$2,441,400","$2,953,251"
Taurean Prince,2017,"$2,422,560","$2,930,461"
Dario Saric,2017,"$2,422,560","$2,930,461"
Rodney Hood,2017,"$2,386,864","$2,887,281"
Justin Jackson,2017,"$2,365,560","$2,861,511"
Shabazz Napier,2017,"$2,361,359","$2,856,429"
Rashad Vaughn,2017,"$2,338,653","$2,828,962"
Clint Capela,2017,"$2,334,528","$2,823,973"
Jose Calderon,2017,"$2,328,652","$2,816,865"
David West,2017,"$2,328,652","$2,816,865"
Udonis Haslem,2017,"$2,328,652","$2,816,865"
Jason Terry,2017,"$2,328,652","$2,816,865"
Jarrett Jack,2017,"$2,328,652","$2,816,865"
Raymond Felton,2017,"$2,328,652","$2,816,865"
Nick Collison,2017,"$2,328,652","$2,816,865"
Devin Booker,2017,"$2,319,360","$2,805,625"
Dante Cunningham,2017,"$2,300,000","$2,782,206"
Wade Baldwin,2017,"$2,254,292","$2,726,915"
Guerschon Yabusele,2017,"$2,247,480","$2,718,675"
Justin Patton,2017,"$2,247,480","$2,718,675"
Monta Ellis,2017,"$2,245,400","$2,716,158"
Cameron Payne,2017,"$2,203,440","$2,665,401"
Denzel Valentine,2017,"$2,186,400","$2,644,789"
Kyle Anderson,2017,"$2,151,704","$2,602,819"
DJ Wilson,2017,"$2,135,040","$2,582,661"
Jeff Green,2017,"$2,116,955","$2,560,784"
JaVale McGee,2017,"$2,116,955","$2,560,784"
Luc Mbah a Moute,2017,"$2,116,955","$2,560,784"
Aaron Brooks,2017,"$2,116,955","$2,560,784"
Michael Beasley,2017,"$2,116,955","$2,560,784"
Marreese Speights,2017,"$2,116,955","$2,560,784"
Omri Casspi,2017,"$2,106,470","$2,548,101"
Mario Chalmers,2017,"$2,106,407","$2,548,025"
Darius Miller,2017,"$2,100,000","$2,540,275"
Kelly Oubre,2017,"$2,093,040","$2,531,855"
Juan Hernangomez,2017,"$2,076,840","$2,512,259"
TJ Leaf,2017,"$2,028,360","$2,453,615"
Spencer Hawes,2017,"$2,007,058","$2,427,847"
Tim Frazier,2017,"$2,000,000","$2,419,309"
Terry Rozier,2017,"$1,988,520","$2,405,422"
Luke Babbitt,2017,"$1,974,159","$2,388,050"
John Collins,2017,"$1,936,920","$2,343,004"
Shabazz Muhammad,2017,"$1,924,755","$2,328,288"
Harry Giles,2017,"$1,859,400","$2,249,232"
Troy Williams,2017,"$1,842,176","$2,228,396"
Sam Dekker,2017,"$1,794,600","$2,170,846"
Terrance Ferguson,2017,"$1,785,000","$2,159,233"
Henry Ellenson,2017,"$1,780,800","$2,154,153"
Eric Moreland,2017,"$1,740,000","$2,104,799"
Jerian Grant,2017,"$1,713,840","$2,073,154"
Jarrett Allen,2017,"$1,713,720","$2,073,009"
Quincy Acy,2017,"$1,709,538","$2,067,950"
Tyler Zeller,2017,"$1,709,538","$2,067,950"
Jordan Crawford,2017,"$1,709,538","$2,067,950"
Mike Scott,2017,"$1,709,538","$2,067,950"
Malik Beasley,2017,"$1,700,640","$2,057,187"
Ante Zizic,2017,"$1,645,200","$1,990,124"
Delon Wright,2017,"$1,645,200","$1,990,124"
OG Anunoby,2017,"$1,645,200","$1,990,124"
Caris LeVert,2017,"$1,632,480","$1,974,737"
Mike Dunleavy,2017,"$1,600,000","$1,935,447"
Timothe Luwawu,2017,"$1,594,590","$1,928,903"
Tyler Lydon,2017,"$1,579,440","$1,910,577"
Justin Anderson,2017,"$1,579,440","$1,910,577"
Ian Clark,2017,"$1,577,230","$1,907,903"
DeAndre Bembry,2017,"$1,567,200","$1,895,771"
Shane Larkin,2017,"$1,524,305","$1,843,882"
Joe Harris,2017,"$1,524,305","$1,843,882"
Spencer Dinwiddie,2017,"$1,524,305","$1,843,882"
Julyan Stone,2017,"$1,524,305","$1,843,882"
Glenn Robinson III,2017,"$1,524,305","$1,843,882"
Tyler Ennis,2017,"$1,524,305","$1,843,882"
Johnny O'Bryant,2017,"$1,524,305","$1,843,882"
Jerami Grant,2017,"$1,524,305","$1,843,882"
Joffrey Lauvergne,2017,"$1,524,305","$1,843,882"
Bobby Portis,2017,"$1,516,320","$1,834,223"
DeAndre Liggins,2017,"$1,505,942","$1,821,669"
Malachi Richardson,2017,"$1,504,560","$1,819,998"
Tony Allen,2017,"$1,471,382","$1,779,864"
Willie Reed,2017,"$1,471,382","$1,779,864"
Larry Nance Jr,2017,"$1,471,382","$1,779,864"
Salah Mejri,2017,"$1,471,382","$1,779,864"
Nikola Jokic,2017,"$1,471,382","$1,779,864"
Kevon Looney,2017,"$1,471,382","$1,779,864"
Joseph Young,2017,"$1,471,382","$1,779,864"
Montrezl Harrell,2017,"$1,471,382","$1,779,864"
Jarell Martin,2017,"$1,471,382","$1,779,864"
Josh Richardson,2017,"$1,471,382","$1,779,864"
Jordan Mickey,2017,"$1,471,382","$1,779,864"
Tyus Jones,2017,"$1,471,382","$1,779,864"
Josh Huestis,2017,"$1,471,382","$1,779,864"
Richaun Holmes,2017,"$1,471,382","$1,779,864"
TJ McConnell,2017,"$1,471,382","$1,779,864"
Pat Connaughton,2017,"$1,471,382","$1,779,864"
Norman Powell,2017,"$1,471,382","$1,779,864"
Raul Neto,2017,"$1,471,382","$1,779,864"
Chris McCullough,2017,"$1,471,382","$1,779,864"
Furkan Korkmaz,2017,"$1,465,920","$1,773,257"
Caleb Swanigan,2017,"$1,465,920","$1,773,257"
Okaro White,2017,"$1,460,927","$1,767,217"
Rondae Hollis-Jefferson,2017,"$1,455,720","$1,760,918"
Willy Hernangomez,2017,"$1,435,750","$1,736,761"
Kyle Kuzma,2017,"$1,423,560","$1,722,016"
Tony Bradley,2017,"$1,414,920","$1,711,564"
Derrick White,2017,"$1,404,600","$1,699,081"
Josh Hart,2017,"$1,394,520","$1,686,887"
Gerald Green,2017,"$1,381,403","$1,671,020"
Brice Johnson,2017,"$1,331,160","$1,610,244"
Diamond Stone,2017,"$1,312,611","$1,587,806"
Isaiah Taylor,2017,"$1,312,611","$1,587,806"
Sheldon Mac,2017,"$1,312,611","$1,587,806"
Isaiah Whitehead,2017,"$1,312,611","$1,587,806"
Treveon Graham,2017,"$1,312,611","$1,587,806"
Paul Zipser,2017,"$1,312,611","$1,587,806"
David Nwaba,2017,"$1,312,611","$1,587,806"
Dorian Finney-Smith,2017,"$1,312,611","$1,587,806"
Yogi Ferrell,2017,"$1,312,611","$1,587,806"
Patrick McCaw,2017,"$1,312,611","$1,587,806"
Damian Jones,2017,"$1,312,611","$1,587,806"
Chinanu Onuaku,2017,"$1,312,611","$1,587,806"
Ivica Zubac,2017,"$1,312,611","$1,587,806"
Deyonta Davis,2017,"$1,312,611","$1,587,806"
Andrew Harrison,2017,"$1,312,611","$1,587,806"
Wayne Selden,2017,"$1,312,611","$1,587,806"
Rodney McGruder,2017,"$1,312,611","$1,587,806"
AJ Hammons,2017,"$1,312,611","$1,587,806"
Malcolm Brogdon,2017,"$1,312,611","$1,587,806"
Marcus Georges-Hunt,2017,"$1,312,611","$1,587,806"
Cheick Diallo,2017,"$1,312,611","$1,587,806"
Chasson Randle,2017,"$1,312,611","$1,587,806"
Tyler Ulis,2017,"$1,312,611","$1,587,806"
Jake Layman,2017,"$1,312,611","$1,587,806"
Skal Labissiere,2017,"$1,312,611","$1,587,806"
Dejounte Murray,2017,"$1,312,611","$1,587,806"
Bryn Forbes,2017,"$1,312,611","$1,587,806"
Davis Bertans,2017,"$1,312,611","$1,587,806"
Pascal Siakam,2017,"$1,312,611","$1,587,806"
Fred VanVleet,2017,"$1,312,611","$1,587,806"
Semi Ojeleye,2017,"$1,291,892","$1,562,743"
Livio Jean-Charles,2017,"$1,242,240","$1,502,681"
Bobby Brown,2017,"$1,231,500","$1,489,689"
Frank Mason,2017,"$1,184,385","$1,432,697"
Abdel Nader,2017,"$1,167,333","$1,412,070"
Isaiah Canaan,2017,"$1,113,863","$1,347,389"
Damyean Dotson,2017,"$1,100,000","$1,330,620"
Andrew Bogut,2017,"$1,078,810","$1,304,987"
Wesley Iwundu,2017,"$1,050,000","$1,270,137"
Gerald Henderson,2017,"$1,000,000","$1,209,654"
Festus Ezeli,2017,"$1,000,000","$1,209,654"
Justin Hamilton,2017,"$1,000,000","$1,209,654"
Damien Wilkins,2017,"$992,696","$1,200,819"
Ike Anigbogu,2017,"$950,000","$1,149,172"
Rade Zagorac,2017,"$950,000","$1,149,172"
Ivan Rabb,2017,"$950,000","$1,149,172"
Jason Thompson,2017,"$893,333","$1,080,624"
Tyler Dorsey,2017,"$815,615","$986,612"
Daniel Theis,2017,"$815,615","$986,612"
Dwayne Bacon,2017,"$815,615","$986,612"
Maxi Kleber,2017,"$815,615","$986,612"
Jordan Bell,2017,"$815,615","$986,612"
Zhou Qi,2017,"$815,615","$986,612"
Jawun Evans,2017,"$815,615","$986,612"
Sindarius Thornwell,2017,"$815,615","$986,612"
Thomas Bryant,2017,"$815,615","$986,612"
Dillon Brooks,2017,"$815,615","$986,612"
Sterling Brown,2017,"$815,615","$986,612"
Frank Jackson,2017,"$815,615","$986,612"
Dakari Johnson,2017,"$815,615","$986,612"
Khem Birch,2017,"$815,615","$986,612"
Davon Reed,2017,"$815,615","$986,612"
Brandon Paul,2017,"$815,615","$986,612"
Alfonzo McKinnie,2017,"$815,615","$986,612"
Royce O'Neale,2017,"$815,615","$986,612"
Emeka Okafor,2017,"$813,293","$983,803"
Trey Burke,2017,"$784,160","$948,562"
Alex Poythress,2017,"$778,668","$941,919"
Dwight Buycks,2017,"$748,160","$905,015"
Joel Bolomboy,2017,"$708,200","$856,677"
Kyle Collinsworth,2017,"$595,702","$720,593"
Jeff Withey,2017,"$593,780","$718,268"
Kay Felder,2017,"$551,866","$667,566"
Michael Gbinije,2017,"$500,000","$604,827"
Leandro Barbosa,2017,"$500,000","$604,827"
Derrick Jones,2017,"$462,875","$559,918"
Nicolas Brussino,2017,"$393,041","$475,443"
Antonius Cleveland,2017,"$384,116","$464,647"
Brandon Jennings,2017,"$380,830","$460,672"
CJ Watson,2017,"$333,333","$403,217"
Demetrius Jackson,2017,"$319,266","$386,199"
Travis Wear,2017,"$304,051","$367,796"
Cameron Oliver,2017,"$300,000","$362,896"
Shaquille Harrison,2017,"$230,399","$278,703"
Larry Drew II,2017,"$222,474","$269,116"
Jaylen Morris,2017,"$198,143","$239,684"
Nigel Hayes,2017,"$193,532","$234,105"
David Stockton,2017,"$192,812","$233,235"
Quinn Cook,2017,"$189,832","$229,630"
Georges Niang,2017,"$177,250","$214,410"
Aaron Harrison,2017,"$174,570","$211,169"
Omari Johnson,2017,"$170,495","$206,240"
Naz Long,2017,"$167,158","$202,203"
Jarell Eddie,2017,"$166,256","$201,112"
Rodney Purvis,2017,"$165,887","$200,666"
Mike James,2017,"$164,802","$199,352"
Briante Weber,2017,"$160,378","$194,001"
Marquis Teague,2017,"$157,944","$191,057"
Gary Payton II,2017,"$154,500","$186,890"
Jeremy Evans,2017,"$154,059","$186,358"
Carrick Felix,2017,"$140,901","$170,441"
Damion Lee,2017,"$138,239","$167,221"
Kendrick Perkins,2017,"$131,562","$159,144"
Milton Doyle,2017,"$127,250","$153,927"
Brandon Rush,2017,"$119,601","$144,675"
Ty Lawson,2017,"$119,009","$143,959"
Derrick Williams,2017,"$104,059","$125,875"
KJ McDaniels,2017,"$100,000","$120,965"
Tim Quarterman,2017,"$96,406","$116,617"
Walter Lemon Jr,2017,"$92,159","$111,480"
Josh Gray,2017,"$92,159","$111,480"
Jaylen Johnson,2017,"$87,551","$105,906"
MarShon Brooks,2017,"$86,118","$104,173"
CJ Fair,2017,"$82,943","$100,332"
Josh Magette,2017,"$77,250","$93,445"
Tyler Cavanaugh,2017,"$77,250","$93,445"
Andrew White,2017,"$77,250","$93,445"
Kadeem Allen,2017,"$77,250","$93,445"
Jabari Bird,2017,"$77,250","$93,445"
Yakuba Ouattara,2017,"$77,250","$93,445"
Jacob Wiley,2017,"$77,250","$93,445"
James Webb,2017,"$77,250","$93,445"
Mangok Mathiang,2017,"$77,250","$93,445"
Marcus Paige,2017,"$77,250","$93,445"
Antonio Blakeney,2017,"$77,250","$93,445"
Ryan Arcidiacono,2017,"$77,250","$93,445"
John Holland,2017,"$77,250","$93,445"
London Perrantes,2017,"$77,250","$93,445"
Johnathan Motley,2017,"$77,250","$93,445"
Gian Clavell,2017,"$77,250","$93,445"
Jalen Jones,2017,"$77,250","$93,445"
Torrey Craig,2017,"$77,250","$93,445"
Monte Morris,2017,"$77,250","$93,445"
Luis Montero,2017,"$77,250","$93,445"
Reggie Hearn,2017,"$77,250","$93,445"
Chris Boucher,2017,"$77,250","$93,445"
RJ Hunter,2017,"$77,250","$93,445"
Markel Brown,2017,"$77,250","$93,445"
Edmond Sumner,2017,"$77,250","$93,445"
Ben Moore,2017,"$77,250","$93,445"
Jamil Wilson,2017,"$77,250","$93,445"
CJ Williams,2017,"$77,250","$93,445"
Tyrone Wallace,2017,"$77,250","$93,445"
Alex Caruso,2017,"$77,250","$93,445"
Vander Blue,2017,"$77,250","$93,445"
Kobi Simmons,2017,"$77,250","$93,445"
Vince Hunter,2017,"$77,250","$93,445"
Myke Henry,2017,"$77,250","$93,445"
Matt Williams,2017,"$77,250","$93,445"
Derrick Walton,2017,"$77,250","$93,445"
Xavier Munford,2017,"$77,250","$93,445"
Marshall Plumlee,2017,"$77,250","$93,445"
Anthony Brown,2017,"$77,250","$93,445"
Amile Jefferson,2017,"$77,250","$93,445"
Charles Cooke,2017,"$77,250","$93,445"
Luke Kornet,2017,"$77,250","$93,445"
Isaiah Hicks,2017,"$77,250","$93,445"
Daniel Hamilton,2017,"$77,250","$93,445"
PJ Dozier,2017,"$77,250","$93,445"
Adreian Payne,2017,"$77,250","$93,445"
Jamel Artis,2017,"$77,250","$93,445"
James Michael McAdoo,2017,"$77,250","$93,445"
Jacob Pullen,2017,"$77,250","$93,445"
James Young,2017,"$77,250","$93,445"
Alec Peters,2017,"$77,250","$93,445"
Danuel House,2017,"$77,250","$93,445"
CJ Wilcox,2017,"$77,250","$93,445"
JaKarr Sampson,2017,"$77,250","$93,445"
Jack Cooley,2017,"$77,250","$93,445"
Darrun Hilliard,2017,"$77,250","$93,445"
Matt Costello,2017,"$77,250","$93,445"
Malcolm Miller,2017,"$77,250","$93,445"
Lorenzo Brown,2017,"$77,250","$93,445"
Eric Griffin,2017,"$77,250","$93,445"
Nate Wolters,2017,"$77,250","$93,445"
Erik McCree,2017,"$77,250","$93,445"
Michael Young,2017,"$77,250","$93,445"
Devin Robinson,2017,"$77,250","$93,445"
Xavier Silas,2017,"$74,158","$89,705"
Jonathan Gibson,2017,"$74,158","$89,705"
Scotty Hopson,2017,"$74,158","$89,705"
Landry Nnoko,2017,"$50,000","$60,482"
VJ Beachem,2017,"$50,000","$60,482"
Bronson Koenig,2017,"$50,000","$60,482"
Daniel Ochefu,2017,"$50,000","$60,482"
Marcus Thornton II,2017,"$46,079","$55,739"
Jameel Warney,2017,"$46,079","$55,739"
Aaron Jackson,2017,"$46,079","$55,739"
Trey McKinney-Jones,2017,"$46,079","$55,739"
Andre Ingram,2017,"$46,079","$55,739"
Stephen Curry,2018,"$37,457,154","$44,045,441"
Russell Westbrook,2018,"$35,665,000","$41,938,067"
Chris Paul,2018,"$35,654,150","$41,925,309"
LeBron James,2018,"$35,654,150","$41,925,309"
Kyle Lowry,2018,"$32,700,000","$38,451,558"
Blake Griffin,2018,"$31,873,932","$37,480,194"
Gordon Hayward,2018,"$31,214,295","$36,704,534"
James Harden,2018,"$30,570,000","$35,946,915"
Paul George,2018,"$30,560,700","$35,935,979"
Mike Conley,2018,"$30,521,115","$35,889,432"
Kevin Durant,2018,"$30,000,000","$35,276,658"
Paul Millsap,2018,"$29,230,769","$34,372,128"
Al Horford,2018,"$28,928,710","$34,016,941"
Damian Lillard,2018,"$27,977,689","$32,898,646"
