Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
Campbell O'Neal,Turns,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,0
Campbell O'Neal,Ds,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,0
Campbell O'Neal,Assists,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,0
Campbell O'Neal,Points,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,1
Campbell O'Neal,Plus Minus,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,1
Cameron Meier,Turns,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,1
Cameron Meier,Ds,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,1
Cameron Meier,Assists,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,0
Cameron Meier,Points,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,1
Cameron Meier,Plus Minus,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,1
Calista Aragon,Turns,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,8
Calista Aragon,Ds,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,1
Calista Aragon,Assists,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,1
Calista Aragon,Points,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,7
Calista Aragon,Plus Minus,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,1
Caleb Lance,Turns,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,1
Caleb Lance,Ds,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,1
Caleb Lance,Assists,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,0
Caleb Lance,Points,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,1
Caleb Lance,Plus Minus,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,1
Brandon Shunk,Turns,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,0
Brandon Shunk,Ds,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,1
Brandon Shunk,Assists,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,0
Brandon Shunk,Points,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,0
Brandon Shunk,Plus Minus,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,1
Benton Shevlin,Turns,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,0
Benton Shevlin,Ds,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,0
Benton Shevlin,Assists,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,1
Benton Shevlin,Points,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,0
Benton Shevlin,Plus Minus,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,1
Ben Brochard,Turns,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,0
Ben Brochard,Ds,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,0
Ben Brochard,Assists,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,0
Ben Brochard,Points,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,1
Ben Brochard,Plus Minus,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,1
Axel Hartzog,Turns,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,0
Axel Hartzog,Ds,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,1
Axel Hartzog,Assists,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,0
Axel Hartzog,Points,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,0
Axel Hartzog,Plus Minus,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,1
Avi Skolnick,Turns,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Avi Skolnick,Ds,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,1
Avi Skolnick,Assists,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Avi Skolnick,Points,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Avi Skolnick,Plus Minus,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,1
Ava Samford,Turns,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Ava Samford,Ds,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Ava Samford,Assists,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Ava Samford,Points,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,1
Ava Samford,Plus Minus,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,1
Ashley Chen,Turns,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,1
Ashley Chen,Ds,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,1
Ashley Chen,Assists,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,0
Ashley Chen,Points,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,1
Ashley Chen,Plus Minus,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,1
Arjun Deshmukh,Turns,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Arjun Deshmukh,Ds,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Arjun Deshmukh,Assists,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Arjun Deshmukh,Points,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,1
Arjun Deshmukh,Plus Minus,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,1
Annika Ross,Turns,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Annika Ross,Ds,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Annika Ross,Assists,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,1
Annika Ross,Points,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Annika Ross,Plus Minus,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,1
Anna Luo,Turns,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,0
Anna Luo,Ds,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,1
Anna Luo,Assists,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,0
Anna Luo,Points,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,0
Anna Luo,Plus Minus,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,1
Anna Davidson,Turns,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,7
Anna Davidson,Ds,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,4
Anna Davidson,Assists,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,0
Anna Davidson,Points,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,4
Anna Davidson,Plus Minus,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,1
Anna Cauchy,Turns,Division 1,Division 1 Women,Washington Element,Washington Element,Women,11
Anna Cauchy,Ds,Division 1,Division 1 Women,Washington Element,Washington Element,Women,4
Anna Cauchy,Assists,Division 1,Division 1 Women,Washington Element,Washington Element,Women,3
Anna Cauchy,Points,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Anna Cauchy,Plus Minus,Division 1,Division 1 Women,Washington Element,Washington Element,Women,1
Amrik Eadara,Turns,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,1
Amrik Eadara,Ds,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,1
Amrik Eadara,Assists,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,0
Amrik Eadara,Points,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,1
Amrik Eadara,Plus Minus,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,1
Amanda Harrison,Turns,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,3
Amanda Harrison,Ds,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,1
Amanda Harrison,Assists,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,1
Amanda Harrison,Points,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,2
Amanda Harrison,Plus Minus,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,1
Alexander Kim,Turns,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,0
Alexander Kim,Ds,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,1
Alexander Kim,Assists,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,0
Alexander Kim,Points,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,0
Alexander Kim,Plus Minus,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,1
Alexander Janelle,Turns,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,3
Alexander Janelle,Ds,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,1
Alexander Janelle,Assists,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,2
Alexander Janelle,Points,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,1
Alexander Janelle,Plus Minus,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,1
Addyson Hale,Turns,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Addyson Hale,Ds,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Addyson Hale,Assists,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Addyson Hale,Points,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,1
Addyson Hale,Plus Minus,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,1
Aaron Wei,Turns,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Aaron Wei,Ds,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,1
Aaron Wei,Assists,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Aaron Wei,Points,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Aaron Wei,Plus Minus,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,1
Zoe Widner,Turns,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,0
Zoe Widner,Ds,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,0
Zoe Widner,Assists,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,0
Zoe Widner,Points,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,0
Zoe Widner,Plus Minus,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,0
Zach Wanger,Turns,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,2
Zach Wanger,Ds,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,1
Zach Wanger,Assists,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Zach Wanger,Points,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,1
Zach Wanger,Plus Minus,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Yariel Perkins,Turns,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Yariel Perkins,Ds,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Yariel Perkins,Assists,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Yariel Perkins,Points,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Yariel Perkins,Plus Minus,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
William Litchholt,Turns,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
William Litchholt,Ds,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
William Litchholt,Assists,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
William Litchholt,Points,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
William Litchholt,Plus Minus,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
William Hindman,Turns,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,0
William Hindman,Ds,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,0
William Hindman,Assists,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,0
William Hindman,Points,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,0
William Hindman,Plus Minus,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,0
Will Roper,Turns,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
Will Roper,Ds,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
Will Roper,Assists,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
Will Roper,Points,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
Will Roper,Plus Minus,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,0
Will Promecene,Turns,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Will Promecene,Ds,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Will Promecene,Assists,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Will Promecene,Points,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Will Promecene,Plus Minus,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Will Cambron,Turns,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Will Cambron,Ds,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Will Cambron,Assists,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Will Cambron,Points,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Will Cambron,Plus Minus,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Wesley Steele,Turns,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,0
Wesley Steele,Ds,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,0
Wesley Steele,Assists,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,0
Wesley Steele,Points,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,0
Wesley Steele,Plus Minus,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,0
Wen Chi Kwok,Turns,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Wen Chi Kwok,Ds,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Wen Chi Kwok,Assists,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Wen Chi Kwok,Points,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Wen Chi Kwok,Plus Minus,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Vivian Kaufman,Turns,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Vivian Kaufman,Ds,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Vivian Kaufman,Assists,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Vivian Kaufman,Points,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Vivian Kaufman,Plus Minus,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,0
Vienna Lee,Turns,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,11
Vienna Lee,Ds,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,1
Vienna Lee,Assists,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,4
Vienna Lee,Points,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,6
Vienna Lee,Plus Minus,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,0
Uri Boaz,Turns,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,0
Uri Boaz,Ds,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,0
Uri Boaz,Assists,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,0
Uri Boaz,Points,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,0
Uri Boaz,Plus Minus,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,0
Tyler Feeney,Turns,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,0
Tyler Feeney,Ds,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,0
Tyler Feeney,Assists,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,0
Tyler Feeney,Points,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,0
Tyler Feeney,Plus Minus,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,0
Townsend Dierauf,Turns,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Townsend Dierauf,Ds,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Townsend Dierauf,Assists,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Townsend Dierauf,Points,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Townsend Dierauf,Plus Minus,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Tomo Liou,Turns,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,0
Tomo Liou,Ds,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,0
Tomo Liou,Assists,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,0
Tomo Liou,Points,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,0
Tomo Liou,Plus Minus,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,0
TJ Lee,Turns,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,1
TJ Lee,Ds,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,1
TJ Lee,Assists,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,0
TJ Lee,Points,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,0
TJ Lee,Plus Minus,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,0
Tiernan Donnelly,Turns,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Tiernan Donnelly,Ds,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Tiernan Donnelly,Assists,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Tiernan Donnelly,Points,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Tiernan Donnelly,Plus Minus,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,0
Thomas Roberts,Turns,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Thomas Roberts,Ds,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Thomas Roberts,Assists,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Thomas Roberts,Points,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Thomas Roberts,Plus Minus,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Thomas Plaxton,Turns,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Thomas Plaxton,Ds,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Thomas Plaxton,Assists,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Thomas Plaxton,Points,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Thomas Plaxton,Plus Minus,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Thomas Loch,Turns,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,1
Thomas Loch,Ds,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,1
Thomas Loch,Assists,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Thomas Loch,Points,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Thomas Loch,Plus Minus,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Thomas Harley,Turns,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Thomas Harley,Ds,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Thomas Harley,Assists,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Thomas Harley,Points,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Thomas Harley,Plus Minus,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Teresa Cranston,Turns,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,1
Teresa Cranston,Ds,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,0
Teresa Cranston,Assists,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,0
Teresa Cranston,Points,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,1
Teresa Cranston,Plus Minus,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,0
Taylor Smith,Turns,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,6
Taylor Smith,Ds,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,1
Taylor Smith,Assists,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,4
Taylor Smith,Points,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,1
Taylor Smith,Plus Minus,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,0
Taylor Masterson,Turns,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Taylor Masterson,Ds,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Taylor Masterson,Assists,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Taylor Masterson,Points,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Taylor Masterson,Plus Minus,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,0
Sydney Anderson,Turns,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,0
Sydney Anderson,Ds,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,0
Sydney Anderson,Assists,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,0
Sydney Anderson,Points,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,0
Sydney Anderson,Plus Minus,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,0
Sumedh Anantha Krishna,Turns,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Sumedh Anantha Krishna,Ds,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Sumedh Anantha Krishna,Assists,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Sumedh Anantha Krishna,Points,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Sumedh Anantha Krishna,Plus Minus,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,0
Srikara Prithvi,Turns,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Srikara Prithvi,Ds,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Srikara Prithvi,Assists,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Srikara Prithvi,Points,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Srikara Prithvi,Plus Minus,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Soren Callahan,Turns,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,0
Soren Callahan,Ds,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,0
Soren Callahan,Assists,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,0
Soren Callahan,Points,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,0
Soren Callahan,Plus Minus,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,0
Sophie Mullaney,Turns,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,0
Sophie Mullaney,Ds,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,0
Sophie Mullaney,Assists,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,0
Sophie Mullaney,Points,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,0
Sophie Mullaney,Plus Minus,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,0
Sophie Havranek,Turns,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,0
Sophie Havranek,Ds,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,0
Sophie Havranek,Assists,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,0
Sophie Havranek,Points,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,0
Sophie Havranek,Plus Minus,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,0
Sophie Acker,Turns,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,0
Sophie Acker,Ds,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,0
Sophie Acker,Assists,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,0
