Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
Calvin Brown,Turns,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,23
Calvin Brown,Ds,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,6
Calvin Brown,Assists,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,30
Calvin Brown,Points,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,11
Calvin Brown,Plus Minus,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,24
Mica Glass,Turns,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,10
Mica Glass,Ds,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,5
Mica Glass,Assists,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,24
Mica Glass,Points,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,4
Mica Glass,Plus Minus,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,23
Anna Goddu,Turns,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,8
Anna Goddu,Ds,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,7
Anna Goddu,Assists,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,4
Anna Goddu,Points,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,20
Anna Goddu,Plus Minus,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,23
Tobias Brooks,Turns,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,6
Tobias Brooks,Ds,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,1
Tobias Brooks,Assists,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,21
Tobias Brooks,Points,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,6
Tobias Brooks,Plus Minus,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,22
Miles Miller,Turns,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,18
Miles Miller,Ds,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,9
Miles Miller,Assists,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,21
Miles Miller,Points,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,10
Miles Miller,Plus Minus,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,22
Michael Johnson,Turns,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,2
Michael Johnson,Ds,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,3
Michael Johnson,Assists,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,5
Michael Johnson,Points,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,16
Michael Johnson,Plus Minus,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,22
Jordan Bacharach,Turns,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,0
Jordan Bacharach,Ds,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,2
Jordan Bacharach,Assists,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,4
Jordan Bacharach,Points,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,16
Jordan Bacharach,Plus Minus,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,22
Jeffy Joshy,Turns,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,4
Jeffy Joshy,Ds,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,5
Jeffy Joshy,Assists,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,4
Jeffy Joshy,Points,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,17
Jeffy Joshy,Plus Minus,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,22
Henry Ing,Turns,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,7
Henry Ing,Ds,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,3
Henry Ing,Assists,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,13
Henry Ing,Points,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,13
Henry Ing,Plus Minus,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,22
Ezra Weybright,Turns,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Ezra Weybright,Ds,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,4
Ezra Weybright,Assists,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,14
Ezra Weybright,Points,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,10
Ezra Weybright,Plus Minus,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,22
Elliott Rosenberg,Turns,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Elliott Rosenberg,Ds,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,2
Elliott Rosenberg,Assists,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,17
Elliott Rosenberg,Points,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,11
Elliott Rosenberg,Plus Minus,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,22
Avery Lee-Pii,Turns,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,2
Avery Lee-Pii,Ds,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,7
Avery Lee-Pii,Assists,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,7
Avery Lee-Pii,Points,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,10
Avery Lee-Pii,Plus Minus,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,22
Zeke Thoreson,Turns,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,1
Zeke Thoreson,Ds,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,6
Zeke Thoreson,Assists,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,6
Zeke Thoreson,Points,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,10
Zeke Thoreson,Plus Minus,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,21
Sami Chambers,Turns,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,7
Sami Chambers,Ds,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,8
Sami Chambers,Assists,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,8
Sami Chambers,Points,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,12
Sami Chambers,Plus Minus,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,21
Mallori Boddy,Turns,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,5
Mallori Boddy,Ds,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,8
Mallori Boddy,Assists,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,1
Mallori Boddy,Points,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,17
Mallori Boddy,Plus Minus,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,21
Julianna Galian,Turns,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,53
Julianna Galian,Ds,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,13
Julianna Galian,Assists,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,43
Julianna Galian,Points,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,18
Julianna Galian,Plus Minus,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,21
Eli Fried,Turns,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Eli Fried,Ds,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,5
Eli Fried,Assists,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,3
Eli Fried,Points,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,19
Eli Fried,Plus Minus,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,21
Dexter Clyburn,Turns,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,13
Dexter Clyburn,Ds,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,11
Dexter Clyburn,Assists,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,15
Dexter Clyburn,Points,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,8
Dexter Clyburn,Plus Minus,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,21
Danny Klein,Turns,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,29
Danny Klein,Ds,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,7
Danny Klein,Assists,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,40
Danny Klein,Points,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,3
Danny Klein,Plus Minus,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,21
Aidan Downey,Turns,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,7
Aidan Downey,Ds,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,6
Aidan Downey,Assists,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,14
Aidan Downey,Points,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,8
Aidan Downey,Plus Minus,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,21
Paul Krenik,Turns,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,8
Paul Krenik,Ds,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,3
Paul Krenik,Assists,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,14
Paul Krenik,Points,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,11
Paul Krenik,Plus Minus,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,20
Nathan Buchholz,Turns,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,2
Nathan Buchholz,Ds,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,3
Nathan Buchholz,Assists,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,9
Nathan Buchholz,Points,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,10
Nathan Buchholz,Plus Minus,Division 1,Division 1 Men,Colorado Mambird,Colorado Mambird,Men,20
Martin Gallant,Turns,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,8
Martin Gallant,Ds,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,4
Martin Gallant,Assists,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,10
Martin Gallant,Points,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,14
Martin Gallant,Plus Minus,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,20
Gordon Larson,Turns,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,11
Gordon Larson,Ds,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,4
Gordon Larson,Assists,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,8
Gordon Larson,Points,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,19
Gordon Larson,Plus Minus,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,20
Gabriel Jagt,Turns,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,0
Gabriel Jagt,Ds,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Gabriel Jagt,Assists,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,2
Gabriel Jagt,Points,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,13
Gabriel Jagt,Plus Minus,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,20
Darren Dyer,Turns,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Darren Dyer,Ds,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,9
Darren Dyer,Assists,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,7
Darren Dyer,Points,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,10
Darren Dyer,Plus Minus,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,20
Clil Phillips,Turns,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,12
Clil Phillips,Ds,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,12
Clil Phillips,Assists,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,15
Clil Phillips,Points,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,5
Clil Phillips,Plus Minus,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,20
Ben Thoennes,Turns,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,11
Ben Thoennes,Ds,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,1
Ben Thoennes,Assists,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,23
