"date","home_team","away_team","home_score","away_score","competition","stadium","city","country","neutral","world_cup","winner","year"
"2015-09-22","New Zealand","Argentina",26,16,"2015 Rugby World Cup Pool match","Wembley Stadium","London","England",TRUE,TRUE,"New Zealand",2015
"2015-09-28","England","Wales",25,28,"2015 Rugby World Cup Pool A","Twickenham","London","England",FALSE,TRUE,"Wales",2015
"2015-10-05","South Africa","Scotland",34,16,"2015 Rugby World Cup","St James Park","Newcastle","England",TRUE,TRUE,"South Africa",2015
"2015-10-05","England","Australia",13,33,"2015 Rugby World Cup Pool match","Twickenham Stadium","London","England",FALSE,TRUE,"Australia",2015
"2015-10-06","Ireland","Italy",16,9,"2015 Rugby World Cup Pool D","Olympic Stadium","London","England",TRUE,TRUE,"Ireland",2015
"2015-10-12","Australia","Wales",15,6,"2015 Rugby World Cup Pool match","Twickenham Stadium","London","England",TRUE,TRUE,"Australia",2015
"2015-10-13","France","Ireland",9,24,"2015 Rugby World Cup Pool D","Millennium Stadium","Cardiff","Wales",TRUE,TRUE,"Ireland",2015
"2015-10-19","South Africa","Wales",23,19,"2015 Rugby World Cup Quarter-final","Twickenham Stadium","London","England",TRUE,TRUE,"South Africa",2015
"2015-10-19","New Zealand","France",62,13,"2015 Rugby World Cup Quarter-final","Millennium Stadium","Cardiff","Wales",TRUE,TRUE,"New Zealand",2015
"2015-10-20","Ireland","Argentina",20,43,"2015 Rugby World Cup quarter-final","Millennium Stadium","Cardiff","Wales",TRUE,TRUE,"Argentina",2015
"2015-10-20","Australia","Scotland",35,34,"2015 Rugby World Cup Quarter-final","Twickenham Stadium","London","England",TRUE,TRUE,"Australia",2015
"2015-10-26","South Africa","New Zealand",18,20,"2015 Rugby World Cup Semi-final","Twickenham Stadium","London","England",TRUE,TRUE,"New Zealand",2015
"2015-10-27","Argentina","Australia",15,29,"2015 Rugby World Cup Semi-finals","Twickenham","London","England",TRUE,TRUE,"Australia",2015
"2015-11-01","South Africa","Argentina",24,13,"2015 Rugby World Cup Bronze final","Olympic Stadium","London","England",TRUE,TRUE,"South Africa",2015
"2015-11-02","New Zealand","Australia",34,17,"2015 Rugby World Cup Final","Twickenham Stadium","London","England",TRUE,TRUE,"New Zealand",2015
"2016-02-08","France","Italy",23,21,"2016 Six Nations Championship","Stade de France","Saint-Denis","France",FALSE,FALSE,"France",2016
"2016-02-08","Scotland","England",9,15,"2016 Six Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"England",2016
"2016-02-09","Ireland","Wales",16,16,"2016 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Tie",2016
"2016-02-15","Wales","Scotland",27,23,"2016 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2016
"2016-02-15","France","Ireland",10,9,"2016 Six Nations Championship","Stade de France","Saint-Denis","France",FALSE,FALSE,"France",2016
"2016-02-16","Italy","England",9,40,"2016 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"England",2016
"2016-02-28","Wales","France",19,10,"2016 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2016
"2016-02-29","Italy","Scotland",20,36,"2016 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"Scotland",2016
"2016-02-29","England","Ireland",21,10,"2016 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",2016
"2016-03-14","Ireland","Italy",58,15,"2016 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2016
"2016-03-14","England","Wales",25,21,"2016 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",2016
"2016-03-15","Scotland","France",29,18,"2016 Six Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2016
"2016-03-21","Wales","Italy",67,14,"2016 Six Nations","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2016
"2016-03-21","France","England",21,31,"2016 Six Nations Championship","Stade de France","Saint-Denis","France",FALSE,FALSE,"England",2016
"2016-03-21","Ireland","Scotland",35,25,"2016 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2016
"2016-05-31","England","Wales",27,13,"2016 Summer International","Twickenham","London","England",FALSE,FALSE,"England",2016
"2016-06-13","Australia","England",28,39,"2016 England tour of Australia","Lang Park","Brisbane","Australia",FALSE,FALSE,"England",2016
"2016-06-13","New Zealand","Wales",39,21,"2016 Wales tour of New Zealand","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",2016
"2016-06-13","South Africa","Ireland",20,26,"2016 Ireland rugby union tour of South Africa","Newlands","Cape Town","South Africa",FALSE,FALSE,"Ireland",2016
"2016-06-13","Argentina","Italy",30,24,"2016 mid year test","Estadio B.G Estanislao LÃ³pez","Santa Fe","Argentina",FALSE,FALSE,"Argentina",2016
"2016-06-20","South Africa","Ireland",32,26,"2016 Ireland rugby union tour of South Africa","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"South Africa",2016
"2016-06-20","Australia","England",7,23,"2016 England tour of Australia","Melbourne Rectangular Stadium","Melbourne","Australia",FALSE,FALSE,"England",2016
"2016-06-20","New Zealand","Wales",36,22,"2016 Wales tour of New Zealand","Wellington Regional Stadium","Wellington","New Zealand",FALSE,FALSE,"New Zealand",2016
"2016-06-21","Argentina","France",30,19,"2016 France tour of Argentina","Estadio Monumental JosÃ© Fierro","TucumÃ¡n","Argentina",FALSE,FALSE,"Argentina",2016
"2016-06-27","New Zealand","Wales",46,6,"2016 Wales tour of New Zealand","Forsyth Barr Stadium","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",2016
"2016-06-27","South Africa","Ireland",19,13,"2016 Ireland rugby union tour of South Africa","Nelson Mandela Bay Stadium","Port Elizabeth","South Africa",FALSE,FALSE,"South Africa",2016
"2016-06-27","Argentina","France",0,27,"2016 France tour of Argentina","Estadio Monumental JosÃ© Fierro","TucumÃ¡n","Argentina",FALSE,FALSE,"France",2016
"2016-06-27","Australia","England",40,44,"2016 England tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"England",2016
"2016-08-22","Australia","New Zealand",8,42,"2016 Rugby Championship","Stadium Australia","Sydney","Australia",FALSE,FALSE,"New Zealand",2016
"2016-08-22","South Africa","Argentina",30,23,"2016 Rugby Championship","Mbombela Stadium","Mbombela","South Africa",FALSE,FALSE,"South Africa",2016
"2016-08-29","Argentina","South Africa",26,24,"2016 Rugby Championship","Estadio Padre Ernesto Martearena","Salta","Argentina",FALSE,FALSE,"Argentina",2016
"2016-08-29","New Zealand","Australia",29,9,"2016 Rugby Championship","Wellington Regional Stadium","Wellington","New Zealand",FALSE,FALSE,"New Zealand",2016
"2016-09-12","New Zealand","Argentina",57,22,"2016 Rugby Championship","Waikato Stadium","Hamilton","New Zealand",FALSE,FALSE,"New Zealand",2016
"2016-09-12","Australia","South Africa",23,17,"2016 Rugby Championship","Lang Park","Brisbane","Australia",FALSE,FALSE,"Australia",2016
"2016-09-19","New Zealand","South Africa",41,13,"2016 Rugby Championship","Rugby League Park","Christchurch","New Zealand",FALSE,FALSE,"New Zealand",2016
"2016-09-19","Australia","Argentina",36,20,"2016 Rugby Championship","Perth Oval","Perth","Australia",FALSE,FALSE,"Australia",2016
"2016-10-03","Argentina","New Zealand",17,36,"2016 Rugby Championship","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"New Zealand",2016
"2016-10-03","South Africa","Australia",18,10,"2016 Rugby Championship","Loftus Versfeld Stadium","Pretoria","South Africa",FALSE,FALSE,"South Africa",2016
"2016-10-10","Argentina","Australia",21,33,"2016 Rugby Championship","Twickenham","London","England",TRUE,FALSE,"Australia",2016
"2016-10-10","South Africa","New Zealand",15,57,"2016 Rugby Championship","Kings Park Stadium","Durban","South Africa",FALSE,FALSE,"New Zealand",2016
"2016-10-24","New Zealand","Australia",37,10,"2016 Autumn International","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",2016
"2016-11-07","Wales","Australia",8,32,"2016 Autumn International","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Australia",2016
"2016-11-07","Ireland","New Zealand",40,29,"2016 Autumn International","Soldier Field","Chicago","United States",TRUE,FALSE,"Ireland",2016
"2016-11-14","Italy","New Zealand",10,68,"2016 end-of-year internationals","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"New Zealand",2016
"2016-11-14","Wales","Argentina",24,20,"2016 Autumn International","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2016
"2016-11-14","Scotland","Australia",22,23,"2016 Autumn International","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Australia",2016
"2016-11-14","England","South Africa",37,21,"2016 Autumn International","Twickenham","London","England",FALSE,FALSE,"England",2016
"2016-11-21","Scotland","Argentina",19,16,"2016 Autumn International","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2016
"2016-11-21","Italy","South Africa",20,18,"2016 end-of-year test","Stadio Artemio Franchi","Florence","Italy",FALSE,FALSE,"Italy",2016
"2016-11-21","France","Australia",23,25,"2016 Autumn International","Stade de France","Saint-Denis","France",FALSE,FALSE,"Australia",2016
"2016-11-21","Ireland","New Zealand",9,21,"2016 Autumn International","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"New Zealand",2016
"2016-11-28","Wales","South Africa",27,13,"2016 end-of-year test","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2016
"2016-11-28","Ireland","Australia",27,24,"2016 Autumn International","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",2016
"2016-11-28","France","New Zealand",19,24,"2016 end-of year test","Stade de France","Saint-Denis","France",FALSE,FALSE,"New Zealand",2016
"2016-11-28","England","Argentina",27,14,"2016 Autumn International","Twickenham","London","England",FALSE,FALSE,"England",2016
"2016-12-05","England","Australia",37,21,"2016 Autumn International","Twickenham Stadium","London","England",FALSE,FALSE,"England",2016
"2017-02-06","Scotland","Ireland",27,22,"2017 Six Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2017
"2017-02-06","England","France",19,16,"2017 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",2017
"2017-02-07","Italy","Wales",7,33,"2017 Six Nations","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"Wales",2017
"2017-02-13","Italy","Ireland",10,63,"2017 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"Ireland",2017
"2017-02-13","Wales","England",16,21,"2017 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"England",2017
"2017-02-14","France","Scotland",22,16,"2017 Six Nations Championship","Stade de France","Saint-Denis","France",FALSE,FALSE,"France",2017
"2017-02-27","Ireland","France",19,9,"2017 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2017
"2017-02-27","Scotland","Wales",29,13,"2017 Six Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2017
"2017-02-28","England","Italy",36,15,"2017 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",2017
"2017-03-12","Wales","Ireland",22,9,"2017 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2017
"2017-03-13","England","Scotland",61,21,"2017 Six Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"England",2017
"2017-03-13","Italy","France",18,40,"2017 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"France",2017
"2017-03-20","Scotland","Italy",29,0,"2017 Six Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2017
"2017-03-20","France","Wales",20,18,"2017 Six Nations Championship","Stade de France","Paris","France",FALSE,FALSE,"France",2017
"2017-03-20","Ireland","England",13,9,"2017 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2017
"2017-06-12","Argentina","England",34,38,"2017 England tour of Argentina","Estadio Bicentenario","San Juan","Argentina",FALSE,FALSE,"England",2017
"2017-06-12","Italy","Scotland",13,34,"2017 mid-year test","National Stadium","Singapore","Singapore",TRUE,FALSE,"Scotland",2017
"2017-06-12","South Africa","France",37,14,"2017 France rugby union tour of South Africa","Loftus Versfeld","Pretoria","South Africa",FALSE,FALSE,"South Africa",2017
"2017-06-19","Argentina","England",25,35,"2017 England tour of Argentina","Estadio Estanislao LÃ³pez","Santa Fe","Argentina",FALSE,FALSE,"England",2017
"2017-06-19","Australia","Scotland",19,24,"2017 Summer International","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Scotland",2017
"2017-06-19","South Africa","France",37,15,"2017 France rugby union tour of South Africa","Kings Park","Durban","South Africa",FALSE,FALSE,"South Africa",2017
"2017-06-26","South Africa","France",35,12,"2017 France rugby union tour of South Africa","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"South Africa",2017
"2017-06-26","Australia","Italy",40,27,"2017 Summer International","Lang Park","Brisbane","Australia",FALSE,FALSE,"Australia",2017
"2017-08-21","South Africa","Argentina",37,15,"2017 Rugby Championship","Nelson Mandela Bay Stadium","Port Elizabeth","South Africa",FALSE,FALSE,"South Africa",2017
"2017-08-21","Australia","New Zealand",34,54,"2017 Rugby Championship","Stadium Australia","Sydney","Australia",FALSE,FALSE,"New Zealand",2017
"2017-08-28","New Zealand","Australia",35,29,"2017 Rugby Championship","Forsyth Barr Stadium","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",2017
"2017-08-28","Argentina","South Africa",23,41,"2017 Rugby Championship","Estadio Padre Ernesto Martearena","Salta","Argentina",FALSE,FALSE,"South Africa",2017
"2017-09-11","New Zealand","Argentina",39,22,"2017 Rugby Championship","Yarrow Stadium","New Plymouth","New Zealand",FALSE,FALSE,"New Zealand",2017
"2017-09-11","Australia","South Africa",23,23,"2017 Rugby Championship","Perth Oval","Perth","Australia",FALSE,FALSE,"Tie",2017
"2017-09-18","Australia","Argentina",45,20,"2017 Rugby Championship","Canberra Stadium","Canberra","Australia",FALSE,FALSE,"Australia",2017
"2017-09-18","New Zealand","South Africa",57,0,"2017 Rugby Championship","North Harbour Stadium","Albany","New Zealand",FALSE,FALSE,"New Zealand",2017
"2017-10-02","South Africa","Australia",27,27,"2017 Rugby Championship","Free State Stadium","Bloemfontein","South Africa",FALSE,FALSE,"Tie",2017
"2017-10-02","Argentina","New Zealand",10,36,"2017 Rugby Championship","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"New Zealand",2017
"2017-10-09","Argentina","Australia",20,37,"2017 Rugby Championship","Estadio Malvinas Argentinas","Mendoza","Argentina",FALSE,FALSE,"Australia",2017
"2017-10-09","South Africa","New Zealand",24,25,"2017 Rugby Championship","Newlands","Cape Town","South Africa",FALSE,FALSE,"New Zealand",2017
"2017-10-23","Australia","New Zealand",23,18,"2017 Autumn International","Lang Park","Brisbane","Australia",FALSE,FALSE,"Australia",2017
"2017-11-13","Wales","Australia",21,29,"2017 Autumn International","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Australia",2017
"2017-11-13","Ireland","South Africa",38,3,"2017 end-of-year test","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2017
"2017-11-13","England","Argentina",21,8,"2017 Autumn International","Twickenham","London","England",FALSE,FALSE,"England",2017
"2017-11-13","France","New Zealand",18,38,"2017 end-of year test","Stade de France","Saint-Denis","France",FALSE,FALSE,"New Zealand",2017
"2017-11-20","Scotland","New Zealand",17,22,"2017 Autumn International","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"New Zealand",2017
"2017-11-20","Italy","Argentina",15,31,"2017 end of year test","Stadio Artemio Franchi","Florence","Italy",FALSE,FALSE,"Argentina",2017
"2017-11-20","France","South Africa",17,18,"2017 end-of-year test","Stade de France","Saint-Denis","France",FALSE,FALSE,"South Africa",2017
"2017-11-20","England","Australia",30,6,"2017 Autumn International","Twickenham Stadium","London","England",FALSE,FALSE,"England",2017
"2017-11-27","Scotland","Australia",53,24,"2017 Autumn International","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2017
"2017-11-27","Ireland","Argentina",28,19,"2017 Autumn Internationals","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2017
"2017-11-27","Wales","New Zealand",18,33,"2017 Autumn International","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"New Zealand",2017
"2017-11-27","Italy","South Africa",6,35,"2017 end-of-year test","Stadio Euganeo","Padua","Italy",FALSE,FALSE,"South Africa",2017
"2017-12-04","Wales","South Africa",24,22,"2017 end-of-year test","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2017
"2018-02-05","Wales","Scotland",34,7,"2018 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2018
"2018-02-05","France","Ireland",13,15,"2018 Six Nations Championship","Stade de France","Saint-Denis","France",FALSE,FALSE,"Ireland",2018
"2018-02-06","Italy","England",15,46,"2018 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"England",2018
"2018-02-12","England","Wales",12,6,"2018 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",2018
"2018-02-12","Ireland","Italy",56,19,"2018 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2018
"2018-02-13","Scotland","France",32,26,"2018 Six Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2018
"2018-02-25","France","Italy",34,17,"2018 Six Nations Championship","Stade VÃ©lodrome","Marseille","France",FALSE,FALSE,"France",2018
"2018-02-26","Ireland","Wales",37,27,"2018 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2018
"2018-02-26","Scotland","England",25,13,"2018 Six Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2018
"2018-03-12","Ireland","Scotland",28,8,"2018 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2018
"2018-03-12","France","England",22,16,"2018 Six Nations Championship","Stade de France","Saint-Denis","France",FALSE,FALSE,"France",2018
"2018-03-13","Wales","Italy",38,14,"2018 Six Nations","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2018
"2018-03-19","Italy","Scotland",27,29,"2018 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"Scotland",2018
"2018-03-19","Wales","France",14,13,"2018 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2018
"2018-03-19","England","Ireland",15,24,"2018 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"Ireland",2018
"2018-06-04","South Africa","Wales",20,22,"2018 mid-year test","RFK Stadium","Washington","United States",TRUE,FALSE,"Wales",2018
"2018-06-11","New Zealand","France",52,11,"2018 French tour to New Zealand","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",2018
"2018-06-11","Australia","Ireland",18,9,"2018 Ireland tour of Australia","Lang Park","Brisbane","Australia",FALSE,FALSE,"Australia",2018
"2018-06-11","Argentina","Wales",10,23,"2018 Wales tour of Argentina and North America","Estadio San Juan del Bicentenario","San Juan","Argentina",FALSE,FALSE,"Wales",2018
"2018-06-11","South Africa","England",42,39,"2018 England rugby union tour of South Africa","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"South Africa",2018
"2018-06-18","Australia","Ireland",21,26,"2018 Ireland tour of Australia","Melbourne Rec. Stadium","Melbourne","Australia",FALSE,FALSE,"Ireland",2018
"2018-06-18","New Zealand","France",26,13,"2018 French tour to New Zealand","Westpac Stadium","Wellington","New Zealand",FALSE,FALSE,"New Zealand",2018
"2018-06-18","Argentina","Wales",12,30,"2018 Wales tour of Argentina and North America","Estadio Centenario","Resistencia","Argentina",FALSE,FALSE,"Wales",2018
"2018-06-18","South Africa","England",23,12,"2018 England rugby union tour of South Africa","Free State Stadium","Bloemfontein","South Africa",FALSE,FALSE,"South Africa",2018
"2018-06-25","New Zealand","France",49,14,"2018 French tour to New Zealand","Forsyth Barr Stadium","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",2018
"2018-06-25","South Africa","England",10,25,"2018 England rugby union tour of South Africa","Newlands","Cape Town","South Africa",FALSE,FALSE,"England",2018
"2018-06-25","Argentina","Scotland",15,44,"2018 Summer International","Estadio Centenario","Resistencia","Argentina",FALSE,FALSE,"Scotland",2018
"2018-06-25","Australia","Ireland",16,20,"2018 Ireland tour of Australia","Stadium Australia","Sydney","Australia",FALSE,FALSE,"Ireland",2018
"2018-08-20","South Africa","Argentina",34,21,"2018 Rugby Championship","Kings Park Stadium","Durban","South Africa",FALSE,FALSE,"South Africa",2018
"2018-08-20","Australia","New Zealand",13,38,"2018 Rugby Championship","Stadium Australia","Sydney","Australia",FALSE,FALSE,"New Zealand",2018
"2018-08-27","New Zealand","Australia",40,12,"2018 Rugby Championship","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",2018
"2018-08-27","Argentina","South Africa",32,19,"2018 Rugby Championship","Malvinas Argentinas","Mendoza","Argentina",FALSE,FALSE,"Argentina",2018
"2018-09-10","Australia","South Africa",23,18,"2018 Rugby Championship","Lang Park","Brisbane","Australia",FALSE,FALSE,"Australia",2018
"2018-09-10","New Zealand","Argentina",46,24,"2018 Rugby Championship","Trafalgar Park","Nelson","New Zealand",FALSE,FALSE,"New Zealand",2018
"2018-09-17","New Zealand","South Africa",34,36,"2018 Rugby Championship","Westpac Stadium","Wellington","New Zealand",FALSE,FALSE,"South Africa",2018
"2018-09-17","Australia","Argentina",19,23,"2018 Rugby Championship","Robina Stadium","Gold Coast","Australia",FALSE,FALSE,"Argentina",2018
"2018-10-01","Argentina","New Zealand",17,35,"2018 Rugby Championship","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"New Zealand",2018
"2018-10-01","South Africa","Australia",23,12,"2018 Rugby Championship","Nelson Mandela Bay Stadium","Port Elizabeth","South Africa",FALSE,FALSE,"South Africa",2018
"2018-10-08","Argentina","Australia",34,45,"2018 Rugby Championship","Estadio Padre Ernesto Martearena","Salta","Argentina",FALSE,FALSE,"Australia",2018
"2018-10-08","South Africa","New Zealand",30,32,"2018 Rugby Championship","Loftus Versfeld Stadium","Pretoria","South Africa",FALSE,FALSE,"New Zealand",2018
"2018-10-29","New Zealand","Australia",37,20,"2018 Autumn International","Nissan Stadium","Yokohama","Japan",TRUE,FALSE,"New Zealand",2018
"2018-11-05","England","South Africa",12,11,"2018 Autumn International","Twickenham","London","England",FALSE,FALSE,"England",2018
"2018-11-05","Ireland","Italy",54,7,"2018 Autumn Internationals","Soldier Field","Chicago","United States",TRUE,FALSE,"Ireland",2018
"2018-11-05","Wales","Scotland",21,10,"2018 Autumn international","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2018
"2018-11-12","Ireland","Argentina",28,17,"2018 Autumn Internationals","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2018
"2018-11-12","England","New Zealand",15,16,"2018 Autumn International","Twickenham","London","England",FALSE,FALSE,"New Zealand",2018
"2018-11-12","France","South Africa",26,29,"2018 end-of-year test","Stade de France","Saint-Denis","France",FALSE,FALSE,"South Africa",2018
"2018-11-12","Wales","Australia",9,6,"2018 Autumn International","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2018
"2018-11-19","France","Argentina",28,13,"2018 Autumn International","Stade Pierre-Mauroy","Lille","France",FALSE,FALSE,"France",2018
"2018-11-19","Ireland","New Zealand",16,9,"2018 Autumn International","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2018
"2018-11-19","Scotland","South Africa",20,26,"2018 Autumn International","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"South Africa",2018
"2018-11-19","Italy","Australia",7,26,"2018 Autumn International","Stadio Euganeo","Padova","Italy",FALSE,FALSE,"Australia",2018
"2018-11-26","Wales","South Africa",20,11,"2018 end-of-year test","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2018
"2018-11-26","Scotland","Argentina",14,9,"2018 Autumn International","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2018
"2018-11-26","Italy","New Zealand",3,66,"2018 end-of-year internationals","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"New Zealand",2018
"2018-11-26","England","Australia",37,18,"2018 Autumn International","Twickenham Stadium","London","England",FALSE,FALSE,"England",2018
"2019-02-03","France","Wales",19,24,"2019 Six Nations Championship","Stade de France","Paris","France",FALSE,FALSE,"Wales",2019
"2019-02-04","Scotland","Italy",33,20,"2019 Six Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",2019
"2019-02-04","Ireland","England",20,32,"2019 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"England",2019
"2019-02-11","Italy","Wales",15,26,"2019 Six Nations","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"Wales",2019
"2019-02-11","Scotland","Ireland",13,22,"2019 Six Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Ireland",2019
"2019-02-12","England","France",44,8,"2019 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",2019
"2019-02-25","France","Scotland",27,10,"2019 Six Nations Championship","Stade de France","Saint-Denis","France",FALSE,FALSE,"France",2019
"2019-02-25","Wales","England",21,13,"2019 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2019
"2019-02-26","Italy","Ireland",16,26,"2019 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"Ireland",2019
"2019-03-11","England","Italy",57,14,"2019 Six Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",2019
"2019-03-11","Scotland","Wales",11,18,"2019 Six Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Wales",2019
"2019-03-12","Ireland","France",26,14,"2019 Six Nations Championship","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2019
"2019-03-18","Italy","France",14,25,"2019 Six Nations Championship","Stadio Olimpico","Rome","Italy",FALSE,FALSE,"France",2019
"2019-03-18","Wales","Ireland",25,7,"2019 Six Nations Championship","Millennium Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",2019
"2019-03-18","England","Scotland",38,38,"2019 Six Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"Tie",2019
"2019-07-22","Argentina","New Zealand",16,20,"2019 Rugby Championship","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"New Zealand",2019
"2019-07-22","South Africa","Australia",35,17,"2019 Rugby Championship","Ellis Park Stadium","Johannesburg","South Africa",FALSE,FALSE,"South Africa",2019
"2019-07-29","Australia","Argentina",16,10,"2019 Rugby Championship","Suncorp Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",2019
"2019-07-29","New Zealand","South Africa",16,16,"2019 Rugby Championship","Westpac Stadium","Wellington","New Zealand",FALSE,FALSE,"Tie",2019
"2019-08-12","Ireland","Italy",29,10,"2019 Rugby World Cup warm-up tests","Aviva Stadium","Dublin","Ireland",FALSE,FALSE,"Ireland",2019
"2019-08-12","Australia","New Zealand",47,26,"2019 Rugby Championship","Perth Stadium","Perth","Australia",FALSE,FALSE,"Australia",2019
"2019-08-12","Argentina","South Africa",13,46,"2019 Rugby Championship","Estadio Padre Ernesto Martearena","Salta","Argentina",FALSE,FALSE,"South Africa",2019
