"date","home_team","away_team","home_score","away_score","competition","stadium","city","country","neutral","world_cup","winner","year"
"1961-08-07","South Africa","Australia",28,3,"1961 Australia tour of South Africa","Ellis Park Stadium","Johannesburg","South Africa",FALSE,FALSE,"South Africa",1961
"1961-08-14","South Africa","Australia",23,11,"1961 Australia tour of South Africa","Boet Erasmus Stadium","Port Elizabeth","South Africa",FALSE,FALSE,"South Africa",1961
"1961-08-21","New Zealand","France",32,3,"1961 French tour of New Zealand","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"New Zealand",1961
"1961-08-28","Australia","France",8,15,"1961 France tour of New Zealand and Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"France",1961
"1962-01-15","Scotland","France",3,11,"1962 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"France",1962
"1962-01-22","England","Wales",0,0,"1962 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Tie",1962
"1962-02-05","Wales","Scotland",3,8,"1962 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Scotland",1962
"1962-02-12","England","Ireland",16,0,"1962 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1962
"1962-02-26","France","England",13,0,"1962 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1962
"1962-02-26","Ireland","Scotland",6,20,"1962 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Scotland",1962
"1962-03-19","Scotland","England",3,3,"1962 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Tie",1962
"1962-03-26","Wales","France",3,0,"1962 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1962
"1962-04-16","France","Ireland",11,0,"1962 Five Nations Championship","Colombes","Paris","France",FALSE,FALSE,"France",1962
"1962-04-24","Italy","France",3,6,"Test Match","Stadio Mompiano","Brescia","Italy",FALSE,FALSE,"France",1962
"1962-05-28","Australia","New Zealand",6,20,"1962 New Zealand tour of Australia","Brisbane Exhibition Ground","Brisbane","Australia",FALSE,FALSE,"New Zealand",1962
"1962-06-06","Australia","New Zealand",5,14,"1962 New Zealand tour of Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"New Zealand",1962
"1962-08-27","New Zealand","Australia",9,9,"1962 Australia tour of New Zealand","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"Tie",1962
"1962-09-10","New Zealand","Australia",3,0,"1962 Australia tour of New Zealand","Carisbrook","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",1962
"1962-09-24","New Zealand","Australia",16,8,"1962 Australia tour of New Zealand","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1962
"1962-11-19","Ireland","Wales",3,3,"1962 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Tie",1962
"1963-01-14","France","Scotland",6,11,"1963 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"Scotland",1963
"1963-01-21","Wales","England",6,13,"1963 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"England",1963
"1963-01-28","Ireland","France",5,24,"1963 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"France",1963
"1963-02-04","Scotland","Ireland",3,0,"1963 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1963
"1963-02-04","Scotland","Wales",0,6,"1963 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Wales",1963
"1963-02-13","Ireland","England",0,0,"1963 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Tie",1963
"1963-02-25","England","France",6,5,"1963 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1963
"1963-03-11","Wales","Ireland",6,14,"1963 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Ireland",1963
"1963-03-18","England","Scotland",10,8,"1963 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"England",1963
"1963-03-25","France","Wales",5,3,"1963 Five Nations Championship","Stade Colombes","Paris","France",FALSE,FALSE,"France",1963
"1963-04-16","France","Italy",14,12,"Test Match","Stade Lesdigui̬res","Grenoble","France",FALSE,FALSE,"France",1963
"1963-05-27","New Zealand","England",21,11,"1963 England rugby union tour of Australasia","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1963
"1963-06-03","New Zealand","England",9,6,"1963 England rugby union tour of Australasia","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"New Zealand",1963
"1963-06-06","Australia","England",18,9,"1963 England tour of Australia and New Zealand","Sydney Sports Ground","Sydney","Australia",FALSE,FALSE,"Australia",1963
"1963-07-15","South Africa","Australia",14,3,"1963 Australia tour of South Africa","Loftus Versfeld Stadium","Pretoria","South Africa",FALSE,FALSE,"South Africa",1963
"1963-08-12","South Africa","Australia",5,9,"1963 Australia tour of South Africa","Newlands Stadium","Cape Town","South Africa",FALSE,FALSE,"Australia",1963
"1963-08-26","South Africa","Australia",9,11,"1963 Australia tour of South Africa","Ellis Park Stadium","Johannesburg","South Africa",FALSE,FALSE,"Australia",1963
"1963-09-09","South Africa","Australia",22,6,"1963 Australia tour of South Africa","Boet Erasmus Stadium","Port Elizabeth","South Africa",FALSE,FALSE,"South Africa",1963
"1963-12-09","Ireland","New Zealand",5,6,"1963-64 New Zealand rugby union tour of Britain, Ireland, France and North America","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"New Zealand",1963
"1963-12-23","Wales","New Zealand",0,6,"1963-64 New Zealand tour of Europe and North America","National Stadium","Cardiff","Wales",FALSE,FALSE,"New Zealand",1963
"1964-01-06","England","New Zealand",0,14,"1963-64 New Zealand rugby union tour of Britain, Ireland, France and North America","Twickenham","London","England",FALSE,FALSE,"New Zealand",1964
"1964-01-06","Scotland","France",10,0,"1964 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1964
"1964-01-20","Scotland","New Zealand",0,0,"1963-64 New Zealand tour","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Tie",1964
"1964-01-20","England","Wales",6,6,"1964 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Tie",1964
"1964-02-03","Wales","Scotland",11,3,"1964 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1964
"1964-02-10","France","New Zealand",3,12,"1963-64 New Zealand tour","Yves-du-Manoir","Colombes","France",FALSE,FALSE,"New Zealand",1964
"1964-02-10","England","Ireland",5,18,"1964 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Ireland",1964
"1964-02-24","France","England",3,6,"1964 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"England",1964
"1964-02-24","Ireland","Scotland",3,6,"1964 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Scotland",1964
"1964-03-09","Ireland","Wales",6,15,"1964 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Wales",1964
"1964-03-23","Scotland","England",15,6,"1964 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1964
"1964-03-23","Wales","France",11,11,"1964 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Tie",1964
"1964-03-31","Italy","France",3,12,"Test Match","Stadio XXV Aprile","Parma","Italy",FALSE,FALSE,"France",1964
"1964-04-13","France","Ireland",27,6,"1964 Five Nations Championship","Colombes","Paris","France",FALSE,FALSE,"France",1964
"1964-05-25","South Africa","Wales",24,3,"1964 Wales tour of Kenya and South Africa","Kings Park","Durban","South Africa",FALSE,FALSE,"South Africa",1964
"1964-07-27","South Africa","France",6,8,"1964 France rugby union tour of South Africa","Pam Brink Stadium","Springs","South Africa",FALSE,FALSE,"France",1964
"1964-08-17","New Zealand","Australia",14,9,"1964 Australia tour of New Zealand","Carisbrook","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",1964
"1964-08-24","New Zealand","Australia",18,3,"1964 Australia tour of New Zealand","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"New Zealand",1964
"1964-08-31","New Zealand","Australia",5,20,"1964 Australia tour of New Zealand","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"Australia",1964
"1965-01-11","France","Scotland",16,8,"1965 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1965
"1965-01-18","Wales","England",14,3,"1965 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Wales",1965
"1965-01-25","Ireland","France",3,3,"1965 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Tie",1965
"1965-02-08","Scotland","Wales",12,14,"1965 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Wales",1965
"1965-02-15","Ireland","England",5,0,"1965 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1965
"1965-03-01","England","France",9,6,"1965 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1965
"1965-03-01","Scotland","Ireland",6,16,"1965 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Ireland",1965
"1965-03-15","Wales","Ireland",14,8,"1965 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1965
"1965-03-22","England","Scotland",3,3,"1965 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"Tie",1965
"1965-03-29","France","Wales",22,13,"1965 Five Nations Championship","Stade Colombes","Paris","France",FALSE,FALSE,"France",1965
"1965-04-12","Ireland","South Africa",9,6,"1965 South Africa rugby union tour of Scotland and Ireland","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1965
"1965-04-19","Scotland","South Africa",8,5,"1965 South Africa rugby union tour of Scotland and Ireland","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1965
"1965-04-20","France","Italy",21,0,"Test Match","Gare de La Croix du Prince","Pau","France",FALSE,FALSE,"France",1965
"1965-06-21","Australia","South Africa",18,11,"1965 South Africa tour of Australia and New Zealand","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"Australia",1965
"1965-06-28","Australia","South Africa",12,8,"1965 South Africa tour of Australia and New Zealand","Lang Park","Brisbane","Australia",FALSE,FALSE,"Australia",1965
"1965-08-02","New Zealand","South Africa",6,3,"1965 South Africa tour","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"New Zealand",1965
"1965-08-23","New Zealand","South Africa",13,0,"1965 South Africa tour","Carisbrook","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",1965
"1965-09-06","New Zealand","South Africa",16,19,"1965 South Africa tour","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"South Africa",1965
"1965-09-20","New Zealand","South Africa",20,3,"1965 South Africa tour","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1965
"1966-01-17","Scotland","France",3,3,"1966 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Tie",1966
"1966-01-17","England","Wales",6,11,"1966 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Wales",1966
"1966-01-31","France","Ireland",11,6,"1966 Five Nations Championship","Colombes","Paris","France",FALSE,FALSE,"France",1966
"1966-02-07","Wales","Scotland",8,3,"1966 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1966
"1966-02-14","England","Ireland",6,6,"1966 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Tie",1966
"1966-02-28","Ireland","Scotland",3,11,"1966 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Scotland",1966
"1966-02-28","France","England",13,0,"1966 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1966
"1966-03-14","Ireland","Wales",9,6,"1966 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1966
"1966-03-21","Scotland","England",6,3,"1966 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1966
"1966-03-28","Wales","France",9,8,"1966 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1966
"1966-04-11","Italy","France",0,21,"1966-67 FIRA Nations Cup","Stadio Arturo Collana","Naples","Italy",FALSE,FALSE,"France",1966
"1966-12-05","Wales","Australia",11,14,"1966-67 Australia tour of Great Britain, Ireland and France","National Stadium","Cardiff","Wales",FALSE,FALSE,"Australia",1966
"1966-12-19","Scotland","Australia",11,5,"1966-67 Australia tour of Great Britain, Ireland and France","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1966
"1967-01-09","England","Australia",11,23,"1966-67 Australia tour of Great Britain, Ireland and France","Twickenham Stadium","London","England",FALSE,FALSE,"Australia",1967
"1967-01-16","France","Scotland",8,9,"1967 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"Scotland",1967
"1967-01-23","Ireland","Australia",15,8,"1966-67 Australia tour of Great Britain, Ireland and France","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1967
"1967-02-06","Scotland","Wales",11,5,"1967 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1967
"1967-02-13","Ireland","England",3,8,"1967 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"England",1967
"1967-02-13","France","Australia",20,14,"1966-67 Australia tour of Great Britain, Ireland and France","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1967
"1967-02-27","Scotland","Ireland",3,5,"1967 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Ireland",1967
"1967-02-27","England","France",12,16,"1967 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"France",1967
"1967-03-13","Wales","Ireland",0,3,"1967 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Ireland",1967
"1967-03-20","England","Scotland",27,14,"1967 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"England",1967
"1967-03-28","France","Italy",60,13,"1967-68 FIRA Nations Cup","Stade Mayol","Toulon","France",FALSE,FALSE,"France",1967
"1967-04-03","France","Wales",20,14,"1967 Five Nations Championship","Stade Colombes","Paris","France",FALSE,FALSE,"France",1967
"1967-04-17","Wales","England",34,21,"1967 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Wales",1967
"1967-04-17","Ireland","France",6,11,"1967 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"France",1967
"1967-05-15","Australia","Ireland",5,11,"1967 Ireland tour of Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"Ireland",1967
"1967-07-17","South Africa","France",26,3,"1967 France rugby union tour of South Africa","Kings Park","Durban","South Africa",FALSE,FALSE,"South Africa",1967
"1967-07-24","South Africa","France",16,3,"1967 France rugby union tour of South Africa","Free State Stadium","Bloemfontein","South Africa",FALSE,FALSE,"South Africa",1967
"1967-07-31","South Africa","France",14,19,"1967 France rugby union tour of South Africa","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"France",1967
"1967-08-14","South Africa","France",6,6,"1967 France rugby union tour of South Africa","Newlands","Cape Town","South Africa",FALSE,FALSE,"Tie",1967
"1967-08-21","New Zealand","Australia",29,9,"1967 Australia tour of New Zealand","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"New Zealand",1967
"1967-11-06","England","New Zealand",11,23,"1967 New Zealand rugby union tour of Britain, France and Canada","Twickenham","London","England",FALSE,FALSE,"New Zealand",1967
"1967-11-13","Wales","New Zealand",6,13,"1967 New Zealand tour of Great Britain, France and Canada","National Stadium","Cardiff","Wales",FALSE,FALSE,"New Zealand",1967
"1967-11-27","France","New Zealand",15,21,"1967 New Zealand tour","Yves-du-Manoir","Colombes","France",FALSE,FALSE,"New Zealand",1967
"1967-12-04","Scotland","New Zealand",3,14,"1967 New Zealand tour","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"New Zealand",1967
"1968-01-15","Scotland","France",6,8,"1968 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"France",1968
"1968-01-22","England","Wales",11,11,"1968 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Tie",1968
"1968-01-29","France","Ireland",16,6,"1968 Five Nations Championship","Colombes","Paris","France",FALSE,FALSE,"France",1968
"1968-02-05","Wales","Scotland",5,0,"1968 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1968
"1968-02-12","England","Ireland",9,9,"1968 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Tie",1968
"1968-02-26","France","England",14,9,"1968 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1968
"1968-02-26","Ireland","Scotland",14,6,"1968 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1968
"1968-03-11","Ireland","Wales",9,6,"1968 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1968
"1968-03-18","Scotland","England",6,8,"1968 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"England",1968
"1968-03-25","Wales","France",9,14,"1968 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"France",1968
"1968-06-17","Australia","New Zealand",11,27,"1968 New Zealand tour of Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"New Zealand",1968
"1968-06-24","Australia","New Zealand",18,19,"1968 New Zealand tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"New Zealand",1968
"1968-07-15","New Zealand","France",12,9,"1968 French tour of New Zealand","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"New Zealand",1968
"1968-07-29","New Zealand","France",9,3,"1968 French tour of New Zealand","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"New Zealand",1968
"1968-08-12","New Zealand","France",19,12,"1968 French tour of New Zealand","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1968
"1968-08-19","Australia","France",11,10,"1968 France tour of New Zealand and Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"Australia",1968
"1968-10-28","Ireland","Australia",10,3,"1968 Australia tour of Great Britain and Ireland","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1968
"1968-11-08","Scotland","Australia",9,3,"1968 Australia tour of Great Britain and Ireland","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1968
"1968-11-11","France","South Africa",9,12,"1968 South Africa rugby union tour of France","Parc Lescure","Bordeaux","France",FALSE,FALSE,"South Africa",1968
"1968-11-18","France","South Africa",11,16,"1968 South Africa rugby union tour of France","Yves-du-Manoir","Colombes","France",FALSE,FALSE,"South Africa",1968
"1969-01-13","France","Scotland",3,6,"1969 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"Scotland",1969
"1969-01-27","Ireland","France",17,9,"1969 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1969
"1969-02-03","Scotland","Wales",3,17,"1969 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Wales",1969
"1969-02-10","Ireland","England",17,15,"1969 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1969
"1969-02-24","Scotland","Ireland",0,16,"1969 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Ireland",1969
"1969-02-24","England","France",22,8,"1969 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1969
"1969-03-10","Wales","Ireland",24,11,"1969 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1969
"1969-03-17","England","Scotland",8,3,"1969 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"England",1969
"1969-03-24","France","Wales",8,8,"1969 Five Nations Championship","Stade Colombes","Paris","France",FALSE,FALSE,"Tie",1969
"1969-04-14","Wales","England",30,9,"1969 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Wales",1969
"1969-06-02","New Zealand","Wales",19,0,"1969 Wales tour of New Zealand, Australia and Fiji","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"New Zealand",1969
"1969-06-16","New Zealand","Wales",33,12,"1969 Wales tour of New Zealand, Australia and Fiji","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1969
"1969-06-23","Australia","Wales",16,19,"1969 Wales tour of Australia, New Zealand and Fiji","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"Wales",1969
"1969-08-04","South Africa","Australia",30,11,"1969 Australia tour of South Africa","Ellis Park Stadium","Johannesburg","South Africa",FALSE,FALSE,"South Africa",1969
"1969-08-18","South Africa","Australia",16,9,"1969 Australia tour of South Africa","Kings Park Stadium","Durban","South Africa",FALSE,FALSE,"South Africa",1969
"1969-09-08","South Africa","Australia",11,3,"1969 Australia tour of South Africa","Newlands Stadium","Cape Town","South Africa",FALSE,FALSE,"South Africa",1969
"1969-09-22","South Africa","Australia",19,8,"1969 Australia tour of South Africa","Free State Stadium","Bloemfontein","South Africa",FALSE,FALSE,"South Africa",1969
"1969-12-08","Scotland","South Africa",6,3,"1969-70 South Africa rugby union tour of Britain and Ireland","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1969
"1969-12-22","England","South Africa",11,8,"1969-70 South Africa rugby union tour of Britain and Ireland","Twickenham","London","England",FALSE,FALSE,"England",1969
"1970-01-12","Scotland","France",9,11,"1970 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"France",1970
"1970-01-12","Ireland","South Africa",8,8,"1969-70 South Africa rugby union tour of Britain and Ireland","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Tie",1970
"1970-01-26","Wales","South Africa",6,6,"1969-70 South Africa tour of Great Britain and Ireland","National Stadium","Cardiff","Wales",FALSE,FALSE,"Tie",1970
"1970-01-26","France","Ireland",8,0,"1970 Five Nations Championship","Colombes","Paris","France",FALSE,FALSE,"France",1970
"1970-02-09","Wales","Scotland",18,9,"1970 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1970
"1970-02-16","England","Ireland",9,3,"1970 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1970
"1970-02-23","Scotland","England",14,5,"1970 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1970
"1970-03-02","Ireland","Scotland",16,11,"1970 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1970
"1970-03-02","England","Wales",13,17,"1970 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Wales",1970
"1970-03-16","Ireland","Wales",14,0,"1970 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1970
"1970-04-06","Wales","France",11,6,"1970 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1970
"1970-04-20","France","England",35,13,"1970 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1970
"1970-06-08","Australia","Scotland",23,3,"1970 Scotland tour of Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"Australia",1970
"1970-07-27","South Africa","New Zealand",17,6,"1970 New Zealand tour","Loftus Versfeld Stadium","Pretoria","South Africa",FALSE,FALSE,"South Africa",1970
"1970-08-10","South Africa","New Zealand",8,9,"1970 New Zealand tour","Newlands","Cape Town","South Africa",FALSE,FALSE,"New Zealand",1970
"1970-08-31","South Africa","New Zealand",14,3,"1970 New Zealand tour","Boet Erasmus Stadium","Port Elizabeth","South Africa",FALSE,FALSE,"South Africa",1970
"1970-09-14","South Africa","New Zealand",20,17,"1970 New Zealand tour","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"South Africa",1970
"1971-01-18","France","Scotland",13,8,"1971 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1971
"1971-01-18","Wales","England",22,6,"1971 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Wales",1971
"1971-02-01","Ireland","France",9,9,"1971 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Tie",1971
"1971-02-08","Scotland","Wales",18,19,"1971 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Wales",1971
"1971-02-15","Ireland","England",6,9,"1971 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"England",1971
"1971-03-01","Scotland","Ireland",5,17,"1971 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Ireland",1971
"1971-03-01","England","France",14,14,"1971 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Tie",1971
"1971-03-15","Wales","Ireland",23,9,"1971 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1971
"1971-03-22","England","Scotland",15,16,"1971 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"Scotland",1971
"1971-03-29","Scotland","England",26,6,"Rugby Union Centenary International","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1971
"1971-03-29","France","Wales",5,9,"1971 Five Nations Championship","Stade Colombes","Paris","France",FALSE,FALSE,"Wales",1971
"1971-06-14","South Africa","France",22,9,"1971 France rugby union tour of South Africa","Free State Stadium","Bloemfontein","South Africa",FALSE,FALSE,"South Africa",1971
"1971-06-21","South Africa","France",8,8,"1971 France rugby union tour of South Africa","Kings Park","Durban","South Africa",FALSE,FALSE,"Tie",1971
"1971-07-19","Australia","South Africa",11,19,"1971 South Africa tour of Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"South Africa",1971
"1971-08-02","Australia","South Africa",6,14,"1971 South Africa tour of Australia","Brisbane Exhibition Ground","Brisbane","Australia",FALSE,FALSE,"South Africa",1971
"1971-08-09","Australia","South Africa",6,18,"1971 South Africa tour of Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"South Africa",1971
"1971-11-22","France","Australia",11,13,"1971 Australia tour of France","Stadium Municipal","Toulouse","France",FALSE,FALSE,"Australia",1971
"1971-11-29","France","Australia",18,9,"1971 Australia tour of France","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1971
"1972-01-17","England","Wales",3,12,"1972 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Wales",1972
"1972-01-17","Scotland","France",20,9,"1972 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1972
"1972-01-31","France","Ireland",9,14,"1972 Five Nations Championship","Colombes","Paris","France",FALSE,FALSE,"Ireland",1972
"1972-02-07","Wales","Scotland",35,12,"1972 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1972
"1972-02-14","England","Ireland",12,16,"1972 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Ireland",1972
"1972-02-28","France","England",37,12,"1972 Five Nations Championship","Stade Yves-du-Manoir","Colombes","France",FALSE,FALSE,"France",1972
"1972-03-20","Scotland","England",23,9,"1972 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1972
