"","Date","Player1","Player2","Sets_P1","Sets_P2","P1_G1","P2_G1","P1_G2","P2_G2","P1_G3","P2_G3","P1_G4","P2_G4","P1_G5","P2_G5","HomeWinner"
"3788",2022-06-23 14:15:00,"Svoboda V.","Moulis P.",0,3,9,11,9,11,8,11,NA,NA,NA,NA,0
"3789",2022-06-23 14:20:00,"Sydorak N.","Kasianyk N.",2,3,11,8,8,11,11,6,10,12,8,11,0
"3790",2022-06-23 14:20:00,"Zaporojan V.","Oanza M.",2,3,11,6,4,11,11,8,4,11,5,11,0
"3791",2022-06-23 14:25:00,"Nazar B.","Hovorunets S.",0,3,9,11,7,11,5,11,NA,NA,NA,NA,0
"3792",2022-06-23 14:25:00,"Ryndia V.","Stepanchuk Y.",3,2,15,13,11,5,8,11,11,13,11,8,1
"3793",2022-06-23 14:30:00,"Kuzmenko D.","Ziakun O.",3,0,11,5,11,8,11,3,NA,NA,NA,NA,1
"3794",2022-06-23 14:30:00,"Lavrynenko P.","Vietrov V.",3,0,11,7,11,5,11,8,NA,NA,NA,NA,1
"3795",2022-06-23 14:30:00,"Takac J.","Sanchez J.",2,3,12,10,7,11,11,8,7,11,10,12,0
"3796",2022-06-23 14:35:00,"Bondarenko I.","Vasylyshyn I.",3,2,11,8,6,11,11,13,11,7,11,8,1
"3797",2022-06-23 14:35:00,"Minenko A.","Semenets S.",3,0,11,8,11,8,11,7,NA,NA,NA,NA,1
"3798",2022-06-23 14:40:00,"Chornobab V.","Yurchenko K.",1,3,6,11,11,9,6,11,4,11,NA,NA,0
"3799",2022-06-23 14:45:00,"Novak R.","Kocvara V.",0,3,8,11,1,11,8,11,NA,NA,NA,NA,0
"3800",2022-06-23 14:50:00,"Fylypiv R.","Lutskyi V.",3,2,11,3,9,11,11,4,8,11,11,5,1
"3801",2022-06-23 14:50:00,"Melnic F.","Gribkov D.",3,2,9,11,8,11,11,9,11,8,11,8,1
"3802",2022-06-23 14:55:00,"Hordiichuk O.","Valchuk I.",3,1,12,10,12,10,8,11,11,7,NA,NA,1
"3803",2022-06-23 14:55:00,"Tymchenko V.","Korobov A.",3,1,11,8,11,6,7,11,11,8,NA,NA,1
"3804",2022-06-23 15:00:00,"Kovpak E.","Nadporozhskyi O.",1,3,11,7,9,11,8,11,9,11,NA,NA,0
"3805",2022-06-23 15:00:00,"Syksa A.","Chuhai S.",2,3,7,11,17,15,3,11,11,6,11,13,0
"3806",2022-06-23 15:05:00,"Burdelnyi S.","Klymenko K.",3,0,11,6,11,5,11,7,NA,NA,NA,NA,1
"3807",2022-06-23 15:05:00,"Mytsyk A.","Havryliuk B.",1,3,8,11,6,11,12,10,8,11,NA,NA,0
"3808",2022-06-23 15:10:00,"Bochkovskyi V.","Zholubak R.",3,2,9,11,11,1,9,11,11,9,13,11,1
"3809",2022-06-23 15:15:00,"Svoboda V.","Novak R.",2,3,11,9,8,11,11,5,6,11,11,13,0
"3810",2022-06-23 15:20:00,"Daragan S.","Slozka M.",2,3,4,11,11,8,11,1,10,12,7,11,0
"3811",2022-06-23 15:20:00,"Kalev L.","Pleskach V.",2,3,4,11,5,11,11,5,11,9,9,11,0
"3812",2022-06-23 15:25:00,"Nikolenko S.","Nakliutskyi A.",3,1,11,6,9,11,11,8,11,9,NA,NA,1
"3813",2022-06-23 15:25:00,"Reva V.","Stepanchuk Y.",0,3,8,11,6,11,5,11,NA,NA,NA,NA,0
"3814",2022-06-23 15:30:00,"Lushchyk A.","Aristarkhov S.",3,0,12,10,11,9,11,6,NA,NA,NA,NA,1
"3815",2022-06-23 15:35:00,"Malnev O.","Bielokon Y.",3,0,11,9,11,6,11,8,NA,NA,NA,NA,1
"3816",2022-06-23 15:35:00,"Skhabitskiy S.","Sokur M.",2,3,11,6,6,11,11,8,6,11,4,11,0
"3817",2022-06-23 15:40:00,"Yurchenko K.","Honchar Y.",3,2,11,9,7,11,11,3,3,11,11,9,1
"3818",2022-06-23 15:45:00,"Moulis P.","Kocvara V.",3,0,11,8,13,11,11,7,NA,NA,NA,NA,1
"3819",2022-06-23 15:50:00,"Titov A.","Cioclea I.",2,3,2,11,11,3,11,9,6,11,10,12,0
"3820",2022-06-23 15:50:00,"Vons V.","Nyzhnyk R.",3,2,11,6,5,11,11,8,10,12,13,11,1
"3821",2022-06-23 15:55:00,"Peltek V.","Ryndia V.",3,1,11,7,9,11,11,7,12,10,NA,NA,1
"3822",2022-06-23 15:55:00,"Torba R.","Rak S.",0,3,5,11,7,11,8,11,NA,NA,NA,NA,0
"3823",2022-06-23 16:00:00,"Kuzmenko D.","Syksa A.",2,3,11,6,9,11,12,10,8,11,3,11,0
"3824",2022-06-23 16:05:00,"Bondarenko I.","Mytsyk A.",1,3,9,11,7,11,11,1,9,11,NA,NA,0
"3825",2022-06-23 16:05:00,"Scherbak A.","Husiev V.",0,3,8,11,2,11,10,12,NA,NA,NA,NA,0
"3826",2022-06-23 16:10:00,"Sokolovskyi S.","Chornobab V.",3,1,11,1,6,11,11,5,11,5,NA,NA,1
"3827",2022-06-23 16:15:00,"Novak R.","Svoboda V.",3,2,11,13,11,6,9,11,11,6,11,7,1
"3828",2022-06-23 16:20:00,"Capusta A.","Bulat P.",2,3,5,11,11,7,5,11,11,7,4,11,0
"3829",2022-06-23 16:25:00,"Fylypiv R.","Slozka M.",3,2,11,7,8,11,1,11,11,8,11,9,1
"3830",2022-06-23 16:25:00,"Hordiichuk O.","Nakliutskyi A.",3,1,16,18,11,7,11,7,11,3,NA,NA,1
"3831",2022-06-23 16:25:00,"Lobas V.","Horchakov V.",1,3,4,11,12,10,11,13,8,11,NA,NA,0
"3832",2022-06-23 16:30:00,"Aristarkhov S.","Ziakun O.",2,3,9,11,11,9,9,11,11,2,8,11,0
"3833",2022-06-23 16:35:00,"Grinenko K.","Yushko R.",3,1,13,11,11,8,5,11,11,6,NA,NA,1
"3834",2022-06-23 16:35:00,"Sokur M.","Vasylyshyn I.",1,3,11,9,6,11,4,11,4,11,NA,NA,0
"3835",2022-06-23 16:40:00,"Bochkovskyi V.","Yurchenko K.",2,3,11,9,8,11,13,11,5,11,5,11,0
"3836",2022-06-23 16:45:00,"Kocvara V.","Moulis P.",2,3,11,7,11,9,6,11,5,11,3,11,0
"3837",2022-06-23 16:50:00,"Nyzhnyk R.","Lutskyi V.",0,3,4,11,6,11,10,12,NA,NA,NA,NA,0
"3838",2022-06-23 16:50:00,"Titov A.","Bulat P.",0,3,2,11,4,11,9,11,NA,NA,NA,NA,0
"3839",2022-06-23 16:55:00,"Rak S.","Valchuk I.",3,1,12,10,7,11,11,3,13,11,NA,NA,1
"3840",2022-06-23 16:55:00,"Volkov P.","Balakiriev M.",3,1,13,11,3,11,11,7,11,5,NA,NA,1
"3841",2022-06-23 17:00:00,"Lushchyk A.","Chuhai S.",2,3,11,7,5,11,15,17,11,8,10,12,0
"3842",2022-06-23 17:05:00,"Skhabitskiy S.","Havryliuk B.",2,3,8,11,11,6,2,11,11,4,6,11,0
"3843",2022-06-23 17:10:00,"Chornobab V.","Zholubak R.",1,3,11,3,5,11,3,11,6,11,NA,NA,0
"3844",2022-06-23 17:15:00,"Horak D.","Vesely F.",0,3,6,11,9,11,8,11,NA,NA,NA,NA,0
"3845",2022-06-23 17:20:00,"Capusta A.","Cioclea I.",3,1,7,11,11,5,11,3,11,6,NA,NA,1
"3846",2022-06-23 17:20:00,"Daragan S.","Vons V.",2,3,8,11,11,4,9,11,11,9,5,11,0
"3847",2022-06-23 17:25:00,"Nikolenko S.","Torba R.",1,3,12,14,11,7,6,11,6,11,NA,NA,0
"3848",2022-06-23 17:25:00,"Polysynskyi M.","Bambutsa R.",3,2,13,11,6,11,7,11,13,11,11,3,1
"3849",2022-06-23 17:35:00,"Bondarenko I.","Sokur M.",3,0,11,9,11,4,11,5,NA,NA,NA,NA,1
"3850",2022-06-23 17:35:00,"Yushko R.","Bielokon Y.",3,1,9,11,11,7,11,9,11,4,NA,NA,1
"3851",2022-06-23 17:40:00,"Kuzmenko D.","Aristarkhov S.",2,3,9,11,7,11,11,7,11,5,9,11,0
"3852",2022-06-23 17:40:00,"Sokolovskyi S.","Honchar Y.",3,1,11,3,11,5,15,17,11,8,NA,NA,1
"3853",2022-06-23 17:45:00,"Sykora J.","Brichacek D.",1,3,11,7,6,11,9,11,12,14,NA,NA,0
"3854",2022-06-23 17:50:00,"Fylypiv R.","Nyzhnyk R.",3,0,11,8,11,6,11,8,NA,NA,NA,NA,1
"3855",2022-06-23 17:50:00,"Titov A.","Capusta A.",1,3,4,11,11,4,12,14,6,11,NA,NA,0
"3856",2022-06-23 17:55:00,"Hordiichuk O.","Rak S.",1,3,12,14,11,13,11,5,7,11,NA,NA,0
"3857",2022-06-23 17:55:00,"Lobas V.","Balakiriev M.",0,3,4,11,7,11,3,11,NA,NA,NA,NA,0
"3858",2022-06-23 18:05:00,"Lushchyk A.","Syksa A.",3,0,17,15,12,10,11,7,NA,NA,NA,NA,1
"3859",2022-06-23 18:05:00,"Scherbak A.","Grinenko K.",0,3,4,11,8,11,6,11,NA,NA,NA,NA,0
"3860",2022-06-23 18:05:00,"Skhabitskiy S.","Mytsyk A.",0,3,9,11,12,14,8,11,NA,NA,NA,NA,0
"3861",2022-06-23 18:10:00,"Bochkovskyi V.","Chornobab V.",3,1,13,11,11,8,7,11,14,12,NA,NA,1
"3862",2022-06-23 18:15:00,"Horak D.","Brichacek D.",3,0,11,7,11,6,11,9,NA,NA,NA,NA,1
"3863",2022-06-23 18:20:00,"Bulat P.","Cioclea I.",3,0,11,9,12,10,11,8,NA,NA,NA,NA,1
"3864",2022-06-23 18:20:00,"Vons V.","Slozka M.",1,3,5,11,8,11,11,9,6,11,NA,NA,0
"3865",2022-06-23 18:25:00,"Bambutsa R.","Horchakov V.",2,3,8,11,3,11,11,7,11,6,5,11,0
"3866",2022-06-23 18:25:00,"Torba R.","Nakliutskyi A.",3,1,11,6,12,14,11,4,11,9,NA,NA,1
"3867",2022-06-23 18:30:00,"Ziakun O.","Chuhai S.",2,3,6,11,10,12,11,8,11,8,7,11,0
"3868",2022-06-23 18:35:00,"Vasylyshyn I.","Havryliuk B.",3,0,11,4,11,8,11,9,NA,NA,NA,NA,1
"3869",2022-06-23 18:45:00,"Sokolovskyi S.","Yurchenko K.",3,1,12,10,8,11,11,7,11,5,NA,NA,1
"3870",2022-06-23 18:45:00,"Sykora J.","Vesely F.",3,1,8,11,11,5,14,12,11,7,NA,NA,1
"3871",2022-06-23 18:50:00,"Daragan S.","Lutskyi V.",3,1,6,11,11,6,11,6,11,9,NA,NA,1
"3872",2022-06-23 18:55:00,"Cioclea I.","Titov A.",1,3,7,11,11,8,9,11,9,11,NA,NA,0
"3873",2022-06-23 18:55:00,"Nikolenko S.","Valchuk I.",3,0,11,7,11,4,11,4,NA,NA,NA,NA,1
"3874",2022-06-23 18:55:00,"Volkov P.","Polysynskyi M.",0,3,8,11,6,11,5,11,NA,NA,NA,NA,0
"3875",2022-06-23 19:00:00,"Kuzmenko D.","Lushchyk A.",0,3,5,11,9,11,9,11,NA,NA,NA,NA,0
"3876",2022-06-23 19:05:00,"Bondarenko I.","Skhabitskiy S.",3,1,9,11,11,4,11,7,11,4,NA,NA,1
"3877",2022-06-23 19:05:00,"Grinenko K.","Husiev V.",0,3,8,11,10,12,9,11,NA,NA,NA,NA,0
"3878",2022-06-23 19:10:00,"Zholubak R.","Honchar Y.",2,3,7,11,11,4,4,11,11,9,7,11,0
"3879",2022-06-23 19:15:00,"Horak D.","Sykora J.",3,0,11,4,11,4,12,10,NA,NA,NA,NA,1
"3880",2022-06-23 19:20:00,"Fylypiv R.","Vons V.",0,3,9,11,11,13,7,11,NA,NA,NA,NA,0
"3881",2022-06-23 19:25:00,"Bulat P.","Capusta A.",1,3,11,9,5,11,10,12,7,11,NA,NA,0
"3882",2022-06-23 19:25:00,"Hordiichuk O.","Torba R.",2,3,3,11,11,9,11,9,6,11,3,11,0
"3883",2022-06-23 19:25:00,"Lobas V.","Bambutsa R.",3,1,9,11,11,4,11,2,11,4,NA,NA,1
"3884",2022-06-23 19:30:00,"Aristarkhov S.","Chuhai S.",3,2,5,11,11,6,12,10,9,11,14,12,1
"3885",2022-06-23 19:35:00,"Scherbak A.","Bielokon Y.",3,0,11,7,11,6,11,8,NA,NA,NA,NA,1
"3886",2022-06-23 19:35:00,"Sokur M.","Havryliuk B.",0,3,10,12,9,11,4,11,NA,NA,NA,NA,0
"3887",2022-06-23 19:40:00,"Bochkovskyi V.","Sokolovskyi S.",0,3,7,11,8,11,7,11,NA,NA,NA,NA,0
"3888",2022-06-23 19:45:00,"Brichacek D.","Vesely F.",3,1,11,4,11,6,7,11,11,9,NA,NA,1
"3889",2022-06-23 19:50:00,"Daragan S.","Nyzhnyk R.",3,0,11,9,11,3,13,11,NA,NA,NA,NA,1
"3890",2022-06-23 19:55:00,"Nikolenko S.","Rak S.",1,3,11,6,5,11,10,12,8,11,NA,NA,0
"3891",2022-06-23 19:55:00,"Polysynskyi M.","Balakiriev M.",0,3,6,11,12,14,6,11,NA,NA,NA,NA,0
"3892",2022-06-23 20:00:00,"Pisceanschi V.","Sarapanovschi I.",2,3,5,11,11,7,4,11,12,10,7,11,0
"3893",2022-06-23 20:00:00,"Syksa A.","Ziakun O.",3,1,12,14,12,10,11,7,17,15,NA,NA,1
"3894",2022-06-23 20:05:00,"Mytsyk A.","Vasylyshyn I.",3,1,11,5,11,8,6,11,11,9,NA,NA,1
"3895",2022-06-23 20:10:00,"Chornobab V.","Honchar Y.",3,2,2,11,11,6,11,7,10,12,11,3,1
"3896",2022-06-23 20:20:00,"Slozka M.","Lutskyi V.",0,3,11,13,10,12,6,11,NA,NA,NA,NA,0
"3897",2022-06-23 20:20:00,"Vesely F.","Sykora J.",0,3,7,11,4,11,3,11,NA,NA,NA,NA,0
"3898",2022-06-23 20:25:00,"Nakliutskyi A.","Valchuk I.",3,2,8,11,11,9,11,3,8,11,11,6,1
"3899",2022-06-23 20:25:00,"Volkov P.","Horchakov V.",1,3,10,12,11,6,6,11,9,11,NA,NA,0
"3900",2022-06-23 20:30:00,"Uzun I.","Sulima I.",1,3,11,2,7,11,8,11,7,11,NA,NA,0
"3901",2022-06-23 20:35:00,"Scherbak A.","Yushko R.",1,3,11,7,10,12,7,11,6,11,NA,NA,0
"3902",2022-06-23 20:40:00,"Yurchenko K.","Zholubak R.",3,1,11,8,11,7,8,11,11,9,NA,NA,1
"3903",2022-06-23 20:50:00,"Brichacek D.","Horak D.",1,3,8,11,7,11,11,5,9,11,NA,NA,0
"3904",2022-06-23 20:50:00,"Fylypiv R.","Daragan S.",3,1,7,11,11,4,11,7,11,7,NA,NA,1
"3905",2022-06-23 20:55:00,"Hordiichuk O.","Nikolenko S.",3,2,12,14,11,8,12,14,11,9,11,7,1
"3906",2022-06-23 20:55:00,"Lobas V.","Polysynskyi M.",3,2,11,3,11,6,9,11,7,11,13,11,1
"3907",2022-06-23 21:00:00,"Pisceanschi V.","Sulima I.",3,2,11,3,8,11,11,5,10,12,12,10,1
"3908",2022-06-23 21:05:00,"Husiev V.","Bielokon Y.",0,3,7,11,2,11,8,11,NA,NA,NA,NA,0
"3909",2022-06-23 21:20:00,"Vons V.","Lutskyi V.",3,0,12,10,11,4,11,1,NA,NA,NA,NA,1
"3910",2022-06-23 21:25:00,"Stehlik M.","Tuma L.",3,0,11,6,13,11,11,5,NA,NA,NA,NA,1
"3911",2022-06-23 21:25:00,"Volkov P.","Bambutsa R.",3,0,11,4,11,8,11,6,NA,NA,NA,NA,1
"3912",2022-06-23 21:30:00,"Torba R.","Valchuk I.",3,1,12,10,8,11,11,9,11,2,NA,NA,1
"3913",2022-06-23 21:30:00,"Uzun I.","Sarapanovschi I.",3,2,11,7,11,8,9,11,6,11,18,16,1
"3914",2022-06-23 21:45:00,"Provaznik L.","Liptak M.",2,3,11,7,7,11,8,11,11,3,7,11,0
"3915",2022-06-23 21:50:00,"Nyzhnyk R.","Slozka M.",2,3,8,11,6,11,11,6,11,8,7,11,0
"3916",2022-06-23 21:55:00,"Balakiriev M.","Horchakov V.",3,1,11,9,8,11,13,11,11,3,NA,NA,1
"3917",2022-06-23 21:55:00,"Rak S.","Nakliutskyi A.",3,1,11,4,9,11,11,8,11,6,NA,NA,1
"3918",2022-06-23 22:05:00,"Grinenko K.","Bielokon Y.",3,1,11,8,11,7,2,11,14,12,NA,NA,1
"3919",2022-06-23 22:05:00,"Pisceanschi V.","Uzun I.",3,1,11,8,5,11,11,6,11,9,NA,NA,1
"3920",2022-06-23 22:15:00,"Stehlik M.","Liptak M.",2,3,11,9,5,11,5,11,11,8,6,11,0
"3921",2022-06-23 22:25:00,"Lobas V.","Volkov P.",3,0,11,5,11,7,11,9,NA,NA,NA,NA,1
"3922",2022-06-23 22:30:00,"Sulima I.","Sarapanovschi I.",3,2,11,5,10,12,11,8,9,11,11,5,1
"3923",2022-06-23 22:35:00,"Yushko R.","Husiev V.",3,1,11,7,7,11,11,9,11,5,NA,NA,1
"3924",2022-06-23 22:45:00,"Provaznik L.","Tuma L.",3,1,11,9,8,11,11,8,21,19,NA,NA,1
"3925",2022-06-23 22:55:00,"Polysynskyi M.","Horchakov V.",2,3,11,9,3,11,7,11,11,3,3,11,0
"3926",2022-06-23 23:00:00,"Sheremeta V.","Prus S.",2,3,11,6,11,9,7,11,6,11,8,11,0
"3927",2022-06-23 23:10:00,"Sarapanovschi I.","Uzun I.",3,1,11,9,7,11,11,7,11,8,NA,NA,1
"3928",2022-06-23 23:15:00,"Stehlik M.","Provaznik L.",2,3,5,11,6,11,11,7,11,6,9,11,0
"3929",2022-06-23 23:25:00,"Bambutsa R.","Balakiriev M.",3,2,13,11,13,11,6,11,4,11,11,9,1
"3930",2022-06-23 23:35:00,"Konkulovskyi R.","Tebenko Y.",1,3,13,11,3,11,10,12,7,11,NA,NA,0
"3931",2022-06-23 23:40:00,"Sulima I.","Pisceanschi V.",3,1,11,5,6,11,12,10,11,5,NA,NA,1
"3932",2022-06-23 23:50:00,"Liptak M.","Tuma L.",3,0,11,9,11,3,12,10,NA,NA,NA,NA,1
"3933",2022-06-24 00:00:00,"Slozka V.","Prus S.",3,2,8,11,11,5,11,6,9,11,11,5,1
"3934",2022-06-24 00:05:00,"Kobets V.","Sokoltsov Y.",1,3,12,10,10,12,6,11,11,13,NA,NA,0
"3935",2022-06-24 00:15:00,"Tuma L.","Stehlik M.",0,3,7,11,8,11,10,12,NA,NA,NA,NA,0
"3936",2022-06-24 00:25:00,"Hainiuk V.","Kuprykov S.",2,3,8,11,8,11,11,9,11,7,4,11,0
"3937",2022-06-24 00:30:00,"Sheremeta V.","Konkulovskyi R.",3,0,11,7,11,5,11,4,NA,NA,NA,NA,1
"3938",2022-06-24 00:35:00,"Homylko A.","Samofal Y.",1,3,12,14,11,7,6,11,11,13,NA,NA,0
"3939",2022-06-24 00:45:00,"Liptak M.","Provaznik L.",3,2,6,11,11,7,11,5,8,11,11,5,1
"3940",2022-06-24 00:55:00,"Onykyienko V.","Kovalchuk K.",0,3,9,11,5,11,9,11,NA,NA,NA,NA,0
"3941",2022-06-24 01:00:00,"Slozka V.","Tebenko Y.",3,0,11,8,11,4,11,9,NA,NA,NA,NA,1
"3942",2022-06-24 01:05:00,"Pereyaslavsky D.","Kostiuk B.",3,2,7,11,19,17,11,5,6,11,11,9,1
"3943",2022-06-24 01:25:00,"Reva Y.","Kim D.",3,2,7,11,5,11,11,4,11,6,11,7,1
"3944",2022-06-24 01:30:00,"Konkulovskyi R.","Prus S.",3,1,11,6,10,12,11,7,12,10,NA,NA,1
"3945",2022-06-24 01:35:00,"Kobets V.","Samofal Y.",1,3,11,5,10,12,8,11,9,11,NA,NA,0
"3946",2022-06-24 01:55:00,"Hainiuk V.","Kovalchuk K.",3,0,11,6,11,7,12,10,NA,NA,NA,NA,1
"3947",2022-06-24 02:00:00,"Sheremeta V.","Tebenko Y.",1,3,5,11,7,11,11,8,9,11,NA,NA,0
"3948",2022-06-24 02:05:00,"Kostiuk B.","Sokoltsov Y.",0,3,8,11,9,11,9,11,NA,NA,NA,NA,0
"3949",2022-06-24 02:25:00,"Kim D.","Kuprykov S.",1,3,5,11,7,11,11,9,9,11,NA,NA,0
"3950",2022-06-24 02:30:00,"Slozka V.","Konkulovskyi R.",3,1,11,8,11,5,7,11,11,7,NA,NA,1
"3951",2022-06-24 02:35:00,"Homylko A.","Pereyaslavsky D.",3,0,11,7,11,9,11,5,NA,NA,NA,NA,1
"3952",2022-06-24 02:55:00,"Onykyienko V.","Reva Y.",2,3,8,11,11,5,8,11,11,7,4,11,0
"3953",2022-06-24 03:00:00,"Tebenko Y.","Prus S.",1,3,7,11,11,7,5,11,2,11,NA,NA,0
"3954",2022-06-24 03:05:00,"Kobets V.","Kostiuk B.",3,1,11,8,13,11,11,13,14,12,NA,NA,1
"3955",2022-06-24 03:25:00,"Hainiuk V.","Kim D.",0,3,7,11,4,11,9,11,NA,NA,NA,NA,0
"3956",2022-06-24 03:30:00,"Slozka V.","Sheremeta V.",3,1,11,8,9,11,11,6,12,10,NA,NA,1
"3957",2022-06-24 03:35:00,"Pereyaslavsky D.","Samofal Y.",0,3,6,11,9,11,9,11,NA,NA,NA,NA,0
"3958",2022-06-24 03:55:00,"Reva Y.","Kovalchuk K.",0,3,11,13,11,13,6,11,NA,NA,NA,NA,0
"3959",2022-06-24 04:05:00,"Homylko A.","Sokoltsov Y.",1,3,11,6,10,12,10,12,4,11,NA,NA,0
"3960",2022-06-24 04:05:00,"Tebenko Y.","Sheremeta V.",1,3,8,11,11,7,3,11,9,11,NA,NA,0
"3961",2022-06-24 04:25:00,"Onykyienko V.","Kuprykov S.",3,2,11,7,11,8,3,11,10,12,11,7,1
"3962",2022-06-24 04:35:00,"Kobets V.","Pereyaslavsky D.",2,3,9,11,10,12,11,2,11,2,7,11,0
"3963",2022-06-24 04:35:00,"Prus S.","Slozka V.",1,3,19,17,8,11,5,11,11,13,NA,NA,0
"3964",2022-06-24 04:55:00,"Hainiuk V.","Reva Y.",3,1,11,5,11,6,7,11,11,9,NA,NA,1
"3965",2022-06-24 05:05:00,"Homylko A.","Kostiuk B.",0,3,8,11,5,11,3,11,NA,NA,NA,NA,0
"3966",2022-06-24 05:25:00,"Onykyienko V.","Kim D.",3,0,11,8,11,5,11,5,NA,NA,NA,NA,1
"3967",2022-06-24 05:35:00,"Samofal Y.","Sokoltsov Y.",0,3,7,11,9,11,11,13,NA,NA,NA,NA,0
"3968",2022-06-24 05:55:00,"Kovalchuk K.","Kuprykov S.",1,3,11,13,14,12,5,11,5,11,NA,NA,0
"3969",2022-06-24 06:05:00,"Kobets V.","Homylko A.",3,0,11,6,11,8,11,2,NA,NA,NA,NA,1
"3970",2022-06-24 06:25:00,"Hainiuk V.","Onykyienko V.",3,1,11,8,9,11,11,7,11,7,NA,NA,1
"3971",2022-06-24 06:35:00,"Pereyaslavsky D.","Sokoltsov Y.",1,3,7,11,11,13,11,7,6,11,NA,NA,0
"3972",2022-06-24 06:55:00,"Reva Y.","Kuprykov S.",2,3,5,11,11,8,8,11,11,9,7,11,0
"3973",2022-06-24 07:00:00,"Sedin V.","Tveritinov R.",3,1,11,7,11,1,9,11,11,7,NA,NA,1
"3974",2022-06-24 07:05:00,"Kostiuk B.","Samofal Y.",3,0,11,6,11,6,11,6,NA,NA,NA,NA,1
"3975",2022-06-24 07:20:00,"Fylypiv R.","Slozka M.",3,1,11,4,7,11,11,6,14,12,NA,NA,1
"3976",2022-06-24 07:25:00,"Hordiichuk O.","Valchuk I.",3,1,10,12,11,7,11,9,11,6,NA,NA,1
"3977",2022-06-24 07:25:00,"Kim D.","Kovalchuk K.",0,3,6,11,5,11,6,11,NA,NA,NA,NA,0
"3978",2022-06-24 07:30:00,"Tupyk M.","Fedoryshyn I.",3,2,11,6,9,11,11,8,5,11,11,6,1
"3979",2022-06-24 07:50:00,"Vons V.","Nyzhnyk R.",3,0,11,4,11,4,11,3,NA,NA,NA,NA,1
"3980",2022-06-24 07:55:00,"Nikolenko S.","Nakliutskyi A.",2,3,11,7,11,1,6,11,9,11,7,11,0
"3981",2022-06-24 08:00:00,"Baday M.","Tveritinov R.",3,2,7,11,11,9,11,4,6,11,11,5,1
"3982",2022-06-24 08:00:00,"Ponomarenko O.","Stukalov V.",0,3,10,12,4,11,6,11,NA,NA,NA,NA,0
"3983",2022-06-24 08:05:00,"Bondarenko I.","Havryliuk B.",3,2,11,9,6,11,11,13,11,6,11,6,1
"3984",2022-06-24 08:20:00,"Lutskyi V.","Daragan S.",1,3,5,11,5,11,11,4,2,11,NA,NA,0
"3985",2022-06-24 08:20:00,"Romanenko I.","Lipkan D.",3,0,11,8,11,3,11,8,NA,NA,NA,NA,1
"3986",2022-06-24 08:25:00,"Rak S.","Torba R.",3,1,11,5,6,11,12,10,12,10,NA,NA,1
"3987",2022-06-24 08:30:00,"Kunchurov D.","Bryzhevatyi O.",1,3,11,8,10,12,5,11,6,11,NA,NA,0
"3988",2022-06-24 08:30:00,"Sedin V.","Tupyk M.",0,3,8,11,9,11,10,12,NA,NA,NA,NA,0
"3989",2022-06-24 08:35:00,"Volynets O.","Vasylyshyn I.",3,0,11,4,11,9,11,4,NA,NA,NA,NA,1
"3990",2022-06-24 08:50:00,"Bazany D.","Danoczi M.",2,3,11,9,5,11,8,11,11,9,3,11,0
"3991",2022-06-24 08:50:00,"Fylypiv R.","Nyzhnyk R.",3,0,12,10,11,8,11,8,NA,NA,NA,NA,1
"3992",2022-06-24 08:50:00,"Sofroni D.","Shkepu S.",1,3,4,11,7,11,11,6,10,12,NA,NA,0
"3993",2022-06-24 08:55:00,"Hordiichuk O.","Nakliutskyi A.",1,3,6,11,3,11,11,3,8,11,NA,NA,0
"3994",2022-06-24 08:55:00,"Sydorenko V.","Peltek V.",3,1,5,11,11,6,11,6,11,6,NA,NA,1
"3995",2022-06-24 09:00:00,"Baday M.","Fedoryshyn I.",2,3,11,9,8,11,11,9,7,11,11,13,0
"3996",2022-06-24 09:00:00,"Tsoi K.","Yakimenko S.",0,3,9,11,9,11,10,12,NA,NA,NA,NA,0
"3997",2022-06-24 09:05:00,"Mytsyk A.","Udovenko I.",0,3,6,11,9,11,4,11,NA,NA,NA,NA,0
"3998",2022-06-24 09:15:00,"Brandtl A.","Liska T.",1,3,11,8,4,11,6,11,3,11,NA,NA,0
"3999",2022-06-24 09:20:00,"Daragan S.","Slozka M.",3,2,6,11,13,11,11,8,10,12,11,9,1
"4000",2022-06-24 09:20:00,"Semipeadnii V.","Harea V.",3,0,11,1,11,6,11,9,NA,NA,NA,NA,1
"4001",2022-06-24 09:20:00,"Tokar M.","Lulovic M.",2,3,11,9,7,11,11,6,8,11,9,11,0
"4002",2022-06-24 09:25:00,"Korobov A.","Stepanchuk Y.",0,3,8,11,4,11,4,11,NA,NA,NA,NA,0
"4003",2022-06-24 09:25:00,"Torba R.","Valchuk I.",3,0,11,4,11,9,11,6,NA,NA,NA,NA,1
"4004",2022-06-24 09:30:00,"Ponomarenko O.","Bryzhevatyi O.",2,3,8,11,10,12,11,9,11,7,11,13,0
"4005",2022-06-24 09:30:00,"Tupyk M.","Tveritinov R.",1,3,10,12,4,11,12,10,7,11,NA,NA,0
"4006",2022-06-24 09:35:00,"Bondarenko I.","Vasylyshyn I.",0,3,10,12,9,11,8,11,NA,NA,NA,NA,0
"4007",2022-06-24 09:45:00,"Krames J.","Zabransky J.",2,3,11,8,11,5,8,11,8,11,3,11,0
"4008",2022-06-24 09:50:00,"Cechvala R.","Veternik J.",0,3,7,11,10,12,13,15,NA,NA,NA,NA,0
