"","Date","Player1","Player2","Sets_P1","Sets_P2","P1_G1","P2_G1","P1_G2","P2_G2","P1_G3","P2_G3","P1_G4","P2_G4","P1_G5","P2_G5","HomeWinner"
"218",2022-06-10 18:25:00,"Okopnyi V.","Kolos Y.",3,1,9,11,14,12,11,4,12,10,NA,NA,1
"219",2022-06-10 18:30:00,"Brichacek D.","Fafek J.",3,1,11,5,6,11,12,10,11,6,NA,NA,1
"220",2022-06-10 18:30:00,"Svoboda V.","Novak R.",3,2,11,9,11,8,9,11,10,12,13,11,1
"221",2022-06-10 18:35:00,"Honchar Y.","Yurchenko K.",2,3,11,5,11,5,5,11,7,11,10,12,0
"222",2022-06-10 18:35:00,"Samofal Y.","Pereyaslavsky D.",2,3,11,7,11,2,8,11,13,15,6,11,0
"223",2022-06-10 18:50:00,"Pashkevich R.","Dobrzhinsky O.",3,2,3,11,13,11,7,11,11,9,12,10,1
"224",2022-06-10 18:50:00,"Pfleger M.","Rulc L.",0,3,4,11,7,11,7,11,NA,NA,NA,NA,0
"225",2022-06-10 18:55:00,"Kyilo V.","Sachuk S.",2,3,12,10,11,9,6,11,5,11,5,11,0
"226",2022-06-10 19:00:00,"Cuba M.","Svoboda V.",3,2,5,11,5,11,11,5,12,10,14,12,1
"227",2022-06-10 19:00:00,"Zaporozhets R.","Lushchyk A.",0,3,10,12,11,13,9,11,NA,NA,NA,NA,0
"228",2022-06-10 19:05:00,"Khorolskyi V.","Sokoltsov Y.",1,3,11,8,7,11,11,13,9,11,NA,NA,0
"229",2022-06-10 19:05:00,"Zholubak R.","Bochkovskyi V.",3,1,12,10,5,11,12,10,11,7,NA,NA,1
"230",2022-06-10 19:15:00,"Brichacek D.","Pfleger M.",3,1,17,15,9,11,11,6,11,7,NA,NA,1
"231",2022-06-10 19:20:00,"Huchok A.","Korobko V.",0,3,12,14,11,13,5,11,NA,NA,NA,NA,0
"232",2022-06-10 19:20:00,"Mischenko S.","Uzun N.",3,0,11,9,12,10,11,8,NA,NA,NA,NA,1
"233",2022-06-10 19:25:00,"Marchuk M.","Hryshchenko O.",0,3,6,11,6,11,6,11,NA,NA,NA,NA,0
"234",2022-06-10 19:25:00,"Tebenko Y.","Okopnyi V.",3,2,11,8,6,11,11,9,7,11,11,9,1
"235",2022-06-10 19:35:00,"Drobov D.","Yurchenko K.",1,3,11,9,7,11,9,11,7,11,NA,NA,0
"236",2022-06-10 19:35:00,"Melisek M.","Novak R.",2,3,11,13,11,7,11,7,8,11,7,11,0
"237",2022-06-10 19:35:00,"Volkov P.","Peretiatko A.",1,3,7,11,8,11,12,10,6,11,NA,NA,0
"238",2022-06-10 19:45:00,"Fafek J.","Rulc L.",3,0,11,7,11,9,11,2,NA,NA,NA,NA,1
"239",2022-06-10 19:50:00,"Crainiucov G.","Kovik I.",2,3,10,12,11,6,12,14,11,8,9,11,0
"240",2022-06-10 19:55:00,"Huchok A.","Budnikov A.",2,3,10,12,5,11,11,9,12,10,8,11,0
"241",2022-06-10 19:55:00,"Sachuk S.","Diachenko M.",3,1,11,8,4,11,11,5,11,9,NA,NA,1
"242",2022-06-10 20:00:00,"Miroshnychenko S.","Maliuk S.",3,0,11,3,11,6,13,11,NA,NA,NA,NA,1
"243",2022-06-10 20:05:00,"Samofal Y.","Khorolskyi V.",3,2,9,11,11,8,11,9,11,13,11,5,1
"244",2022-06-10 20:05:00,"Vilenchyts N.","Honchar Y.",3,1,7,11,12,10,11,8,11,5,NA,NA,1
"245",2022-06-10 20:10:00,"Novak R.","Svoboda V.",2,3,11,9,3,11,8,11,11,8,7,11,0
"246",2022-06-10 20:15:00,"Pfleger M.","Brichacek D.",3,0,13,11,11,9,11,7,NA,NA,NA,NA,1
"247",2022-06-10 20:20:00,"Pashkevich R.","Mischenko S.",3,1,11,3,7,11,11,9,11,8,NA,NA,1
"248",2022-06-10 20:25:00,"Kolos Y.","Korobko V.",0,3,13,15,9,11,4,11,NA,NA,NA,NA,0
"249",2022-06-10 20:25:00,"Kyilo V.","Chernyshov D.",3,0,11,8,11,9,11,8,NA,NA,NA,NA,1
"250",2022-06-10 20:35:00,"Volkov P.","Pereyaslavsky D.",1,3,11,4,9,11,7,11,9,11,NA,NA,0
"251",2022-06-10 20:40:00,"Melisek M.","Cuba M.",2,3,11,7,5,11,11,9,4,11,7,11,0
"252",2022-06-10 20:45:00,"Rulc L.","Fafek J.",1,3,11,5,9,11,6,11,2,11,NA,NA,0
"253",2022-06-10 20:50:00,"Crainiucov G.","Dobrzhinsky O.",2,3,5,11,12,10,11,6,9,11,5,11,0
"254",2022-06-10 20:55:00,"Marchuk M.","Sachuk S.",2,3,9,11,7,11,11,9,11,7,8,11,0
"255",2022-06-10 20:55:00,"Tebenko Y.","Huchok A.",2,3,11,9,11,4,11,13,5,11,8,11,0
"256",2022-06-10 21:05:00,"Sokoltsov Y.","Peretiatko A.",3,0,11,5,11,5,11,5,NA,NA,NA,NA,1
"257",2022-06-10 21:10:00,"Polak K.","Provaznik L.",1,3,11,9,3,11,7,11,7,11,NA,NA,0
"258",2022-06-10 21:15:00,"Rejent S.","Chalupa J.",3,1,11,6,11,8,9,11,11,5,NA,NA,1
"259",2022-06-10 21:20:00,"Uzun N.","Kovik I.",3,0,11,9,11,4,12,10,NA,NA,NA,NA,1
"260",2022-06-10 21:25:00,"Kyilo V.","Hryshchenko O.",3,0,11,9,11,5,11,5,NA,NA,NA,NA,1
"261",2022-06-10 21:25:00,"Okopnyi V.","Korobko V.",1,3,11,3,7,11,8,11,7,11,NA,NA,0
"262",2022-06-10 21:35:00,"Samofal Y.","Volkov P.",3,0,11,8,11,4,11,7,NA,NA,NA,NA,1
"263",2022-06-10 21:40:00,"Sabuka D.","Stehlik M.",1,3,11,5,3,11,7,11,8,11,NA,NA,0
"264",2022-06-10 21:45:00,"Krames J.","Liska T.",1,3,11,6,8,11,8,11,7,11,NA,NA,0
"265",2022-06-10 21:50:00,"Pashkevich R.","Crainiucov G.",3,2,11,1,9,11,8,11,11,8,12,10,1
"266",2022-06-10 21:55:00,"Budnikov A.","Kolos Y.",1,3,5,11,5,11,11,7,10,12,NA,NA,0
"267",2022-06-10 21:55:00,"Diachenko M.","Chernyshov D.",2,3,11,7,8,11,12,10,9,11,5,11,0
"268",2022-06-10 22:05:00,"Khorolskyi V.","Peretiatko A.",3,1,11,5,8,11,11,4,11,6,NA,NA,1
"269",2022-06-10 22:05:00,"Polak K.","Stehlik M.",2,3,7,11,11,7,8,11,11,7,9,11,0
"270",2022-06-10 22:15:00,"Rejent S.","Liska T.",2,3,11,6,11,6,6,11,2,11,9,11,0
"271",2022-06-10 22:20:00,"Mischenko S.","Kovik I.",3,1,11,9,8,11,11,7,12,10,NA,NA,1
"272",2022-06-10 22:25:00,"Marchuk M.","Kyilo V.",2,3,10,12,11,13,13,11,11,9,7,11,0
"273",2022-06-10 22:35:00,"Pereyaslavsky D.","Sokoltsov Y.",1,3,10,12,11,13,11,6,7,11,NA,NA,0
"274",2022-06-10 22:40:00,"Sabuka D.","Provaznik L.",1,3,11,13,7,11,13,11,11,13,NA,NA,0
"275",2022-06-10 22:45:00,"Krames J.","Chalupa J.",0,3,8,11,11,13,13,15,NA,NA,NA,NA,0
"276",2022-06-10 22:50:00,"Dobrzhinsky O.","Uzun N.",0,3,11,13,11,13,9,11,NA,NA,NA,NA,0
"277",2022-06-10 22:55:00,"Sachuk S.","Chernyshov D.",3,2,8,11,10,12,11,7,11,9,14,12,1
"278",2022-06-10 23:00:00,"Verbianyi V.","Pavlyuk O.",3,1,11,8,11,6,7,11,11,9,NA,NA,1
"279",2022-06-10 23:10:00,"Polak K.","Sabuka D.",0,3,5,11,9,11,6,11,NA,NA,NA,NA,0
"280",2022-06-10 23:15:00,"Rejent S.","Krames J.",2,3,9,11,9,11,11,9,11,9,5,11,0
"281",2022-06-10 23:25:00,"Hryshchenko O.","Diachenko M.",3,0,11,5,11,3,13,11,NA,NA,NA,NA,1
"282",2022-06-10 23:30:00,"Kistechko M.","Lyevshyn V.",2,3,7,11,11,8,11,9,12,14,6,11,0
"283",2022-06-10 23:30:00,"Stehlik M.","Provaznik L.",0,3,14,16,2,11,5,11,NA,NA,NA,NA,0
"284",2022-06-10 23:45:00,"Liska T.","Chalupa J.",3,0,11,9,11,2,11,7,NA,NA,NA,NA,1
"285",2022-06-11 00:00:00,"Danyliuk N.","Pavlyuk O.",3,1,11,9,8,11,11,8,11,9,NA,NA,1
"286",2022-06-11 00:05:00,"Bielokon Y.","Melashenko O.",3,1,14,12,8,11,11,4,15,13,NA,NA,1
"287",2022-06-11 00:10:00,"Sabuka D.","Polak K.",3,0,11,6,11,8,11,9,NA,NA,NA,NA,1
"288",2022-06-11 00:15:00,"Krames J.","Rejent S.",3,0,11,5,11,4,11,7,NA,NA,NA,NA,1
"289",2022-06-11 00:25:00,"Chelpanov S.","Kurischenko Y.",0,3,8,11,9,11,7,11,NA,NA,NA,NA,0
"290",2022-06-11 00:30:00,"Verbianyi V.","Kistechko M.",3,2,8,11,10,12,11,7,13,11,11,7,1
"291",2022-06-11 00:40:00,"Provaznik L.","Stehlik M.",2,3,8,11,11,7,14,12,8,11,8,11,0
"292",2022-06-11 00:45:00,"Chalupa J.","Liska T.",0,3,8,11,8,11,4,11,NA,NA,NA,NA,0
"293",2022-06-11 00:50:00,"Yushko R.","Husiev V.",0,3,7,11,9,11,7,11,NA,NA,NA,NA,0
"294",2022-06-11 00:55:00,"Bondarenko S.","Kovalchuk O.",0,3,4,11,11,13,8,11,NA,NA,NA,NA,0
"295",2022-06-11 01:00:00,"Danyliuk N.","Lyevshyn V.",3,1,11,8,6,11,12,10,11,6,NA,NA,1
"296",2022-06-11 01:05:00,"Homylko A.","Chuliukov S.",0,3,5,11,10,12,8,11,NA,NA,NA,NA,0
"297",2022-06-11 01:25:00,"Shyndel I.","Mishchenko O.",1,3,3,11,5,11,11,8,8,11,NA,NA,0
"298",2022-06-11 01:30:00,"Kistechko M.","Pavlyuk O.",3,2,9,11,11,9,11,2,5,11,11,6,1
"299",2022-06-11 01:35:00,"Bielokon Y.","Husiev V.",3,2,11,5,11,7,7,11,11,13,11,9,1
"300",2022-06-11 01:55:00,"Chelpanov S.","Kovalchuk O.",3,1,11,2,7,11,11,3,11,6,NA,NA,1
"301",2022-06-11 02:00:00,"Verbianyi V.","Lyevshyn V.",1,3,6,11,5,11,11,8,7,11,NA,NA,0
"302",2022-06-11 02:05:00,"Chuliukov S.","Melashenko O.",3,1,11,7,8,11,11,9,11,6,NA,NA,1
"303",2022-06-11 02:25:00,"Mishchenko O.","Kurischenko Y.",1,3,5,11,8,11,11,7,8,11,NA,NA,0
"304",2022-06-11 02:30:00,"Danyliuk N.","Kistechko M.",3,1,11,8,11,3,8,11,11,7,NA,NA,1
"305",2022-06-11 02:35:00,"Yushko R.","Homylko A.",1,3,3,11,11,9,5,11,6,11,NA,NA,0
"306",2022-06-11 02:55:00,"Bondarenko S.","Shyndel I.",1,3,9,11,7,11,11,7,8,11,NA,NA,0
"307",2022-06-11 03:00:00,"Lyevshyn V.","Pavlyuk O.",2,3,9,11,10,12,11,7,11,7,16,18,0
"308",2022-06-11 03:05:00,"Bielokon Y.","Chuliukov S.",2,3,13,11,14,12,10,12,7,11,6,11,0
"309",2022-06-11 03:25:00,"Chelpanov S.","Mishchenko O.",3,1,6,11,11,8,14,12,14,12,NA,NA,1
"310",2022-06-11 03:30:00,"Danyliuk N.","Verbianyi V.",3,1,11,6,9,11,11,6,11,5,NA,NA,1
"311",2022-06-11 03:35:00,"Homylko A.","Husiev V.",3,0,11,1,11,7,11,2,NA,NA,NA,NA,1
"312",2022-06-11 03:55:00,"Shyndel I.","Kovalchuk O.",3,2,12,10,12,14,11,9,12,14,11,6,1
"313",2022-06-11 04:00:00,"Kistechko M.","Verbianyi V.",1,3,8,11,15,13,8,11,10,12,NA,NA,0
"314",2022-06-11 04:05:00,"Yushko R.","Melashenko O.",1,3,6,11,6,11,11,6,9,11,NA,NA,0
"315",2022-06-11 04:25:00,"Bondarenko S.","Kurischenko Y.",2,3,10,12,19,17,5,11,11,7,10,12,0
"316",2022-06-11 04:30:00,"Lyevshyn V.","Danyliuk N.",3,2,11,5,2,11,10,12,11,5,11,6,1
"317",2022-06-11 04:35:00,"Bielokon Y.","Homylko A.",2,3,6,11,8,11,11,2,11,5,9,11,0
"318",2022-06-11 04:55:00,"Chelpanov S.","Shyndel I.",3,0,12,10,11,3,11,8,NA,NA,NA,NA,1
"319",2022-06-11 05:05:00,"Yushko R.","Chuliukov S.",3,1,11,5,15,17,11,7,11,3,NA,NA,1
"320",2022-06-11 05:30:00,"Bondarenko S.","Mishchenko O.",2,3,11,4,8,11,7,11,11,7,7,11,0
"321",2022-06-11 05:40:00,"Husiev V.","Melashenko O.",3,2,10,12,11,9,10,12,12,10,11,5,1
"322",2022-06-11 05:55:00,"Kovalchuk O.","Kurischenko Y.",3,2,11,7,8,11,10,12,11,8,11,5,1
"323",2022-06-11 06:10:00,"Bielokon Y.","Yushko R.",1,3,11,8,11,13,7,11,9,11,NA,NA,0
"324",2022-06-11 06:25:00,"Chelpanov S.","Bondarenko S.",3,1,11,8,11,9,6,11,11,2,NA,NA,1
"325",2022-06-11 06:40:00,"Homylko A.","Melashenko O.",3,1,11,5,11,6,7,11,11,7,NA,NA,1
"326",2022-06-11 06:55:00,"Shyndel I.","Kurischenko Y.",3,1,11,9,11,5,10,12,11,7,NA,NA,1
"327",2022-06-11 07:00:00,"Syksa A.","Aristarkhov S.",3,1,14,12,13,11,8,11,11,8,NA,NA,1
"328",2022-06-11 07:05:00,"Chuliukov S.","Husiev V.",3,0,11,8,11,9,11,4,NA,NA,NA,NA,1
"329",2022-06-11 07:25:00,"Mishchenko O.","Kovalchuk O.",3,0,12,10,11,7,12,10,NA,NA,NA,NA,1
"330",2022-06-11 07:25:00,"Okopnyi V.","Korobko V.",3,0,11,9,11,5,11,6,NA,NA,NA,NA,1
"331",2022-06-11 07:30:00,"Kurylenko O.","Arzanov D.",1,3,5,11,12,10,5,11,8,11,NA,NA,0
"332",2022-06-11 07:55:00,"Kolos Y.","Budnikov A.",2,3,7,11,5,11,11,6,11,6,9,11,0
"333",2022-06-11 08:00:00,"Honchar Y.","Bochkovskyi V.",2,3,11,13,11,5,7,11,11,7,12,14,0
"334",2022-06-11 08:00:00,"Ziakun O.","Aristarkhov S.",1,3,7,11,11,8,6,11,8,11,NA,NA,0
"335",2022-06-11 08:10:00,"Karpenko O.","Semenets S.",3,1,11,7,6,11,11,6,11,7,NA,NA,1
"336",2022-06-11 08:25:00,"Rotari A.","Rotaru S.",3,2,11,6,11,9,9,11,6,11,11,5,1
"337",2022-06-11 08:25:00,"Tebenko Y.","Huchok A.",3,1,13,15,11,8,11,6,11,3,NA,NA,1
"338",2022-06-11 08:30:00,"Syksa A.","Kurylenko O.",3,1,9,11,11,5,11,5,11,9,NA,NA,1
"339",2022-06-11 08:30:00,"Yurchenko K.","Vilenchyts N.",3,2,4,11,11,7,7,11,11,6,11,5,1
"340",2022-06-11 08:40:00,"Pavliuk V.","Minenko A.",0,3,5,11,9,11,6,11,NA,NA,NA,NA,0
"341",2022-06-11 08:50:00,"Bazany D.","Polak S.",1,3,11,4,4,11,12,14,6,11,NA,NA,0
"342",2022-06-11 08:50:00,"Kalev L.","Bulat P.",1,3,11,9,4,11,10,12,7,11,NA,NA,0
"343",2022-06-11 08:55:00,"Okopnyi V.","Budnikov A.",2,3,5,11,11,8,11,8,7,11,8,11,0
"344",2022-06-11 09:00:00,"Drobov D.","Zholubak R.",3,2,7,11,11,7,12,10,15,17,11,7,1
"345",2022-06-11 09:00:00,"Ziakun O.","Arzanov D.",1,3,11,4,9,11,4,11,9,11,NA,NA,0
"346",2022-06-11 09:10:00,"Solomko S.","Klymenko K.",2,3,8,11,6,11,12,10,11,9,4,11,0
"347",2022-06-11 09:15:00,"Bouska M.","Rejent S.",3,0,11,7,12,10,11,6,NA,NA,NA,NA,1
"348",2022-06-11 09:20:00,"Varga K.","Stracar P.",3,0,11,9,12,10,12,10,NA,NA,NA,NA,1
"349",2022-06-11 09:25:00,"Huchok A.","Korobko V.",1,3,7,11,11,5,5,11,2,11,NA,NA,0
"350",2022-06-11 09:25:00,"Mihalachi I.","Melnic F.",3,0,11,6,11,4,11,8,NA,NA,NA,NA,1
"351",2022-06-11 09:30:00,"Honchar Y.","Vilenchyts N.",1,3,2,11,14,12,5,11,8,11,NA,NA,0
"352",2022-06-11 09:30:00,"Kurylenko O.","Aristarkhov S.",2,3,11,7,9,11,9,11,11,8,10,12,0
"353",2022-06-11 09:40:00,"Karpenko O.","Minenko A.",1,3,7,11,11,4,9,11,6,11,NA,NA,0
"354",2022-06-11 09:45:00,"Krames J.","Brandtl A.",2,3,11,5,6,11,11,9,7,11,9,11,0
"355",2022-06-11 09:50:00,"Rotari A.","Bulat P.",1,3,11,6,2,11,8,11,4,11,NA,NA,0
"356",2022-06-11 09:50:00,"Zelman D.","Tokar M.",3,1,11,7,11,4,9,11,11,6,NA,NA,1
"357",2022-06-11 09:55:00,"Kolos Y.","Tebenko Y.",3,0,11,4,11,5,11,5,NA,NA,NA,NA,1
"358",2022-06-11 10:00:00,"Syksa A.","Arzanov D.",0,3,5,11,7,11,9,11,NA,NA,NA,NA,0
"359",2022-06-11 10:00:00,"Zholubak R.","Bochkovskyi V.",2,3,11,7,14,16,15,13,7,11,11,13,0
"360",2022-06-11 10:10:00,"Klymenko K.","Semenets S.",1,3,4,11,11,9,9,11,6,11,NA,NA,0
"361",2022-06-11 10:15:00,"Bouska M.","Brandtl A.",3,2,10,12,4,11,11,3,11,5,12,10,1
"362",2022-06-11 10:20:00,"Bazany D.","Stracar P.",3,0,11,6,11,8,11,3,NA,NA,NA,NA,1
"363",2022-06-11 10:20:00,"Melnic F.","Rotaru S.",1,3,11,7,9,11,15,17,6,11,NA,NA,0
"364",2022-06-11 10:25:00,"Okopnyi V.","Huchok A.",3,2,9,11,12,10,11,8,7,11,11,8,1
"365",2022-06-11 10:30:00,"Yurchenko K.","Drobov D.",3,2,11,8,13,11,7,11,6,11,11,7,1
"366",2022-06-11 10:30:00,"Ziakun O.","Kurylenko O.",3,0,11,8,11,8,11,8,NA,NA,NA,NA,1
"367",2022-06-11 10:40:00,"Pavliuk V.","Solomko S.",3,1,6,11,11,7,11,8,12,10,NA,NA,1
"368",2022-06-11 10:50:00,"Kalev L.","Mihalachi I.",0,3,7,11,6,11,8,11,NA,NA,NA,NA,0
"369",2022-06-11 10:50:00,"Krames J.","Rejent S.",3,0,11,5,12,10,11,2,NA,NA,NA,NA,1
"370",2022-06-11 10:50:00,"Tokar M.","Polak S.",3,1,11,8,7,11,11,6,13,11,NA,NA,1
"371",2022-06-11 10:55:00,"Tebenko Y.","Budnikov A.",3,2,8,11,11,5,12,10,12,14,11,8,1
"372",2022-06-11 11:00:00,"Arzanov D.","Aristarkhov S.",1,3,7,11,11,4,10,12,6,11,NA,NA,0
"373",2022-06-11 11:00:00,"Honchar Y.","Zholubak R.",3,2,11,9,5,11,7,11,13,11,11,5,1
"374",2022-06-11 11:10:00,"Karpenko O.","Klymenko K.",0,3,4,11,8,11,10,12,NA,NA,NA,NA,0
"375",2022-06-11 11:20:00,"Varga K.","Zelman D.",3,1,11,9,6,11,11,6,12,10,NA,NA,1
"376",2022-06-11 11:25:00,"Bouska M.","Krames J.",3,1,8,11,11,8,11,9,11,6,NA,NA,1
"377",2022-06-11 11:25:00,"Kolos Y.","Korobko V.",3,0,11,4,15,13,11,9,NA,NA,NA,NA,1
"378",2022-06-11 11:25:00,"Rotari A.","Melnic F.",3,1,11,9,7,11,12,10,11,6,NA,NA,1
"379",2022-06-11 11:30:00,"Drobov D.","Vilenchyts N.",3,0,12,10,11,8,11,6,NA,NA,NA,NA,1
"380",2022-06-11 11:30:00,"Ziakun O.","Syksa A.",2,3,11,8,13,11,7,11,6,11,7,11,0
"381",2022-06-11 11:40:00,"Solomko S.","Minenko A.",1,3,7,11,9,11,12,10,8,11,NA,NA,0
"382",2022-06-11 11:45:00,"Brandtl A.","Rejent S.",3,1,11,8,8,11,13,11,11,8,NA,NA,1
"383",2022-06-11 11:50:00,"Bazany D.","Tokar M.",1,3,11,5,7,11,11,13,5,11,NA,NA,0
"384",2022-06-11 11:50:00,"Mihalachi I.","Bulat P.",1,3,11,7,9,11,6,11,7,11,NA,NA,0
"385",2022-06-11 11:55:00,"Okopnyi V.","Tebenko Y.",2,3,8,11,11,8,11,9,10,12,9,11,0
"386",2022-06-11 12:00:00,"Yurchenko K.","Bochkovskyi V.",3,0,11,9,11,9,12,10,NA,NA,NA,NA,1
"387",2022-06-11 12:10:00,"Aristarkhov S.","Arzanov D.",3,1,11,7,6,11,11,9,13,11,NA,NA,1
"388",2022-06-11 12:10:00,"Pavliuk V.","Semenets S.",0,3,9,11,7,11,8,11,NA,NA,NA,NA,0
"389",2022-06-11 12:20:00,"Kalev L.","Rotaru S.",3,0,12,10,11,5,11,5,NA,NA,NA,NA,1
"390",2022-06-11 12:20:00,"Rejent S.","Krames J.",0,3,9,11,7,11,9,11,NA,NA,NA,NA,0
"391",2022-06-11 12:20:00,"Zelman D.","Stracar P.",3,1,11,8,13,11,5,11,11,8,NA,NA,1
"392",2022-06-11 12:25:00,"Kolos Y.","Huchok A.",2,3,8,11,13,11,4,11,11,7,9,11,0
"393",2022-06-11 12:30:00,"Honchar Y.","Drobov D.",3,1,2,11,11,5,11,3,11,8,NA,NA,1
"394",2022-06-11 12:40:00,"Karpenko O.","Solomko S.",3,1,12,10,11,9,8,11,11,8,NA,NA,1
"395",2022-06-11 12:40:00,"Syksa A.","Ziakun O.",3,0,11,6,11,8,11,6,NA,NA,NA,NA,1
"396",2022-06-11 12:50:00,"Brandtl A.","Bouska M.",1,3,7,11,11,9,6,11,9,11,NA,NA,0
"397",2022-06-11 12:50:00,"Rotari A.","Mihalachi I.",3,0,11,5,11,5,11,9,NA,NA,NA,NA,1
"398",2022-06-11 12:50:00,"Varga K.","Polak S.",2,3,11,9,6,11,11,5,7,11,3,11,0
"399",2022-06-11 13:00:00,"Budnikov A.","Korobko V.",1,3,9,11,14,12,8,11,8,11,NA,NA,0
"400",2022-06-11 13:00:00,"Vasylets A.","Priadko Y.",3,0,11,5,11,3,11,3,NA,NA,NA,NA,1
"401",2022-06-11 13:00:00,"Yurchenko K.","Zholubak R.",2,3,12,10,6,11,15,13,3,11,12,14,0
"402",2022-06-11 13:05:00,"Hries V.","Novikov V.",1,3,9,11,11,8,10,12,12,14,NA,NA,0
"403",2022-06-11 13:10:00,"Pavliuk V.","Klymenko K.",2,3,6,11,11,9,11,7,5,11,7,11,0
"404",2022-06-11 13:20:00,"Bazany D.","Zelman D.",3,1,9,11,11,3,11,3,11,8,NA,NA,1
"405",2022-06-11 13:20:00,"Kalev L.","Melnic F.",3,2,11,9,8,11,11,7,4,11,12,10,1
"406",2022-06-11 13:25:00,"Horak D.","Brichacek D.",3,0,11,4,12,10,11,8,NA,NA,NA,NA,1
"407",2022-06-11 13:25:00,"Okopnyi V.","Kolos Y.",1,3,6,11,8,11,12,10,8,11,NA,NA,0
"408",2022-06-11 13:30:00,"Maliuk S.","Ziakun V.",2,3,11,8,12,14,9,11,11,9,3,11,0
"409",2022-06-11 13:35:00,"Burdelnyi S.","Khairov D.",2,3,11,8,11,2,10,12,7,11,5,11,0
"410",2022-06-11 13:35:00,"Vilenchyts N.","Bochkovskyi V.",3,1,11,8,8,11,11,7,11,8,NA,NA,1
"411",2022-06-11 13:40:00,"Minenko A.","Semenets S.",2,3,11,9,9,11,5,11,11,5,9,11,0
"412",2022-06-11 13:45:00,"Hofmann M.","Fafek J.",3,2,11,9,5,11,12,10,12,14,11,9,1
"413",2022-06-11 13:50:00,"Bulat P.","Rotaru S.",3,0,11,6,11,7,11,6,NA,NA,NA,NA,1
"414",2022-06-11 13:50:00,"Varga K.","Tokar M.",3,0,11,4,11,7,11,6,NA,NA,NA,NA,1
"415",2022-06-11 13:55:00,"Tebenko Y.","Korobko V.",3,1,17,15,13,11,8,11,12,10,NA,NA,1
"416",2022-06-11 14:00:00,"Honchar Y.","Yurchenko K.",1,3,9,11,10,12,12,10,5,11,NA,NA,0
"417",2022-06-11 14:00:00,"Lyman O.","Boklah R.",3,0,11,3,13,11,11,8,NA,NA,NA,NA,1
"418",2022-06-11 14:05:00,"Dovzhenko S.","Kovshun Y.",3,1,7,11,11,5,11,9,12,10,NA,NA,1
"419",2022-06-11 14:10:00,"Karpenko O.","Pavliuk V.",2,3,11,4,10,12,12,10,8,11,9,11,0
"420",2022-06-11 14:15:00,"Horak D.","Fafek J.",3,0,11,9,11,7,11,7,NA,NA,NA,NA,1
"421",2022-06-11 14:20:00,"Rotari A.","Kalev L.",2,3,11,8,11,4,7,11,5,11,7,11,0
"422",2022-06-11 14:20:00,"Stracar P.","Polak S.",3,0,11,9,11,5,11,9,NA,NA,NA,NA,1
"423",2022-06-11 14:25:00,"Huchok A.","Budnikov A.",2,3,11,8,8,11,12,10,7,11,8,11,0
"424",2022-06-11 14:30:00,"Drobov D.","Bochkovskyi V.",3,1,12,14,11,1,11,7,11,9,NA,NA,1
"425",2022-06-11 14:30:00,"Vasylets A.","Ziakun V.",3,1,10,12,11,5,12,10,11,6,NA,NA,1
"426",2022-06-11 14:35:00,"Hries V.","Khairov D.",0,3,8,11,9,11,6,11,NA,NA,NA,NA,0
"427",2022-06-11 14:40:00,"Solomko S.","Semenets S.",1,3,11,9,7,11,6,11,9,11,NA,NA,0
"428",2022-06-11 14:45:00,"Hofmann M.","Brichacek D.",3,0,11,7,11,8,11,9,NA,NA,NA,NA,1
"429",2022-06-11 14:50:00,"Bazany D.","Varga K.",3,1,11,8,9,11,11,6,11,6,NA,NA,1
"430",2022-06-11 14:50:00,"Mihalachi I.","Rotaru S.",3,1,7,11,11,6,11,5,11,7,NA,NA,1
"431",2022-06-11 14:55:00,"Fedyna R.","Prus S.",1,3,7,11,6,11,11,8,8,11,NA,NA,0
"432",2022-06-11 15:00:00,"Boklah R.","Priadko Y.",3,1,7,11,11,5,11,9,11,6,NA,NA,1
"433",2022-06-11 15:00:00,"Zholubak R.","Vilenchyts N.",3,1,9,11,11,5,11,9,11,4,NA,NA,1
"434",2022-06-11 15:05:00,"Kovshun Y.","Novikov V.",1,3,6,11,11,8,5,11,5,11,NA,NA,0
"435",2022-06-11 15:10:00,"Klymenko K.","Minenko A.",2,3,4,11,6,11,13,11,11,7,9,11,0
"436",2022-06-11 15:15:00,"Horak D.","Hofmann M.",1,3,11,8,9,11,11,13,7,11,NA,NA,0
"437",2022-06-11 15:20:00,"Melnic F.","Bulat P.",1,3,3,11,2,11,11,8,2,11,NA,NA,0
"438",2022-06-11 15:20:00,"Zelman D.","Polak S.",1,3,11,2,5,11,3,11,5,11,NA,NA,0
"439",2022-06-11 15:25:00,"Dulich A.","Konkulovskyi R.",3,1,11,2,7,11,11,8,11,7,NA,NA,1
"440",2022-06-11 15:30:00,"Maliuk S.","Lyman O.",2,3,8,11,11,9,11,9,8,11,9,11,0
"441",2022-06-11 15:35:00,"Burdelnyi S.","Dovzhenko S.",0,3,1,11,11,13,8,11,NA,NA,NA,NA,0
"442",2022-06-11 15:35:00,"Pitsyk S.","Polysynskyi M.",1,3,10,12,11,3,10,12,9,11,NA,NA,0
"443",2022-06-11 15:45:00,"Fafek J.","Brichacek D.",3,1,11,6,4,11,11,7,11,7,NA,NA,1
"444",2022-06-11 15:50:00,"Dubrovin V.","Danilov I.",2,3,11,13,5,11,11,8,11,3,7,11,0
